Year,Farm,YearFarmNB,wing,BD,AG,MAX,RN,HD,WT,FDM,Comp.1,Comp.2
2011,13,2011_13_04,50.92,0.631813148,ASY,0.114973702,-0.271514101,-0.611695261,1.010114324,-0.994871113,-3.102323859,0.133298957
2015,13,2015_13_04,45.48,-0.028402518,ASY,-1.308315284,-0.712963165,2.739109109,1.010114324,-0.240264862,-3.14254612,0.148387146
2009,13,2009_13_04,50.39,-0.963708045,ASY,-1.814932089,-0.197939258,-0.611695261,1.010114324,-1.201653328,-3.089325305,0.121565832
2011,13,2011_13_04,54.48,0.631813148,ASY,0.114973702,-0.271514101,-0.611695261,1.010114324,-0.994871113,-3.102323859,0.133298957
2009,13,2009_13_04,45.6,-0.963708045,ASY,-1.814932089,-0.197939258,-0.611695261,1.010114324,-1.201653328,-3.089325305,0.121565832
2008,13,2008_13_04,52.41,-0.028402518,ASY,0.370266244,1.008688181,-0.217482982,1.010114324,-1.197142564,-3.132416395,0.110469548
2008,13,2008_13_04,56.32,-0.028402518,ASY,0.370266244,1.008688181,-0.217482982,1.010114324,-1.197142564,-3.132416395,0.110469548
2011,13,2011_13_04,54.08,0.631813148,ASY,0.114973702,-0.271514101,-0.611695261,1.010114324,-0.994871113,-3.102323859,0.133298957
2015,13,2015_13_04,43.82,-0.028402518,ASY,-1.308315284,-0.712963165,2.739109109,1.010114324,-0.240264862,-3.14254612,0.148387146
2015,13,2015_13_04,42.47,-0.028402518,ASY,-1.308315284,-0.712963165,2.739109109,1.010114324,-0.240264862,-3.14254612,0.148387146
2011,13,2011_13_05,52.98,-0.08342049,ASY,0.114973702,-0.271514101,-0.611695261,1.001399021,-0.994871113,-3.102323859,0.133298957
2016,13,2016_13_05,39.16,0.301705315,ASY,-1.539798158,-1.036692477,0.176729297,1.001399021,-0.657150868,-3.142537434,0.148440832
2008,13,2008_13_05,42.55,-1.899013571,ASY,-0.622464597,1.464852213,-1.005907539,1.001399021,-1.162173766,-3.132416395,0.110469548
2008,13,2008_13_05,43.6,-1.899013571,ASY,-0.622464597,1.464852213,-1.005907539,1.001399021,-1.162173766,-3.132416395,0.110469548
2014,13,2014_13_05,45.67,0.851885037,ASY,-0.425373464,0.876253462,0.570941576,1.001399021,-0.865957972,-3.14055617,0.154687881
2009,13,2009_13_05,47.47,1.842208536,ASY,-2.244828855,-0.521668571,-1.400119818,1.001399021,-1.156265324,-3.089325305,0.121565832
2008,13,2008_13_05,46.61,-1.899013571,ASY,-0.622464597,1.464852213,-1.005907539,1.001399021,-1.162173766,-3.132416395,0.110469548
2016,13,2016_13_05,33.35,0.301705315,ASY,-1.539798158,-1.036692477,0.176729297,1.001399021,-0.657150868,-3.142537434,0.148440832
2014,13,2014_13_05,43.83,0.851885037,ASY,-0.425373464,0.876253462,0.570941576,1.001399021,-0.865957972,-3.14055617,0.154687881
2009,13,2009_13_05,47.21,1.842208536,ASY,-2.244828855,-0.521668571,-1.400119818,1.001399021,-1.156265324,-3.089325305,0.121565832
2007,13,2007_13_05,52.93,-0.963708045,ASY,0.21219651,-1.183842165,0.570941576,1.001399021,-1.098198185,-3.088130558,0.123819298
2009,13,2009_13_05,50.33,1.842208536,ASY,-2.244828855,-0.521668571,-1.400119818,1.001399021,-1.156265324,-3.089325305,0.121565832
2009,13,2009_13_05,49.18,1.842208536,ASY,-2.244828855,-0.521668571,-1.400119818,1.001399021,-1.156265324,-3.089325305,0.121565832
2014,13,2014_13_05,45.55,0.851885037,ASY,-0.425373464,0.876253462,0.570941576,1.001399021,-0.865957972,-3.14055617,0.154687881
2016,13,2016_13_05,34.13,0.301705315,ASY,-1.539798158,-1.036692477,0.176729297,1.001399021,-0.657150868,-3.142537434,0.148440832
2007,13,2007_13_05,51.38,-0.963708045,ASY,0.21219651,-1.183842165,0.570941576,1.001399021,-1.098198185,-3.088130558,0.123819298
2009,13,2009_13_05,49.68,1.842208536,ASY,-2.244828855,-0.521668571,-1.400119818,1.001399021,-1.156265324,-3.089325305,0.121565832
2014,13,2014_13_05,46.03,0.851885037,ASY,-0.425373464,0.876253462,0.570941576,1.001399021,-0.865957972,-3.14055617,0.154687881
2009,13,2009_13_05,54.05,1.842208536,ASY,-2.244828855,-0.521668571,-1.400119818,1.001399021,-1.156265324,-3.089325305,0.121565832
2014,13,2014_13_05,40.41,0.851885037,ASY,-0.425373464,0.876253462,0.570941576,1.001399021,-0.865957972,-3.14055617,0.154687881
2016,13,2016_13_05,36.31,0.301705315,ASY,-1.539798158,-1.036692477,0.176729297,1.001399021,-0.657150868,-3.142537434,0.148440832
2009,13,2009_13_05,49.25,1.842208536,ASY,-2.244828855,-0.521668571,-1.400119818,1.001399021,-1.156265324,-3.089325305,0.121565832
2013,13,2013_13_05,28.07,0.136651399,ASY,0.74751719,-0.109649445,0.965153855,1.001399021,-0.806694681,-3.117656077,0.123014297
2007,13,2007_13_05,52.76,-0.963708045,ASY,0.21219651,-1.183842165,0.570941576,1.001399021,-1.098198185,-3.088130558,0.123819298
2011,13,2011_13_05,51.99,-0.08342049,ASY,0.114973702,-0.271514101,-0.611695261,1.001399021,-0.994871113,-3.102323859,0.133298957
2016,13,2016_13_05,37.94,0.301705315,ASY,-1.539798158,-1.036692477,0.176729297,1.001399021,-0.657150868,-3.142537434,0.148440832
2010,13,2010_13_05,47.2,0.906903009,ASY,-2.637688361,0.081645149,-0.8088014,1.001399021,-0.987179829,-3.097681974,0.109809954
2010,13,2010_13_05,50.07,0.906903009,ASY,-2.637688361,0.081645149,-0.8088014,1.001399021,-0.987179829,-3.097681974,0.109809954
2011,13,2011_13_05,53.19,-0.08342049,ASY,0.114973702,-0.271514101,-0.611695261,1.001399021,-0.994871113,-3.102323859,0.133298957
2010,13,2010_13_05,51.94,0.906903009,ASY,-2.637688361,0.081645149,-0.8088014,1.001399021,-0.987179829,-3.097681974,0.109809954
2010,13,2010_13_05,51.91,0.906903009,ASY,-2.637688361,0.081645149,-0.8088014,1.001399021,-0.987179829,-3.097681974,0.109809954
2011,13,2011_13_05,37.31,-0.08342049,ASY,0.114973702,-0.271514101,-0.611695261,1.001399021,-0.994871113,-3.102323859,0.133298957
2010,13,2010_13_05,46.72,0.906903009,ASY,-2.637688361,0.081645149,-0.8088014,1.001399021,-0.987179829,-3.097681974,0.109809954
2010,13,2010_13_05,42.96,0.906903009,ASY,-2.637688361,0.081645149,-0.8088014,1.001399021,-0.987179829,-3.097681974,0.109809954
2010,13,2010_13_06,52.92,0.906903009,ASY,-1.615856817,-0.860112852,-0.414589121,0.857407518,-0.903474762,-3.097681974,0.109809954
2009,13,2009_13_06,54.03,-0.963708045,ASY,-1.814932089,-0.197939258,-0.611695261,0.857407518,-1.201653328,-3.089325305,0.121565832
2006,13,2006_13_06,31.85,0.136651399,ASY,-0.160821608,-0.345088945,0.176729297,0.857407518,-0.756114258,-3.088130558,0.123819298
2011,13,2011_13_06,43.2,-0.028402518,SY,-0.379738269,0.420089431,0.570941576,0.857407518,-0.819455003,-3.102323859,0.133298957
2006,13,2006_13_06,35.1,0.136651399,ASY,-0.160821608,-0.345088945,0.176729297,0.857407518,-0.756114258,-3.088130558,0.123819298
2006,13,2006_13_06,41.25,0.136651399,ASY,-0.160821608,-0.345088945,0.176729297,0.857407518,-0.756114258,-3.088130558,0.123819298
2010,13,2010_13_06,46.32,0.906903009,ASY,-1.615856817,-0.860112852,-0.414589121,0.857407518,-0.903474762,-3.097681974,0.109809954
2010,13,2010_13_06,48.51,0.906903009,ASY,-1.615856817,-0.860112852,-0.414589121,0.857407518,-0.903474762,-3.097681974,0.109809954
2010,13,2010_13_06,49.52,0.906903009,ASY,-1.615856817,-0.860112852,-0.414589121,0.857407518,-0.903474762,-3.097681974,0.109809954
2008,13,2008_13_06,41.23,0.301705315,ASY,-0.622464597,1.464852213,-1.005907539,0.857407518,-1.162173766,-3.132416395,0.110469548
2010,13,2010_13_06,46.66,0.906903009,ASY,-1.615856817,-0.860112852,-0.414589121,0.857407518,-0.903474762,-3.097681974,0.109809954
2012,13,2012_13_06,42.37,-0.963708045,ASY,0.980719652,-1.24270204,-0.217482982,0.857407518,-1.026812495,-3.122489307,0.128021364
2012,13,2012_13_06,47.95,-0.963708045,ASY,0.980719652,-1.24270204,-0.217482982,0.857407518,-1.026812495,-3.122489307,0.128021364
2010,13,2010_13_06,50.95,0.906903009,ASY,-1.615856817,-0.860112852,-0.414589121,0.857407518,-0.903474762,-3.097681974,0.109809954
2009,13,2009_13_06,57.29,-0.963708045,ASY,-1.814932089,-0.197939258,-0.611695261,0.857407518,-1.201653328,-3.089325305,0.121565832
2012,13,2012_13_06,48.97,-0.963708045,ASY,0.980719652,-1.24270204,-0.217482982,0.857407518,-1.026812495,-3.122489307,0.128021364
2011,13,2011_13_06,47.81,-0.028402518,SY,-0.379738269,0.420089431,0.570941576,0.857407518,-0.819455003,-3.102323859,0.133298957
2008,13,2008_13_06,40.65,0.301705315,ASY,-0.622464597,1.464852213,-1.005907539,0.857407518,-1.162173766,-3.132416395,0.110469548
2008,13,2008_13_06,33.78,0.301705315,ASY,-0.622464597,1.464852213,-1.005907539,0.857407518,-1.162173766,-3.132416395,0.110469548
2012,13,2012_13_06,45.27,-0.963708045,ASY,0.980719652,-1.24270204,-0.217482982,0.857407518,-1.026812495,-3.122489307,0.128021364
2009,13,2009_13_06,50.44,-0.963708045,ASY,-1.814932089,-0.197939258,-0.611695261,0.857407518,-1.201653328,-3.089325305,0.121565832
2009,13,2009_13_06,56.35,-0.963708045,ASY,-1.814932089,-0.197939258,-0.611695261,0.857407518,-1.201653328,-3.089325305,0.121565832
2011,13,2011_13_06,46.49,-0.028402518,SY,-0.379738269,0.420089431,0.570941576,0.857407518,-0.819455003,-3.102323859,0.133298957
2011,13,2011_13_06,50.46,-0.028402518,SY,-0.379738269,0.420089431,0.570941576,0.857407518,-0.819455003,-3.102323859,0.133298957
2011,13,2011_13_06,44.92,-0.028402518,SY,-0.379738269,0.420089431,0.570941576,0.857407518,-0.819455003,-3.102323859,0.133298957
2006,13,2006_13_07,43.6,-0.028402518,ASY,-0.160821608,-0.345088945,0.176729297,0.831619113,-0.756114258,-3.088130558,0.123819298
2006,13,2006_13_07,40.79,-0.028402518,ASY,-0.160821608,-0.345088945,0.176729297,0.831619113,-0.756114258,-3.088130558,0.123819298
2008,13,2008_13_07,47.44,-0.028402518,ASY,-0.092699505,1.067548056,-0.611695261,0.831619113,-1.180678235,-3.132416395,0.110469548
2006,13,2006_13_07,43.1,-0.028402518,ASY,-0.160821608,-0.345088945,0.176729297,0.831619113,-0.756114258,-3.088130558,0.123819298
2008,13,2008_13_07,47.67,-0.028402518,ASY,-0.092699505,1.067548056,-0.611695261,0.831619113,-1.180678235,-3.132416395,0.110469548
2006,13,2006_13_07,42.75,-0.028402518,ASY,-0.160821608,-0.345088945,0.176729297,0.831619113,-0.756114258,-3.088130558,0.123819298
2013,13,2013_13_07,33.85,-1.128761961,SY,2.56505458,-0.389233852,4.118852085,0.831619113,-0.333229637,-3.117656077,0.123014297
2008,13,2008_13_07,51.48,-0.028402518,ASY,-0.092699505,1.067548056,-0.611695261,0.831619113,-1.180678235,-3.132416395,0.110469548
2013,13,2013_13_07,33.06,-1.128761961,SY,2.56505458,-0.389233852,4.118852085,0.831619113,-0.333229637,-3.117656077,0.123014297
2008,13,2008_13_07,49.12,-0.028402518,ASY,-0.092699505,1.067548056,-0.611695261,0.831619113,-1.180678235,-3.132416395,0.110469548
2010,13,2010_13_07,45.96,-0.028402518,ASY,-2.637688361,0.081645149,-0.8088014,0.831619113,-0.987179829,-3.097681974,0.109809954
2006,13,2006_13_07,41.62,-0.028402518,ASY,-0.160821608,-0.345088945,0.176729297,0.831619113,-0.756114258,-3.088130558,0.123819298
2010,13,2010_13_07,45.45,-0.028402518,ASY,-2.637688361,0.081645149,-0.8088014,0.831619113,-0.987179829,-3.097681974,0.109809954
2010,13,2010_13_07,46.21,-0.028402518,ASY,-2.637688361,0.081645149,-0.8088014,0.831619113,-0.987179829,-3.097681974,0.109809954
2008,13,2008_13_07,46.47,-0.028402518,ASY,-0.092699505,1.067548056,-0.611695261,0.831619113,-1.180678235,-3.132416395,0.110469548
2010,13,2010_13_07,38.63,-0.028402518,ASY,-2.637688361,0.081645149,-0.8088014,0.831619113,-0.987179829,-3.097681974,0.109809954
2013,13,2013_13_07,37.96,-1.128761961,SY,2.56505458,-0.389233852,4.118852085,0.831619113,-0.333229637,-3.117656077,0.123014297
2010,13,2010_13_07,44.73,-0.028402518,ASY,-2.637688361,0.081645149,-0.8088014,0.831619113,-0.987179829,-3.097681974,0.109809954
2010,13,2010_13_08,54.33,-0.028402518,ASY,-2.637688361,0.081645149,-0.8088014,0.849735667,-0.987179829,-3.097681974,0.109809954
2009,13,2009_13_08,31.46,-0.963708045,SY,0.038253664,0.493664274,1.753578412,0.849735667,-0.992619215,-3.089325305,0.121565832
2010,13,2010_13_08,50.87,-0.028402518,ASY,-2.637688361,0.081645149,-0.8088014,0.849735667,-0.987179829,-3.097681974,0.109809954
2010,13,2010_13_08,55.38,-0.028402518,ASY,-2.637688361,0.081645149,-0.8088014,0.849735667,-0.987179829,-3.097681974,0.109809954
2009,13,2009_13_08,29.13,-0.963708045,SY,0.038253664,0.493664274,1.753578412,0.849735667,-0.992619215,-3.089325305,0.121565832
2012,13,2012_13_08,34.22,0.851885037,ASY,0.517753903,-1.139697259,-0.611695261,0.849735667,-1.066883673,-3.122489307,0.128021364
2011,13,2011_13_08,36.73,-2.724283154,ASY,-0.74481983,0.258224774,0.176729297,0.849735667,-0.882881067,-3.102323859,0.133298957
2009,13,2009_13_08,36.74,-0.963708045,SY,0.038253664,0.493664274,1.753578412,0.849735667,-0.992619215,-3.089325305,0.121565832
2009,13,2009_13_08,30.14,-0.963708045,SY,0.038253664,0.493664274,1.753578412,0.849735667,-0.992619215,-3.089325305,0.121565832
2010,13,2010_13_08,53.33,-0.028402518,ASY,-2.637688361,0.081645149,-0.8088014,0.849735667,-0.987179829,-3.097681974,0.109809954
2012,13,2012_13_08,53.04,0.851885037,ASY,0.517753903,-1.139697259,-0.611695261,0.849735667,-1.066883673,-3.122489307,0.128021364
2012,13,2012_13_08,48.2,0.851885037,ASY,0.517753903,-1.139697259,-0.611695261,0.849735667,-1.066883673,-3.122489307,0.128021364
2012,13,2012_13_08,52.68,0.851885037,ASY,0.517753903,-1.139697259,-0.611695261,0.849735667,-1.066883673,-3.122489307,0.128021364
2010,13,2010_13_08,52.94,-0.028402518,ASY,-2.637688361,0.081645149,-0.8088014,0.849735667,-0.987179829,-3.097681974,0.109809954
2009,13,2009_13_09,48.92,-0.028402518,ASY,-1.814932089,-0.197939258,-0.611695261,0.866488847,-1.201653328,-3.089325305,0.121565832
2009,13,2009_13_09,53.47,-0.028402518,ASY,-1.814932089,-0.197939258,-0.611695261,0.866488847,-1.201653328,-3.089325305,0.121565832
2011,13,2011_13_09,39.68,-0.963708045,ASY,-0.612543902,0.228794837,1.753578412,0.866488847,-0.593998813,-3.102323859,0.133298957
2011,13,2011_13_09,44.74,-0.963708045,ASY,-0.612543902,0.228794837,1.753578412,0.866488847,-0.593998813,-3.102323859,0.133298957
2011,13,2011_13_09,49.1,-0.963708045,ASY,-0.612543902,0.228794837,1.753578412,0.866488847,-0.593998813,-3.102323859,0.133298957
2009,13,2009_13_09,52.08,-0.028402518,ASY,-1.814932089,-0.197939258,-0.611695261,0.866488847,-1.201653328,-3.089325305,0.121565832
2011,13,2011_13_09,48.95,-0.963708045,ASY,-0.612543902,0.228794837,1.753578412,0.866488847,-0.593998813,-3.102323859,0.133298957
2009,13,2009_13_09,53.15,-0.028402518,ASY,-1.814932089,-0.197939258,-0.611695261,0.866488847,-1.201653328,-3.089325305,0.121565832
2009,13,2009_13_09,51.84,-0.028402518,ASY,-1.814932089,-0.197939258,-0.611695261,0.866488847,-1.201653328,-3.089325305,0.121565832
2014,14,2014_14_01,48.89,-0.028402518,ASY,-0.624448736,1.641431838,-0.8088014,-0.415720213,-0.77166508,-1.28255411,0.887500106
2011,14,2011_14_01,30.86,-0.303492379,SY,0.296853103,2.524329964,1.950684552,-0.415720213,0.215421132,-0.955104131,1.050944343
2010,14,2010_14_01,44.77,0.301705315,ASY,0.544870469,0.55252415,-0.611695261,-0.415720213,-0.692718229,-1.020284557,1.031728239
2011,14,2011_14_01,30.71,-0.303492379,SY,0.296853103,2.524329964,1.950684552,-0.415720213,0.215421132,-0.955104131,1.050944343
2014,14,2014_14_01,49.32,-0.028402518,ASY,-0.624448736,1.641431838,-0.8088014,-0.415720213,-0.77166508,-1.28255411,0.887500106
2008,14,2008_14_01,44.25,-1.128761961,ASY,0.675823637,-0.315659008,-0.611695261,-0.415720213,-1.311581654,-1.409299285,0.301318023
2010,14,2010_14_01,42.23,0.301705315,ASY,0.544870469,0.55252415,-0.611695261,-0.415720213,-0.692718229,-1.020284557,1.031728239
2013,14,2013_14_01,16.63,-3.769624625,ASY,-1.044358669,0.55252415,-1.203013679,-0.415720213,-1.086734888,-1.177869912,0.4534514
2009,14,2009_14_01,29.69,0.906903009,ASY,-0.335425833,0.618741509,-0.020376842,-0.415720213,-0.286662331,-0.82435781,1.147072475
2014,14,2014_14_01,45.75,-0.028402518,ASY,-0.624448736,1.641431838,-0.8088014,-0.415720213,-0.77166508,-1.28255411,0.887500106
2014,14,2014_14_01,50.36,-0.028402518,ASY,-0.624448736,1.641431838,-0.8088014,-0.415720213,-0.77166508,-1.28255411,0.887500106
2010,14,2010_14_01,44.62,0.301705315,ASY,0.544870469,0.55252415,-0.611695261,-0.415720213,-0.692718229,-1.020284557,1.031728239
2010,14,2010_14_01,34.64,0.301705315,ASY,0.544870469,0.55252415,-0.611695261,-0.415720213,-0.692718229,-1.020284557,1.031728239
2009,14,2009_14_01,39.29,0.906903009,ASY,-0.335425833,0.618741509,-0.020376842,-0.415720213,-0.286662331,-0.82435781,1.147072475
2009,14,2009_14_01,32.09,0.906903009,ASY,-0.335425833,0.618741509,-0.020376842,-0.415720213,-0.286662331,-0.82435781,1.147072475
2008,14,2008_14_01,38.93,-1.128761961,ASY,0.675823637,-0.315659008,-0.611695261,-0.415720213,-1.311581654,-1.409299285,0.301318023
2009,14,2009_14_01,33,0.906903009,ASY,-0.335425833,0.618741509,-0.020376842,-0.415720213,-0.286662331,-0.82435781,1.147072475
2011,14,2011_14_01,20.53,-0.303492379,SY,0.296853103,2.524329964,1.950684552,-0.415720213,0.215421132,-0.955104131,1.050944343
2010,14,2010_14_01,49.1,0.301705315,ASY,0.544870469,0.55252415,-0.611695261,-0.415720213,-0.692718229,-1.020284557,1.031728239
2014,14,2014_14_01,48.75,-0.028402518,ASY,-0.624448736,1.641431838,-0.8088014,-0.415720213,-0.77166508,-1.28255411,0.887500106
2008,14,2008_14_01,45.84,-1.128761961,ASY,0.675823637,-0.315659008,-0.611695261,-0.415720213,-1.311581654,-1.409299285,0.301318023
2009,14,2009_14_01,30.56,0.906903009,ASY,-0.335425833,0.618741509,-0.020376842,-0.415720213,-0.286662331,-0.82435781,1.147072475
2009,14,2009_14_01,30.61,0.906903009,ASY,-0.335425833,0.618741509,-0.020376842,-0.415720213,-0.286662331,-0.82435781,1.147072475
2013,14,2013_14_02,49.1,-0.963708045,SY,1.034555954,-0.021359632,2.34489683,-0.356713297,-0.349233553,-1.177869912,0.4534514
2010,14,2010_14_02,43.45,0.631813148,ASY,0.544870469,0.55252415,-0.611695261,-0.356713297,-0.692718229,-1.020284557,1.031728239
2011,14,2011_14_02,40.94,-0.963708045,ASY,-0.240187165,0.037500243,-0.020376842,-0.356713297,-0.109438838,-0.955104131,1.050944343
2014,14,2014_14_02,47.26,-0.08342049,ASY,-0.624448736,1.641431838,-0.8088014,-0.356713297,-0.77166508,-1.28255411,0.887500106
2012,14,2012_14_02,53.09,0.301705315,ASY,1.685750348,-1.301561915,-0.414589121,-0.356713297,-0.068848421,-1.396979063,0.935071185
2013,14,2013_14_02,43.2,-0.963708045,SY,1.034555954,-0.021359632,2.34489683,-0.356713297,-0.349233553,-1.177869912,0.4534514
2009,14,2009_14_02,36.44,-1.899013571,ASY,-0.957122695,0.236152321,-1.203013679,-0.356713297,-0.266107101,-0.82435781,1.147072475
2011,14,2011_14_02,44.99,-0.963708045,ASY,-0.240187165,0.037500243,-0.020376842,-0.356713297,-0.109438838,-0.955104131,1.050944343
2011,14,2011_14_02,42.91,-0.963708045,ASY,-0.240187165,0.037500243,-0.020376842,-0.356713297,-0.109438838,-0.955104131,1.050944343
2013,14,2013_14_02,48.04,-0.963708045,SY,1.034555954,-0.021359632,2.34489683,-0.356713297,-0.349233553,-1.177869912,0.4534514
2014,14,2014_14_02,38.71,-0.08342049,ASY,-0.624448736,1.641431838,-0.8088014,-0.356713297,-0.77166508,-1.28255411,0.887500106
2012,14,2012_14_02,55.14,0.301705315,ASY,1.685750348,-1.301561915,-0.414589121,-0.356713297,-0.068848421,-1.396979063,0.935071185
2012,14,2012_14_02,52.5,0.301705315,ASY,1.685750348,-1.301561915,-0.414589121,-0.356713297,-0.068848421,-1.396979063,0.935071185
2010,14,2010_14_02,43.32,0.631813148,ASY,0.544870469,0.55252415,-0.611695261,-0.356713297,-0.692718229,-1.020284557,1.031728239
2009,14,2009_14_02,42.82,-1.899013571,ASY,-0.957122695,0.236152321,-1.203013679,-0.356713297,-0.266107101,-0.82435781,1.147072475
2011,14,2011_14_02,43.39,-0.963708045,ASY,-0.240187165,0.037500243,-0.020376842,-0.356713297,-0.109438838,-0.955104131,1.050944343
2009,14,2009_14_02,42.61,-1.899013571,ASY,-0.957122695,0.236152321,-1.203013679,-0.356713297,-0.266107101,-0.82435781,1.147072475
2014,14,2014_14_02,47.61,-0.08342049,ASY,-0.624448736,1.641431838,-0.8088014,-0.356713297,-0.77166508,-1.28255411,0.887500106
2010,14,2010_14_02,39.85,0.631813148,ASY,0.544870469,0.55252415,-0.611695261,-0.356713297,-0.692718229,-1.020284557,1.031728239
2015,14,2015_14_02,48.68,-0.468546295,ASY,-0.514659715,0.567239118,1.359366133,-0.356713297,0.094888296,-1.053743474,1.03717982
2010,14,2010_14_02,40.7,0.631813148,ASY,0.544870469,0.55252415,-0.611695261,-0.356713297,-0.692718229,-1.020284557,1.031728239
2012,14,2012_14_02,54.38,0.301705315,ASY,1.685750348,-1.301561915,-0.414589121,-0.356713297,-0.068848421,-1.396979063,0.935071185
2012,14,2012_14_02,47.3,0.301705315,ASY,1.685750348,-1.301561915,-0.414589121,-0.356713297,-0.068848421,-1.396979063,0.935071185
2013,14,2013_14_02,45.72,-0.963708045,SY,1.034555954,-0.021359632,2.34489683,-0.356713297,-0.349233553,-1.177869912,0.4534514
2010,14,2010_14_02,45.75,0.631813148,ASY,0.544870469,0.55252415,-0.611695261,-0.356713297,-0.692718229,-1.020284557,1.031728239
2009,14,2009_14_03,50.43,0.906903009,SY,0.113650943,0.317084649,1.556472273,-0.326679004,-0.313563866,-0.82435781,1.147072475
2012,14,2012_14_03,40.7,-0.633600212,ASY,0.370266244,-0.712963165,-1.203013679,-0.326679004,0.19407985,-1.396979063,0.935071185
2012,14,2012_14_03,44.26,-0.633600212,ASY,0.370266244,-0.712963165,-1.203013679,-0.326679004,0.19407985,-1.396979063,0.935071185
2015,14,2015_14_03,52.18,-0.963708045,ASY,-1.275246302,0.567239118,-1.794332097,-0.326679004,-0.129399036,-1.053743474,1.03717982
2009,14,2009_14_03,50.01,0.906903009,SY,0.113650943,0.317084649,1.556472273,-0.326679004,-0.313563866,-0.82435781,1.147072475
2011,14,2011_14_03,33.07,-2.834319098,ASY,-0.240187165,0.037500243,-0.020376842,-0.326679004,-0.109438838,-0.955104131,1.050944343
2012,14,2012_14_03,36.17,-0.633600212,ASY,0.370266244,-0.712963165,-1.203013679,-0.326679004,0.19407985,-1.396979063,0.935071185
2009,14,2009_14_03,48.63,0.906903009,SY,0.113650943,0.317084649,1.556472273,-0.326679004,-0.313563866,-0.82435781,1.147072475
2011,14,2011_14_03,46.6,-2.834319098,ASY,-0.240187165,0.037500243,-0.020376842,-0.326679004,-0.109438838,-0.955104131,1.050944343
2009,14,2009_14_03,52.66,0.906903009,SY,0.113650943,0.317084649,1.556472273,-0.326679004,-0.313563866,-0.82435781,1.147072475
2015,14,2015_14_03,50.8,-0.963708045,ASY,-1.275246302,0.567239118,-1.794332097,-0.326679004,-0.129399036,-1.053743474,1.03717982
2015,14,2015_14_03,50.12,-0.963708045,ASY,-1.275246302,0.567239118,-1.794332097,-0.326679004,-0.129399036,-1.053743474,1.03717982
2015,14,2015_14_03,50.58,-0.963708045,ASY,-1.275246302,0.567239118,-1.794332097,-0.326679004,-0.129399036,-1.053743474,1.03717982
2009,14,2009_14_03,53.92,0.906903009,SY,0.113650943,0.317084649,1.556472273,-0.326679004,-0.313563866,-0.82435781,1.147072475
2009,14,2009_14_03,49.43,0.906903009,SY,0.113650943,0.317084649,1.556472273,-0.326679004,-0.313563866,-0.82435781,1.147072475
2009,14,2009_14_04,48.08,0.906903009,ASY,-1.089398623,0.618741509,-0.414589121,-0.320338317,-0.279846904,-0.82435781,1.147072475
2012,14,2012_14_04,43.01,-0.963708045,SY,1.685750348,-1.301561915,-0.414589121,-0.320338317,-0.068848421,-1.396979063,0.935071185
2009,14,2009_14_04,48.57,0.906903009,ASY,-1.089398623,0.618741509,-0.414589121,-0.320338317,-0.279846904,-0.82435781,1.147072475
2010,14,2010_14_04,51.94,-0.963708045,ASY,0.544870469,0.55252415,-0.611695261,-0.320338317,-0.692718229,-1.020284557,1.031728239
2010,14,2010_14_04,47.2,-0.963708045,ASY,0.544870469,0.55252415,-0.611695261,-0.320338317,-0.692718229,-1.020284557,1.031728239
2009,14,2009_14_04,52.02,0.906903009,ASY,-1.089398623,0.618741509,-0.414589121,-0.320338317,-0.279846904,-0.82435781,1.147072475
2010,14,2010_14_04,51.99,-0.963708045,ASY,0.544870469,0.55252415,-0.611695261,-0.320338317,-0.692718229,-1.020284557,1.031728239
2009,14,2009_14_04,44.81,0.906903009,ASY,-1.089398623,0.618741509,-0.414589121,-0.320338317,-0.279846904,-0.82435781,1.147072475
2009,14,2009_14_04,53.89,0.906903009,ASY,-1.089398623,0.618741509,-0.414589121,-0.320338317,-0.279846904,-0.82435781,1.147072475
2012,14,2012_14_04,46.93,-0.963708045,SY,1.685750348,-1.301561915,-0.414589121,-0.320338317,-0.068848421,-1.396979063,0.935071185
2009,14,2009_14_04,48.71,0.906903009,ASY,-1.089398623,0.618741509,-0.414589121,-0.320338317,-0.279846904,-0.82435781,1.147072475
2010,14,2010_14_04,43.21,-0.963708045,ASY,0.544870469,0.55252415,-0.611695261,-0.320338317,-0.692718229,-1.020284557,1.031728239
2010,14,2010_14_05,42.87,-0.028402518,ASY,0.544870469,0.55252415,-0.611695261,-0.313072094,-0.692718229,-1.020284557,1.031728239
2008,14,2008_14_05,53.22,0.906903009,ASY,1.009820356,-0.094934476,-0.217482982,-0.313072094,-1.254390564,-1.409299285,0.301318023
2012,14,2012_14_05,40.42,-2.834319098,ASY,1.163921812,-1.24270204,-0.8088014,-0.313072094,0.044045887,-1.396979063,0.935071185
2014,14,2014_14_05,43.02,-0.8536721,ASY,-0.624448736,1.641431838,-0.8088014,-0.313072094,-0.77166508,-1.28255411,0.887500106
2009,14,2009_14_05,53.26,-0.028402518,ASY,-0.791777785,0.60402654,-0.8088014,-0.313072094,-0.27299516,-0.82435781,1.147072475
2009,14,2009_14_05,52.26,-0.028402518,ASY,-0.791777785,0.60402654,-0.8088014,-0.313072094,-0.27299516,-0.82435781,1.147072475
2009,14,2009_14_05,47.01,-0.028402518,ASY,-0.791777785,0.60402654,-0.8088014,-0.313072094,-0.27299516,-0.82435781,1.147072475
