Year,Farm,YearFarmNB,wing,BD,AG,MAX,RN,HD,WT,FDM,Comp.1,Comp.2
2015,20,2015_20_03,44.95,-0.963708045,ASY,-0.812280554,1.464852213,-0.217482982,-0.739949883,-0.310824759,1.927832198,0.500079594
2014,20,2014_20_03,40.44,-0.963708045,ASY,-0.921408194,0.096360118,-0.414589121,-0.739949883,-0.40199955,1.933044124,0.492545124
2015,20,2015_20_03,53.61,-0.963708045,ASY,-0.812280554,1.464852213,-0.217482982,-0.739949883,-0.310824759,1.927832198,0.500079594
2014,20,2014_20_03,27.01,-0.963708045,ASY,-0.921408194,0.096360118,-0.414589121,-0.739949883,-0.40199955,1.933044124,0.492545124
2014,20,2014_20_03,35.12,-0.963708045,ASY,-0.921408194,0.096360118,-0.414589121,-0.739949883,-0.40199955,1.933044124,0.492545124
2016,20,2016_20_03,51.71,-1.899013571,ASY,1.20492735,-1.198557134,1.162259994,-0.739949883,-0.728762104,1.502703848,-0.895159437
2015,20,2015_20_03,51.16,-0.963708045,ASY,-0.812280554,1.464852213,-0.217482982,-0.739949883,-0.310824759,1.927832198,0.500079594
2013,20,2013_20_03,45.87,0.906903009,ASY,0.033161041,-0.595243414,3.133321388,-0.739949883,0.323432956,1.883320424,0.48533404
2016,20,2016_20_03,46.13,-1.899013571,ASY,1.20492735,-1.198557134,1.162259994,-0.739949883,-0.728762104,1.502703848,-0.895159437
2013,20,2013_20_03,44.39,0.906903009,ASY,0.033161041,-0.595243414,3.133321388,-0.739949883,0.323432956,1.883320424,0.48533404
2014,20,2014_20_04,35.14,0.851885037,ASY,-1.351304961,0.537809181,-0.020376842,-0.739949883,-0.334186351,1.933044124,0.492545124
2009,20,2009_20_04,42.2,-0.963708045,SY,-0.096006403,0.25086729,1.556472273,-0.739949883,2.236476352,1.886683552,0.221280012
2014,20,2014_20_04,25.19,0.851885037,ASY,-1.351304961,0.537809181,-0.020376842,-0.739949883,-0.334186351,1.933044124,0.492545124
2009,20,2009_20_04,40.38,-0.963708045,SY,-0.096006403,0.25086729,1.556472273,-0.739949883,2.236476352,1.886683552,0.221280012
2009,20,2009_20_04,39.37,-0.963708045,SY,-0.096006403,0.25086729,1.556472273,-0.739949883,2.236476352,1.886683552,0.221280012
2014,20,2014_20_04,37.91,0.851885037,ASY,-1.351304961,0.537809181,-0.020376842,-0.739949883,-0.334186351,1.933044124,0.492545124
2009,20,2009_20_04,39.6,-0.963708045,SY,-0.096006403,0.25086729,1.556472273,-0.739949883,2.236476352,1.886683552,0.221280012
2012,20,2012_20_04,46.51,-0.963708045,SY,1.061407968,-0.609958383,0.768047715,-0.739949883,0.350846216,1.959350608,0.180493279
2012,20,2012_20_04,45.35,-0.963708045,SY,1.061407968,-0.609958383,0.768047715,-0.739949883,0.350846216,1.959350608,0.180493279
2014,20,2014_20_04,34.89,0.851885037,ASY,-1.351304961,0.537809181,-0.020376842,-0.739949883,-0.334186351,1.933044124,0.492545124
2014,20,2014_20_04,26.59,0.851885037,ASY,-1.351304961,0.537809181,-0.020376842,-0.739949883,-0.334186351,1.933044124,0.492545124
2012,20,2012_20_04,45.2,-0.963708045,SY,1.061407968,-0.609958383,0.768047715,-0.739949883,0.350846216,1.959350608,0.180493279
2015,20,2015_20_05,47.47,0.906903009,ASY,-0.713073607,1.02340315,0.176729297,-0.738611739,-0.282627887,1.927832198,0.500079594
2008,20,2008_20_05,24.93,-2.009049516,ASY,-0.172726441,-0.992547571,-0.414589121,-0.738611739,2.455825068,1.807638902,-0.455066178
2015,20,2015_20_05,47.54,0.906903009,ASY,-0.713073607,1.02340315,0.176729297,-0.738611739,-0.282627887,1.927832198,0.500079594
2013,20,2013_20_05,44.69,-1.899013571,ASY,-0.627954048,1.170552838,0.373835436,-0.738611739,0.068294307,1.883320424,0.48533404
2013,20,2013_20_05,38.92,-1.899013571,ASY,-0.627954048,1.170552838,0.373835436,-0.738611739,0.068294307,1.883320424,0.48533404
2012,20,2012_20_05,43.35,-0.963708045,SY,1.061407968,-0.609958383,0.768047715,-0.738611739,0.350846216,1.959350608,0.180493279
2015,20,2015_20_05,47.8,0.906903009,ASY,-0.713073607,1.02340315,0.176729297,-0.738611739,-0.282627887,1.927832198,0.500079594
2015,20,2015_20_05,47.39,0.906903009,ASY,-0.713073607,1.02340315,0.176729297,-0.738611739,-0.282627887,1.927832198,0.500079594
2013,20,2013_20_05,44.17,-1.899013571,ASY,-0.627954048,1.170552838,0.373835436,-0.738611739,0.068294307,1.883320424,0.48533404
2012,20,2012_20_05,42.21,-0.963708045,SY,1.061407968,-0.609958383,0.768047715,-0.738611739,0.350846216,1.959350608,0.180493279
2012,20,2012_20_05,41.63,-0.963708045,SY,1.061407968,-0.609958383,0.768047715,-0.738611739,0.350846216,1.959350608,0.180493279
2012,20,2012_20_05,44.54,-0.963708045,SY,1.061407968,-0.609958383,0.768047715,-0.738611739,0.350846216,1.959350608,0.180493279
2008,20,2008_20_06,45.19,0.906903009,ASY,-0.172726441,-0.992547571,-0.414589121,-0.733167847,2.455825068,1.807638902,-0.455066178
2008,20,2008_20_06,44.25,0.906903009,ASY,-0.172726441,-0.992547571,-0.414589121,-0.733167847,2.455825068,1.807638902,-0.455066178
2012,20,2012_20_06,40.32,-0.028402518,ASY,1.75585659,-1.492856509,-0.020376842,-0.733167847,0.674211378,1.959350608,0.180493279
2008,20,2008_20_06,45.91,0.906903009,ASY,-0.172726441,-0.992547571,-0.414589121,-0.733167847,2.455825068,1.807638902,-0.455066178
2016,20,2016_20_06,29.16,-1.018726017,ASY,-1.010694446,-0.433378758,-0.414589121,-0.733167847,-0.848503854,1.502703848,-0.895159437
2008,20,2008_20_06,46.25,0.906903009,ASY,-0.172726441,-0.992547571,-0.414589121,-0.733167847,2.455825068,1.807638902,-0.455066178
2008,20,2008_20_06,45.92,0.906903009,ASY,-0.172726441,-0.992547571,-0.414589121,-0.733167847,2.455825068,1.807638902,-0.455066178
2016,20,2016_20_06,31.87,-1.018726017,ASY,-1.010694446,-0.433378758,-0.414589121,-0.733167847,-0.848503854,1.502703848,-0.895159437
2016,20,2016_20_06,36.11,-1.018726017,ASY,-1.010694446,-0.433378758,-0.414589121,-0.733167847,-0.848503854,1.502703848,-0.895159437
2008,20,2008_20_07,51.39,-0.963708045,ASY,-0.63503081,-1.00726254,0.373835436,-0.733167847,3.299120227,1.807638902,-0.455066178
2008,20,2008_20_07,47.28,-0.963708045,ASY,-0.63503081,-1.00726254,0.373835436,-0.733167847,3.299120227,1.807638902,-0.455066178
2008,20,2008_20_07,49.45,-0.963708045,ASY,-0.63503081,-1.00726254,0.373835436,-0.733167847,3.299120227,1.807638902,-0.455066178
2008,20,2008_20_07,45.39,-0.963708045,ASY,-0.63503081,-1.00726254,0.373835436,-0.733167847,3.299120227,1.807638902,-0.455066178
2007,20,2007_20_08,40.76,-0.028402518,ASY,1.096461089,-0.521668571,0.768047715,-0.735192961,-0.053341786,1.726797654,0.431091746
2007,20,2007_20_08,40.6,-0.028402518,ASY,1.096461089,-0.521668571,0.768047715,-0.735192961,-0.053341786,1.726797654,0.431091746
2008,20,2008_20_08,50.21,0.906903009,ASY,-0.338071351,-1.00726254,-0.8088014,-0.735192961,1.944515229,1.807638902,-0.455066178
2008,20,2008_20_08,50.71,0.906903009,ASY,-0.338071351,-1.00726254,-0.8088014,-0.735192961,1.944515229,1.807638902,-0.455066178
2016,20,2016_20_08,34.4,-0.028402518,ASY,-0.9114875,-1.021977509,-0.020376842,-0.735192961,-0.820187815,1.502703848,-0.895159437
2007,20,2007_20_08,41.55,-0.028402518,ASY,1.096461089,-0.521668571,0.768047715,-0.735192961,-0.053341786,1.726797654,0.431091746
2015,20,2015_20_08,47.23,-2.834319098,ASY,-1.142970374,0.964543275,1.359366133,-0.735192961,-0.196463585,1.927832198,0.500079594
2007,20,2007_20_08,43.02,-0.028402518,ASY,1.096461089,-0.521668571,0.768047715,-0.735192961,-0.053341786,1.726797654,0.431091746
2008,20,2008_20_08,21.24,0.906903009,ASY,-0.338071351,-1.00726254,-0.8088014,-0.735192961,1.944515229,1.807638902,-0.455066178
2008,20,2008_20_08,52.02,0.906903009,ASY,-0.338071351,-1.00726254,-0.8088014,-0.735192961,1.944515229,1.807638902,-0.455066178
2012,20,2012_20_08,48.46,-2.284139376,ASY,1.623580662,-1.051407446,0.373835436,-0.735192961,0.506367886,1.959350608,0.180493279
2008,20,2008_20_08,47.58,0.906903009,ASY,-0.338071351,-1.00726254,-0.8088014,-0.735192961,1.944515229,1.807638902,-0.455066178
2015,20,2015_20_08,41.6,-2.834319098,ASY,-1.142970374,0.964543275,1.359366133,-0.735192961,-0.196463585,1.927832198,0.500079594
2016,20,2016_20_08,38.26,-0.028402518,ASY,-0.9114875,-1.021977509,-0.020376842,-0.735192961,-0.820187815,1.502703848,-0.895159437
2008,20,2008_20_08,48.04,0.906903009,ASY,-0.338071351,-1.00726254,-0.8088014,-0.735192961,1.944515229,1.807638902,-0.455066178
2012,20,2012_20_08,51.22,-2.284139376,ASY,1.623580662,-1.051407446,0.373835436,-0.735192961,0.506367886,1.959350608,0.180493279
2016,20,2016_20_08,34.99,-0.028402518,ASY,-0.9114875,-1.021977509,-0.020376842,-0.735192961,-0.820187815,1.502703848,-0.895159437
2007,20,2007_20_08,40.16,-0.028402518,ASY,1.096461089,-0.521668571,0.768047715,-0.735192961,-0.053341786,1.726797654,0.431091746
2007,20,2007_20_09,43.94,-1.899013571,ASY,1.196329415,-1.330991853,-0.020376842,-0.733206068,-0.346591518,1.726797654,0.431091746
2007,20,2007_20_09,41.91,-1.899013571,ASY,1.196329415,-1.330991853,-0.020376842,-0.733206068,-0.346591518,1.726797654,0.431091746
2015,20,2015_20_09,48.3,-0.963708045,ASY,-0.713073607,1.02340315,0.176729297,-0.733206068,-0.282627887,1.927832198,0.500079594
2015,20,2015_20_09,49.05,-0.963708045,ASY,-0.713073607,1.02340315,0.176729297,-0.733206068,-0.282627887,1.927832198,0.500079594
2015,20,2015_20_09,47.58,-0.963708045,ASY,-0.713073607,1.02340315,0.176729297,-0.733206068,-0.282627887,1.927832198,0.500079594
2007,20,2007_20_09,44.26,-1.899013571,ASY,1.196329415,-1.330991853,-0.020376842,-0.733206068,-0.346591518,1.726797654,0.431091746
2015,20,2015_20_09,47.43,-0.963708045,ASY,-0.713073607,1.02340315,0.176729297,-0.733206068,-0.282627887,1.927832198,0.500079594
2007,20,2007_20_10,51.7,0.906903009,ASY,1.559426837,-1.330991853,0.373835436,-0.733206068,-0.18821587,1.726797654,0.431091746
2007,20,2007_20_10,46.87,0.906903009,ASY,1.559426837,-1.330991853,0.373835436,-0.733206068,-0.18821587,1.726797654,0.431091746
2009,20,2009_20_10,39.07,0.906903009,ASY,-1.584771974,-0.624673352,-1.203013679,-0.733206068,0.115611305,1.886683552,0.221280012
2007,20,2007_20_10,45.77,0.906903009,ASY,1.559426837,-1.330991853,0.373835436,-0.733206068,-0.18821587,1.726797654,0.431091746
2007,20,2007_20_10,49.25,0.906903009,ASY,1.559426837,-1.330991853,0.373835436,-0.733206068,-0.18821587,1.726797654,0.431091746
2007,20,2007_20_10,52.19,0.906903009,ASY,1.559426837,-1.330991853,0.373835436,-0.733206068,-0.18821587,1.726797654,0.431091746
2014,20,2014_20_10,32.72,-2.174103432,ASY,-1.152891068,0.125790055,-0.8088014,-0.733206068,-0.466209458,1.933044124,0.492545124
2007,20,2007_20_10,50.62,0.906903009,ASY,1.559426837,-1.330991853,0.373835436,-0.733206068,-0.18821587,1.726797654,0.431091746
2008,20,2008_20_10,40.6,0.906903009,ASY,-0.404209315,-0.551098508,-1.203013679,-0.733206068,1.46062828,1.807638902,-0.455066178
2008,20,2008_20_10,42.04,0.906903009,ASY,-0.404209315,-0.551098508,-1.203013679,-0.733206068,1.46062828,1.807638902,-0.455066178
2009,20,2009_20_10,40.73,0.906903009,ASY,-1.584771974,-0.624673352,-1.203013679,-0.733206068,0.115611305,1.886683552,0.221280012
2009,20,2009_20_10,41.48,0.906903009,ASY,-1.584771974,-0.624673352,-1.203013679,-0.733206068,0.115611305,1.886683552,0.221280012
2008,20,2008_20_10,43.33,0.906903009,ASY,-0.404209315,-0.551098508,-1.203013679,-0.733206068,1.46062828,1.807638902,-0.455066178
2008,20,2008_20_10,45.45,0.906903009,ASY,-0.404209315,-0.551098508,-1.203013679,-0.733206068,1.46062828,1.807638902,-0.455066178
2014,20,2014_20_10,35.2,-2.174103432,ASY,-1.152891068,0.125790055,-0.8088014,-0.733206068,-0.466209458,1.933044124,0.492545124
2009,20,2009_20_10,42.55,0.906903009,ASY,-1.584771974,-0.624673352,-1.203013679,-0.733206068,0.115611305,1.886683552,0.221280012
2009,20,2009_20_10,40.71,0.906903009,ASY,-1.584771974,-0.624673352,-1.203013679,-0.733206068,0.115611305,1.886683552,0.221280012
2009,20,2009_20_10,38.93,0.906903009,ASY,-1.584771974,-0.624673352,-1.203013679,-0.733206068,0.115611305,1.886683552,0.221280012
2008,20,2008_20_10,38.67,0.906903009,ASY,-0.404209315,-0.551098508,-1.203013679,-0.733206068,1.46062828,1.807638902,-0.455066178
2008,20,2008_20_10,44.69,0.906903009,ASY,-0.404209315,-0.551098508,-1.203013679,-0.733206068,1.46062828,1.807638902,-0.455066178
2007,21,2007_21_01,56.51,-0.963708045,ASY,0.136137851,-1.375136759,0.570941576,-0.760258814,-0.849564991,-1.878444818,-1.587071495
2015,21,2015_21_01,48.61,-0.963708045,SY,-0.713073607,-0.668818258,0.373835436,-0.760258814,-0.231377126,0.198625091,-0.779375274
2015,21,2015_21_01,46.25,-0.963708045,SY,-0.713073607,-0.668818258,0.373835436,-0.760258814,-0.231377126,0.198625091,-0.779375274
2015,21,2015_21_01,47.5,-0.963708045,SY,-0.713073607,-0.668818258,0.373835436,-0.760258814,-0.231377126,0.198625091,-0.779375274
2007,21,2007_21_01,53.95,-0.963708045,ASY,0.136137851,-1.375136759,0.570941576,-0.760258814,-0.849564991,-1.878444818,-1.587071495
2012,21,2012_21_01,35.53,-0.963708045,SY,1.718157951,-1.389851728,4.118852085,-0.760258814,-0.596793848,0.339814656,-0.266058125
2007,21,2007_21_01,53.11,-0.963708045,ASY,0.136137851,-1.375136759,0.570941576,-0.760258814,-0.849564991,-1.878444818,-1.587071495
2016,21,2016_21_01,50.41,-0.963708045,SY,-0.051693967,-1.257417009,2.54200297,-0.760258814,-1.227858773,0.332414285,-0.397824749
2012,21,2012_21_01,36.84,-0.963708045,SY,1.718157951,-1.389851728,4.118852085,-0.760258814,-0.596793848,0.339814656,-0.266058125
2007,21,2007_21_01,51.62,-0.963708045,ASY,0.136137851,-1.375136759,0.570941576,-0.760258814,-0.849564991,-1.878444818,-1.587071495
2016,21,2016_21_01,47.69,-0.963708045,SY,-0.051693967,-1.257417009,2.54200297,-0.760258814,-1.227858773,0.332414285,-0.397824749
2012,21,2012_21_01,40.44,-0.963708045,SY,1.718157951,-1.389851728,4.118852085,-0.760258814,-0.596793848,0.339814656,-0.266058125
2016,21,2016_21_01,50.31,-0.963708045,SY,-0.051693967,-1.257417009,2.54200297,-0.760258814,-1.227858773,0.332414285,-0.397824749
2015,21,2015_21_01,51.22,-0.963708045,SY,-0.713073607,-0.668818258,0.373835436,-0.760258814,-0.231377126,0.198625091,-0.779375274
2016,21,2016_21_01,51.66,-0.963708045,SY,-0.051693967,-1.257417009,2.54200297,-0.760258814,-1.227858773,0.332414285,-0.397824749
2012,21,2012_21_01,30.82,-0.963708045,SY,1.718157951,-1.389851728,4.118852085,-0.760258814,-0.596793848,0.339814656,-0.266058125
2008,21,2008_21_02,45.15,-1.899013571,ASY,-0.408838973,-0.595243414,2.147790691,-0.760601659,-1.417488711,-1.501834188,-0.645789304
2008,21,2008_21_02,47.19,-1.899013571,ASY,-0.408838973,-0.595243414,2.147790691,-0.760601659,-1.417488711,-1.501834188,-0.645789304
2008,21,2008_21_02,48.88,-1.899013571,ASY,-0.408838973,-0.595243414,2.147790691,-0.760601659,-1.417488711,-1.501834188,-0.645789304
2009,21,2009_21_03,49.71,0.906903009,ASY,-0.276563045,-0.838040399,0.176729297,-0.767133812,-0.36719265,-1.39260782,-1.242138298
2009,21,2009_21_03,54.4,0.906903009,ASY,-0.276563045,-0.838040399,0.176729297,-0.767133812,-0.36719265,-1.39260782,-1.242138298
2007,21,2007_21_03,41.13,-0.963708045,ASY,0.136137851,-1.375136759,0.570941576,-0.767133812,-0.849564991,-1.878444818,-1.587071495
2007,21,2007_21_03,41.47,-0.963708045,ASY,0.136137851,-1.375136759,0.570941576,-0.767133812,-0.849564991,-1.878444818,-1.587071495
2009,21,2009_21_03,50.68,0.906903009,ASY,-0.276563045,-0.838040399,0.176729297,-0.767133812,-0.36719265,-1.39260782,-1.242138298
2008,21,2008_21_03,50.58,-0.963708045,ASY,-0.772597775,1.096977994,1.359366133,-0.767133812,-1.407959956,-1.501834188,-0.645789304
2009,21,2009_21_03,52.04,0.906903009,ASY,-0.276563045,-0.838040399,0.176729297,-0.767133812,-0.36719265,-1.39260782,-1.242138298
2007,21,2007_21_03,43.42,-0.963708045,ASY,0.136137851,-1.375136759,0.570941576,-0.767133812,-0.849564991,-1.878444818,-1.587071495
2008,21,2008_21_03,54,-0.963708045,ASY,-0.772597775,1.096977994,1.359366133,-0.767133812,-1.407959956,-1.501834188,-0.645789304
2008,21,2008_21_03,54.79,-0.963708045,ASY,-0.772597775,1.096977994,1.359366133,-0.767133812,-1.407959956,-1.501834188,-0.645789304
2009,21,2009_21_03,52.95,0.906903009,ASY,-0.276563045,-0.838040399,0.176729297,-0.767133812,-0.36719265,-1.39260782,-1.242138298
2007,21,2007_21_03,44.03,-0.963708045,ASY,0.136137851,-1.375136759,0.570941576,-0.767133812,-0.849564991,-1.878444818,-1.587071495
2008,21,2008_21_03,48.89,-0.963708045,ASY,-0.772597775,1.096977994,1.359366133,-0.767133812,-1.407959956,-1.501834188,-0.645789304
2009,21,2009_21_04,46.94,0.906903009,ASY,-0.276563045,-0.190581773,0.965153855,-0.768273894,-0.356354444,-1.39260782,-1.242138298
2007,21,2007_21_04,48.9,-0.963708045,ASY,-1.286489756,-0.536383539,2.147790691,-0.768273894,-0.492739683,-1.878444818,-1.587071495
2009,21,2009_21_04,50.95,0.906903009,ASY,-0.276563045,-0.190581773,0.965153855,-0.768273894,-0.356354444,-1.39260782,-1.242138298
2007,21,2007_21_04,47.94,-0.963708045,ASY,-1.286489756,-0.536383539,2.147790691,-0.768273894,-0.492739683,-1.878444818,-1.587071495
2007,21,2007_21_04,47.43,-0.963708045,ASY,-1.286489756,-0.536383539,2.147790691,-0.768273894,-0.492739683,-1.878444818,-1.587071495
2009,21,2009_21_04,50.86,0.906903009,ASY,-0.276563045,-0.190581773,0.965153855,-0.768273894,-0.356354444,-1.39260782,-1.242138298
2014,21,2014_21_04,42.48,0.851885037,ASY,-1.053022743,1.008688181,-0.217482982,-0.768273894,-0.988104126,0.338288388,0.107394162
2015,21,2015_21_04,50.04,-1.293815878,ASY,-0.713073607,0.272939743,-0.020376842,-0.768273894,-0.150300416,0.198625091,-0.779375274
2014,21,2014_21_04,38.15,0.851885037,ASY,-1.053022743,1.008688181,-0.217482982,-0.768273894,-0.988104126,0.338288388,0.107394162
2014,21,2014_21_04,43.35,0.851885037,ASY,-1.053022743,1.008688181,-0.217482982,-0.768273894,-0.988104126,0.338288388,0.107394162
2015,21,2015_21_04,51.31,-1.293815878,ASY,-0.713073607,0.272939743,-0.020376842,-0.768273894,-0.150300416,0.198625091,-0.779375274
2012,21,2012_21_04,52.56,0.906903009,ASY,1.527019235,-1.419281665,0.176729297,-0.768273894,-0.77515994,0.339814656,-0.266058125
2012,21,2012_21_04,53.12,0.906903009,ASY,1.527019235,-1.419281665,0.176729297,-0.768273894,-0.77515994,0.339814656,-0.266058125
2012,21,2012_21_04,52.57,0.906903009,ASY,1.527019235,-1.419281665,0.176729297,-0.768273894,-0.77515994,0.339814656,-0.266058125
2009,21,2009_21_04,48.87,0.906903009,ASY,-0.276563045,-0.190581773,0.965153855,-0.768273894,-0.356354444,-1.39260782,-1.242138298
2015,21,2015_21_04,54.32,-1.293815878,ASY,-0.713073607,0.272939743,-0.020376842,-0.768273894,-0.150300416,0.198625091,-0.779375274
2007,21,2007_21_04,29.37,-0.963708045,ASY,-1.286489756,-0.536383539,2.147790691,-0.768273894,-0.492739683,-1.878444818,-1.587071495
2014,21,2014_21_04,40.68,0.851885037,ASY,-1.053022743,1.008688181,-0.217482982,-0.768273894,-0.988104126,0.338288388,0.107394162
2012,21,2012_21_04,50.8,0.906903009,ASY,1.527019235,-1.419281665,0.176729297,-0.768273894,-0.77515994,0.339814656,-0.266058125
2009,21,2009_21_04,46.99,0.906903009,ASY,-0.276563045,-0.190581773,0.965153855,-0.768273894,-0.356354444,-1.39260782,-1.242138298
2014,21,2014_21_04,39.69,0.851885037,ASY,-1.053022743,1.008688181,-0.217482982,-0.768273894,-0.988104126,0.338288388,0.107394162
2012,21,2012_21_04,52.97,0.906903009,ASY,1.527019235,-1.419281665,0.176729297,-0.768273894,-0.77515994,0.339814656,-0.266058125
2012,21,2012_21_04,46.57,0.906903009,ASY,1.527019235,-1.419281665,0.176729297,-0.768273894,-0.77515994,0.339814656,-0.266058125
2009,21,2009_21_04,47.56,0.906903009,ASY,-0.276563045,-0.190581773,0.965153855,-0.768273894,-0.356354444,-1.39260782,-1.242138298
2008,21,2008_21_05,54.85,0.906903009,ASY,-0.673390829,0.890968431,0.965153855,-0.772250257,-1.383777204,-1.501834188,-0.645789304
2012,21,2012_21_05,48.48,-1.568905738,ASY,0.105053008,-0.006644664,2.936215249,-0.772250257,-0.422875907,0.339814656,-0.266058125
2008,21,2008_21_05,55.63,0.906903009,ASY,-0.673390829,0.890968431,0.965153855,-0.772250257,-1.383777204,-1.501834188,-0.645789304
2009,21,2009_21_05,47.15,-1.899013571,ASY,-0.276563045,-0.190581773,0.965153855,-0.772250257,-0.356354444,-1.39260782,-1.242138298
2008,21,2008_21_05,55.78,0.906903009,ASY,-0.673390829,0.890968431,0.965153855,-0.772250257,-1.383777204,-1.501834188,-0.645789304
2012,21,2012_21_05,25.52,-1.568905738,ASY,0.105053008,-0.006644664,2.936215249,-0.772250257,-0.422875907,0.339814656,-0.266058125
2015,21,2015_21_05,47.66,0.906903009,ASY,-1.341384266,0.199364899,-0.8088014,-0.772250257,0.066581256,0.198625091,-0.779375274
2008,21,2008_21_05,57.09,0.906903009,ASY,-0.673390829,0.890968431,0.965153855,-0.772250257,-1.383777204,-1.501834188,-0.645789304
2008,21,2008_21_05,56.21,0.906903009,ASY,-0.673390829,0.890968431,0.965153855,-0.772250257,-1.383777204,-1.501834188,-0.645789304
2009,21,2009_21_05,49.95,-1.899013571,ASY,-0.276563045,-0.190581773,0.965153855,-0.772250257,-0.356354444,-1.39260782,-1.242138298
2009,21,2009_21_05,50.61,-1.899013571,ASY,-0.276563045,-0.190581773,0.965153855,-0.772250257,-0.356354444,-1.39260782,-1.242138298
2008,21,2008_21_05,54.56,0.906903009,ASY,-0.673390829,0.890968431,0.965153855,-0.772250257,-1.383777204,-1.501834188,-0.645789304
2015,21,2015_21_05,46.43,0.906903009,ASY,-1.341384266,0.199364899,-0.8088014,-0.772250257,0.066581256,0.198625091,-0.779375274
2015,21,2015_21_05,48.06,0.906903009,ASY,-1.341384266,0.199364899,-0.8088014,-0.772250257,0.066581256,0.198625091,-0.779375274
2015,21,2015_21_05,44.07,0.906903009,ASY,-1.341384266,0.199364899,-0.8088014,-0.772250257,0.066581256,0.198625091,-0.779375274
2015,21,2015_21_05,42.99,0.906903009,ASY,-1.341384266,0.199364899,-0.8088014,-0.772250257,0.066581256,0.198625091,-0.779375274
2012,21,2012_21_05,42.83,-1.568905738,ASY,0.105053008,-0.006644664,2.936215249,-0.772250257,-0.422875907,0.339814656,-0.266058125
2015,21,2015_21_05,45.72,0.906903009,ASY,-1.341384266,0.199364899,-0.8088014,-0.772250257,0.066581256,0.198625091,-0.779375274
2007,21,2007_21_07,56.71,0.906903009,ASY,-0.029207059,-0.551098508,0.965153855,-0.772250257,-0.812225312,-1.878444818,-1.587071495
2016,21,2016_21_07,28.17,-0.028402518,ASY,-0.547728697,-1.389851728,0.570941576,-0.772250257,-1.025283393,0.332414285,-0.397824749
2007,21,2007_21_07,54.68,0.906903009,ASY,-0.029207059,-0.551098508,0.965153855,-0.772250257,-0.812225312,-1.878444818,-1.587071495
2007,21,2007_21_07,55.83,0.906903009,ASY,-0.029207059,-0.551098508,0.965153855,-0.772250257,-0.812225312,-1.878444818,-1.587071495
2016,21,2016_21_07,40.17,-0.028402518,ASY,-0.547728697,-1.389851728,0.570941576,-0.772250257,-1.025283393,0.332414285,-0.397824749
2016,21,2016_21_07,40.12,-0.028402518,ASY,-0.547728697,-1.389851728,0.570941576,-0.772250257,-1.025283393,0.332414285,-0.397824749
2016,21,2016_21_07,45.48,-0.028402518,ASY,-0.547728697,-1.389851728,0.570941576,-0.772250257,-1.025283393,0.332414285,-0.397824749
2007,21,2007_21_07,54.57,0.906903009,ASY,-0.029207059,-0.551098508,0.965153855,-0.772250257,-0.812225312,-1.878444818,-1.587071495
2016,21,2016_21_07,40.66,-0.028402518,ASY,-0.547728697,-1.389851728,0.570941576,-0.772250257,-1.025283393,0.332414285,-0.397824749
2007,21,2007_21_07,55.91,0.906903009,ASY,-0.029207059,-0.551098508,0.965153855,-0.772250257,-0.812225312,-1.878444818,-1.587071495
2007,21,2007_21_09,51.3,-1.513887766,ASY,-0.922730954,-0.536383539,1.359366133,-0.772250257,-0.735062135,-1.878444818,-1.587071495
2009,21,2009_21_10,53.24,0.906903009,ASY,-0.276563045,-0.838040399,0.176729297,-0.772250257,-0.36719265,-1.39260782,-1.242138298
2009,21,2009_21_10,51.09,0.906903009,ASY,-0.276563045,-0.838040399,0.176729297,-0.772250257,-0.36719265,-1.39260782,-1.242138298
2009,21,2009_21_10,51.1,0.906903009,ASY,-0.276563045,-0.838040399,0.176729297,-0.772250257,-0.36719265,-1.39260782,-1.242138298
2009,21,2009_21_10,51.27,0.906903009,ASY,-0.276563045,-0.838040399,0.176729297,-0.772250257,-0.36719265,-1.39260782,-1.242138298
2009,21,2009_21_10,48.99,0.906903009,ASY,-0.276563045,-0.838040399,0.176729297,-0.772250257,-0.36719265,-1.39260782,-1.242138298
2009,21,2009_21_10,49.65,0.906903009,ASY,-0.276563045,-0.838040399,0.176729297,-0.772250257,-0.36719265,-1.39260782,-1.242138298
2006,22,2006_22_01,41.27,-0.963708045,SY,0.718813314,1.456023232,1.359366133,0.418168236,-0.474008283,-0.732620014,-1.662853488
2006,22,2006_22_01,30.45,-0.963708045,SY,0.718813314,1.456023232,1.359366133,0.418168236,-0.474008283,-0.732620014,-1.662853488
2012,22,2012_22_01,43.94,-0.303492379,ASY,1.052810033,-1.330991853,-0.217482982,0.418168236,-0.274374467,-0.832302673,-1.689787808
2012,22,2012_22_01,42.92,-0.303492379,ASY,1.052810033,-1.330991853,-0.217482982,0.418168236,-0.274374467,-0.832302673,-1.689787808
2006,22,2006_22_01,35.04,-0.963708045,SY,0.718813314,1.456023232,1.359366133,0.418168236,-0.474008283,-0.732620014,-1.662853488
2012,22,2012_22_01,51.12,-0.303492379,ASY,1.052810033,-1.330991853,-0.217482982,0.418168236,-0.274374467,-0.832302673,-1.689787808
2014,22,2014_22_01,49.48,0.906903009,SY,1.123577654,-0.595243414,2.54200297,0.418168236,-0.927806312,-1.793647416,-1.891245268
2014,22,2014_22_01,49.26,0.906903009,SY,1.123577654,-0.595243414,2.54200297,0.418168236,-0.927806312,-1.793647416,-1.891245268
