id_chipmunk;sex;site;date;hour_capture;hour_trial;julian_day;julian_min;delay_trial;number_trial;number_cross;experimenter
J020;M;1;24/05/2016;11:30:00;12:59:00;23;299;89;3;70;SP
J041;M;2;03/06/2016;10:00:00;11:26:00;33;206;86;2;73;MBL
J055;M;1;18/05/2016;15:00:00;16:00:00;17;480;60;2;32;EG
J057;F;1;23/05/2016;12:00:00;12:45:00;22;285;45;3;17;EG
J080;F;1;24/05/2016;09:45:00;11:22:00;23;202;97;2;47;EG
J134;M;3;30/06/2016;15:40:00;16:29:00;60;509;49;2;68;JJ
J149;F;2;20/05/2016;12:30:00;12:46:00;19;286;16;1;42;EG
J151;M;1;18/05/2016;13:00:00;14:45:00;17;405;105;2;71;EG
K001;M;2;17/06/2016;09:45:00;11:42:00;47;222;117;2;80;LEL
K002;M;3;11/06/2016;09:00:00;10:05:00;41;125;65;2;60;LEL
K005;M;3;02/06/2016;10:00:00;14:05:00;32;365;245;2;95;MBL
K011;M;2;26/05/2016;08:45:00;09:00:00;25;60;15;2;57;SP
K014;M;1;31/05/2016;10:00:00;11:50:00;30;230;110;1;61;MBL
K024;F;1;18/05/2016;17:00:00;17:40:00;17;580;40;1;41;GR
K026;F;1;31/05/2016;10:00:00;12:00:00;30;240;120;1;63;MBL
K033;F;1;23/05/2016;10:00:00;10:40:00;22;160;40;1;36;EG
K037;F;1;24/05/2016;09:45:00;10:30:00;23;150;45;1;72;SP
K058;F;2;18/06/2016;09:30:00;10:58:00;48;178;88;1;59;LEL
K059;F;2;19/05/2016;11:00:00;11:30:00;18;210;30;1;87;EG
K061;F;2;27/06/2016;09:15:00;10:25:00;57;145;70;1;36;JJ
L001;F;2;20/05/2016;16:30:00;16:55:00;19;535;25;1;17;EG
L004;M;3;11/06/2016;09:00:00;09:25:00;41;85;25;1;58;LEL
L005;F;3;30/06/2016;09:30:00;10:57:00;60;177;87;1;27;JJ
L006;F;3;02/06/2016;10:00:00;11:00:00;32;180;60;1;55;MBL
L007;M;1;31/05/2016;10:00:00;11:00:00;30;180;60;1;54;MBL
L008;F;1;24/05/2016;11:30:00;11:58:00;23;238;28;1;64;EG
L008;F;1;31/05/2016;10:00:00;11:30:00;30;210;90;1;62;MBL
L009;M;1;18/05/2016;13:00:00;14:05:00;17;365;65;1;3;EG
L010;M;1;24/05/2016;11:30:00;12:44:00;23;284;74;1;38;EG
L011;M;1;23/05/2016;14:00:00;14:30:00;22;390;30;1;74;EG
L012;F;1;18/05/2016;13:00:00;14:25:00;17;385;85;1;19;EG
L013;M;1;01/06/2016;09:15:00;10:45:00;31;165;90;1;21;MBL
L014;M;1;23/05/2016;10:00:00;11:10:00;22;190;70;1;50;EG
L015;M;1;24/05/2016;09:45:00;10:20:00;23;140;35;1;15;SP
L016;M;1;01/06/2016;09:15:00;11:20:00;31;200;125;1;94;MBL
L017;M;2;03/06/2016;10:00:00;10:30:00;33;150;30;1;88;MBL
L018;F;2;27/05/2016;08:45:00;09:20:00;26;80;35;1;111;SP
L019;F;2;14/06/2016;09:00:00;10:00:00;44;120;60;1;116;LEL
L020;F;3;06/07/2016;09:15:00;11:02:00;66;182;107;1;74;VL
L021;M;3;11/06/2016;09:00:00;09:49:00;41;109;49;1;52;LEL
L022;F;3;08/06/2016;14:30:00;15:20:00;38;440;50;1;28;LEL
L023;F;1;31/05/2016;12:00:00;13:00:00;30;300;60;1;111;MBL
L024;F;1;16/06/2016;11:30:00;12:35:00;46;275;65;1;80;LEL
L025;M;1;31/05/2016;10:00:00;10:25:00;30;145;25;1;50;MBL
L026;M;1;01/06/2016;13:30:00;14:30:00;31;390;60;1;11;MBL
L027;F;1;01/06/2016;11:15:00;11:50:00;31;230;35;1;72;MBL
L028;F;3;08/06/2016;12:30:00;12:50:00;38;290;20;1;58;LEL
L029;M;3;02/06/2016;09:15:00;09:40:00;32;100;25;1;44;MBL
L031;F;3;02/06/2016;13:15:00;13:35:00;32;335;20;1;45;MBL
L032;M;3;11/06/2016;09:00:00;09:05:00;41;65;5;1;38;LEL
L033;F;3;02/06/2016;09:15:00;10:00:00;32;120;45;1;46;MBL
L035;M;3;11/06/2016;09:00:00;09:30:00;41;90;30;1;60;LEL
L036;F;2;28/05/2016;09:30:00;10:15:00;27;135;45;1;116;SP
L037;M;2;27/05/2016;10:00:00;10:07:00;26;127;7;1;84;SP
L038;F;2;28/05/2016;13:30:00;14:40:00;27;400;70;1;36;SP
L039;M;2;27/05/2016;10:45:00;11:22:00;26;202;37;1;83;SP
L040;F;2;28/05/2016;09:30:00;09:45:00;27;105;15;1;67;SP
L041;F;2;28/05/2016;09:30:00;10:30:00;27;150;60;1;43;SP
L043;F;2;03/06/2016;10:00:00;12:30:00;33;270;150;1;58;MBL
L044;F;2;28/05/2016;09:30:00;10:00:00;27;120;30;1;94;SP
L045;M;2;28/05/2016;14:00:00;14:21:00;27;381;21;1;74;SP
L046;F;2;28/05/2016;11:30:00;12:00:00;27;240;30;1;77;SP
L047;F;2;14/06/2016;09:00:00;09:30:00;44;90;30;1;77;LEL
L048;F;2;29/05/2016;09:30:00;10:45:00;28;165;75;1;87;SP
L049;F;2;28/05/2016;11:30:00;12:20:00;27;260;50;1;44;SP
L050;M;2;06/06/2016;09:30:00;10:00:00;36;120;30;1;84;MBL
L052;F;2;27/06/2016;09:15:00;10:58:00;57;178;103;1;54;JJ
L053;F;2;03/06/2016;10:00:00;10:50:00;33;170;50;1;60;MBL
L054;F;2;03/06/2016;10:00:00;11:50:00;33;230;110;1;47;MBL
L056;F;1;16/06/2016;09:30:00;11:10:00;46;190;100;1;100;LEL
L058;F;1;15/06/2016;13:10:00;14:25:00;45;385;75;1;67;LEL
L059;F;1;16/06/2016;13:30:00;14:30:00;46;390;60;1;65;LEL
L060;M;1;16/06/2016;09:30:00;11:30:00;46;210;120;1;65;LEL
L061;M;1;16/06/2016;11:30:00;12:45:00;46;285;75;1;38;LEL
L063;M;1;16/06/2016;13:00:00;13:08:00;46;308;8;1;115;LEL
L067;F;3;08/06/2016;08:40:00;09:03:00;38;63;23;1;12;LEL
L068;F;2;14/06/2016;11:00:00;12:00:00;44;240;60;1;107;LEL
L072;F;2;06/06/2016;13:30:00;14:20:00;36;380;50;1;52;LEL
L073;M;2;03/06/2016;16:00:00;17:10:00;33;550;70;1;58;MBL
L074;M;2;14/06/2016;17:00:00;18:50:00;44;650;110;1;71;LEL
L075;F;2;06/06/2016;15:30:00;16:10:00;36;490;40;1;84;LEL
L077;F;2;14/06/2016;17:00:00;18:18:00;44;618;78;1;82;LEL
L078;M;2;14/06/2016;13:00:00;14:30:00;44;390;90;1;74;LEL
L079;F;3;30/06/2016;09:30:00;10:36:00;60;156;66;1;93;JJ
L080;M;1;16/06/2016;16:00:00;17:05:00;46;545;65;1;22;LEL
L081;F;1;15/06/2016;13:10:00;14:15:00;45;375;65;1;55;LEL
L082;M;1;16/06/2016;09:30:00;11:50:00;46;230;140;1;30;LEL
L083;F;1;16/06/2016;14:00:00;14:50:00;46;410;50;1;12;LEL
L084;F;1;16/06/2016;09:30:00;10:48:00;46;168;78;1;54;LEL
L085;M;1;16/06/2016;13:30:00;13:57:00;46;357;27;1;110;LEL
L086;M;1;16/06/2016;09:30:00;10:28:00;46;148;58;1;87;LEL
L087;F;3;30/06/2016;11:30:00;12:30:00;60;270;60;1;96;JJ
L090;M;3;06/07/2016;13:15:00;14:05:00;66;365;50;1;44;VL
L091;M;2;14/06/2016;13:00:00;13:40:00;44;340;40;1;106;LEL
L092;F;2;17/06/2016;09:45:00;10:00:00;47;120;15;1;107;LEL
L093;F;2;14/06/2016;17:00:00;18:34:00;44;634;94;1;87;LEL
L094;M;2;17/06/2016;09:45:00;11:23:00;47;203;98;1;110;LEL
L095;F;2;18/06/2016;09:30:00;11:18:00;48;198;108;1;107;LEL
L096;M;2;17/06/2016;09:45:00;10:20:00;47;140;35;1;38;LEL
L097;F;2;17/06/2016;09:45:00;11:05:00;47;185;80;1;67;LEL
L098;F;2;14/06/2016;15:00:00;16:20:00;44;500;80;1;81;LEL
L099;M;2;26/06/2016;11:30:00;12:00:00;56;240;30;1;96;EG
L100;M;2;18/06/2016;09:30:00;10:28:00;48;148;58;1;65;LEL
L102;F;2;27/06/2016;09:15:00;10:05:00;57;125;50;1;38;JJ
L103;M;2;17/06/2016;11:45:00;12:50:00;47;290;65;1;71;LEL
L105;M;2;17/06/2016;11:45:00;13:00:00;47;300;75;1;77;LEL
L106;F;1;16/06/2016;13:30:00;14:10:00;46;370;40;1;19;LEL
L107;F;1;16/06/2016;14:00:00;15:10:00;46;430;70;1;41;LEL
L109;M;1;16/06/2016;14:00:00;15:30:00;46;450;90;1;55;LEL
L111;F;1;19/06/2016;11:45:00;13:25:00;49;325;100;1;22;LEL
L112;F;1;19/06/2016;11:45:00;13:10:00;49;310;85;1;53;LEL
L114;F;1;20/06/2016;09:30:00;11:11:00;50;191;101;1;70;LEL
L115;F;1;19/06/2016;09:45:00;11:05:00;49;185;80;1;51;LEL
L118;M;2;27/06/2016;07:15:00;08:10:00;57;10;55;1;87;JJ
L119;M;2;26/06/2016;11:30:00;12:20:00;56;260;50;1;41;JJ
L120;M;2;26/06/2016;11:30:00;12:40:00;56;280;70;1;88;JJ
L121;M;2;27/06/2016;09:15:00;10:38:00;57;158;83;1;48;JJ
L122;F;2;27/06/2016;09:15:00;11:12:00;57;192;117;1;49;JJ
L123;M;2;27/06/2016;09:15:00;11:40:00;57;220;145;1;85;JJ
L124;F;2;27/06/2016;09:15:00;11:26:00;57;206;131;1;32;JJ
L129;M;3;30/06/2016;11:30:00;12:47:00;60;287;77;2;67;JJ
L129;M;3;06/07/2016;11:40:00;13:05:00;66;305;85;2;28;VL
L130;F;3;06/07/2016;09:15:00;11:15:00;66;195;120;1;61;VL
L131;M;3;30/06/2016;13:40:00;14:50:00;60;410;70;1;41;JJ
L132;M;3;30/06/2016;11:30:00;12:12:00;60;252;42;1;59;JJ
L136;F;1;01/07/2016;15:45:00;16:33:00;61;513;48;1;81;VL
I054;M;1;10/06/2017;10:00:00;10:32:00;37;152;32;3;41;EG
J111;M;3;13/06/2017;10:15:00;11:35:00;40;215;80;2;32;EG
J149;F;2;14/06/2017;10:00:00;10:53:00;41;173;53;2;53;EG
K007;F;3;13/06/2017;12:00:00;12:50:00;40;290;50;1;38;EG
K014;M;1;24/05/2017;11:45:00;11:45:00;20;225;0;2;77;EG
K026;F;1;10/06/2017;12:00:00;12:45:00;37;285;45;2;75;EG
K037;F;1;24/05/2017;11:45:00;11:45:00;20;225;0;2;85;KV
L001;F;2;25/05/2017;11:45:00;13:51:00;21;351;126;2;38;KV
L003;F;3;13/06/2017;10:15:00;11:23:00;40;203;68;1;62;EG
L004;M;3;11/06/2017;13:40:00;14:00:00;38;360;20;2;33;EG
L007;M;1;24/05/2017;11:45:00;11:45:00;20;225;0;2;43;KV
L009;M;1;24/05/2017;09:45:00;09:45:00;20;105;0;2;29;EG
L011;M;1;24/05/2017;09:45:00;09:45:00;20;105;0;2;83;KV
L012;F;1;24/05/2017;09:45:00;09:45:00;20;105;0;2;70;KV
L014;M;1;24/05/2017;09:45:00;09:45:00;20;105;0;2;70;EG
L017;M;2;25/05/2017;11:45:00;12:53:00;21;293;68;2;61;EG
L018;F;2;14/06/2017;12:00:00;12:37:00;41;277;37;2;145;EG
L019;F;2;14/06/2017;10:00:00;11:03:00;41;183;63;2;64;EG
L020;F;3;13/06/2017;12:00:00;12:31:00;40;271;31;2;44;EG
L021;M;3;13/06/2017;10:15:00;11:47:00;40;227;92;2;49;EG
L024;F;1;07/06/2017;10:00:00;11:31:00;34;211;91;2;56;KV
L026;M;1;24/05/2017;13:45:00;13:45:00;20;345;0;2;27;KV
L035;M;3;11/06/2017;09:40:00;10:38:00;38;158;58;2;32;EG
L039;M;2;25/05/2017;09:45:00;11:38:00;21;218;113;2;93;KV
L043;F;2;25/05/2017;09:45:00;12:12:00;21;252;147;2;101;EG
L049;F;2;14/06/2017;10:00:00;10:40:00;41;160;40;2;94;EG
L052;F;2;14/06/2017;12:00:00;13:07:00;41;307;67;2;48;EG
L053;F;2;25/05/2017;09:45:00;10:07:00;21;127;22;2;104;KV
L054;F;2;14/06/2017;10:00:00;10:28:00;41;148;28;2;28;EG
L060;M;1;24/05/2017;09:45:00;09:45:00;20;105;0;2;43;KV
L064;F;1;10/06/2017;10:00:00;12:07:00;37;247;127;1;50;EG
L071;M;2;25/05/2017;09:45:00;11:26:00;21;206;101;1;63;KV
L089;M;3;13/06/2017;10:15:00;10:50:00;40;170;35;1;2;EG
L090;M;3;11/06/2017;11:40:00;11:55:00;38;235;15;2;45;EG
L094;M;2;25/05/2017;09:45:00;10:45:00;21;165;60;2;35;KV
L096;M;2;25/05/2017;11:45:00;12:35:00;21;275;50;2;49;KV
L101;M;2;25/05/2017;09:45:00;11:55:00;21;235;130;1;42;KV
L104;F;2;18/06/2017;09:15:00;10:15:00;45;135;60;1;1;EG
L110;M;1;24/05/2017;13:45:00;13:45:00;20;345;0;1;25;KV
L111;F;1;24/05/2017;09:45:00;09:45:00;20;105;0;2;35;KV
L112;F;1;24/05/2017;11:45:00;11:45:00;20;225;0;2;58;KV
L120;M;2;18/06/2017;09:15:00;10:04:00;45;124;49;2;94;EG
L121;M;2;14/06/2017;12:00:00;13:18:00;41;318;78;2;40;EG
L122;F;2;14/06/2017;10:00:00;11:14:00;41;194;74;2;57;EG
L123;M;2;25/05/2017;09:45:00;11:12:00;21;192;87;2;35;KV
L141;M;3;11/06/2017;09:40:00;10:25:00;38;145;45;1;47;EG
L148;F;2;25/05/2017;09:45:00;12:25:00;21;265;160;1;80;EG
L153;F;3;11/06/2017;11:40:00;12:05:00;38;245;25;1;33;EG
M001;n/a;3;11/06/2017;13:40:00;14:17:00;38;377;37;1;53;EG
M004;n/a;3;13/06/2017;10:15:00;11:05:00;40;185;50;1;73;EG
M006;n/a;1;27/06/2017;12:00:00;13:03:00;54;303;63;1;83;EG
M008;n/a;3;17/06/2017;12:15:00;12:40:00;44;280;25;1;66;EG
M009;n/a;2;26/06/2017;13:20:00;12:30:00;53;270;0;1;48;EG
M009;n/a;2;26/06/2017;13:20:00;12:30:00;53;270;0;1;82;EG
