Year,Farm,YearFarmNB,masse16,BD,AG,MAX,RN,HD,WT,FDM,Comp.1,Comp.2
2009,16,2009_16_10,16.97,0.84507948,ASY,-1.15592798,0.261842573,-1.207657499,-0.759273472,0.265910387,0.918729128,1.539628111
2016,16,2016_16_10,20.19,-0.969262525,ASY,1.209744879,-1.46116118,0.762496446,-0.759273472,-1.02659042,0.902011085,1.336330723
2010,16,2010_16_10,17.95,-0.034601492,ASY,-0.051464343,-0.109494443,-0.616611315,-0.759273472,-0.557477332,0.918729128,1.539628111
2016,16,2016_16_10,23.21,-0.969262525,ASY,1.209744879,-1.46116118,0.762496446,-0.759273472,-1.02659042,0.902011085,1.336330723
2009,16,2009_16_10,15.48,0.84507948,ASY,-1.15592798,0.261842573,-1.207657499,-0.759273472,0.265910387,0.918729128,1.539628111
2016,16,2016_16_10,19.13,-0.969262525,ASY,1.209744879,-1.46116118,0.762496446,-0.759273472,-1.02659042,0.902011085,1.336330723
2008,16,2008_16_10,19.94,-0.969262525,ASY,0.337106645,0.440084341,0.171450263,-0.759273472,1.023157633,0.856333445,1.448817483
2009,16,2009_16_10,20.03,0.84507948,ASY,-1.15592798,0.261842573,-1.207657499,-0.759273472,0.265910387,0.918729128,1.539628111
2015,16,2015_16_10,21.36,-0.034601492,ASY,-0.087687062,0.157868209,3.717727364,-0.759273472,1.488647444,0.855604691,1.396355129
2009,16,2009_16_10,16.86,0.84507948,ASY,-1.15592798,0.261842573,-1.207657499,-0.759273472,0.265910387,0.918729128,1.539628111
2011,16,2011_16_10,19.21,0.90005954,ASY,1.031924258,-0.777901071,-0.419595921,-0.759273472,-0.213149936,0.936150226,1.604894933
2008,16,2008_16_10,20.18,-0.969262525,ASY,0.337106645,0.440084341,0.171450263,-0.759273472,1.023157633,0.856333445,1.448817483
2010,16,2010_16_10,18.82,-0.034601492,ASY,-0.051464343,-0.109494443,-0.616611315,-0.759273472,-0.557477332,0.918729128,1.539628111
2010,16,2010_16_10,14.83,-0.034601492,ASY,-0.051464343,-0.109494443,-0.616611315,-0.759273472,-0.557477332,0.918729128,1.539628111
2011,16,2011_16_10,20.82,0.90005954,ASY,1.031924258,-0.777901071,-0.419595921,-0.759273472,-0.213149936,0.936150226,1.604894933
2008,16,2008_16_10,21.54,-0.969262525,ASY,0.337106645,0.440084341,0.171450263,-0.759273472,1.023157633,0.856333445,1.448817483
2010,16,2010_16_10,16.37,-0.034601492,ASY,-0.051464343,-0.109494443,-0.616611315,-0.759273472,-0.557477332,0.918729128,1.539628111
2008,16,2008_16_10,22.2,-0.969262525,ASY,0.337106645,0.440084341,0.171450263,-0.759273472,1.023157633,0.856333445,1.448817483
2016,16,2016_16_10,20.67,-0.969262525,ASY,1.209744879,-1.46116118,0.762496446,-0.759273472,-1.02659042,0.902011085,1.336330723
2009,16,2009_16_10,17.84,0.84507948,ASY,-1.15592798,0.261842573,-1.207657499,-0.759273472,0.265910387,0.918729128,1.539628111
2015,16,2015_16_10,23.86,-0.034601492,ASY,-0.087687062,0.157868209,3.717727364,-0.759273472,1.488647444,0.855604691,1.396355129
2012,17,2012_17_01,21.52,-0.969262525,SY,1.700398075,-0.584805823,2.929665786,-0.27319469,-0.3529218,1.36528779,-0.937034583
2013,17,2013_17_01,20.09,-0.969262525,ASY,-1.03718332,1.732337155,-0.616611315,-0.27319469,-1.134548871,1.405558569,-0.397095729
2011,17,2011_17_01,20.75,-1.903923558,ASY,0.58144535,-0.258029249,0.565481052,-0.27319469,-1.009291808,1.388264831,-0.832712178
2013,17,2013_17_01,20.73,-0.969262525,ASY,-1.03718332,1.732337155,-0.616611315,-0.27319469,-1.134548871,1.405558569,-0.397095729
2012,17,2012_17_01,21.08,-0.969262525,SY,1.700398075,-0.584805823,2.929665786,-0.27319469,-0.3529218,1.36528779,-0.937034583
2013,17,2013_17_01,18.34,-0.969262525,ASY,-1.03718332,1.732337155,-0.616611315,-0.27319469,-1.134548871,1.405558569,-0.397095729
2012,17,2012_17_01,21.05,-0.969262525,SY,1.700398075,-0.584805823,2.929665786,-0.27319469,-0.3529218,1.36528779,-0.937034583
2013,17,2013_17_01,20.63,-0.969262525,ASY,-1.03718332,1.732337155,-0.616611315,-0.27319469,-1.134548871,1.405558569,-0.397095729
2012,17,2012_17_01,16.5,-0.969262525,SY,1.700398075,-0.584805823,2.929665786,-0.27319469,-0.3529218,1.36528779,-0.937034583
2015,17,2015_17_02,18.42,0.90005954,ASY,0.307469874,0.306403015,-0.419595921,-0.213278919,-0.833354045,1.35862671,-0.82446429
2010,17,2010_17_02,21,-0.309501796,SY,-0.247725621,0.113307767,-0.025565132,-0.213278919,-1.338456975,1.233703555,-0.79275877
2015,17,2015_17_02,18.25,0.90005954,ASY,0.307469874,0.306403015,-0.419595921,-0.213278919,-0.833354045,1.35862671,-0.82446429
2015,17,2015_17_02,19.87,0.90005954,ASY,0.307469874,0.306403015,-0.419595921,-0.213278919,-0.833354045,1.35862671,-0.82446429
2008,17,2008_17_02,20.6,-0.859302403,ASY,0.671014256,0.499498263,0.368465657,-0.213278919,-1.210794449,1.425376932,-0.514209857
2010,17,2010_17_02,21.93,-0.309501796,SY,-0.247725621,0.113307767,-0.025565132,-0.213278919,-1.338456975,1.233703555,-0.79275877
2015,17,2015_17_02,19.13,0.90005954,ASY,0.307469874,0.306403015,-0.419595921,-0.213278919,-0.833354045,1.35862671,-0.82446429
2010,17,2010_17_02,20.25,-0.309501796,SY,-0.247725621,0.113307767,-0.025565132,-0.213278919,-1.338456975,1.233703555,-0.79275877
2010,17,2010_17_02,22.58,-0.309501796,SY,-0.247725621,0.113307767,-0.025565132,-0.213278919,-1.338456975,1.233703555,-0.79275877
2008,17,2008_17_02,20.66,-0.859302403,ASY,0.671014256,0.499498263,0.368465657,-0.213278919,-1.210794449,1.425376932,-0.514209857
2013,17,2013_17_04,19.75,-2.06886374,SY,1.447497636,0.440084341,2.535634997,-0.16109245,-0.476192547,1.405558569,-0.397095729
2013,17,2013_17_04,17.58,-2.06886374,SY,1.447497636,0.440084341,2.535634997,-0.16109245,-0.476192547,1.405558569,-0.397095729
2008,17,2008_17_04,19.57,-2.83858459,SY,0.804050424,0.529205224,1.156527235,-0.16109245,-1.288035633,1.425376932,-0.514209857
2012,17,2012_17_05,19.98,0.90005954,ASY,1.48042738,-1.357186815,-0.616611315,-0.159971001,-0.683569366,1.36528779,-0.937034583
2015,17,2015_17_05,18.64,0.735119358,ASY,0.307469874,0.306403015,-0.419595921,-0.159971001,-0.833354045,1.35862671,-0.82446429
2015,17,2015_17_05,19.14,0.735119358,ASY,0.307469874,0.306403015,-0.419595921,-0.159971001,-0.833354045,1.35862671,-0.82446429
2012,17,2012_17_05,19.17,0.90005954,ASY,1.48042738,-1.357186815,-0.616611315,-0.159971001,-0.683569366,1.36528779,-0.937034583
2014,17,2014_17_05,17,-0.969262525,ASY,1.63783156,-0.168908365,1.35354263,-0.159971001,-1.011391084,1.40370476,-0.115801578
2015,17,2015_17_05,18.21,0.735119358,ASY,0.307469874,0.306403015,-0.419595921,-0.159971001,-0.833354045,1.35862671,-0.82446429
2015,17,2015_17_05,18.16,0.735119358,ASY,0.307469874,0.306403015,-0.419595921,-0.159971001,-0.833354045,1.35862671,-0.82446429
2012,17,2012_17_05,20.42,0.90005954,ASY,1.48042738,-1.357186815,-0.616611315,-0.159971001,-0.683569366,1.36528779,-0.937034583
2012,17,2012_17_05,18.6,0.90005954,ASY,1.48042738,-1.357186815,-0.616611315,-0.159971001,-0.683569366,1.36528779,-0.937034583
2015,17,2015_17_05,17.89,0.735119358,ASY,0.307469874,0.306403015,-0.419595921,-0.159971001,-0.833354045,1.35862671,-0.82446429
2012,17,2012_17_05,17.97,0.90005954,ASY,1.48042738,-1.357186815,-0.616611315,-0.159971001,-0.683569366,1.36528779,-0.937034583
2014,17,2014_17_05,16.37,-0.969262525,ASY,1.63783156,-0.168908365,1.35354263,-0.159971001,-1.011391084,1.40370476,-0.115801578
2014,17,2014_17_05,19,-0.969262525,ASY,1.63783156,-0.168908365,1.35354263,-0.159971001,-1.011391084,1.40370476,-0.115801578
2014,17,2014_17_06,20.31,-0.034601492,ASY,-0.140374653,1.910578923,0.171450263,-0.157634361,-1.111108346,1.40370476,-0.115801578
2014,17,2014_17_06,20.34,-0.034601492,ASY,-0.140374653,1.910578923,0.171450263,-0.157634361,-1.111108346,1.40370476,-0.115801578
2010,17,2010_17_06,22.13,-0.749342282,SY,-0.626417685,0.202428651,-0.419595921,-0.157634361,-1.344613075,1.233703555,-0.79275877
2008,17,2008_17_06,19.86,-1.903923558,ASY,1.228844131,0.083600806,-0.419595921,-0.157634361,-1.145135502,1.425376932,-0.514209857
2014,17,2014_17_06,18.93,-0.034601492,ASY,-0.140374653,1.910578923,0.171450263,-0.157634361,-1.111108346,1.40370476,-0.115801578
2014,17,2014_17_06,21.62,-0.034601492,ASY,-0.140374653,1.910578923,0.171450263,-0.157634361,-1.111108346,1.40370476,-0.115801578
2014,17,2014_17_06,18.44,-0.034601492,ASY,-0.140374653,1.910578923,0.171450263,-0.157634361,-1.111108346,1.40370476,-0.115801578
2008,17,2008_17_06,23.79,-1.903923558,ASY,1.228844131,0.083600806,-0.419595921,-0.157634361,-1.145135502,1.425376932,-0.514209857
2013,17,2013_17_06,17.01,-0.034601492,ASY,-1.926484005,2.772080799,-1.404672893,-0.157634361,-1.22804209,1.405558569,-0.397095729
2010,17,2010_17_06,22.07,-0.749342282,SY,-0.626417685,0.202428651,-0.419595921,-0.157634361,-1.344613075,1.233703555,-0.79275877
2008,17,2008_17_06,22.52,-1.903923558,ASY,1.228844131,0.083600806,-0.419595921,-0.157634361,-1.145135502,1.425376932,-0.514209857
2010,17,2010_17_06,24.5,-0.749342282,SY,-0.626417685,0.202428651,-0.419595921,-0.157634361,-1.344613075,1.233703555,-0.79275877
2013,17,2013_17_06,15.46,-0.034601492,ASY,-1.926484005,2.772080799,-1.404672893,-0.157634361,-1.22804209,1.405558569,-0.397095729
2013,17,2013_17_06,15.13,-0.034601492,ASY,-1.926484005,2.772080799,-1.404672893,-0.157634361,-1.22804209,1.405558569,-0.397095729
2010,17,2010_17_06,21.74,-0.749342282,SY,-0.626417685,0.202428651,-0.419595921,-0.157634361,-1.344613075,1.233703555,-0.79275877
2013,17,2013_17_06,16.76,-0.034601492,ASY,-1.926484005,2.772080799,-1.404672893,-0.157634361,-1.22804209,1.405558569,-0.397095729
2013,17,2013_17_06,16.1,-0.034601492,ASY,-1.926484005,2.772080799,-1.404672893,-0.157634361,-1.22804209,1.405558569,-0.397095729
2015,17,2015_17_07,23.09,-0.969262525,ASY,-0.120616807,0.350963457,-0.81362671,-0.133240278,-0.907017999,1.35862671,-0.82446429
2015,17,2015_17_07,21.55,-0.969262525,ASY,-0.120616807,0.350963457,-0.81362671,-0.133240278,-0.907017999,1.35862671,-0.82446429
2015,17,2015_17_07,20.89,-0.969262525,ASY,-0.120616807,0.350963457,-0.81362671,-0.133240278,-0.907017999,1.35862671,-0.82446429
2015,17,2015_17_07,20.84,-0.969262525,ASY,-0.120616807,0.350963457,-0.81362671,-0.133240278,-0.907017999,1.35862671,-0.82446429
2013,17,2013_17_08,22.53,-2.508704226,ASY,1.715479898,0.90054224,3.323696575,-0.107726358,-0.202541289,1.405558569,-0.397095729
2014,17,2014_17_08,15.02,-1.134202707,SY,1.615439333,-0.139201404,2.929665786,-0.107726358,-0.847331653,1.40370476,-0.115801578
2007,17,2007_17_08,18.96,-0.969262525,ASY,1.206451904,-0.465977978,1.156527235,-0.107726358,-0.643832375,1.440138128,-0.364671103
2007,17,2007_17_08,21.13,-0.969262525,ASY,1.206451904,-0.465977978,1.156527235,-0.107726358,-0.643832375,1.440138128,-0.364671103
2006,17,2006_17_08,16.57,-0.034601492,ASY,-0.486795567,1.156022107,-0.222580526,-0.107726358,-0.859097003,1.157283229,-0.535631438
2014,17,2014_17_08,19.18,-1.134202707,SY,1.615439333,-0.139201404,2.929665786,-0.107726358,-0.847331653,1.40370476,-0.115801578
2010,17,2010_17_08,17.57,-0.089581553,ASY,-1.665021832,0.737153953,-1.207657499,-0.107726358,-1.356523293,1.233703555,-0.79275877
2006,17,2006_17_08,17.64,-0.034601492,ASY,-0.486795567,1.156022107,-0.222580526,-0.107726358,-0.859097003,1.157283229,-0.535631438
2013,17,2013_17_08,22.3,-2.508704226,ASY,1.715479898,0.90054224,3.323696575,-0.107726358,-0.202541289,1.405558569,-0.397095729
2014,17,2014_17_08,19.23,-1.134202707,SY,1.615439333,-0.139201404,2.929665786,-0.107726358,-0.847331653,1.40370476,-0.115801578
2010,17,2010_17_08,14.44,-0.089581553,ASY,-1.665021832,0.737153953,-1.207657499,-0.107726358,-1.356523293,1.233703555,-0.79275877
2007,17,2007_17_08,20.22,-0.969262525,ASY,1.206451904,-0.465977978,1.156527235,-0.107726358,-0.643832375,1.440138128,-0.364671103
2010,17,2010_17_08,17.35,-0.089581553,ASY,-1.665021832,0.737153953,-1.207657499,-0.107726358,-1.356523293,1.233703555,-0.79275877
2007,17,2007_17_08,20.4,-0.969262525,ASY,1.206451904,-0.465977978,1.156527235,-0.107726358,-0.643832375,1.440138128,-0.364671103
2006,17,2006_17_08,18.69,-0.034601492,ASY,-0.486795567,1.156022107,-0.222580526,-0.107726358,-0.859097003,1.157283229,-0.535631438
2010,17,2010_17_08,20.03,-0.089581553,ASY,-1.665021832,0.737153953,-1.207657499,-0.107726358,-1.356523293,1.233703555,-0.79275877
2006,17,2006_17_08,11.66,-0.034601492,ASY,-0.486795567,1.156022107,-0.222580526,-0.107726358,-0.859097003,1.157283229,-0.535631438
2010,17,2010_17_09,20.19,-0.969262525,ASY,-0.626417685,0.202428651,-0.419595921,-0.080091359,-1.344613075,1.233703555,-0.79275877
2015,17,2015_17_09,20.84,-0.034601492,ASY,0.603837577,-0.228322288,-0.025565132,-0.080091359,-0.752064283,1.35862671,-0.82446429
2010,17,2010_17_09,20.25,-0.969262525,ASY,-0.626417685,0.202428651,-0.419595921,-0.080091359,-1.344613075,1.233703555,-0.79275877
2015,17,2015_17_09,20.96,-0.034601492,ASY,0.603837577,-0.228322288,-0.025565132,-0.080091359,-0.752064283,1.35862671,-0.82446429
2010,17,2010_17_09,20.71,-0.969262525,ASY,-0.626417685,0.202428651,-0.419595921,-0.080091359,-1.344613075,1.233703555,-0.79275877
2009,17,2009_17_09,21.42,-0.034601492,ASY,-0.661323214,-0.436271016,-1.010642104,-0.080091359,-0.925040141,1.383413334,-0.465365142
2015,17,2015_17_09,21.9,-0.034601492,ASY,0.603837577,-0.228322288,-0.025565132,-0.080091359,-0.752064283,1.35862671,-0.82446429
2015,17,2015_17_09,19.44,-0.034601492,ASY,0.603837577,-0.228322288,-0.025565132,-0.080091359,-0.752064283,1.35862671,-0.82446429
2009,17,2009_17_09,23.47,-0.034601492,ASY,-0.661323214,-0.436271016,-1.010642104,-0.080091359,-0.925040141,1.383413334,-0.465365142
2009,17,2009_17_09,25.3,-0.034601492,ASY,-0.661323214,-0.436271016,-1.010642104,-0.080091359,-0.925040141,1.383413334,-0.465365142
2014,17,2014_17_09,16.55,-1.409103011,ASY,-0.140374653,1.910578923,0.171450263,-0.080091359,-1.111108346,1.40370476,-0.115801578
2015,17,2015_17_09,20.53,-0.034601492,ASY,0.603837577,-0.228322288,-0.025565132,-0.080091359,-0.752064283,1.35862671,-0.82446429
2010,17,2010_17_09,20.19,-0.969262525,ASY,-0.626417685,0.202428651,-0.419595921,-0.080091359,-1.344613075,1.233703555,-0.79275877
2014,17,2014_17_09,14.25,-1.409103011,ASY,-0.140374653,1.910578923,0.171450263,-0.080091359,-1.111108346,1.40370476,-0.115801578
2009,17,2009_17_09,22.61,-0.034601492,ASY,-0.661323214,-0.436271016,-1.010642104,-0.080091359,-0.925040141,1.383413334,-0.465365142
2009,17,2009_17_09,23.65,-0.034601492,ASY,-0.661323214,-0.436271016,-1.010642104,-0.080091359,-0.925040141,1.383413334,-0.465365142
2013,17,2013_17_10,18.13,-0.034601492,ASY,0.812678017,1.61350931,0.565481052,-0.054838347,-0.950690616,1.405558569,-0.397095729
2015,17,2015_17_10,22.52,-0.034601492,ASY,-0.186476296,0.380670418,-1.207657499,-0.054838347,-0.973771492,1.35862671,-0.82446429
2015,17,2015_17_10,20.47,-0.034601492,ASY,-0.186476296,0.380670418,-1.207657499,-0.054838347,-0.973771492,1.35862671,-0.82446429
2012,17,2012_17_10,22.62,0.90005954,ASY,2.204223169,-1.357186815,-0.222580526,-0.054838347,-0.651578359,1.36528779,-0.937034583
2007,17,2007_17_10,19.06,0.90005954,ASY,2.029036927,-1.386893777,-0.419595921,-0.054838347,-0.955388851,1.440138128,-0.364671103
2012,17,2012_17_10,21.1,0.90005954,ASY,2.204223169,-1.357186815,-0.222580526,-0.054838347,-0.651578359,1.36528779,-0.937034583
2015,17,2015_17_10,20.58,-0.034601492,ASY,-0.186476296,0.380670418,-1.207657499,-0.054838347,-0.973771492,1.35862671,-0.82446429
2015,17,2015_17_10,21.68,-0.034601492,ASY,-0.186476296,0.380670418,-1.207657499,-0.054838347,-0.973771492,1.35862671,-0.82446429
2012,17,2012_17_10,19.42,0.90005954,ASY,2.204223169,-1.357186815,-0.222580526,-0.054838347,-0.651578359,1.36528779,-0.937034583
2012,17,2012_17_10,20.8,0.90005954,ASY,2.204223169,-1.357186815,-0.222580526,-0.054838347,-0.651578359,1.36528779,-0.937034583
2015,17,2015_17_10,21.07,-0.034601492,ASY,-0.186476296,0.380670418,-1.207657499,-0.054838347,-0.973771492,1.35862671,-0.82446429
2013,17,2013_17_10,17.44,-0.034601492,ASY,0.812678017,1.61350931,0.565481052,-0.054838347,-0.950690616,1.405558569,-0.397095729
2007,17,2007_17_10,20.32,0.90005954,ASY,2.029036927,-1.386893777,-0.419595921,-0.054838347,-0.955388851,1.440138128,-0.364671103
2012,17,2012_17_10,18.56,0.90005954,ASY,2.204223169,-1.357186815,-0.222580526,-0.054838347,-0.651578359,1.36528779,-0.937034583
2007,17,2007_17_10,20.08,0.90005954,ASY,2.029036927,-1.386893777,-0.419595921,-0.054838347,-0.955388851,1.440138128,-0.364671103
2007,17,2007_17_10,23.7,0.90005954,ASY,2.029036927,-1.386893777,-0.419595921,-0.054838347,-0.955388851,1.440138128,-0.364671103
2013,17,2013_17_10,19.24,-0.034601492,ASY,0.812678017,1.61350931,0.565481052,-0.054838347,-0.950690616,1.405558569,-0.397095729
2007,17,2007_17_10,20.52,0.90005954,ASY,2.029036927,-1.386893777,-0.419595921,-0.054838347,-0.955388851,1.440138128,-0.364671103
2012,17,2012_17_10,21.38,0.90005954,ASY,2.204223169,-1.357186815,-0.222580526,-0.054838347,-0.651578359,1.36528779,-0.937034583
2007,17,2007_17_10,19.24,0.90005954,ASY,2.029036927,-1.386893777,-0.419595921,-0.054838347,-0.955388851,1.440138128,-0.364671103
2013,17,2013_17_10,20.15,-0.034601492,ASY,0.812678017,1.61350931,0.565481052,-0.054838347,-0.950690616,1.405558569,-0.397095729
2007,18,2007_18_01,20.57,-1.903923558,ASY,1.751768477,-0.956142838,0.762496446,-0.813011736,-0.419577204,0.318577856,-0.018337733
2007,18,2007_18_01,20.11,-1.903923558,ASY,1.751768477,-0.956142838,0.762496446,-0.813011736,-0.419577204,0.318577856,-0.018337733
2015,18,2015_18_01,21.48,-0.034601492,ASY,-0.647492722,1.37585362,-1.010642104,-0.813011736,-0.193010592,1.005631992,0.540310917
2015,18,2015_18_01,20.19,-0.034601492,ASY,-0.647492722,1.37585362,-1.010642104,-0.813011736,-0.193010592,1.005631992,0.540310917
2007,18,2007_18_01,20.68,-1.903923558,ASY,1.751768477,-0.956142838,0.762496446,-0.813011736,-0.419577204,0.318577856,-0.018337733
2014,18,2014_18_01,21.89,-0.254521735,ASY,-0.639589583,1.435267543,-0.025565132,-0.813011736,0.453154967,1.107705344,0.768001981
2015,18,2015_18_01,20.98,-0.034601492,ASY,-0.647492722,1.37585362,-1.010642104,-0.813011736,-0.193010592,1.005631992,0.540310917
2013,18,2013_18_01,21.18,-3.773245623,ASY,-1.62412309,0.380670418,-1.207657499,-0.813011736,-0.14257584,1.027568641,1.551587796
2014,18,2014_18_01,20.35,-0.254521735,ASY,-0.639589583,1.435267543,-0.025565132,-0.813011736,0.453154967,1.107705344,0.768001981
2015,18,2015_18_01,18.15,-0.034601492,ASY,-0.647492722,1.37585362,-1.010642104,-0.813011736,-0.193010592,1.005631992,0.540310917
2015,18,2015_18_01,19.5,-0.034601492,ASY,-0.647492722,1.37585362,-1.010642104,-0.813011736,-0.193010592,1.005631992,0.540310917
2014,18,2014_18_01,22.09,-0.254521735,ASY,-0.639589583,1.435267543,-0.025565132,-0.813011736,0.453154967,1.107705344,0.768001981
2013,18,2013_18_02,19.17,-0.034601492,ASY,-1.62412309,0.380670418,-1.207657499,-0.813011736,-0.14257584,1.027568641,1.551587796
2013,18,2013_18_02,20.13,-0.034601492,ASY,-1.62412309,0.380670418,-1.207657499,-0.813011736,-0.14257584,1.027568641,1.551587796
2009,18,2009_18_02,22.22,1.834720573,ASY,-1.448344112,-0.391710575,-0.419595921,-0.813011736,0.185518142,0.987468571,0.618196596
2009,18,2009_18_02,20.41,1.834720573,ASY,-1.448344112,-0.391710575,-0.419595921,-0.813011736,0.185518142,0.987468571,0.618196596
2010,18,2010_18_02,22.04,0.90005954,ASY,0.437871663,-0.911582397,-0.222580526,-0.813011736,-0.313674852,0.654379699,0.298229877
2009,18,2009_18_02,21.42,1.834720573,ASY,-1.448344112,-0.391710575,-0.419595921,-0.813011736,0.185518142,0.987468571,0.618196596
2010,18,2010_18_02,19.9,0.90005954,ASY,0.437871663,-0.911582397,-0.222580526,-0.813011736,-0.313674852,0.654379699,0.298229877
2010,18,2010_18_02,21.36,0.90005954,ASY,0.437871663,-0.911582397,-0.222580526,-0.813011736,-0.313674852,0.654379699,0.298229877
2010,18,2010_18_02,22.61,0.90005954,ASY,0.437871663,-0.911582397,-0.222580526,-0.813011736,-0.313674852,0.654379699,0.298229877
2009,18,2009_18_02,19.41,1.834720573,ASY,-1.448344112,-0.391710575,-0.419595921,-0.813011736,0.185518142,0.987468571,0.618196596
2009,18,2009_18_02,21.86,1.834720573,ASY,-1.448344112,-0.391710575,-0.419595921,-0.813011736,0.185518142,0.987468571,0.618196596
2010,18,2010_18_02,20.59,0.90005954,ASY,0.437871663,-0.911582397,-0.222580526,-0.813011736,-0.313674852,0.654379699,0.298229877
2013,18,2013_18_02,16.6,-0.034601492,ASY,-1.62412309,0.380670418,-1.207657499,-0.813011736,-0.14257584,1.027568641,1.551587796
2010,18,2010_18_02,20.18,0.90005954,ASY,0.437871663,-0.911582397,-0.222580526,-0.813011736,-0.313674852,0.654379699,0.298229877
2013,18,2013_18_02,20.26,-0.034601492,ASY,-1.62412309,0.380670418,-1.207657499,-0.813011736,-0.14257584,1.027568641,1.551587796
2009,18,2009_18_02,21.25,1.834720573,ASY,-1.448344112,-0.391710575,-0.419595921,-0.813011736,0.185518142,0.987468571,0.618196596
2009,18,2009_18_02,21.59,1.834720573,ASY,-1.448344112,-0.391710575,-0.419595921,-0.813011736,0.185518142,0.987468571,0.618196596
2013,18,2013_18_02,17.4,-0.034601492,ASY,-1.62412309,0.380670418,-1.207657499,-0.813011736,-0.14257584,1.027568641,1.551587796
2015,18,2015_18_03,20.5,-1.848943497,ASY,-0.647492722,1.37585362,-1.010642104,-0.813011736,-0.193010592,1.005631992,0.540310917
2010,18,2010_18_03,20.85,0.90005954,ASY,0.075644472,-0.436271016,-0.616611315,-0.813011736,-0.390132684,0.654379699,0.298229877
2012,18,2012_18_03,21.84,0.405238994,ASY,1.416543676,-1.015556761,-0.419595921,-0.813011736,0.381550323,0.968659334,0.57134
2015,18,2015_18_03,19.16,-1.848943497,ASY,-0.647492722,1.37585362,-1.010642104,-0.813011736,-0.193010592,1.005631992,0.540310917
2010,18,2010_18_03,21.08,0.90005954,ASY,0.075644472,-0.436271016,-0.616611315,-0.813011736,-0.390132684,0.654379699,0.298229877
2012,18,2012_18_03,20.64,0.405238994,ASY,1.416543676,-1.015556761,-0.419595921,-0.813011736,0.381550323,0.968659334,0.57134
2014,18,2014_18_03,21.29,-0.034601492,ASY,-0.013924434,1.435267543,-0.419595921,-0.813011736,0.388023121,1.107705344,0.768001981
2010,18,2010_18_03,21.22,0.90005954,ASY,0.075644472,-0.436271016,-0.616611315,-0.813011736,-0.390132684,0.654379699,0.298229877
2012,18,2012_18_03,21.13,0.405238994,ASY,1.416543676,-1.015556761,-0.419595921,-0.813011736,0.381550323,0.968659334,0.57134
2010,18,2010_18_03,22.21,0.90005954,ASY,0.075644472,-0.436271016,-0.616611315,-0.813011736,-0.390132684,0.654379699,0.298229877
2014,18,2014_18_03,18.44,-0.034601492,ASY,-0.013924434,1.435267543,-0.419595921,-0.813011736,0.388023121,1.107705344,0.768001981
2012,18,2012_18_03,20.16,0.405238994,ASY,1.416543676,-1.015556761,-0.419595921,-0.813011736,0.381550323,0.968659334,0.57134
2014,18,2014_18_03,21.98,-0.034601492,ASY,-0.013924434,1.435267543,-0.419595921,-0.813011736,0.388023121,1.107705344,0.768001981
2014,18,2014_18_03,22.37,-0.034601492,ASY,-0.013924434,1.435267543,-0.419595921,-0.813011736,0.388023121,1.107705344,0.768001981
2010,18,2010_18_03,22.1,0.90005954,ASY,0.075644472,-0.436271016,-0.616611315,-0.813011736,-0.390132684,0.654379699,0.298229877
2014,18,2014_18_03,23.3,-0.034601492,ASY,-0.013924434,1.435267543,-0.419595921,-0.813011736,0.388023121,1.107705344,0.768001981
2012,18,2012_18_03,22.1,0.405238994,ASY,1.416543676,-1.015556761,-0.419595921,-0.813011736,0.381550323,0.968659334,0.57134
2010,18,2010_18_03,20.89,0.90005954,ASY,0.075644472,-0.436271016,-0.616611315,-0.813011736,-0.390132684,0.654379699,0.298229877
2011,18,2011_18_04,20.36,1.834720573,ASY,0.315373013,0.336109976,0.762496446,-0.813011736,1.145036228,0.498662136,0.266268264
2008,18,2008_18_04,21.72,-0.969262525,ASY,0.506365532,-0.391710575,-0.025565132,-0.813011736,-0.076779363,0.194684187,-0.099390107
2014,18,2014_18_04,22.49,-0.034601492,ASY,-0.639589583,1.435267543,-0.025565132,-0.813011736,0.453154967,1.107705344,0.768001981
2014,18,2014_18_04,22.09,-0.034601492,ASY,-0.639589583,1.435267543,-0.025565132,-0.813011736,0.453154967,1.107705344,0.768001981
2015,18,2015_18_04,23.48,-1.903923558,ASY,-0.384054764,1.257025775,-0.222580526,-0.813011736,0.357948562,1.005631992,0.540310917
2015,18,2015_18_04,20.87,-1.903923558,ASY,-0.384054764,1.257025775,-0.222580526,-0.813011736,0.357948562,1.005631992,0.540310917
2012,18,2012_18_04,19.73,0.90005954,ASY,1.416543676,-1.015556761,-0.419595921,-0.813011736,0.381550323,0.968659334,0.57134
2015,18,2015_18_04,23.14,-1.903923558,ASY,-0.384054764,1.257025775,-0.222580526,-0.813011736,0.357948562,1.005631992,0.540310917
2014,18,2014_18_04,22.07,-0.034601492,ASY,-0.639589583,1.435267543,-0.025565132,-0.813011736,0.453154967,1.107705344,0.768001981
2016,18,2016_18_04,19.93,-1.189182768,ASY,-0.451890038,0.217282131,-0.419595921,-0.813011736,0.210715287,1.159849704,0.76833236
2014,18,2014_18_04,20.17,-0.034601492,ASY,-0.639589583,1.435267543,-0.025565132,-0.813011736,0.453154967,1.107705344,0.768001981
2007,18,2007_18_04,21.26,-0.034601492,ASY,1.751768477,-0.956142838,0.762496446,-0.813011736,-0.419577204,0.318577856,-0.018337733
2016,18,2016_18_04,18.57,-1.189182768,ASY,-0.451890038,0.217282131,-0.419595921,-0.813011736,0.210715287,1.159849704,0.76833236
