Year,Farm,YearFarmNB,masse16,BD,AG,MAX,RN,HD,WT,FDM,Comp.1,Comp.2
2008,4,2008_04_09,21.25,-1.903923558,ASY,0.324593342,-0.03522704,-0.616611315,0.095397803,-0.33067374,-1.452927203,-1.300617516
2006,4,2006_04_09,21.38,-1.903923558,ASY,0.632157157,0.306403015,0.762496446,0.095397803,-0.499452644,-1.021143428,-0.682255424
2008,4,2008_04_09,21.19,-1.903923558,ASY,0.324593342,-0.03522704,-0.616611315,0.095397803,-0.33067374,-1.452927203,-1.300617516
2006,4,2006_04_09,23.18,-1.903923558,ASY,0.632157157,0.306403015,0.762496446,0.095397803,-0.499452644,-1.021143428,-0.682255424
2010,4,2010_04_10,19.05,0.90005954,ASY,-1.03079495,0.113307767,-0.419595921,0.094590812,-0.552435272,-0.998625931,-0.705333304
2009,4,2009_04_10,23.42,-0.199541674,ASY,0.70789557,-1.104677645,0.171450263,0.094590812,-0.223570834,-1.432257844,-1.307642677
2012,4,2012_04_10,21.85,0.90005954,ASY,-0.457817392,-0.9858498,-1.601688288,0.094590812,-0.467317709,-1.876862714,-1.564756161
2013,4,2013_04_10,22.23,-0.969262525,ASY,-1.436423545,0.024186883,-1.207657499,0.094590812,-0.95531157,-1.876310347,-1.563683493
2009,4,2009_04_10,23.25,-0.199541674,ASY,0.70789557,-1.104677645,0.171450263,0.094590812,-0.223570834,-1.432257844,-1.307642677
2014,4,2014_04_10,22.71,0.735119358,ASY,0.048642081,0.261842573,-0.222580526,0.094590812,-0.102356964,-1.092668454,-0.95697979
2010,4,2010_04_10,19.73,0.90005954,ASY,-1.03079495,0.113307767,-0.419595921,0.094590812,-0.552435272,-0.998625931,-0.705333304
2015,4,2015_04_10,23.48,0.90005954,ASY,0.537978087,-0.139201404,-0.025565132,0.094590812,0.986425785,-1.131028617,-1.027555363
2015,4,2015_04_10,21.13,0.90005954,ASY,0.537978087,-0.139201404,-0.025565132,0.094590812,0.986425785,-1.131028617,-1.027555363
2015,4,2015_04_10,20.93,0.90005954,ASY,0.537978087,-0.139201404,-0.025565132,0.094590812,0.986425785,-1.131028617,-1.027555363
2011,4,2011_04_10,20.72,-0.034601492,ASY,0.606471956,-1.297772893,-1.010642104,0.094590812,-0.204743978,-0.99833554,-0.704769381
2009,4,2009_04_10,20.04,-0.199541674,ASY,0.70789557,-1.104677645,0.171450263,0.094590812,-0.223570834,-1.432257844,-1.307642677
2010,4,2010_04_10,23.13,0.90005954,ASY,-1.03079495,0.113307767,-0.419595921,0.094590812,-0.552435272,-0.998625931,-0.705333304
2014,4,2014_04_10,23.79,0.735119358,ASY,0.048642081,0.261842573,-0.222580526,0.094590812,-0.102356964,-1.092668454,-0.95697979
2012,4,2012_04_10,21.34,0.90005954,ASY,-0.457817392,-0.9858498,-1.601688288,0.094590812,-0.467317709,-1.876862714,-1.564756161
2011,4,2011_04_10,19.98,-0.034601492,ASY,0.606471956,-1.297772893,-1.010642104,0.094590812,-0.204743978,-0.99833554,-0.704769381
2012,4,2012_04_10,22.56,0.90005954,ASY,-0.457817392,-0.9858498,-1.601688288,0.094590812,-0.467317709,-1.876862714,-1.564756161
2013,4,2013_04_10,23.33,-0.969262525,ASY,-1.436423545,0.024186883,-1.207657499,0.094590812,-0.95531157,-1.876310347,-1.563683493
2015,4,2015_04_10,19.18,0.90005954,ASY,0.537978087,-0.139201404,-0.025565132,0.094590812,0.986425785,-1.131028617,-1.027555363
2009,4,2009_04_10,21.39,-0.199541674,ASY,0.70789557,-1.104677645,0.171450263,0.094590812,-0.223570834,-1.432257844,-1.307642677
2012,4,2012_04_10,21.32,0.90005954,ASY,-0.457817392,-0.9858498,-1.601688288,0.094590812,-0.467317709,-1.876862714,-1.564756161
2012,4,2012_04_10,19.97,0.90005954,ASY,-0.457817392,-0.9858498,-1.601688288,0.094590812,-0.467317709,-1.876862714,-1.564756161
2011,4,2011_04_10,24.63,-0.034601492,ASY,0.606471956,-1.297772893,-1.010642104,0.094590812,-0.204743978,-0.99833554,-0.704769381
2013,4,2013_04_10,23.13,-0.969262525,ASY,-1.436423545,0.024186883,-1.207657499,0.094590812,-0.95531157,-1.876310347,-1.563683493
2014,4,2014_04_10,21.06,0.735119358,ASY,0.048642081,0.261842573,-0.222580526,0.094590812,-0.102356964,-1.092668454,-0.95697979
2011,4,2011_04_10,22.99,-0.034601492,ASY,0.606471956,-1.297772893,-1.010642104,0.094590812,-0.204743978,-0.99833554,-0.704769381
2013,4,2013_04_10,22.91,-0.969262525,ASY,-1.436423545,0.024186883,-1.207657499,0.094590812,-0.95531157,-1.876310347,-1.563683493
2012,4,2012_04_10,20.32,0.90005954,ASY,-0.457817392,-0.9858498,-1.601688288,0.094590812,-0.467317709,-1.876862714,-1.564756161
2015,4,2015_04_10,21.57,0.90005954,ASY,0.537978087,-0.139201404,-0.025565132,0.094590812,0.986425785,-1.131028617,-1.027555363
2010,4,2010_04_10,21.03,0.90005954,ASY,-1.03079495,0.113307767,-0.419595921,0.094590812,-0.552435272,-0.998625931,-0.705333304
2014,4,2014_04_10,23.82,0.735119358,ASY,0.048642081,0.261842573,-0.222580526,0.094590812,-0.102356964,-1.092668454,-0.95697979
2015,4,2015_04_10,20.49,0.90005954,ASY,0.537978087,-0.139201404,-0.025565132,0.094590812,0.986425785,-1.131028617,-1.027555363
2011,4,2011_04_10,20.89,-0.034601492,ASY,0.606471956,-1.297772893,-1.010642104,0.094590812,-0.204743978,-0.99833554,-0.704769381
2010,4,2010_04_10,20.25,0.90005954,ASY,-1.03079495,0.113307767,-0.419595921,0.094590812,-0.552435272,-0.998625931,-0.705333304
2010,4,2010_04_10,20.77,0.90005954,ASY,-1.03079495,0.113307767,-0.419595921,0.094590812,-0.552435272,-0.998625931,-0.705333304
2014,4,2014_04_10,22.52,0.735119358,ASY,0.048642081,0.261842573,-0.222580526,0.094590812,-0.102356964,-1.092668454,-0.95697979
2007,5,2007_05_01,22.08,-0.969262525,ASY,0.154017264,-0.584805823,0.959511841,-0.449525085,-1.034238888,-3.150221642,0.393854693
2007,5,2007_05_01,19.52,-0.969262525,ASY,0.154017264,-0.584805823,0.959511841,-0.449525085,-1.034238888,-3.150221642,0.393854693
2007,5,2007_05_01,19.56,-0.969262525,ASY,0.154017264,-0.584805823,0.959511841,-0.449525085,-1.034238888,-3.150221642,0.393854693
2007,5,2007_05_01,21.41,-0.969262525,ASY,0.154017264,-0.584805823,0.959511841,-0.449525085,-1.034238888,-3.150221642,0.393854693
2008,5,2008_05_02,21.42,0.90005954,ASY,0.078278851,0.752007434,0.959511841,-0.411150332,-1.450590177,-3.150221642,0.393854693
2009,5,2009_05_02,20.57,0.90005954,ASY,-1.976537217,0.172721689,-0.419595921,-0.411150332,-0.375096603,-3.15022187,0.393856601
2010,5,2010_05_02,19.27,0.90005954,ASY,0.439188853,-0.540245381,-0.222580526,-0.411150332,-1.215345794,-3.15022187,0.393856601
2010,5,2010_05_02,20.11,0.90005954,ASY,0.439188853,-0.540245381,-0.222580526,-0.411150332,-1.215345794,-3.15022187,0.393856601
2009,5,2009_05_02,21.37,0.90005954,ASY,-1.976537217,0.172721689,-0.419595921,-0.411150332,-0.375096603,-3.15022187,0.393856601
2010,5,2010_05_02,19.34,0.90005954,ASY,0.439188853,-0.540245381,-0.222580526,-0.411150332,-1.215345794,-3.15022187,0.393856601
2014,5,2014_05_02,18.16,0.90005954,ASY,-1.167124093,1.554095388,-0.419595921,-0.411150332,-0.714689075,-3.118114225,0.677987261
2014,5,2014_05_02,21.87,0.90005954,ASY,-1.167124093,1.554095388,-0.419595921,-0.411150332,-0.714689075,-3.118114225,0.677987261
2009,5,2009_05_02,21.08,0.90005954,ASY,-1.976537217,0.172721689,-0.419595921,-0.411150332,-0.375096603,-3.15022187,0.393856601
2010,5,2010_05_02,19.57,0.90005954,ASY,0.439188853,-0.540245381,-0.222580526,-0.411150332,-1.215345794,-3.15022187,0.393856601
2010,5,2010_05_02,19.86,0.90005954,ASY,0.439188853,-0.540245381,-0.222580526,-0.411150332,-1.215345794,-3.15022187,0.393856601
2014,5,2014_05_02,20.32,0.90005954,ASY,-1.167124093,1.554095388,-0.419595921,-0.411150332,-0.714689075,-3.118114225,0.677987261
2014,5,2014_05_02,19.89,0.90005954,ASY,-1.167124093,1.554095388,-0.419595921,-0.411150332,-0.714689075,-3.118114225,0.677987261
2013,5,2013_05_02,25.01,-0.034601492,ASY,-0.116072502,0.588619147,-0.025565132,-0.411150332,-1.203538931,-3.140989905,0.517834561
2009,5,2009_05_02,24.31,0.90005954,ASY,-1.976537217,0.172721689,-0.419595921,-0.411150332,-0.375096603,-3.15022187,0.393856601
2008,5,2008_05_02,20.43,0.90005954,ASY,0.078278851,0.752007434,0.959511841,-0.411150332,-1.450590177,-3.150221642,0.393854693
2014,5,2014_05_02,18.48,0.90005954,ASY,-1.167124093,1.554095388,-0.419595921,-0.411150332,-0.714689075,-3.118114225,0.677987261
2009,5,2009_05_02,22.76,0.90005954,ASY,-1.976537217,0.172721689,-0.419595921,-0.411150332,-0.375096603,-3.15022187,0.393856601
2014,5,2014_05_02,20.09,0.90005954,ASY,-1.167124093,1.554095388,-0.419595921,-0.411150332,-0.714689075,-3.118114225,0.677987261
2008,5,2008_05_02,20.3,0.90005954,ASY,0.078278851,0.752007434,0.959511841,-0.411150332,-1.450590177,-3.150221642,0.393854693
2013,5,2013_05_02,21.82,-0.034601492,ASY,-0.116072502,0.588619147,-0.025565132,-0.411150332,-1.203538931,-3.140989905,0.517834561
2008,5,2008_05_02,23.17,0.90005954,ASY,0.078278851,0.752007434,0.959511841,-0.411150332,-1.450590177,-3.150221642,0.393854693
2008,5,2008_05_02,23.06,0.90005954,ASY,0.078278851,0.752007434,0.959511841,-0.411150332,-1.450590177,-3.150221642,0.393854693
2012,5,2012_05_02,20.23,0.90005954,ASY,1.315778657,-1.060117203,-0.025565132,-0.411150332,-1.132670652,-3.128334201,0.4363613
2013,5,2013_05_02,23.63,-0.034601492,ASY,-0.116072502,0.588619147,-0.025565132,-0.411150332,-1.203538931,-3.140989905,0.517834561
2009,5,2009_05_02,20.13,0.90005954,ASY,-1.976537217,0.172721689,-0.419595921,-0.411150332,-0.375096603,-3.15022187,0.393856601
2010,5,2010_05_02,20.87,0.90005954,ASY,0.439188853,-0.540245381,-0.222580526,-0.411150332,-1.215345794,-3.15022187,0.393856601
2012,5,2012_05_02,20.81,0.90005954,ASY,1.315778657,-1.060117203,-0.025565132,-0.411150332,-1.132670652,-3.128334201,0.4363613
2008,5,2008_05_02,20.76,0.90005954,ASY,0.078278851,0.752007434,0.959511841,-0.411150332,-1.450590177,-3.150221642,0.393854693
2012,5,2012_05_02,20.85,0.90005954,ASY,1.315778657,-1.060117203,-0.025565132,-0.411150332,-1.132670652,-3.128334201,0.4363613
2013,5,2013_05_02,21.46,-0.034601492,ASY,-0.116072502,0.588619147,-0.025565132,-0.411150332,-1.203538931,-3.140989905,0.517834561
2013,5,2013_05_02,20.32,-0.034601492,ASY,-0.116072502,0.588619147,-0.025565132,-0.411150332,-1.203538931,-3.140989905,0.517834561
2010,5,2010_05_03,24.49,-0.969262525,ASY,-1.543840372,0.752007434,-1.798703682,-0.370778875,-1.241061335,-3.15022187,0.393856601
2010,5,2010_05_03,20.46,-0.969262525,ASY,-1.543840372,0.752007434,-1.798703682,-0.370778875,-1.241061335,-3.15022187,0.393856601
2007,5,2007_05_03,23.3,-0.63938216,ASY,0.221852538,-1.505721622,0.565481052,-0.370778875,-1.033708887,-3.150221642,0.393854693
2010,5,2010_05_03,20.13,-0.969262525,ASY,-1.543840372,0.752007434,-1.798703682,-0.370778875,-1.241061335,-3.15022187,0.393856601
2007,5,2007_05_03,24.39,-0.63938216,ASY,0.221852538,-1.505721622,0.565481052,-0.370778875,-1.033708887,-3.150221642,0.393854693
2007,5,2007_05_03,19.14,-0.63938216,ASY,0.221852538,-1.505721622,0.565481052,-0.370778875,-1.033708887,-3.150221642,0.393854693
2009,5,2009_05_03,22.17,0.90005954,ASY,-1.976537217,0.172721689,-0.419595921,-0.370778875,-0.375096603,-3.15022187,0.393856601
2009,5,2009_05_03,21.67,0.90005954,ASY,-1.976537217,0.172721689,-0.419595921,-0.370778875,-0.375096603,-3.15022187,0.393856601
2010,5,2010_05_03,22.26,-0.969262525,ASY,-1.543840372,0.752007434,-1.798703682,-0.370778875,-1.241061335,-3.15022187,0.393856601
2009,5,2009_05_03,19.8,0.90005954,ASY,-1.976537217,0.172721689,-0.419595921,-0.370778875,-0.375096603,-3.15022187,0.393856601
2009,5,2009_05_03,20.28,0.90005954,ASY,-1.976537217,0.172721689,-0.419595921,-0.370778875,-0.375096603,-3.15022187,0.393856601
2008,5,2008_05_03,20.56,-0.5844021,SY,0.078278851,0.752007434,0.959511841,-0.370778875,-1.450590177,-3.150221642,0.393854693
2009,5,2009_05_03,19.42,0.90005954,ASY,-1.976537217,0.172721689,-0.419595921,-0.370778875,-0.375096603,-3.15022187,0.393856601
2009,5,2009_05_03,20.89,0.90005954,ASY,-1.976537217,0.172721689,-0.419595921,-0.370778875,-0.375096603,-3.15022187,0.393856601
2007,5,2007_05_03,21.95,-0.63938216,ASY,0.221852538,-1.505721622,0.565481052,-0.370778875,-1.033708887,-3.150221642,0.393854693
2010,5,2010_05_04,24.47,-0.034601492,ASY,-1.140121702,1.078784008,-1.404672893,-0.329989325,-1.275084563,-3.15022187,0.393856601
2010,5,2010_05_04,24.58,-0.034601492,ASY,-1.140121702,1.078784008,-1.404672893,-0.329989325,-1.275084563,-3.15022187,0.393856601
2010,5,2010_05_04,19.55,-0.034601492,ASY,-1.140121702,1.078784008,-1.404672893,-0.329989325,-1.275084563,-3.15022187,0.393856601
2008,5,2008_05_04,21.68,-0.034601492,SY,0.045349107,1.61350931,1.35354263,-0.329989325,-1.526317826,-3.150221642,0.393854693
2010,5,2010_05_04,22.26,-0.034601492,ASY,-1.140121702,1.078784008,-1.404672893,-0.329989325,-1.275084563,-3.15022187,0.393856601
2009,5,2009_05_04,19.41,0.90005954,ASY,-1.811888494,-0.079787481,-0.81362671,-0.329989325,-0.283345372,-3.15022187,0.393856601
2015,5,2015_05_04,23.11,-0.034601492,ASY,-0.515773743,1.464974504,0.171450263,-0.329989325,-0.70034362,-3.13277788,0.610145135
2009,5,2009_05_04,17.37,0.90005954,ASY,-1.811888494,-0.079787481,-0.81362671,-0.329989325,-0.283345372,-3.15022187,0.393856601
2008,5,2008_05_04,20.63,-0.034601492,SY,0.045349107,1.61350931,1.35354263,-0.329989325,-1.526317826,-3.150221642,0.393854693
2015,5,2015_05_04,24.65,-0.034601492,ASY,-0.515773743,1.464974504,0.171450263,-0.329989325,-0.70034362,-3.13277788,0.610145135
2015,5,2015_05_04,22.01,-0.034601492,ASY,-0.515773743,1.464974504,0.171450263,-0.329989325,-0.70034362,-3.13277788,0.610145135
2010,5,2010_05_04,23.93,-0.034601492,ASY,-1.140121702,1.078784008,-1.404672893,-0.329989325,-1.275084563,-3.15022187,0.393856601
2009,5,2009_05_04,20.42,0.90005954,ASY,-1.811888494,-0.079787481,-0.81362671,-0.329989325,-0.283345372,-3.15022187,0.393856601
2009,5,2009_05_04,19.12,0.90005954,ASY,-1.811888494,-0.079787481,-0.81362671,-0.329989325,-0.283345372,-3.15022187,0.393856601
2015,5,2015_05_04,26.37,-0.034601492,ASY,-0.515773743,1.464974504,0.171450263,-0.329989325,-0.70034362,-3.13277788,0.610145135
2015,5,2015_05_04,25.27,-0.034601492,ASY,-0.515773743,1.464974504,0.171450263,-0.329989325,-0.70034362,-3.13277788,0.610145135
2008,5,2008_05_04,23.97,-0.034601492,SY,0.045349107,1.61350931,1.35354263,-0.329989325,-1.526317826,-3.150221642,0.393854693
2008,5,2008_05_04,22.11,-0.034601492,SY,0.045349107,1.61350931,1.35354263,-0.329989325,-1.526317826,-3.150221642,0.393854693
2009,5,2009_05_04,16.28,0.90005954,ASY,-1.811888494,-0.079787481,-0.81362671,-0.329989325,-0.283345372,-3.15022187,0.393856601
2008,5,2008_05_04,22.51,-0.034601492,SY,0.045349107,1.61350931,1.35354263,-0.329989325,-1.526317826,-3.150221642,0.393854693
2009,5,2009_05_04,18.85,0.90005954,ASY,-1.811888494,-0.079787481,-0.81362671,-0.329989325,-0.283345372,-3.15022187,0.393856601
2011,5,2011_05_05,19.88,0.405238994,ASY,-0.99588942,1.494681465,0.368465657,-0.29022203,-0.890231658,-3.120410103,0.452188172
2010,5,2010_05_05,25.6,-0.034601492,ASY,-0.43740095,0.18757517,-1.010642104,-0.29022203,-1.278033937,-3.15022187,0.393856601
2011,5,2011_05_05,16.59,0.405238994,ASY,-0.99588942,1.494681465,0.368465657,-0.29022203,-0.890231658,-3.120410103,0.452188172
2010,5,2010_05_05,22.28,-0.034601492,ASY,-0.43740095,0.18757517,-1.010642104,-0.29022203,-1.278033937,-3.15022187,0.393856601
2016,5,2016_05_05,23.94,-0.034601492,SY,0.867275534,-1.00070328,0.762496446,-0.29022203,-0.884017909,-0.985623522,1.515093324
2016,5,2016_05_05,23.95,-0.034601492,SY,0.867275534,-1.00070328,0.762496446,-0.29022203,-0.884017909,-0.985623522,1.515093324
2010,5,2010_05_05,23.46,-0.034601492,ASY,-0.43740095,0.18757517,-1.010642104,-0.29022203,-1.278033937,-3.15022187,0.393856601
2011,5,2011_05_05,19.55,0.405238994,ASY,-0.99588942,1.494681465,0.368465657,-0.29022203,-0.890231658,-3.120410103,0.452188172
2010,5,2010_05_05,21.67,-0.034601492,ASY,-0.43740095,0.18757517,-1.010642104,-0.29022203,-1.278033937,-3.15022187,0.393856601
2016,5,2016_05_05,19.41,-0.034601492,SY,0.867275534,-1.00070328,0.762496446,-0.29022203,-0.884017909,-0.985623522,1.515093324
2016,5,2016_05_05,21.65,-0.034601492,SY,0.867275534,-1.00070328,0.762496446,-0.29022203,-0.884017909,-0.985623522,1.515093324
2016,5,2016_05_05,20.5,-0.034601492,SY,0.867275534,-1.00070328,0.762496446,-0.29022203,-0.884017909,-0.985623522,1.515093324
2010,5,2010_05_05,21.41,-0.034601492,ASY,-0.43740095,0.18757517,-1.010642104,-0.29022203,-1.278033937,-3.15022187,0.393856601
2012,5,2012_05_06,23.61,-0.034601492,ASY,0.328544911,-0.941289358,-0.81362671,-0.252504372,-1.119712271,-3.128334201,0.4363613
2008,5,2008_05_06,19.85,-0.034601492,ASY,0.373987959,1.197611853,0.171450263,-0.252504372,-1.245435745,-3.150221642,0.393854693
2010,5,2010_05_06,22.6,-1.903923558,ASY,0.30285971,-0.03522704,0.171450263,-0.252504372,-1.160804598,-3.15022187,0.393856601
2014,5,2014_05_06,16.91,0.295278872,ASY,-1.167124093,1.554095388,-0.419595921,-0.252504372,-0.714689075,-3.118114225,0.677987261
2014,5,2014_05_06,17.62,0.295278872,ASY,-1.167124093,1.554095388,-0.419595921,-0.252504372,-0.714689075,-3.118114225,0.677987261
2010,5,2010_05_06,21.19,-1.903923558,ASY,0.30285971,-0.03522704,0.171450263,-0.252504372,-1.160804598,-3.15022187,0.393856601
2008,5,2008_05_06,20.67,-0.034601492,ASY,0.373987959,1.197611853,0.171450263,-0.252504372,-1.245435745,-3.150221642,0.393854693
2010,5,2010_05_06,20.54,-1.903923558,ASY,0.30285971,-0.03522704,0.171450263,-0.252504372,-1.160804598,-3.15022187,0.393856601
2008,5,2008_05_06,19.82,-0.034601492,ASY,0.373987959,1.197611853,0.171450263,-0.252504372,-1.245435745,-3.150221642,0.393854693
2008,5,2008_05_06,20.55,-0.034601492,ASY,0.373987959,1.197611853,0.171450263,-0.252504372,-1.245435745,-3.150221642,0.393854693
2008,5,2008_05_06,19.85,-0.034601492,ASY,0.373987959,1.197611853,0.171450263,-0.252504372,-1.245435745,-3.150221642,0.393854693
2012,5,2012_05_06,20.58,-0.034601492,ASY,0.328544911,-0.941289358,-0.81362671,-0.252504372,-1.119712271,-3.128334201,0.4363613
2012,5,2012_05_06,23.81,-0.034601492,ASY,0.328544911,-0.941289358,-0.81362671,-0.252504372,-1.119712271,-3.128334201,0.4363613
2012,5,2012_05_06,22.67,-0.034601492,ASY,0.328544911,-0.941289358,-0.81362671,-0.252504372,-1.119712271,-3.128334201,0.4363613
2012,5,2012_05_06,22.03,-0.034601492,ASY,0.328544911,-0.941289358,-0.81362671,-0.252504372,-1.119712271,-3.128334201,0.4363613
2011,5,2011_05_07,18.18,-0.144561614,ASY,-0.99588942,1.494681465,0.368465657,-0.213103859,-0.890231658,-3.120410103,0.452188172
2009,5,2009_05_07,20.47,-1.903923558,ASY,-0.496015896,-0.777901071,0.368465657,-0.213103859,-0.540121729,-3.15022187,0.393856601
2015,5,2015_05_07,19.52,-0.089581553,ASY,-0.7792117,2.059113729,-0.222580526,-0.213103859,-0.640518584,-3.13277788,0.610145135
2012,5,2012_05_07,22.24,-0.034601492,ASY,1.118200189,-1.060117203,-0.419595921,-0.213103859,-1.126234598,-3.128334201,0.4363613
2011,5,2011_05_07,16.73,-0.144561614,ASY,-0.99588942,1.494681465,0.368465657,-0.213103859,-0.890231658,-3.120410103,0.452188172
2014,5,2014_05_07,23.06,-0.5844021,ASY,-1.661070263,1.554095388,-0.025565132,-0.213103859,-0.752780449,-3.118114225,0.677987261
2012,5,2012_05_07,22.93,-0.034601492,ASY,1.118200189,-1.060117203,-0.419595921,-0.213103859,-1.126234598,-3.128334201,0.4363613
2012,5,2012_05_07,22.3,-0.034601492,ASY,1.118200189,-1.060117203,-0.419595921,-0.213103859,-1.126234598,-3.128334201,0.4363613
2014,5,2014_05_07,25.63,-0.5844021,ASY,-1.661070263,1.554095388,-0.025565132,-0.213103859,-0.752780449,-3.118114225,0.677987261
2015,5,2015_05_07,20.63,-0.089581553,ASY,-0.7792117,2.059113729,-0.222580526,-0.213103859,-0.640518584,-3.13277788,0.610145135
2009,5,2009_05_07,22.04,-1.903923558,ASY,-0.496015896,-0.777901071,0.368465657,-0.213103859,-0.540121729,-3.15022187,0.393856601
2014,5,2014_05_07,24.11,-0.5844021,ASY,-1.661070263,1.554095388,-0.025565132,-0.213103859,-0.752780449,-3.118114225,0.677987261
2012,5,2012_05_07,22.63,-0.034601492,ASY,1.118200189,-1.060117203,-0.419595921,-0.213103859,-1.126234598,-3.128334201,0.4363613
2009,5,2009_05_07,18.79,-1.903923558,ASY,-0.496015896,-0.777901071,0.368465657,-0.213103859,-0.540121729,-3.15022187,0.393856601
2012,5,2012_05_07,22.8,-0.034601492,ASY,1.118200189,-1.060117203,-0.419595921,-0.213103859,-1.126234598,-3.128334201,0.4363613
2015,5,2015_05_07,21.58,-0.089581553,ASY,-0.7792117,2.059113729,-0.222580526,-0.213103859,-0.640518584,-3.13277788,0.610145135
2015,5,2015_05_07,19.29,-0.089581553,ASY,-0.7792117,2.059113729,-0.222580526,-0.213103859,-0.640518584,-3.13277788,0.610145135
2011,5,2011_05_07,17.1,-0.144561614,ASY,-0.99588942,1.494681465,0.368465657,-0.213103859,-0.890231658,-3.120410103,0.452188172
2010,5,2010_05_08,18.95,-1.574043193,ASY,0.439188853,-0.540245381,-0.222580526,-0.17465661,-1.215345794,-3.15022187,0.393856601
2010,5,2010_05_08,20.87,-1.574043193,ASY,0.439188853,-0.540245381,-0.222580526,-0.17465661,-1.215345794,-3.15022187,0.393856601
2010,5,2010_05_08,18.84,-1.574043193,ASY,0.439188853,-0.540245381,-0.222580526,-0.17465661,-1.215345794,-3.15022187,0.393856601
2008,5,2008_05_09,22.7,1.669780391,ASY,0.373987959,1.197611853,0.171450263,-0.172311019,-1.245435745,-3.150221642,0.393854693
2008,5,2008_05_09,22.59,1.669780391,ASY,0.373987959,1.197611853,0.171450263,-0.172311019,-1.245435745,-3.150221642,0.393854693
2008,5,2008_05_09,21.74,1.669780391,ASY,0.373987959,1.197611853,0.171450263,-0.172311019,-1.245435745,-3.150221642,0.393854693
2008,5,2008_05_09,22.73,1.669780391,ASY,0.373987959,1.197611853,0.171450263,-0.172311019,-1.245435745,-3.150221642,0.393854693
2008,5,2008_05_09,21.22,1.669780391,ASY,0.373987959,1.197611853,0.171450263,-0.172311019,-1.245435745,-3.150221642,0.393854693
2008,5,2008_05_09,21.27,1.669780391,ASY,0.373987959,1.197611853,0.171450263,-0.172311019,-1.245435745,-3.150221642,0.393854693
2010,5,2010_05_10,19.57,0.90005954,ASY,0.30285971,-0.03522704,0.171450263,-0.302190395,-1.160804598,-3.15022187,0.393856601
2009,5,2009_05_10,21.78,-0.034601492,SY,-1.976537217,0.172721689,-0.419595921,-0.302190395,-0.375096603,-3.15022187,0.393856601
2007,5,2007_05_10,24.83,-0.749342282,ASY,0.221852538,-1.505721622,0.565481052,-0.302190395,-1.033708887,-3.150221642,0.393854693
2009,5,2009_05_10,21.97,-0.034601492,SY,-1.976537217,0.172721689,-0.419595921,-0.302190395,-0.375096603,-3.15022187,0.393856601
2007,5,2007_05_10,26.13,-0.749342282,ASY,0.221852538,-1.505721622,0.565481052,-0.302190395,-1.033708887,-3.150221642,0.393854693
2009,5,2009_05_10,21.94,-0.034601492,SY,-1.976537217,0.172721689,-0.419595921,-0.302190395,-0.375096603,-3.15022187,0.393856601
2010,5,2010_05_10,20.26,0.90005954,ASY,0.30285971,-0.03522704,0.171450263,-0.302190395,-1.160804598,-3.15022187,0.393856601
2007,5,2007_05_10,25.12,-0.749342282,ASY,0.221852538,-1.505721622,0.565481052,-0.302190395,-1.033708887,-3.150221642,0.393854693
2010,5,2010_05_10,19.7,0.90005954,ASY,0.30285971,-0.03522704,0.171450263,-0.302190395,-1.160804598,-3.15022187,0.393856601
2009,5,2009_05_10,21.78,-0.034601492,SY,-1.976537217,0.172721689,-0.419595921,-0.302190395,-0.375096603,-3.15022187,0.393856601
2009,5,2009_05_10,23.23,-0.034601492,SY,-1.976537217,0.172721689,-0.419595921,-0.302190395,-0.375096603,-3.15022187,0.393856601
2010,5,2010_05_10,19.86,0.90005954,ASY,0.30285971,-0.03522704,0.171450263,-0.302190395,-1.160804598,-3.15022187,0.393856601
2007,5,2007_05_10,25.27,-0.749342282,ASY,0.221852538,-1.505721622,0.565481052,-0.302190395,-1.033708887,-3.150221642,0.393854693
2010,5,2010_05_10,21.17,0.90005954,ASY,0.30285971,-0.03522704,0.171450263,-0.302190395,-1.160804598,-3.15022187,0.393856601
2010,5,2010_05_10,21.21,0.90005954,ASY,0.30285971,-0.03522704,0.171450263,-0.302190395,-1.160804598,-3.15022187,0.393856601
2006,6,2006_06_01,25.37,-0.63938216,ASY,-0.06727062,0.291549534,0.171450263,-0.742222141,1.254822497,-0.978542435,-0.965562994
2006,6,2006_06_01,20.23,-0.63938216,ASY,-0.06727062,0.291549534,0.171450263,-0.742222141,1.254822497,-0.978542435,-0.965562994
2014,6,2014_06_01,24.16,-0.969262525,ASY,-0.338611716,2.400743783,0.762496446,-0.742222141,1.781911282,-0.434724557,-0.218110779
2014,6,2014_06_01,23.26,-0.969262525,ASY,-0.338611716,2.400743783,0.762496446,-0.742222141,1.781911282,-0.434724557,-0.218110779
2006,6,2006_06_01,22.85,-0.63938216,ASY,-0.06727062,0.291549534,0.171450263,-0.742222141,1.254822497,-0.978542435,-0.965562994
2014,6,2014_06_01,23.59,-0.969262525,ASY,-0.338611716,2.400743783,0.762496446,-0.742222141,1.781911282,-0.434724557,-0.218110779
2014,6,2014_06_01,24.26,-0.969262525,ASY,-0.338611716,2.400743783,0.762496446,-0.742222141,1.781911282,-0.434724557,-0.218110779
2013,6,2013_06_03,23.5,-0.969262525,SY,-0.113306403,-0.362003613,1.944588813,-0.742592054,0.778343395,0.015057484,0.015514282
2013,6,2013_06_03,23.46,-0.969262525,SY,-0.113306403,-0.362003613,1.944588813,-0.742592054,0.778343395,0.015057484,0.015514282
