Year,Farm,FarmNB,noisnes,noisenvol,HD,AG,NN,MAX,RN,WT,FDM,Comp.1,Comp.2
2008,1,01_01,6,6,-0.850665733,ASY,0.917220666,1.487838899,-0.512841159,-0.555418012,-0.335510756,2.320150972,0.903748429
2009,1,01_01,5,5,-1.024164593,SY,0.132036729,-0.848830187,-0.529765049,-0.555418012,1.062764658,1.850624492,0.517754245
2011,1,01_01,4,4,1.057821725,SY,-0.653147207,0.700545646,-0.783623403,-0.555418012,-0.232245366,2.551714255,1.693722891
2010,1,01_01,4,4,-0.850665733,ASY,-0.653147207,-2.231095284,-0.191287244,-0.555418012,0.436883249,2.518344944,1.709280416
2012,1,01_01,6,6,-0.503668013,SY,0.917220666,1.356023103,-1.20672066,-0.555418012,1.681385815,1.699746906,0.838040612
2014,1,01_01,4,4,-1.024164593,ASY,-0.653147207,-0.437536091,1.162623979,-0.555418012,0.647534808,1.890410036,1.171511361
2010,1,01_02,6,0,-1.197663452,ASY,0.917220666,-1.798912346,0.587211709,-0.555418012,0.143885502,2.518344944,1.709280416
2014,1,01_02,6,6,0.016828566,ASY,0.917220666,-0.65362756,1.399558442,-0.555418012,1.047099182,1.890410036,1.171511361
2008,1,01_02,5,1,-1.197663452,ASY,0.132036729,0.586737473,-0.546688939,-0.555418012,-0.455014928,2.320150972,0.903748429
2013,1,01_02,5,3,1.925316024,ASY,0.132036729,0.426325572,0.451820587,-0.555418012,0.134788854,2.462671894,2.231903148
2012,1,01_02,5,0,0.190327426,ASY,0.132036729,2.399744898,-1.342111782,-0.555418012,1.132524702,1.699746906,0.838040612
2009,1,01_02,6,6,-1.371162312,ASY,0.917220666,-0.992891166,-0.360526146,-0.555418012,0.784181165,1.850624492,0.517754245
2011,1,01_03,3,3,-0.677166873,ASY,-1.438331144,0.591779607,-1.020557867,-0.55923219,-0.044428298,2.551714255,1.693722891
2007,1,01_03,4,4,-0.850665733,ASY,-0.653147207,1.128406755,-0.428221707,-0.55923219,-0.596897887,1.360847608,0.080689682
2016,1,01_03,4,0,0.710824005,ASY,-0.653147207,0.527672471,-1.037481757,-0.55923219,-0.878708042,2.454829477,2.231954541
2013,1,01_03,6,6,0.190327426,ASY,0.917220666,-0.581669101,-0.208211134,-0.55923219,0.396033609,2.462671894,2.231903148
2012,1,01_03,5,5,-1.197663452,ASY,0.132036729,0.096209838,-0.868242855,-0.55923219,1.704680483,1.699746906,0.838040612
2009,1,01_03,5,5,-1.024164593,ASY,0.132036729,-0.848830187,-0.529765049,-0.55923219,1.062764658,1.850624492,0.517754245
2014,1,01_03,3,3,-0.677166873,ASY,-1.438331144,0.210738316,0.65490727,-0.55923219,0.78344632,1.890410036,1.171511361
2008,1,01_03,5,5,-0.850665733,ASY,0.132036729,1.487838899,-0.512841159,-0.55923219,-0.335510756,2.320150972,0.903748429
2009,1,01_04,3,3,1.057821725,SY,-1.438331144,0.807871076,0.02872333,-0.559158057,2.216618737,1.850624492,0.517754245
2012,1,01_04,6,6,-0.156670294,ASY,0.917220666,1.680160306,-1.20672066,-0.559158057,1.433303213,1.699746906,0.838040612
2016,1,01_04,5,0,-1.024164593,ASY,0.132036729,-1.669257465,-0.749775623,-0.559158057,-0.737202115,2.454829477,2.231954541
2014,1,01_04,5,5,-1.024164593,ASY,0.132036729,-0.437536091,1.162623979,-0.559158057,0.647534808,1.890410036,1.171511361
2007,1,01_04,6,6,-0.503668013,ASY,0.917220666,2.2823352,-1.511350685,-0.559158057,-0.526958808,1.360847608,0.080689682
2010,1,01_04,5,5,-0.850665733,ASY,0.132036729,-2.231095284,-0.191287244,-0.559158057,0.436883249,2.518344944,1.709280416
2013,1,01_04,5,3,-1.544661172,ASY,0.132036729,-1.339429852,0.756450612,-0.559158057,0.697978377,2.462671894,2.231903148
2008,1,01_04,5,5,-0.850665733,ASY,0.132036729,1.487838899,-0.512841159,-0.559158057,-0.335510756,2.320150972,0.903748429
2011,1,01_04,1,0,0.363826286,ASY,-3.008699017,0.195611914,-1.22364455,-0.559158057,-0.09136524,2.551714255,1.693722891
2012,1,01_05,7,7,-0.850665733,ASY,1.702404603,0.78049949,-1.20672066,-0.559158057,1.787683004,1.699746906,0.838040612
2006,1,01_05,4,4,-0.330169153,ASY,-0.653147207,-0.871159639,1.189702203,-0.559158057,-0.037615328,1.378830176,-0.703936242
2007,1,01_05,6,5,0.190327426,ASY,0.917220666,1.27318804,-1.071329538,-0.559158057,-0.403620822,1.360847608,0.080689682
2013,1,01_05,4,2,-1.544661172,ASY,-0.653147207,-1.339429852,0.756450612,-0.559158057,0.697978377,2.462671894,2.231903148
2014,1,01_05,5,4,0.016828566,ASY,0.132036729,-0.65362756,1.399558442,-0.559158057,1.047099182,1.890410036,1.171511361
2008,1,01_05,5,5,-0.503668013,ASY,0.132036729,1.261663161,-0.546688939,-0.559158057,-0.196530854,2.320150972,0.903748429
2010,1,01_05,7,6,-0.850665733,ASY,1.702404603,-2.231095284,-0.191287244,-0.559158057,0.436883249,2.518344944,1.709280416
2011,1,01_06,6,6,0.363826286,ASY,0.917220666,0.195611914,-1.22364455,-0.559158057,-0.09136524,2.551714255,1.693722891
2014,1,01_06,5,0,-1.024164593,ASY,0.132036729,-0.437536091,1.162623979,-0.559158057,0.647534808,1.890410036,1.171511361
2013,1,01_06,5,0,-1.544661172,ASY,0.132036729,-1.339429852,0.756450612,-0.559158057,0.697978377,2.462671894,2.231903148
2006,1,01_06,6,0,-0.677166873,ASY,0.917220666,-1.123266353,0.573672597,-0.559158057,-0.056670344,1.378830176,-0.703936242
2008,1,01_06,6,6,0.190327426,ASY,0.917220666,0.001849896,-0.445145598,-0.559158057,0.113126309,2.320150972,0.903748429
2012,1,01_06,5,2,-0.156670294,SY,0.132036729,1.680160306,-1.20672066,-0.559158057,1.433303213,1.699746906,0.838040612
2010,1,01_06,6,6,-0.503668013,ASY,0.917220666,-0.871159639,0.316429465,-0.559158057,0.698717632,2.518344944,1.709280416
2016,1,01_06,4,3,1.751817164,ASY,-0.653147207,1.572114572,-1.003633977,-0.559158057,-0.951411566,2.454829477,2.231954541
2010,1,01_07,6,0,-1.197663452,ASY,0.917220666,-1.798912346,0.587211709,-0.558772213,0.143885502,2.518344944,1.709280416
2012,1,01_07,6,6,-0.503668013,ASY,0.917220666,1.356023103,-1.20672066,-0.558772213,1.681385815,1.699746906,0.838040612
2014,1,01_07,4,4,-1.024164593,ASY,-0.653147207,-0.437536091,1.162623979,-0.558772213,0.647534808,1.890410036,1.171511361
2006,1,01_07,5,5,-0.330169153,ASY,0.132036729,-0.871159639,1.189702203,-0.558772213,-0.037615328,1.378830176,-0.703936242
2016,1,01_07,5,5,0.016828566,ASY,0.132036729,-0.228647671,-1.291340111,-0.558772213,-0.82535227,2.454829477,2.231954541
2008,1,01_07,6,6,-0.850665733,ASY,0.917220666,1.487838899,-0.512841159,-0.558772213,-0.335510756,2.320150972,0.903748429
2014,1,01_08,6,6,-1.371162312,ASY,0.917220666,0.030662092,0.316429465,-0.556420916,0.511755234,1.890410036,1.171511361
2007,1,01_08,4,4,-0.503668013,ASY,-0.653147207,2.2823352,-1.511350685,-0.556420916,-0.526958808,1.360847608,0.080689682
2011,1,01_08,5,5,-1.024164593,ASY,0.132036729,0.231627159,-1.020557867,-0.556420916,-0.104688878,2.551714255,1.693722891
2008,1,01_08,6,6,0.190327426,ASY,0.917220666,0.001849896,-0.445145598,-0.556420916,0.113126309,2.320150972,0.903748429
2009,1,01_08,5,5,-1.024164593,ASY,0.132036729,-0.848830187,-0.529765049,-0.556420916,1.062764658,1.850624492,0.517754245
2010,1,01_08,5,1,-1.544661172,ASY,0.132036729,-1.020262752,0.925689515,-0.556420916,-0.146898147,2.518344944,1.709280416
2006,1,01_08,6,2,-1.024164593,ASY,0.917220666,-0.835144394,0.573672597,-0.556420916,-0.0861811,1.378830176,-0.703936242
2015,1,01_08,2,2,-0.850665733,ASY,-2.22351508,-1.093013547,0.587211709,-0.556420916,-0.512809399,2.456750181,2.232306239
2012,1,01_08,7,5,-1.544661172,ASY,1.702404603,-0.119881631,-1.037481757,-0.556420916,1.440086589,1.699746906,0.838040612
2014,1,01_09,6,6,1.057821725,ASY,0.917220666,0.53487552,-0.022048341,-0.555418012,1.406369376,1.890410036,1.171511361
2013,1,01_09,6,4,-1.197663452,ASY,0.917220666,-1.591392505,0.384125026,-0.555418012,0.63404343,2.462671894,2.231903148
2009,1,01_09,4,4,-1.718160032,ASY,-0.653147207,-1.677901123,-0.411297817,-0.555418012,0.516732021,1.850624492,0.517754245
2011,1,01_09,4,4,0.363826286,ASY,-0.653147207,0.195611914,-1.22364455,-0.555418012,-0.09136524,2.551714255,1.693722891
2010,1,01_09,4,4,-0.850665733,ASY,-0.653147207,-2.231095284,-0.191287244,-0.555418012,0.436883249,2.518344944,1.709280416
2007,1,01_09,5,5,-0.850665733,ASY,0.132036729,1.128406755,-0.428221707,-0.555418012,-0.596897887,1.360847608,0.080689682
2008,1,01_09,6,5,-0.503668013,ASY,0.917220666,1.261663161,-0.546688939,-0.555418012,-0.196530854,2.320150972,0.903748429
2016,1,01_09,2,2,-1.024164593,ASY,-2.22351508,-1.669257465,-0.749775623,-0.555418012,-0.737202115,2.454829477,2.231954541
2012,1,01_09,6,4,-1.197663452,ASY,0.917220666,0.096209838,-0.868242855,-0.555418012,1.704680483,1.699746906,0.838040612
2015,1,01_09,2,2,-1.197663452,ASY,-2.22351508,-0.732861099,0.181038343,-0.555418012,-0.743279349,2.456750181,2.232306239
2006,1,01_09,4,4,0.016828566,ASY,-0.653147207,-0.294915721,1.413097555,-0.555418012,-0.029630716,1.378830176,-0.703936242
2013,1,01_10,5,4,1.925316024,SY,0.132036729,0.426325572,0.451820587,-0.555418012,0.134788854,2.462671894,2.231903148
2009,1,01_10,5,5,-0.330169153,SY,0.132036729,-0.740784452,0.214886123,-0.555418012,1.659664174,1.850624492,0.517754245
2016,1,01_10,6,5,-0.677166873,ASY,0.917220666,-2.065425158,-0.749775623,-0.555418012,-0.767724313,2.454829477,2.231954541
2010,1,01_10,6,0,-0.503668013,ASY,0.917220666,-0.871159639,0.316429465,-0.555418012,0.698717632,2.518344944,1.709280416
2012,1,01_10,5,5,-0.503668013,ASY,0.132036729,1.356023103,-1.20672066,-0.555418012,1.681385815,1.699746906,0.838040612
2008,1,01_10,6,0,-0.503668013,ASY,0.917220666,1.261663161,-0.546688939,-0.555418012,-0.196530854,2.320150972,0.903748429
2007,1,01_10,6,6,-0.156670294,ASY,0.917220666,1.850152262,-1.105177318,-0.555418012,-0.461186961,1.360847608,0.080689682
2011,1,01_10,6,6,0.016828566,ASY,0.917220666,0.195611914,-1.003633977,-0.555418012,-0.038671777,2.551714255,1.693722891
2014,1,01_10,5,5,-0.330169153,ASY,0.132036729,-0.113398887,1.399558442,-0.555418012,0.917203906,1.890410036,1.171511361
2008,2,02_02,5,4,-0.850665733,ASY,0.132036729,1.711133417,0.062571111,-0.015284936,-0.67743458,-2.708566305,-0.238340762
2006,2,02_02,7,2,-0.330169153,ASY,1.702404603,-1.162162817,1.189702203,-0.015284936,2.102803291,-3.011152476,-0.299329332
2006,2,02_03,4,4,-0.330169153,ASY,-0.653147207,-1.162162817,1.189702203,-0.036811449,2.102803291,-3.011152476,-0.299329332
2008,2,02_04,3,3,-1.197663452,ASY,-1.438331144,0.774737051,0.069340667,-0.036067784,-0.494089174,-2.708566305,-0.238340762
2007,2,02_05,7,7,0.537325146,ASY,1.702404603,0.712070525,-0.834395074,-0.038637393,-0.644574855,-3.011152476,-0.299329332
2006,2,02_06,5,3,-0.330169153,ASY,0.132036729,-1.162162817,1.189702203,-0.041362156,2.102803291,-3.011152476,-0.299329332
2008,2,02_06,5,0,-0.156670294,ASY,0.132036729,0.882782785,0.401048916,-0.041362156,-0.971618302,-2.708566305,-0.238340762
2007,2,02_07,5,5,0.537325146,ASY,0.132036729,0.712070525,-0.834395074,-0.042585858,-0.644574855,-3.011152476,-0.299329332
2008,2,02_07,6,6,-0.156670294,ASY,0.917220666,0.882782785,0.401048916,-0.042585858,-0.971618302,-2.708566305,-0.238340762
2006,2,02_07,6,6,1.404819445,ASY,0.917220666,1.451823654,1.088158861,-0.042585858,1.080574587,-3.011152476,-0.299329332
2006,2,02_08,4,4,1.057821725,SY,-0.653147207,1.064299619,0.573672597,-0.048124082,1.163131965,-3.011152476,-0.299329332
2007,2,02_08,1,1,0.537325146,ASY,-3.008699017,0.712070525,-0.834395074,-0.048124082,-0.644574855,-3.011152476,-0.299329332
2009,2,02_08,6,6,-0.677166873,ASY,0.917220666,-0.380632004,-0.58053672,-0.048124082,0.00437186,-0.989868516,0.400071501
2008,2,02_08,5,0,1.231320585,SY,0.132036729,-0.034165348,-0.191287244,-0.048124082,-1.28266004,-2.708566305,-0.238340762
2010,2,02_08,5,5,-0.156670294,SY,0.132036729,-0.7919261,-0.478993378,-0.048124082,0.432442899,-1.06172346,0.269225664
2011,2,02_09,5,0,0.016828566,ASY,0.132036729,0.562247106,-1.342111782,-0.048057605,0.29425327,-2.692020165,-0.272984104
2007,2,02_09,5,0,1.925316024,SY,0.132036729,-0.078824252,0.197962233,-0.048057605,-0.204940681,-3.011152476,-0.299329332
2009,2,02_09,6,6,-1.024164593,ASY,0.917220666,-0.632738718,-0.478993378,-0.048057605,-0.085472119,-0.989868516,0.400071501
2006,2,02_09,4,4,1.751817164,ASY,-0.653147207,1.19971694,1.26416732,-0.048057605,1.078211216,-3.011152476,-0.299329332
2010,2,02_09,4,4,-0.156670294,SY,-0.653147207,-0.7919261,-0.478993378,-0.048057605,0.432442899,-1.06172346,0.269225664
2008,2,02_09,5,5,-0.850665733,SY,0.132036729,1.711133417,0.062571111,-0.048057605,-0.67743458,-2.708566305,-0.238340762
2007,2,02_10,7,7,-0.503668013,ASY,1.702404603,2.476817522,-1.477502904,-0.049619174,-0.753641439,-3.011152476,-0.299329332
2008,2,02_10,6,6,-0.850665733,ASY,0.917220666,1.711133417,0.062571111,-0.049619174,-0.67743458,-2.708566305,-0.238340762
2010,2,02_10,6,6,-0.850665733,ASY,0.917220666,-2.454389802,-0.225135024,-0.049619174,-0.067504995,-1.06172346,0.269225664
2009,2,02_10,5,5,-1.024164593,ASY,0.132036729,-0.632738718,-0.478993378,-0.049619174,-0.085472119,-0.989868516,0.400071501
2011,2,02_10,3,2,-1.024164593,ASY,-1.438331144,0.557204972,-1.409807343,-0.049619174,-0.134399335,-2.692020165,-0.272984104
2006,3,03_01,4,0,-0.850665733,ASY,-0.653147207,-0.677397621,1.998664158,0.028993648,-0.556540308,-1.494242926,0.459366135
2015,3,03_01,1,0,1.578318304,ASY,-3.008699017,-0.192632426,-0.766699513,0.028993648,0.821882597,-1.276717778,0.477686184
2016,3,03_02,7,5,-0.677166873,ASY,1.702404603,-1.534560449,-0.242058914,0.038799786,-0.610298319,-1.276936011,0.477682069
2012,3,03_02,4,4,-0.503668013,ASY,-0.653147207,1.111839743,-0.902090635,0.038799786,-0.546674986,-1.279754834,0.486286576
2010,3,03_02,4,0,1.231320585,SY,-0.653147207,0.471488689,1.331862881,0.038799786,1.622724172,-1.481323506,0.440777218
2015,3,03_02,7,7,-1.544661172,ASY,1.702404603,-1.741287954,0.722602831,0.038799786,-0.240121091,-1.276717778,0.477686184
2008,3,03_02,4,4,0.016828566,ASY,-0.653147207,0.676775585,0.04564722,0.038799786,-0.932723375,-1.488037242,0.466403398
2009,3,03_02,5,4,-1.024164593,ASY,0.132036729,-1.230591782,-0.851318964,0.038799786,-0.225816078,-1.478626147,0.444041202
2014,3,03_02,5,5,3.139808043,ASY,0.132036729,1.707531892,-0.292830585,0.038799786,0.548508695,-1.263790568,0.487839591
2009,3,03_03,5,4,-0.677166873,ASY,0.132036729,-1.014500313,-0.411297817,0.05102796,-0.176842047,-1.478626147,0.444041202
2008,3,03_03,5,5,-0.330169153,ASY,0.132036729,1.540421156,-0.055896121,0.05102796,-0.859637672,-1.488037242,0.466403398
2012,3,03_03,4,4,0.190327426,SY,-0.653147207,2.054718853,-1.274416221,0.05102796,-0.636456443,-1.279754834,0.486286576
2015,3,03_03,2,2,0.190327426,SY,-2.22351508,-0.120601936,-0.428221707,0.05102796,0.372137184,-1.276717778,0.477686184
2010,3,03_03,6,6,-0.850665733,ASY,0.917220666,-2.904580363,-0.191287244,0.05102796,-0.421614487,-1.481323506,0.440777218
2006,3,03_03,6,5,0.190327426,ASY,0.917220666,1.191793586,1.301399879,0.05102796,-0.41301698,-1.494242926,0.459366135
2016,3,03_03,7,5,-0.330169153,ASY,1.702404603,-0.956875921,-0.732851732,0.05102796,-0.493074925,-1.276936011,0.477682069
2007,3,03_03,6,6,0.363826286,ASY,0.917220666,0.357680515,-0.59746061,0.05102796,-0.749780279,-1.494242926,0.459366135
2011,3,03_03,4,4,-0.330169153,ASY,-0.653147207,0.230186549,-0.851318964,0.05102796,-0.309754695,-1.277214312,0.49641787
2015,3,03_04,5,5,-0.156670294,SY,0.132036729,-0.37270865,0.65490727,0.036828986,0.23552548,-1.276717778,0.477686184
2007,3,03_04,5,0,0.016828566,ASY,0.132036729,1.150015902,-0.749775623,0.036828986,-0.752525107,-1.494242926,0.459366135
2006,3,03_04,4,4,-0.503668013,ASY,-0.653147207,-0.465627982,1.998664158,0.036828986,-0.556286752,-1.494242926,0.459366135
2016,3,03_04,5,2,-1.024164593,ASY,0.132036729,-1.461089349,-0.242058914,0.036828986,-0.720636761,-1.276936011,0.477682069
2012,3,03_04,3,2,-0.503668013,SY,-1.438331144,1.111839743,-0.902090635,0.036828986,-0.546674986,-1.279754834,0.486286576
2016,3,03_05,6,0,-0.330169153,ASY,0.917220666,-0.956875921,-0.732851732,0.059032184,-0.493074925,-1.276936011,0.477682069
2014,3,03_05,5,4,0.710824005,ASY,0.132036729,0.185527645,0.417972806,0.059032184,1.363699758,-1.263790568,0.487839591
2009,3,03_05,5,5,-1.024164593,ASY,0.132036729,-1.230591782,-0.851318964,0.059032184,-0.225816078,-1.478626147,0.444041202
2008,3,03_05,5,5,-0.677166873,ASY,0.132036729,1.436697251,-0.885166745,0.059032184,-0.767050963,-1.488037242,0.466403398
2012,3,03_05,6,4,-0.503668013,ASY,0.917220666,1.111839743,-0.902090635,0.059032184,-0.546674986,-1.279754834,0.486286576
2011,3,03_05,3,3,-0.677166873,ASY,-1.438331144,0.482293263,-0.885166745,0.059032184,-0.441040165,-1.277214312,0.49641787
2013,3,03_05,6,3,0.190327426,ASY,0.917220666,-0.708298702,-0.191287244,0.059032184,-0.120465055,-1.276704847,0.488188118
2007,3,03_05,5,5,-1.024164593,ASY,0.132036729,0.829480223,-0.58053672,0.059032184,-0.744524111,-1.494242926,0.459366135
2006,3,03_05,4,0,1.231320585,ASY,-0.653147207,0.907993457,0.729372387,0.059032184,0.078352797,-1.494242926,0.459366135
2010,3,03_05,5,0,-0.850665733,ASY,0.132036729,-2.904580363,-0.191287244,0.059032184,-0.421614487,-1.481323506,0.440777218
2009,3,03_06,5,0,2.445812603,SY,0.132036729,0.111336241,1.145700088,0.046488805,0.354665989,-1.478626147,0.444041202
2007,3,03_06,6,5,-0.330169153,ASY,0.917220666,1.729141039,-1.240568441,0.046488805,-0.752210067,-1.494242926,0.459366135
2016,3,03_06,4,3,-0.677166873,ASY,-0.653147207,-1.534560449,-0.242058914,0.046488805,-0.610298319,-1.276936011,0.477682069
2013,3,03_06,1,1,1.925316024,ASY,-3.008699017,0.083748563,-0.512841159,0.046488805,0.503430289,-1.276704847,0.488188118
2015,3,03_07,4,4,-0.156670294,ASY,-0.653147207,-0.37270865,0.65490727,0.037556689,0.23552548,-1.276717778,0.477686184
2006,3,03_08,4,4,-0.503668013,ASY,-0.653147207,-0.465627982,1.998664158,0.055157345,-0.556286752,-1.494242926,0.459366135
2014,3,03_08,4,4,-0.677166873,ASY,-0.653147207,0.473649604,0.908765624,0.055157345,0.554773891,-1.263790568,0.487839591
2011,3,03_08,5,2,-0.330169153,ASY,0.132036729,0.230186549,-0.851318964,0.055157345,-0.309754695,-1.277214312,0.49641787
2015,3,03_08,5,5,-0.503668013,ASY,0.132036729,-0.912937323,0.857993954,0.055157345,0.104217543,-1.276717778,0.477686184
2012,3,03_08,4,4,0.190327426,SY,-0.653147207,2.054718853,-1.274416221,0.055157345,-0.636456443,-1.279754834,0.486286576
2016,3,03_08,5,5,0.363826286,ASY,0.132036729,0.446278018,-0.935938416,0.055157345,-0.258895536,-1.276936011,0.477682069
2008,3,03_08,7,1,1.057821725,ASY,1.702404603,-0.366946211,-0.191287244,0.055157345,-0.802260944,-1.488037242,0.466403398
2009,3,03_08,5,4,-1.024164593,ASY,0.132036729,-1.230591782,-0.851318964,0.055157345,-0.225816078,-1.478626147,0.444041202
2007,3,03_09,5,5,2.098814884,ASY,0.132036729,-0.212080658,-0.478993378,0.057801428,-0.675759892,-1.494242926,0.459366135
2008,3,03_09,4,3,-0.330169153,ASY,-0.653147207,1.540421156,-0.055896121,0.057801428,-0.859637672,-1.488037242,0.466403398
2014,3,03_09,5,5,-0.677166873,ASY,0.132036729,0.473649604,0.908765624,0.057801428,0.554773891,-1.263790568,0.487839591
2009,3,03_09,5,2,-1.024164593,ASY,0.132036729,-1.230591782,-0.851318964,0.057801428,-0.225816078,-1.478626147,0.444041202
2010,3,03_09,3,2,0.537325146,SY,-1.438331144,-0.190471511,-0.089743902,0.057801428,0.784534156,-1.481323506,0.440777218
2006,3,03_09,5,3,1.231320585,SY,0.132036729,0.907993457,0.729372387,0.057801428,0.078352797,-1.494242926,0.459366135
2016,3,03_09,4,0,0.016828566,ASY,-0.653147207,0.339672893,-1.003633977,0.057801428,-0.373702691,-1.276936011,0.477682069
2016,3,03_10,5,0,-1.024164593,ASY,0.132036729,-1.461089349,-0.242058914,0.056398857,-0.720636761,-1.276936011,0.477682069
2012,3,03_10,4,4,0.537325146,ASY,-0.653147207,1.910657873,-1.274416221,0.056398857,-0.633590353,-1.279754834,0.486286576
2007,3,03_10,5,5,0.710824005,ASY,0.132036729,0.501741495,-0.529765049,0.056398857,-0.743502618,-1.494242926,0.459366135
2010,3,03_10,5,5,-0.850665733,ASY,0.132036729,-2.904580363,-0.191287244,0.056398857,-0.421614487,-1.481323506,0.440777218
2015,3,03_10,6,6,-0.850665733,ASY,0.917220666,-1.453165996,1.128776198,0.056398857,-0.019164332,-1.276717778,0.477686184
2011,3,03_10,4,3,-1.024164593,ASY,-0.653147207,0.050110324,-0.885166745,0.056398857,-0.554380731,-1.277214312,0.49641787
2008,4,04_01,6,6,-0.330169153,ASY,0.917220666,1.197556025,0.181038343,0.084596027,-0.353626686,-1.452927203,-1.300617516
2015,4,04_01,6,6,-0.850665733,ASY,0.917220666,-0.624815364,0.350277245,0.084596027,0.276144189,-1.131028617,-1.027555363
2007,4,04_01,5,5,0.016828566,ASY,0.132036729,0.920958945,-0.800547293,0.084596027,-0.053861362,-1.021143428,-0.682255424
2009,4,04_01,4,4,-0.677166873,ASY,-0.653147207,-0.569351887,-0.817471184,0.084596027,-0.126055286,-1.432257844,-1.307642677
2016,4,04_01,5,4,-0.330169153,ASY,0.132036729,-1.170806476,-0.749775623,0.084596027,-0.49136722,-0.997745599,-0.698250643
2006,4,04_01,6,0,-0.850665733,ASY,0.917220666,-1.052676473,1.998664158,0.084596027,-0.692426006,-1.021143428,-0.682255424
2010,4,04_01,6,6,-0.850665733,ASY,0.917220666,-2.618619319,-0.072820012,0.084596027,-0.484277432,-0.998625931,-0.705333304
2014,4,04_01,5,5,-1.024164593,ASY,0.132036729,0.006892031,0.587211709,0.084596027,0.089169149,-1.092668454,-0.95697979
2012,4,04_01,6,6,-0.503668013,ASY,0.917220666,0.967778763,-1.088253428,0.084596027,-0.149021476,-1.876862714,-1.564756161
2007,4,04_02,5,5,1.057821725,ASY,0.132036729,0.380730272,-0.6143845,0.092478646,0.027202795,-1.021143428,-0.682255424
2013,4,04_02,5,5,-1.544661172,ASY,0.132036729,-1.080552272,0.570287819,0.092478646,-0.947575769,-1.876310347,-1.563683493
2008,4,04_02,6,6,-0.330169153,ASY,0.917220666,1.197556025,0.181038343,0.092478646,-0.353626686,-1.452927203,-1.300617516
2011,4,04_02,6,0,-0.677166873,ASY,0.917220666,0.720714184,-1.105177318,0.092478646,-0.066305825,-0.99833554,-0.704769381
2009,4,04_02,3,3,-1.024164593,ASY,-1.438331144,-0.747267196,-0.935938416,0.092478646,-0.109369668,-1.432257844,-1.307642677
2015,4,04_02,7,7,-0.503668013,ASY,1.702404603,0.023459043,0.248733904,0.092478646,0.736881121,-1.131028617,-1.027555363
2016,4,04_02,6,6,0.016828566,ASY,0.917220666,0.198493133,-1.020557867,0.092478646,-0.498884983,-0.997745599,-0.698250643
2014,4,04_02,6,6,-0.330169153,ASY,0.917220666,0.1495124,0.705678941,0.092478646,-0.010187145,-1.092668454,-0.95697979
2012,4,04_03,6,6,-1.544661172,ASY,0.917220666,-0.48003408,-1.020557867,0.119229013,-0.514461573,-1.876862714,-1.564756161
2006,4,04_03,6,6,0.884322865,ASY,0.917220666,0.856851809,0.519516148,0.119229013,-0.457376773,-1.021143428,-0.682255424
2014,4,04_03,6,6,-1.024164593,ASY,0.917220666,0.006892031,0.587211709,0.119229013,0.089169149,-1.092668454,-0.95697979
2010,4,04_03,5,5,-0.156670294,SY,0.132036729,-0.8653972,-0.106667792,0.119229013,-0.497278186,-0.998625931,-0.705333304
2007,4,04_03,5,5,-0.677166873,ASY,0.132036729,0.416745517,-0.699003952,0.119229013,-0.105564925,-1.021143428,-0.682255424
2015,4,04_03,3,3,-0.156670294,SY,-1.438331144,0.563687716,0.04564722,0.119229013,1.087181841,-1.131028617,-1.027555363
2009,4,04_03,5,5,-1.718160032,ASY,0.132036729,-1.752092528,-0.800547293,0.119229013,-0.075405256,-1.432257844,-1.307642677
2016,4,04_03,6,6,-0.330169153,ASY,0.917220666,-1.170806476,-0.749775623,0.119229013,-0.49136722,-0.997745599,-0.698250643
2008,4,04_03,6,6,-1.024164593,ASY,0.917220666,0.296454599,-0.648232281,0.119229013,0.1743086,-1.452927203,-1.300617516
2014,4,04_04,6,6,-0.330169153,ASY,0.917220666,0.1495124,0.705678941,0.198470932,-0.010187145,-1.092668454,-0.95697979
2006,4,04_04,5,0,-1.197663452,ASY,0.132036729,-1.808996615,2.458993974,0.198470932,-0.723387458,-1.021143428,-0.682255424
2008,4,04_04,5,5,-0.330169153,ASY,0.132036729,1.197556025,0.181038343,0.198470932,-0.353626686,-1.452927203,-1.300617516
2012,4,04_04,5,5,-0.156670294,SY,0.132036729,1.291915967,-1.088253428,0.198470932,-0.175062628,-1.876862714,-1.564756161
2015,4,04_04,6,6,-0.850665733,ASY,0.917220666,-0.624815364,0.350277245,0.198470932,0.276144189,-1.131028617,-1.027555363
2016,4,04_04,4,1,-1.024164593,ASY,-0.653147207,-1.602989414,0.214886123,0.198470932,-0.482104952,-0.997745599,-0.698250643
2011,4,04_04,6,2,0.363826286,ASY,0.917220666,0.504622714,-0.766699513,0.198470932,-0.299980108,-0.99833554,-0.704769381
2012,4,04_05,6,6,-1.197663452,ASY,0.917220666,-0.3359731,-0.715927842,0.200023513,-0.327206495,-1.876862714,-1.564756161
2008,4,04_05,4,4,-0.677166873,ASY,-0.653147207,1.161540781,-0.817471184,0.200023513,-0.125060102,-1.452927203,-1.300617516
2014,4,04_05,7,7,-0.677166873,ASY,1.702404603,0.475090214,0.096418891,0.200023513,0.03871127,-1.092668454,-0.95697979
2006,4,04_05,4,0,-1.197663452,ASY,-0.653147207,-1.808996615,2.458993974,0.200023513,-0.723387458,-1.021143428,-0.682255424
2016,4,04_05,5,5,-0.677166873,ASY,0.132036729,-1.711035149,0.214886123,0.200023513,-0.486101954,-0.997745599,-0.698250643
