Year,Farm,FarmNB,noisnes,noisenvol,HD,AG,NN,MAX,RN,WT,FDM,Comp.1,Comp.2
2011,11,11_05,7,0,1.404819445,ASY,1.702404603,-0.433214261,0.113342781,1.734303761,0.328830458,-0.899754396,-0.718095707
2008,11,11_05,6,0,0.363826286,ASY,0.917220666,-0.308601514,2.008818492,1.734303761,-0.995277838,-0.108682554,-0.398792775
2015,11,11_05,5,5,1.231320585,ASY,0.132036729,-0.516769629,-0.631308391,1.734303761,0.888020117,0.174342887,-0.329812504
2007,11,11_05,5,5,1.404819445,SY,0.132036729,0.413864297,0.197962233,1.734303761,0.512322953,-0.057590989,-0.565250236
2009,11,11_05,5,4,0.016828566,ASY,0.132036729,-0.727098659,0.731064777,1.734303761,-0.102981321,-0.088875446,-1.149258518
2010,11,11_05,5,5,-0.850665733,ASY,0.132036729,-2.692090418,-0.59746061,1.734303761,1.116343592,-1.267173522,-0.838777522
2012,11,11_05,5,4,-0.330169153,ASY,0.132036729,0.570890765,-0.56361283,1.734303761,1.581261965,-0.367665246,-1.137790536
2016,11,11_05,5,2,-0.330169153,ASY,0.132036729,-1.921364179,-0.59746061,1.734303761,0.627810706,0.023273898,-0.415899411
2009,11,11_06,6,6,0.016828566,ASY,0.917220666,-0.727098659,0.731064777,1.632605106,-0.102981321,-0.088875446,-1.149258518
2014,11,11_06,6,6,0.363826286,ASY,0.917220666,-0.456264018,2.516535201,1.632605106,1.959388848,-0.382738352,-1.261623311
2008,11,11_06,4,4,-0.330169153,ASY,-0.653147207,1.05853718,1.467254003,1.632605106,-0.805378008,-0.108682554,-0.398792775
2015,11,11_06,6,0,-0.156670294,ASY,0.917220666,-0.048571446,1.128776198,1.632605106,1.326915388,0.174342887,-0.329812504
2007,11,11_06,6,6,0.710824005,ASY,0.917220666,-0.028402909,-0.749775623,1.632605106,0.23457328,-0.057590989,-0.565250236
2016,11,11_06,4,0,0.363826286,SY,-0.653147207,-0.37270865,-0.59746061,1.632605106,0.484182923,0.023273898,-0.415899411
2006,11,11_06,6,6,-0.330169153,ASY,0.917220666,-0.51532902,0.607520377,1.632605106,-0.010039248,-0.057590989,-0.565250236
2011,11,11_06,4,4,1.404819445,ASY,-0.653147207,-0.433214261,0.113342781,1.632605106,0.328830458,-0.899754396,-0.718095707
2008,11,11_07,5,5,-1.024164593,ASY,0.132036729,-0.13140651,-0.648232281,1.596666619,-0.549634958,-0.108682554,-0.398792775
2009,11,11_07,3,2,-0.677166873,ASY,-1.438331144,-1.773701675,0.071033056,1.596666619,-0.165060797,-0.088875446,-1.149258518
2007,11,11_07,4,4,0.016828566,ASY,-0.653147207,0.689741073,-0.868242855,1.596666619,-0.064171032,-0.057590989,-0.565250236
2006,11,11_07,6,4,-0.330169153,ASY,0.917220666,-0.51532902,0.607520377,1.596666619,-0.010039248,-0.057590989,-0.565250236
2010,11,11_07,3,0,-1.197663452,ASY,-1.438331144,-2.295922725,0.147190562,1.596666619,1.023530158,-1.267173522,-0.838777522
2006,11,11_08,6,6,-0.330169153,ASY,0.917220666,-0.51532902,0.607520377,1.557289511,-0.010039248,-0.057590989,-0.565250236
2015,11,11_08,5,0,0.884322865,ASY,0.132036729,-0.084586691,-0.665156171,1.557289511,1.04783682,0.174342887,-0.329812504
2013,11,11_08,5,5,2.445812603,SY,0.132036729,1.229465532,0.773374502,1.557289511,0.275035782,0.061467922,-0.33678245
2009,11,11_08,6,6,-1.371162312,ASY,0.917220666,-1.989793144,0.197962233,1.557289511,-0.091322825,-0.088875446,-1.149258518
2016,11,11_08,4,0,2.792810323,SY,-0.653147207,0.491657226,-0.969786196,1.557289511,0.052380972,0.023273898,-0.415899411
2012,11,11_08,4,4,0.016828566,ASY,-0.653147207,1.255180417,-0.59746061,1.557289511,0.696645518,-0.367665246,-1.137790536
2011,11,11_08,5,5,1.751817164,ASY,0.132036729,-0.253138037,0.130266672,1.557289511,0.503807947,-0.899754396,-0.718095707
2008,11,11_08,6,6,-0.330169153,ASY,0.917220666,1.05853718,1.467254003,1.557289511,-0.805378008,-0.108682554,-0.398792775
2010,11,11_08,5,5,-0.503668013,ASY,0.132036729,-1.511510692,-0.022048341,1.557289511,1.200820591,-1.267173522,-0.838777522
2007,11,11_08,5,5,0.710824005,ASY,0.132036729,-0.028402909,-0.749775623,1.557289511,0.23457328,-0.057590989,-0.565250236
2006,11,11_09,5,4,-0.677166873,ASY,0.132036729,-0.946791653,0.01179944,1.50923972,-0.020093387,-0.057590989,-0.565250236
2006,11,11_10,5,3,-0.330169153,ASY,0.132036729,-0.51532902,0.607520377,1.44467645,-0.010039248,-0.057590989,-0.565250236
2007,11,11_10,5,5,1.057821725,ASY,0.132036729,0.449879542,-0.648232281,1.44467645,0.387098967,-0.057590989,-0.565250236
2008,11,11_10,6,6,-0.330169153,ASY,0.917220666,1.05853718,1.467254003,1.44467645,-0.805378008,-0.108682554,-0.398792775
2016,12,12_01,1,0,0.710824005,SY,-3.008699017,0.311581002,-1.020557867,-0.447447804,2.274719256,-2.811382467,-0.951379743
2015,12,12_01,5,5,0.190327426,SY,0.132036729,-0.264662916,-0.055896121,-0.447447804,0.516442597,-2.697775847,-1.613040413
2010,12,12_01,4,2,0.190327426,SY,-0.653147207,-0.632018413,-0.157439463,-0.447447804,1.137238429,-2.806697427,-0.960859676
2006,12,12_01,5,3,0.016828566,ASY,0.132036729,-0.553505179,0.53305526,-0.447447804,-0.58405314,-2.679561658,-1.65785272
2012,12,12_01,4,4,0.016828566,SY,-0.653147207,1.467670362,-1.139025099,-0.447447804,-0.413911874,-2.806568417,-0.960609145
2014,12,12_02,6,0,0.016828566,ASY,0.917220666,-0.96551958,1.162623979,-0.447444626,1.287319239,-2.754956492,-1.356790578
2016,12,12_02,6,3,0.710824005,ASY,0.917220666,0.311581002,-1.020557867,-0.447444626,2.274719256,-2.811382467,-0.951379743
2012,12,12_02,5,0,1.751817164,SY,0.132036729,0.603304485,0.01179944,-0.447444626,0.629671344,-2.806568417,-0.960609145
2008,12,12_02,6,6,0.363826286,ASY,0.917220666,-0.623374754,0.214886123,-0.447444626,-0.616108937,-2.806696443,-0.960861409
2015,12,12_02,3,3,-0.503668013,SY,-1.438331144,-0.912937323,0.451820587,-0.447444626,0.499590826,-2.697775847,-1.613040413
2007,12,12_02,7,4,1.057821725,ASY,1.702404603,-0.127804985,-1.18979677,-0.447444626,-0.10184482,-2.679561658,-1.65785272
2010,12,12_02,4,4,-0.156670294,ASY,-0.653147207,-1.519434046,-0.225135024,-0.447444626,1.098011351,-2.806697427,-0.960859676
2009,12,12_02,5,5,-0.330169153,ASY,0.132036729,-1.857977348,0.164114452,-0.447444626,1.320415896,-2.798939419,-0.945794035
2006,12,12_03,4,4,-0.330169153,ASY,-0.653147207,-1.022423667,0.607520377,-0.453476068,-0.511639055,-2.679561658,-1.65785272
2008,12,12_03,6,6,0.016828566,ASY,0.917220666,-0.047130837,0.65490727,-0.453476068,-0.615705525,-2.806696443,-0.960861409
2011,12,12_03,2,1,0.363826286,SY,-2.22351508,-0.268984745,-1.20672066,-0.453476068,0.134742563,-2.806586851,-0.960644944
2013,12,12_03,6,3,0.363826286,ASY,0.917220666,-0.41088481,0.096418891,-0.453476068,0.180891814,-2.808769148,-0.971086143
2012,12,12_03,5,5,0.016828566,ASY,0.132036729,1.467670362,-1.139025099,-0.453476068,-0.413911874,-2.806568417,-0.960609145
2007,12,12_03,5,4,0.363826286,ASY,0.132036729,-0.342455844,-1.18979677,-0.453476068,0.099076814,-2.679561658,-1.65785272
2014,12,12_04,6,6,0.363826286,ASY,0.917220666,-0.605367132,1.061080637,-0.457041516,1.259064293,-2.754956492,-1.356790578
2007,12,12_04,5,5,0.363826286,ASY,0.132036729,-0.342455844,-1.18979677,-0.457041516,0.099076814,-2.679561658,-1.65785272
2012,12,12_04,5,3,-0.330169153,ASY,0.132036729,0.71135022,-1.139025099,-0.457041516,-0.174904125,-2.806568417,-0.960609145
2006,12,12_04,6,3,1.404819445,ASY,0.917220666,1.034767119,1.254012986,-0.457041516,-0.684033018,-2.679561658,-1.65785272
2010,12,12_04,6,5,-0.503668013,ASY,0.917220666,-2.041655096,0.181038343,-0.457041516,1.059360284,-2.806697427,-0.960859676
2009,12,12_04,4,4,-0.677166873,ASY,-0.653147207,-1.930007837,-0.275906695,-0.457041516,1.216144752,-2.798939419,-0.945794035
2016,12,12_04,5,4,0.016828566,ASY,0.132036729,-0.660830609,-0.885166745,-0.457041516,3.929514886,-2.811382467,-0.951379743
2011,12,12_04,6,0,-0.677166873,ASY,0.917220666,0.091167704,-1.308264002,-0.457041516,0.281835502,-2.806586851,-0.960644944
2015,12,12_04,6,6,-0.156670294,ASY,0.917220666,-0.44473914,0.316429465,-0.457041516,0.508000193,-2.697775847,-1.613040413
2016,12,12_05,5,4,0.363826286,ASY,0.132036729,-0.44473914,-0.919014525,-0.438661968,3.175168036,-2.811382467,-0.951379743
2014,12,12_05,4,0,2.098814884,SY,-0.653147207,2.131071172,-0.275906695,-0.438661968,0.2215944,-2.754956492,-1.356790578
2011,12,12_05,4,4,4.180801201,SY,-0.653147207,1.168023525,-0.952862306,-0.438661968,1.507627457,-2.806586851,-0.960644944
2007,12,12_05,2,0,0.710824005,ASY,-2.22351508,-0.163099925,-1.18979677,-0.438661968,-0.024661896,-2.679561658,-1.65785272
2008,12,12_05,5,5,0.710824005,SY,0.132036729,-0.587359509,0.874917844,-0.438661968,-0.605662027,-2.806696443,-0.960861409
2015,12,12_05,6,5,0.190327426,ASY,0.917220666,-0.264662916,-0.055896121,-0.438661968,0.516442597,-2.697775847,-1.613040413
2007,12,12_06,6,0,0.710824005,ASY,0.917220666,-0.163099925,-1.18979677,-0.431781302,-0.024661896,-2.679561658,-1.65785272
2014,12,12_06,6,0,0.016828566,SY,0.917220666,-0.96551958,1.162623979,-0.431781302,1.287319239,-2.754956492,-1.356790578
2006,12,12_06,6,0,1.057821725,ASY,0.917220666,0.782660405,0.895226512,-0.431781302,-0.701292457,-2.679561658,-1.65785272
2010,12,12_06,2,2,-0.156670294,ASY,-2.22351508,-1.519434046,-0.225135024,-0.431781302,1.098011351,-2.806697427,-0.960859676
2012,12,12_06,3,3,0.016828566,ASY,-1.438331144,1.467670362,-1.139025099,-0.431781302,-0.413911874,-2.806568417,-0.960609145
2007,12,12_07,5,0,0.363826286,ASY,0.132036729,-0.342455844,-1.18979677,-0.434647859,0.099076814,-2.679561658,-1.65785272
2006,12,12_07,4,3,0.016828566,ASY,-0.653147207,-0.553505179,0.53305526,-0.434647859,-0.58405314,-2.679561658,-1.65785272
2010,12,12_07,5,0,-0.503668013,ASY,0.132036729,-2.041655096,0.181038343,-0.434647859,1.059360284,-2.806697427,-0.960859676
2008,12,12_07,6,6,0.016828566,ASY,0.917220666,-0.047130837,0.65490727,-0.434647859,-0.615705525,-2.806696443,-0.960861409
2016,12,12_07,6,5,0.363826286,ASY,0.917220666,-0.44473914,-0.919014525,-0.434647859,3.175168036,-2.811382467,-0.951379743
2010,12,12_08,4,0,1.578318304,ASY,-0.653147207,-0.30355938,1.196471759,-0.429284419,1.300073359,-2.806697427,-0.960859676
2007,12,12_08,6,5,0.363826286,ASY,0.917220666,-0.342455844,-1.18979677,-0.429284419,0.099076814,-2.679561658,-1.65785272
2006,12,12_08,7,5,0.363826286,ASY,1.702404603,0.240270817,-0.238674136,-0.429284419,-0.643580123,-2.679561658,-1.65785272
2009,12,12_08,5,0,0.016828566,SY,0.132036729,-0.668033658,0.062571111,-0.429284419,1.446979423,-2.798939419,-0.945794035
2008,12,12_09,6,6,0.710824005,ASY,0.917220666,-0.587359509,0.874917844,-0.420089839,-0.605662027,-2.806696443,-0.960861409
2007,12,12_09,5,5,0.710824005,ASY,0.132036729,-0.163099925,-1.18979677,-0.420089839,-0.024661896,-2.679561658,-1.65785272
2010,12,12_10,6,4,1.578318304,SY,0.917220666,-0.30355938,1.196471759,-0.406235771,1.300073359,-2.806697427,-0.960859676
2016,12,12_10,2,0,1.404819445,SY,-2.22351508,0.959855409,-1.308264002,-0.406235771,0.884984056,-2.811382467,-0.951379743
2015,12,12_10,6,2,1.925316024,ASY,0.917220666,-1.165044037,-0.495917268,-0.406235771,0.559165369,-2.697775847,-1.613040413
2007,12,12_10,6,6,0.710824005,ASY,0.917220666,-0.163099925,-1.18979677,-0.406235771,-0.024661896,-2.679561658,-1.65785272
2011,12,12_10,5,0,0.363826286,ASY,0.132036729,-0.268984745,-1.20672066,-0.406235771,0.134742563,-2.806586851,-0.960644944
2014,12,12_10,4,4,0.710824005,SY,-0.653147207,-0.029123214,0.722602831,-0.406235771,1.140133347,-2.754956492,-1.356790578
2008,12,12_10,5,5,0.016828566,ASY,0.132036729,-0.047130837,0.65490727,-0.406235771,-0.615705525,-2.806696443,-0.960861409
2012,12,12_10,3,2,0.710824005,ASY,-1.438331144,1.577877011,-1.139025099,-0.406235771,-0.463675114,-2.806568417,-0.960609145
2016,13,13_01,5,1,0.363826286,SY,0.132036729,-0.768876343,-0.868242855,1.233429242,-0.576432082,-3.142537434,0.148440832
2008,13,13_01,6,5,0.710824005,SY,0.917220666,-0.289153282,0.333353355,1.233429242,-1.165660033,-3.132416395,0.110469548
2009,13,13_01,5,5,-0.677166873,ASY,0.132036729,-1.813318444,-0.242058914,1.233429242,-1.142705438,-3.089325305,0.121565832
2010,13,13_01,3,3,-0.156670294,ASY,-1.438331144,-1.286055259,-0.935938416,1.233429242,-0.861057496,-3.097681974,0.109809954
2010,13,13_02,5,4,-0.850665733,ASY,0.132036729,-3.213591164,0.350277245,1.166711356,-1.01309181,-3.097681974,0.109809954
2014,13,13_02,6,6,0.016828566,ASY,0.917220666,-0.804171283,1.128776198,1.166711356,-0.874728745,-3.14055617,0.154687881
2009,13,13_02,5,5,-0.677166873,ASY,0.132036729,-1.813318444,-0.242058914,1.166711356,-1.142705438,-3.089325305,0.121565832
2008,13,13_02,5,5,-0.677166873,ASY,0.132036729,0.46716686,0.857993954,1.166711356,-1.10040878,-3.132416395,0.110469548
2007,13,13_02,4,4,0.363826286,ASY,-0.653147207,-0.247375598,-0.935938416,1.166711356,-1.078963871,-3.088130558,0.123819298
2011,13,13_02,5,4,-1.024164593,ASY,0.132036729,-0.065858764,-1.054405648,1.166711356,-1.035589184,-3.102323859,0.133298957
2006,13,13_02,7,0,-0.330169153,ASY,1.702404603,-0.624095059,0.079495001,1.166711356,-0.764870575,-3.088130558,0.123819298
2012,13,13_03,6,4,-0.677166873,ASY,0.917220666,0.119979899,-0.885166745,1.106050456,-1.048723109,-3.122489307,0.128021364
2013,13,13_03,4,4,0.016828566,ASY,-0.653147207,-0.780977466,-0.072820012,1.106050456,-0.890470841,-3.117656077,0.123014297
2007,13,13_03,5,0,0.710824005,SY,0.132036729,-0.139329863,-1.139025099,1.106050456,-1.054917412,-3.088130558,0.123819298
2008,13,13_03,7,5,-0.677166873,ASY,1.702404603,0.46716686,0.857993954,1.106050456,-1.10040878,-3.132416395,0.110469548
2011,13,13_03,6,0,0.016828566,ASY,0.917220666,-0.244494378,0.113342781,1.106050456,-0.890873759,-3.102323859,0.133298957
2010,13,13_03,5,5,-0.503668013,ASY,0.132036729,-2.028689608,-0.732851732,1.106050456,-0.941862299,-3.097681974,0.109809954
2016,13,13_03,3,0,0.016828566,ASY,-1.438331144,-0.984967812,-0.834395074,1.106050456,-0.640312618,-3.142537434,0.148440832
2009,13,13_03,6,6,-0.677166873,ASY,0.917220666,-1.813318444,-0.242058914,1.106050456,-1.142705438,-3.089325305,0.121565832
2012,13,13_04,6,0,-0.677166873,ASY,0.917220666,0.119979899,-0.885166745,1.038672311,-1.048723109,-3.122489307,0.128021364
2015,13,13_04,5,5,2.272313744,ASY,0.132036729,-1.129028792,-0.56361283,1.038672311,-0.226491429,-3.14254612,0.148387146
2013,13,13_04,4,4,1.404819445,ASY,-0.653147207,1.233787362,-0.055896121,1.038672311,-0.706459271,-3.117656077,0.123014297
2009,13,13_04,4,4,-0.677166873,ASY,-0.653147207,-1.813318444,-0.242058914,1.038672311,-1.142705438,-3.089325305,0.121565832
2008,13,13_04,5,5,-0.330169153,ASY,0.132036729,0.971380288,1.365710662,1.038672311,-1.122746167,-3.132416395,0.110469548
2011,13,13_04,6,5,-0.677166873,ASY,0.917220666,0.294293685,-1.054405648,1.038672311,-0.991325753,-3.102323859,0.133298957
2013,13,13_05,6,1,0.710824005,ASY,0.917220666,0.477755342,-0.885166745,1.029869334,-0.804173481,-3.117656077,0.123014297
2008,13,13_05,3,3,-1.024164593,ASY,-1.438331144,-0.361904077,0.857993954,1.029869334,-1.079796763,-3.132416395,0.110469548
2007,13,13_05,4,4,0.363826286,ASY,-0.653147207,-0.247375598,-0.935938416,1.029869334,-1.078963871,-3.088130558,0.123819298
2014,13,13_05,6,5,0.363826286,ASY,0.917220666,-0.48003408,0.857993954,1.029869334,-0.844649142,-3.14055617,0.154687881
2016,13,13_05,6,5,0.016828566,ASY,0.917220666,-0.984967812,-0.834395074,1.029869334,-0.640312618,-3.142537434,0.148440832
2009,13,13_05,7,7,-1.371162312,ASY,1.702404603,-1.957379423,-0.191287244,1.029869334,-1.069268025,-3.089325305,0.121565832
2011,13,13_05,7,4,-0.677166873,ASY,1.702404603,0.294293685,-1.054405648,1.029869334,-0.991325753,-3.102323859,0.133298957
2006,13,13_05,5,5,-1.024164593,SY,0.132036729,-1.020262752,-0.038972231,1.029869334,-0.82053637,-3.088130558,0.123819298
2010,13,13_05,6,6,-0.850665733,ASY,0.917220666,-3.213591164,0.350277245,1.029869334,-1.01309181,-3.097681974,0.109809954
2010,13,13_06,6,6,-0.503668013,ASY,0.917220666,-2.028689608,-0.732851732,0.884429313,-0.941862299,-3.097681974,0.109809954
2008,13,13_06,6,3,-1.024164593,ASY,0.917220666,-0.361904077,0.857993954,0.884429313,-1.079796763,-3.132416395,0.110469548
2009,13,13_06,4,4,-0.677166873,ASY,-0.653147207,-1.813318444,-0.242058914,0.884429313,-1.142705438,-3.089325305,0.121565832
2006,13,13_06,6,3,0.016828566,ASY,0.917220666,-0.227927366,0.01179944,0.884429313,-0.735448896,-3.088130558,0.123819298
2011,13,13_06,5,5,0.363826286,SY,0.132036729,-0.316524868,0.316429465,0.884429313,-0.833981976,-3.102323859,0.133298957
2012,13,13_06,4,4,-0.330169153,ASY,-0.653147207,0.444117103,-1.003633977,0.884429313,-1.01224938,-3.122489307,0.128021364
2006,13,13_07,5,5,0.016828566,ASY,0.132036729,-0.227927366,0.01179944,0.858381483,-0.735448896,-3.088130558,0.123819298
2010,13,13_07,5,5,-0.850665733,ASY,0.132036729,-3.213591164,0.350277245,0.858381483,-1.01309181,-3.097681974,0.109809954
2013,13,13_07,4,3,3.486805762,SY,-0.653147207,1.917716861,-0.022048341,0.858381483,-0.328705263,-3.117656077,0.123014297
2008,13,13_07,5,5,-0.677166873,ASY,0.132036729,0.46716686,0.857993954,0.858381483,-1.10040878,-3.132416395,0.110469548
2012,13,13_08,6,5,-0.677166873,ASY,0.917220666,0.119979899,-0.885166745,0.876680284,-1.048723109,-3.122489307,0.128021364
2006,13,13_08,6,0,2.098814884,ASY,0.917220666,0.781219795,1.213395649,0.876680284,-0.534024171,-3.088130558,0.123819298
2011,13,13_08,3,1,0.016828566,ASY,-1.438331144,-0.244494378,0.113342781,0.876680284,-0.890873759,-3.102323859,0.133298957
2008,13,13_08,5,4,1.751817164,SY,0.132036729,0.034983922,0.705678941,0.876680284,-1.112655475,-3.132416395,0.110469548
2009,13,13_08,4,4,1.404819445,SY,-0.653147207,0.421067346,0.181038343,0.876680284,-1.020499028,-3.089325305,0.121565832
2010,13,13_08,5,5,-0.850665733,ASY,0.132036729,-3.213591164,0.350277245,0.876680284,-1.01309181,-3.097681974,0.109809954
2007,13,13_09,3,0,1.404819445,SY,-1.438331144,0.1495124,0.62105949,0.893601998,-0.969079285,-3.088130558,0.123819298
2009,13,13_09,5,5,-0.677166873,ASY,0.132036729,-1.813318444,-0.242058914,0.893601998,-1.142705438,-3.089325305,0.121565832
2011,13,13_09,4,4,1.404819445,ASY,-0.653147207,-0.353980723,0.502592258,0.893601998,-0.631752143,-3.102323859,0.133298957
2014,14,14_01,5,5,-0.850665733,ASY,0.132036729,-0.408723895,1.636492906,-0.40150577,-0.732912718,-1.28255411,0.887500106
2011,14,14_01,5,3,1.578318304,SY,0.132036729,-0.369107126,2.550382981,-0.40150577,0.178445106,-0.955104131,1.050944343
2009,14,14_01,6,6,-0.156670294,ASY,0.917220666,-0.379191394,1.120314253,-0.40150577,-0.23534889,-0.82435781,1.147072475
2008,14,14_01,4,3,-0.677166873,ASY,-0.653147207,1.338735785,-0.242058914,-0.40150577,-1.280558802,-1.409299285,0.301318023
2012,14,14_01,4,0,0.537325146,SY,-0.653147207,1.82782281,-1.071329538,-0.40150577,-0.186434564,-1.396979063,0.935071185
2010,14,14_01,6,5,-0.677166873,ASY,0.917220666,0.089727094,0.282581684,-0.40150577,-0.786683541,-1.020284557,1.031728239
2013,14,14_01,1,1,-1.197663452,ASY,-3.008699017,-0.796680112,0.367201136,-0.40150577,-1.091547719,-1.177869912,0.4534514
2013,14,14_02,4,4,1.925316024,SY,-0.653147207,0.312301307,-0.309754475,-0.34190526,-0.389575595,-1.177869912,0.4534514
2006,14,14_02,5,0,-0.330169153,ASY,0.132036729,-0.952554092,2.959941126,-0.34190526,-0.458365438,-1.230150309,0.923086258
2012,14,14_02,6,5,-0.503668013,ASY,0.917220666,1.115441267,-1.071329538,-0.34190526,0.041125576,-1.396979063,0.935071185
2015,14,14_02,8,1,1.057821725,ASY,2.487588539,0.419626737,0.197962233,-0.34190526,0.183800074,-1.053743474,1.03717982
2009,14,14_02,3,3,-1.197663452,ASY,-1.438331144,-0.508846276,-0.419759762,-0.34190526,-0.215031633,-0.82435781,1.147072475
2014,14,14_02,5,3,-0.850665733,ASY,0.132036729,-0.408723895,1.636492906,-0.34190526,-0.732912718,-1.28255411,0.887500106
2010,14,14_02,6,5,-0.677166873,ASY,0.917220666,0.089727094,0.282581684,-0.34190526,-0.786683541,-1.020284557,1.031728239
2011,14,14_02,4,4,-0.156670294,ASY,-0.653147207,0.314462222,-0.851318964,-0.34190526,-0.126453334,-0.955104131,1.050944343
2014,14,14_03,5,0,-0.850665733,ASY,0.132036729,-0.408723895,1.636492906,-0.311568829,-0.732912718,-1.28255411,0.887500106
2015,14,14_03,4,4,-1.718160032,ASY,-0.653147207,-1.417150751,0.739526722,-0.311568829,-0.172615686,-1.053743474,1.03717982
2012,14,14_03,5,3,-1.197663452,ASY,0.132036729,0.034983922,-0.529765049,-0.311568829,0.366446028,-1.396979063,0.935071185
2011,14,14_03,2,2,-0.156670294,ASY,-2.22351508,0.314462222,-0.851318964,-0.311568829,-0.126453334,-0.955104131,1.050944343
2009,14,14_03,6,6,1.231320585,SY,0.917220666,0.174723072,-0.631308391,-0.311568829,-0.261938125,-0.82435781,1.147072475
2010,14,14_04,4,4,-0.677166873,ASY,-0.653147207,0.089727094,0.282581684,-0.305164356,-0.786683541,-1.020284557,1.031728239
2012,14,14_04,4,2,-0.503668013,SY,-0.653147207,1.115441267,-1.071329538,-0.305164356,0.041125576,-1.396979063,0.935071185
2009,14,14_04,6,6,-0.503668013,ASY,0.917220666,-0.595282863,0.697216996,-0.305164356,-0.228612214,-0.82435781,1.147072475
2012,14,14_05,2,2,-0.850665733,ASY,-2.22351508,0.495258751,-1.003633977,-0.297825036,0.183539247,-1.396979063,0.935071185
2011,14,14_05,5,5,0.190327426,ASY,0.132036729,0.74664516,-0.986710086,-0.297825036,-0.070471401,-0.955104131,1.050944343
2009,14,14_05,5,5,-0.850665733,ASY,0.132036729,-0.343176149,0.697216996,-0.297825036,-0.221839748,-0.82435781,1.147072475
2014,14,14_05,5,4,-0.850665733,ASY,0.132036729,-0.408723895,1.636492906,-0.297825036,-0.732912718,-1.28255411,0.887500106
2006,14,14_05,5,3,-0.330169153,ASY,0.132036729,-0.952554092,2.959941126,-0.297825036,-0.458365438,-1.230150309,0.923086258
2010,14,14_05,5,5,-0.677166873,ASY,0.132036729,0.089727094,0.282581684,-0.297825036,-0.786683541,-1.020284557,1.031728239
2008,14,14_05,6,6,-0.330169153,ASY,0.917220666,1.590842499,-0.208211134,-0.297825036,-1.272108935,-1.409299285,0.301318023
2007,14,14_05,7,0,0.363826286,ASY,1.702404603,0.488776007,-1.342111782,-0.297825036,-0.246384506,-1.230150309,0.923086258
2006,14,14_06,4,4,-0.330169153,ASY,-0.653147207,-0.952554092,2.959941126,-0.288529294,-0.458365438,-1.230150309,0.923086258
2012,14,14_06,6,6,-1.197663452,ASY,0.917220666,0.034983922,-0.529765049,-0.288529294,0.366446028,-1.396979063,0.935071185
2008,14,14_06,6,5,-0.330169153,ASY,0.917220666,1.590842499,-0.208211134,-0.288529294,-1.272108935,-1.409299285,0.301318023
2011,14,14_06,6,4,-0.156670294,ASY,0.917220666,0.314462222,-0.851318964,-0.288529294,-0.126453334,-0.955104131,1.050944343
2013,14,14_06,5,5,-1.544661172,ASY,0.132036729,-0.612930333,0.874917844,-0.288529294,-1.139413536,-1.177869912,0.4534514
2014,14,14_06,5,4,-1.197663452,ASY,0.132036729,-0.588800119,2.381144078,-0.288529294,-0.746467595,-1.28255411,0.887500106
2015,14,14_06,5,1,0.016828566,ASY,0.132036729,-0.012556202,0.384125026,-0.288529294,0.17924797,-1.053743474,1.03717982
2007,14,14_06,6,6,0.363826286,ASY,0.917220666,0.488776007,-1.342111782,-0.288529294,-0.246384506,-1.230150309,0.923086258
2011,14,14_07,5,5,-0.156670294,ASY,0.132036729,0.314462222,-0.851318964,-0.279789358,-0.126453334,-0.955104131,1.050944343
2012,14,14_07,5,5,-1.197663452,ASY,0.132036729,0.034983922,-0.529765049,-0.279789358,0.366446028,-1.396979063,0.935071185
2015,14,14_07,3,2,-1.024164593,ASY,-1.438331144,-0.012556202,0.197962233,-0.279789358,0.005750034,-1.053743474,1.03717982
2010,14,14_07,6,5,-1.024164593,ASY,0.917220666,-0.148693827,-0.394373927,-0.279789358,-0.912703162,-1.020284557,1.031728239
2007,14,14_07,6,0,0.016828566,ASY,0.917220666,1.137050414,-1.359035673,-0.279789358,-0.419559484,-1.230150309,0.923086258
2009,14,14_07,5,5,-0.850665733,ASY,0.132036729,-0.343176149,0.697216996,-0.279789358,-0.221839748,-0.82435781,1.147072475
2012,14,14_08,4,4,-0.156670294,SY,-0.653147207,1.663593294,-1.071329538,-0.267637541,-0.064738987,-1.396979063,0.935071185
2011,14,14_08,6,4,0.190327426,ASY,0.917220666,0.74664516,-0.986710086,-0.267637541,-0.070471401,-0.955104131,1.050944343
2006,14,14_08,5,5,-0.677166873,ASY,0.132036729,-1.168645561,1.998664158,-0.267637541,-0.547742509,-1.230150309,0.923086258
2014,14,14_08,5,5,-0.503668013,ASY,0.132036729,-0.120601936,2.279600737,-0.267637541,-0.719128666,-1.28255411,0.887500106
2015,14,14_09,5,2,-0.330169153,ASY,0.132036729,-0.156617181,0.993385076,-0.252792769,0.139180625,-1.053743474,1.03717982
2013,14,14_09,3,0,-0.503668013,ASY,-1.438331144,-0.223677567,0.773374502,-0.252792769,-0.975701554,-1.177869912,0.4534514
2007,14,14_09,6,6,0.016828566,ASY,0.917220666,1.137050414,-1.359035673,-0.252792769,-0.419559484,-1.230150309,0.923086258
2009,14,14_09,6,6,-0.850665733,ASY,0.917220666,-0.343176149,0.697216996,-0.252792769,-0.221839748,-0.82435781,1.147072475
2008,14,14_09,5,2,-0.677166873,ASY,0.132036729,1.338735785,-0.242058914,-0.252792769,-1.280558802,-1.409299285,0.301318023
