"taxon","years","values","unit","geom"
"Tachycineta bicolor","2005, 2006, 2007, 2008, 2009, 2010, 2011","1190, 1090, 1003, 981, 828, 680, 613","Number of hatchlings recorded in nest-boxes visited every 2 days throughout the breeding season (April to August)","MULTIPOINT ((45.3 -72.5))"
