variable	CEN	LAB	NW	SW	all	rank_all
pcp_sep	0.026959999	0.02749266	0.029745192	0.017748298	0.026786244	4
pcp_oct	0.021319994	0.018972081	0.06384854	0.020445509	0.021444573	6
ndvi_jul	0.008063604	0.009488413	0.010401033	-0.001308827	0.008515894	11
ndvi_aug	-0.000628557	0.021390522	0.053975788	0.031181247	0.019866416	7
ndvi_sep	0.000900951	0.00984562	0.005441341	0.0131041	0.008424394	12
ndvi_oct	0.006966073	0.02594164	0.058218282	0.074448245	0.027713873	2
popRFH	0.016063855	0.024887405	0.120008714	0.02441381	0.027611785	3
popRGH	0.033079847	0.037812111	0.155991916	0.056255853	0.04358865	1
st_sep	0.003656696	0.010849015	0.063944704	0.016102287	0.012443481	9
st_oct	0.043169104	0.016804621	0.068029802	0.046798507	0.025576458	5
swe_sep	0.005214559	0.010619456	0.028706421	0.015912474	0.010919789	10
swe_oct	0.013360993	0.016537582	0.026738217	0.015266809	0.016358213	8
pcp_sep	0.026820528	0.027043211	0.029260538	0.018084981	0.026463754	4
pcp_oct	0.023720938	0.018165681	0.064204685	0.017402748	0.021065761	6
ndvi_jul	0.008666234	0.008195719	0.010351494	-0.003165454	0.007529443	12
ndvi_aug	0.000112943	0.022234051	0.055894113	0.028909458	0.02056436	7
ndvi_sep	0.003282982	0.010303216	0.010444649	0.012865743	0.009327093	11
ndvi_oct	0.005729144	0.025336759	0.06450507	0.073871742	0.027311656	3
popRFH	0.016394513	0.024745741	0.122621542	0.026455402	0.027887842	2
popRGH	0.029856198	0.033970132	0.148540521	0.047031056	0.039370738	1
st_sep	0.002888312	0.010474799	0.061086855	0.016263257	0.011892217	9
st_oct	0.038512168	0.0168625	0.064707017	0.044371094	0.0244933	5
swe_sep	0.003611235	0.009993395	0.0275839	0.01361986	0.010006817	10
swe_oct	0.014312875	0.016082452	0.031168506	0.014577725	0.016351575	8
pcp_sep	0.02858086	0.027135102	0.029702125	0.01739062	0.026796837	3
pcp_oct	0.024403519	0.017780456	0.058872243	0.018202276	0.020725322	6
ndvi_jul	0.007497713	0.00976614	0.011428457	-0.003817391	0.008463292	11
ndvi_aug	0.001490953	0.021516937	0.058007845	0.026250218	0.020186407	7
ndvi_sep	0.001805806	0.008580077	0.013901359	0.014446466	0.008122446	12
ndvi_oct	0.002703763	0.023995918	0.070849881	0.07067485	0.025896838	4
popRFH	0.015357549	0.025586313	0.15934396	0.023883807	0.029742437	2
popRGH	0.033756692	0.036154074	0.109328629	0.057610981	0.040529307	1
st_sep	0.002043961	0.011157874	0.059363192	0.014904834	0.012056576	9
st_oct	0.040724374	0.017527461	0.065496199	0.047238113	0.025588258	5
swe_sep	0.005319176	0.009640384	0.027993917	0.016949778	0.01025804	10
swe_oct	0.014348671	0.015443437	0.026476345	0.015799844	0.015761721	8
pcp_sep	0.026556922	0.027208274	0.027361991	0.019943874	0.02655376	4
pcp_oct	0.02403721	0.017682125	0.060887244	0.017154637	0.020594629	6
ndvi_jul	0.008988741	0.00929207	0.010129616	-0.001243066	0.008506718	11
ndvi_aug	-0.000389622	0.019902285	0.056704841	0.02935667	0.018873094	7
ndvi_sep	0.002368563	0.008110969	0.012110303	0.010622749	0.007547364	12
ndvi_oct	0.003756565	0.025561694	0.071690891	0.07702905	0.027689428	3
popRFH	0.015615632	0.027920587	0.15548788	0.024458942	0.031352685	2
popRGH	0.037587452	0.037489333	0.109948469	0.059212312	0.042228403	1
st_sep	0.001263695	0.010224636	0.06064634	0.015751738	0.011385502	9
st_oct	0.041724644	0.016508198	0.067084825	0.045454919	0.024941648	5
swe_sep	0.005302865	0.010498711	0.028367602	0.016525285	0.010874403	10
swe_oct	0.013693729	0.015950641	0.029086235	0.012138367	0.015853563	8
pcp_sep	0.025857147	0.025539005	0.030859056	0.020787802	0.02547355	4
pcp_oct	0.021994734	0.018471782	0.06162114	0.01678001	0.020809967	6
ndvi_jul	0.007038209	0.009325515	0.012878404	-0.00382793	0.008155638	12
ndvi_aug	-0.000966649	0.021635999	0.056769397	0.02896206	0.019974148	7
ndvi_sep	0.000835583	0.009789802	0.01561073	0.012936816	0.008797064	11
ndvi_oct	0.002426115	0.026413716	0.066008602	0.074174066	0.027693426	3
popRFH	0.015017963	0.027813829	0.157497746	0.023372102	0.031125419	2
popRGH	0.033287475	0.036837819	0.106210402	0.055489634	0.040625133	1
st_sep	0.003165184	0.01028687	0.057277387	0.014336598	0.011516601	9
st_oct	0.041264879	0.017624651	0.065253069	0.047762502	0.025832648	5
swe_sep	0.005985527	0.010179053	0.026667861	0.016142452	0.010632709	10
swe_oct	0.013880257	0.016028629	0.030196835	0.016004772	0.016302541	8
pcp_sep	0.027150676	0.026096344	0.030839232	0.021206287	0.026134355	4
pcp_oct	0.023217992	0.016593281	0.063623258	0.015308783	0.019666724	7
ndvi_jul	0.006973802	0.008582222	0.007611414	-0.001545378	0.00753012	12
ndvi_aug	-0.001646665	0.021661252	0.063226734	0.028540743	0.020169692	6
ndvi_sep	0.003330139	0.009317936	0.01405412	0.015372989	0.009000975	11
ndvi_oct	0.00329878	0.025902371	0.075569901	0.078093093	0.028151947	3
popRFH	0.016220157	0.027215156	0.156535912	0.025006666	0.030963602	2
popRGH	0.035088141	0.037372135	0.1160868	0.058851902	0.04201853	1
st_sep	0.00228645	0.010518221	0.062506287	0.013728428	0.011686309	9
st_oct	0.042227022	0.017569366	0.069192686	0.047283931	0.02599866	5
swe_sep	0.004711137	0.009788061	0.029142086	0.016571177	0.010301549	10
swe_oct	0.013719837	0.01583918	0.029072808	0.01195656	0.015764002	8
pcp_sep	0.027838968	0.027050866	0.032625433	0.016716233	0.026665372	4
pcp_oct	0.022806548	0.017298265	0.061743703	0.016205942	0.020091795	6
ndvi_jul	0.00744278	0.009045289	0.009621116	-0.003023246	0.007932201	12
ndvi_aug	-0.000540491	0.020671917	0.057971212	0.027186823	0.019298763	7
ndvi_sep	0.001636105	0.008921082	0.012911953	0.011813134	0.008124835	11
ndvi_oct	0.005511259	0.025408862	0.066006898	0.075850412	0.027573824	3
popRFH	0.015639796	0.026371588	0.157207929	0.023723898	0.030228122	2
popRGH	0.033640742	0.03638323	0.11190213	0.057664354	0.040750087	1
st_sep	0.003491038	0.010233966	0.058792715	0.016380811	0.011733278	9
st_oct	0.039733028	0.017876921	0.067820668	0.046954245	0.025762378	5
swe_sep	0.006379897	0.009693389	0.025409063	0.015614216	0.010282395	10
swe_oct	0.015797915	0.015705356	0.031139179	0.010484132	0.016029902	8
pcp_sep	0.026261333	0.02746888	0.033476864	0.018544692	0.026855125	4
pcp_oct	0.022565692	0.017602123	0.062682459	0.018133022	0.020435332	7
ndvi_jul	0.006445172	0.008848514	0.00884623	-0.002347635	0.007657303	12
ndvi_aug	-0.001439009	0.022054286	0.063409348	0.027608656	0.020452125	6
ndvi_sep	0.00148922	0.008814387	0.014026592	0.013868666	0.008204538	11
ndvi_oct	0.00544534	0.025652918	0.070297539	0.075625496	0.02786803	3
popRFH	0.013017993	0.025185466	0.163620344	0.01588994	0.028690725	2
popRGH	0.033098978	0.038280808	0.102388091	0.056590103	0.041595996	1
st_sep	0.00179158	0.010166994	0.065829068	0.017931614	0.011789904	9
st_oct	0.038704002	0.016250362	0.065834129	0.046186513	0.024291278	5
swe_sep	0.004350055	0.009734434	0.028872788	0.014763451	0.010068472	10
swe_oct	0.013177855	0.016698904	0.027100082	0.014140409	0.016413082	8
pcp_sep	0.025972951	0.026776775	0.030291607	0.018070755	0.026164692	4
pcp_oct	0.024622953	0.018306253	0.062379954	0.016866657	0.021197053	7
ndvi_jul	0.007483035	0.007931396	0.008291462	-0.002344365	0.007121848	12
ndvi_aug	-0.000234778	0.024155616	0.05889051	0.030570629	0.022126336	6
ndvi_sep	0.003126644	0.009888562	0.01232509	0.012777661	0.009103323	11
ndvi_oct	0.005786401	0.025426021	0.063634341	0.072705428	0.02732615	3
popRFH	0.016021483	0.025584657	0.137480509	0.025431805	0.028925114	2
popRGH	0.031351515	0.036411375	0.137431075	0.051398638	0.041112984	1
st_sep	0.00206447	0.010711534	0.063082139	0.014188919	0.011858529	9
st_oct	0.0430948	0.018677066	0.069389114	0.045742066	0.026881258	5
swe_sep	0.004375915	0.010506018	0.029804713	0.016509485	0.010775916	10
swe_oct	0.012847553	0.017095605	0.029955114	0.015821146	0.016832769	8
pcp_sep	0.02786258	0.027395229	0.031294176	0.019504943	0.027039028	4
pcp_oct	0.024620041	0.017827588	0.063043994	0.018267265	0.020978842	6
ndvi_jul	0.006063254	0.009126708	0.010215416	-0.00280735	0.007808835	12
ndvi_aug	-0.00120216	0.021564203	0.058197276	0.027159033	0.019814032	7
ndvi_sep	0.002063988	0.009115387	0.013699436	0.015417657	0.008598416	11
ndvi_oct	0.00126137	0.026574296	0.066097917	0.074925038	0.027615692	3
popRFH	0.016075567	0.025874505	0.15129736	0.0233297	0.029680995	2
popRGH	0.031931516	0.038721881	0.1068436	0.056272458	0.041822653	1
st_sep	0.002930042	0.010470774	0.058715806	0.015341018	0.011761779	9
st_oct	0.037835476	0.017540526	0.069537818	0.047820823	0.02532485	5
swe_sep	0.00649369	0.010397415	0.027388988	0.015313727	0.010879294	10
swe_oct	0.012066602	0.016512228	0.02779155	0.014124111	0.01609416	8
pcp_sep	0.028089524	0.027775427	0.030593084	0.018033267	0.027219446	3
pcp_oct	0.022435479	0.018550518	0.062216058	0.017161677	0.021021592	6
ndvi_jul	0.007052577	0.009021577	0.011489233	-0.002651761	0.007957567	12
ndvi_aug	-0.002072382	0.021503083	0.061282093	0.029262945	0.019962357	7
ndvi_sep	0.002038234	0.010255054	0.012796619	0.014283239	0.009280042	11
ndvi_oct	0.002950625	0.024132632	0.065817287	0.076356415	0.026279745	4
popRFH	0.014353262	0.028994128	0.163508399	0.022658907	0.032135196	2
popRGH	0.032363491	0.035874565	0.103409683	0.057506821	0.039821922	1
st_sep	0.002893536	0.011132294	0.063523772	0.014744504	0.012380503	9
st_oct	0.041734813	0.016913298	0.065592964	0.048145875	0.025394696	4
swe_sep	0.005398255	0.009920667	0.02775129	0.013904029	0.010249879	10
swe_oct	0.012449282	0.017488792	0.028322757	0.01606978	0.01703842	8
pcp_sep	0.027374619	0.025224836	0.029653338	0.019389853	0.025317003	5
pcp_oct	0.021567812	0.017817643	0.062073752	0.016636881	0.020280715	6
ndvi_jul	0.008435871	0.009010796	0.008504393	-0.003679144	0.007964294	12
ndvi_aug	0.001940966	0.021033221	0.059331464	0.030848764	0.020267993	7
ndvi_sep	0.002560722	0.009071216	0.00984888	0.012813124	0.008314929	11
ndvi_oct	0.00262762	0.024607901	0.063774117	0.078521814	0.026577455	3
popRFH	0.017538539	0.027142997	0.116959769	0.028440114	0.029640912	2
popRGH	0.027817861	0.034940509	0.150554731	0.051650417	0.040076693	1
st_sep	0.002621201	0.011755702	0.066115954	0.016312685	0.012991294	9
st_oct	0.041275158	0.016845216	0.068725043	0.046493935	0.025286585	5
swe_sep	0.004121083	0.011334774	0.030653648	0.017348658	0.011421111	10
swe_oct	0.012406059	0.017473068	0.026969455	0.015823374	0.016908474	8
pcp_sep	0.026511675	0.026693623	0.029797067	0.019729376	0.026294941	4
pcp_oct	0.021290561	0.017949298	0.066562198	0.021079799	0.020845217	7
ndvi_jul	0.007293407	0.009657454	0.010112457	-0.002396177	0.008397802	12
ndvi_aug	-0.000321825	0.022817144	0.060017645	0.031012354	0.02126331	6
ndvi_sep	0.001288382	0.010413387	0.012168084	0.014274728	0.009287937	11
ndvi_oct	0.004771298	0.026345139	0.064645148	0.077709637	0.028169121	3
popRFH	0.015269851	0.026037627	0.124739767	0.024681403	0.028540841	2
popRGH	0.026672465	0.036031832	0.148172596	0.049252109	0.040394607	1
st_sep	0.001930383	0.010138276	0.065362889	0.017854978	0.011757691	9
st_oct	0.041295707	0.017414621	0.068202933	0.049298702	0.025898529	5
swe_sep	0.006476668	0.01056621	0.031178195	0.015491565	0.011164118	10
swe_oct	0.013445113	0.017254605	0.029455146	0.014527939	0.016953918	8
pcp_sep	0.0272916	0.027293458	0.030707289	0.020520996	0.026964276	4
pcp_oct	0.021756091	0.016974856	0.061644025	0.01943443	0.01992772	7
ndvi_jul	0.007558356	0.008109758	0.009232555	-0.002073331	0.007328715	12
ndvi_aug	-0.000212786	0.023809493	0.062685629	0.032037427	0.022168949	6
ndvi_sep	0.001263309	0.009956995	0.01298176	0.01301212	0.008908298	11
ndvi_oct	0.001166679	0.02569631	0.068505482	0.075979768	0.027165146	3
popRFH	0.015889385	0.026276511	0.147908663	0.025760165	0.029946258	2
popRGH	0.033182349	0.036567493	0.118994398	0.055279747	0.040915859	1
st_sep	0.002932413	0.010296429	0.065977133	0.017292294	0.012041876	9
st_oct	0.041891263	0.017939855	0.069981391	0.046950408	0.026271039	5
swe_sep	0.007355439	0.01066305	0.033879524	0.016490655	0.011541405	10
swe_oct	0.013017454	0.016339	0.028757054	0.013496609	0.016115234	8
pcp_sep	0.02622161	0.027553156	0.028102418	0.018513864	0.02669621	4
pcp_oct	0.022393774	0.018045592	0.067176154	0.019563337	0.02101496	6
ndvi_jul	0.006016235	0.008584894	0.008948358	-0.002494497	0.007367663	12
ndvi_aug	0.000638928	0.021528094	0.055443004	0.028567021	0.020103479	7
ndvi_sep	0.004294015	0.009865194	0.012504219	0.012134265	0.009222438	11
ndvi_oct	0.003577592	0.025909265	0.06842546	0.077383755	0.027802866	3
popRFH	0.017779101	0.0259913	0.130311392	0.026124968	0.029255834	2
popRGH	0.031983464	0.034078185	0.142783732	0.050852802	0.039737776	1
st_sep	0.002103808	0.009799115	0.058927212	0.013873207	0.011019499	9
st_oct	0.041873208	0.016835045	0.065101823	0.048621203	0.025367244	5
swe_sep	0.004795026	0.01013302	0.028134411	0.014378008	0.010352339	10
swe_oct	0.012579186	0.016450557	0.029659992	0.013989796	0.016229399	8
pcp_sep	0.028037116	0.026647054	0.029160081	0.018843566	0.026395229	4
pcp_oct	0.022018539	0.017309091	0.060727534	0.017693171	0.02001503	7
ndvi_jul	0.006562269	0.00920684	0.009837391	-0.002588525	0.007947666	12
ndvi_aug	0.00015738	0.021379368	0.056918647	0.029310148	0.020019893	6
ndvi_sep	0.001445976	0.009802054	0.012018551	0.011051584	0.008636249	11
ndvi_oct	0.00447064	0.026099667	0.067158348	0.076729468	0.028011977	3
popRFH	0.016683859	0.027148235	0.16082163	0.020335893	0.030907581	2
popRGH	0.034302507	0.036188679	0.103945064	0.056607218	0.040348794	1
st_sep	0.000823071	0.010605583	0.060857915	0.019290208	0.011840058	9
st_oct	0.043656435	0.016729466	0.065344414	0.046114889	0.025435094	5
swe_sep	0.007153971	0.01097634	0.029566345	0.016211671	0.011551908	10
swe_oct	0.012065931	0.017319844	0.025819392	0.015795058	0.016694377	8
pcp_sep	0.027881185	0.026798099	0.030255185	0.019182414	0.026561161	4
pcp_oct	0.021212666	0.018158065	0.065423505	0.01884788	0.020813686	6
ndvi_jul	0.008167856	0.008412109	0.008786532	-0.001541565	0.007649523	12
ndvi_aug	0.001119667	0.021737458	0.055601036	0.032266446	0.020633239	7
ndvi_sep	0.002051718	0.00924406	0.011158825	0.014178109	0.008491744	11
ndvi_oct	0.003358706	0.025811581	0.062978035	0.076070975	0.027393135	3
popRFH	0.017778052	0.024741825	0.120787382	0.025007703	0.027879183	2
popRGH	0.02917147	0.033677476	0.146115791	0.049267239	0.039073145	1
st_sep	0.000764886	0.009921981	0.061791187	0.01390096	0.010987964	9
st_oct	0.041935174	0.016725924	0.063169947	0.04714509	0.025125394	5
swe_sep	0.004423737	0.01001316	0.031135896	0.012169992	0.010197219	10
swe_oct	0.012519349	0.016733145	0.026004236	0.014939396	0.01634326	8
pcp_sep	0.026967683	0.027653768	0.02923344	0.019149345	0.026979389	4
pcp_oct	0.021934449	0.018046894	0.056187773	0.018983802	0.020456302	6
ndvi_jul	0.006685448	0.008912828	0.010364091	-0.001516597	0.007840528	12
ndvi_aug	-0.000763209	0.021967387	0.059894926	0.026337175	0.020254128	7
ndvi_sep	0.001258394	0.009610431	0.012774498	0.013790278	0.008691837	11
ndvi_oct	0.003316195	0.026256984	0.068964218	0.071979169	0.027687782	3
popRFH	0.016023273	0.025828684	0.147154331	0.023145225	0.029453679	2
popRGH	0.033275583	0.037085204	0.119137329	0.057916811	0.041537449	1
st_sep	0.001767061	0.01006171	0.06153946	0.015926104	0.011400954	9
st_oct	0.042302068	0.017222793	0.065486466	0.047990747	0.025674273	4
swe_sep	0.003119239	0.010583956	0.028733911	0.016376526	0.010591137	10
swe_oct	0.015087477	0.014909434	0.026687441	0.012192854	0.015257326	8
pcp_sep	0.025619257	0.025793299	0.029524357	0.020574344	0.025544265	5
pcp_oct	0.023446399	0.016437817	0.061372056	0.014970975	0.019472558	7
ndvi_jul	0.007452837	0.008788937	0.009824502	-0.00238719	0.007804182	12
ndvi_aug	7.16E-05	0.021684982	0.060793138	0.028781077	0.020373344	6
ndvi_sep	0.002545031	0.008830002	0.013125046	0.013877254	0.00834279	11
ndvi_oct	0.004032393	0.024527936	0.07058903	0.074561645	0.02677327	3
popRFH	0.01581916	0.027236901	0.156924264	0.022725215	0.030801726	2
popRGH	0.035570955	0.036416339	0.105180817	0.058547505	0.040888713	1
st_sep	0.001047805	0.010270561	0.06187569	0.016398969	0.01144735	9
st_oct	0.041633195	0.016595432	0.06685754	0.047141743	0.025097923	5
swe_sep	0.00413937	0.009600575	0.02574063	0.016864643	0.009902912	10
swe_oct	0.013319918	0.016309126	0.030544829	0.012072812	0.016132911	8
pcp_sep	0.026036852	0.026570127	0.031306941	0.018326952	0.026071899	4
pcp_oct	0.023446793	0.01809295	0.062542714	0.0177166	0.020909381	6
ndvi_jul	0.006889544	0.008389929	0.012888585	-0.002838308	0.0075256	12
ndvi_aug	-0.000589295	0.021751619	0.06102898	0.027436839	0.020222386	7
ndvi_sep	0.001249833	0.008891675	0.013000942	0.010814241	0.007971769	11
ndvi_oct	0.005105496	0.024563451	0.075235991	0.07664517	0.02735699	3
popRFH	0.015440883	0.026691432	0.168209277	0.024273304	0.030887369	2
popRGH	0.035296065	0.035025129	0.105373855	0.054459247	0.039526339	1
st_sep	0.00203941	0.011360234	0.058234265	0.015869197	0.012237456	9
st_oct	0.04334577	0.017645504	0.066804978	0.048046666	0.026239821	5
swe_sep	0.004080821	0.009946774	0.026299348	0.012411975	0.009878062	10
swe_oct	0.015603001	0.01624208	0.02940198	0.01395938	0.016556697	8
pcp_sep	0.028397702	0.027905006	0.030914145	0.01864149	0.027414336	3
pcp_oct	0.022395092	0.017389047	0.063400968	0.016596865	0.020202033	7
ndvi_jul	0.007884035	0.008687224	0.010137916	-0.002404133	0.007805856	12
ndvi_aug	0.001208309	0.022011672	0.06078466	0.030123348	0.020933435	6
ndvi_sep	0.002215098	0.008592838	0.013725248	0.012313321	0.008016462	11
ndvi_oct	0.004833385	0.024379803	0.071038215	0.07463555	0.026810877	4
popRFH	0.018111061	0.028629716	0.153790264	0.023920309	0.032087656	2
popRGH	0.04026905	0.036053241	0.114210663	0.059938089	0.041914546	1
st_sep	0.002222572	0.009975155	0.059927097	0.014712039	0.011274778	9
st_oct	0.042467402	0.016633729	0.065116012	0.045339663	0.025114211	5
swe_sep	0.003865973	0.01044893	0.027728529	0.015751667	0.010516997	10
swe_oct	0.014398694	0.015216362	0.030121152	0.013676828	0.015621498	8
pcp_sep	0.028351278	0.027529132	0.031022338	0.018675773	0.027185601	4
pcp_oct	0.022768089	0.01653074	0.057320364	0.016745195	0.019362902	7
ndvi_jul	0.006367867	0.008993891	0.009450889	-0.003355776	0.007663592	12
ndvi_aug	-0.001312893	0.021370262	0.05740656	0.030031178	0.019855911	6
ndvi_sep	0.003483552	0.008446009	0.013657687	0.012815799	0.008173106	11
ndvi_oct	0.005391269	0.025042496	0.070617975	0.076091086	0.027472163	3
popRFH	0.014556444	0.026724964	0.158204672	0.020308418	0.030126806	2
popRGH	0.036546229	0.038079303	0.11096007	0.058162255	0.042490669	1
st_sep	0.003099521	0.009872927	0.059600546	0.015433081	0.011378431	9
st_oct	0.042228747	0.017369797	0.066512174	0.046488143	0.025731074	5
swe_sep	0.004091933	0.010000517	0.028836109	0.013980799	0.010142543	10
swe_oct	0.012872548	0.017566485	0.032938419	0.012051593	0.017068125	8
pcp_sep	0.027317279	0.027776843	0.029926473	0.017300161	0.027031479	4
pcp_oct	0.0237158	0.018258019	0.060069292	0.016267073	0.020828376	6
ndvi_jul	0.006533333	0.008647658	0.010451268	-0.002569768	0.007574652	12
ndvi_aug	0.000935722	0.02151215	0.059854572	0.027706591	0.020296254	7
ndvi_sep	0.00070566	0.008917175	0.010672913	0.014779813	0.008035479	11
ndvi_oct	0.00569888	0.026402994	0.07059813	0.07493334	0.028455816	3
popRFH	0.015548763	0.026854249	0.162474054	0.024069219	0.03078162	2
popRGH	0.033914429	0.036549924	0.110114518	0.055792906	0.040760633	1
st_sep	0.002263482	0.011371051	0.058380038	0.014817947	0.012198452	9
st_oct	0.041413012	0.018080042	0.07013391	0.048333466	0.026376087	4
swe_sep	0.004407625	0.010286929	0.027151556	0.015128972	0.010423343	10
swe_oct	0.014966414	0.016197933	0.030453232	0.013384338	0.016445525	8
pcp_sep	0.027186866	0.026031311	0.028965169	0.019376486	0.025849551	5
pcp_oct	0.023590871	0.017603023	0.062652538	0.017986145	0.020583147	7
ndvi_jul	0.007175567	0.008248088	0.01219898	-0.003216306	0.007395469	12
ndvi_aug	0.000351854	0.02159748	0.063567411	0.030816924	0.020651993	6
ndvi_sep	0.002424708	0.00881187	0.013561829	0.011969332	0.008200872	11
ndvi_oct	0.003600145	0.025650989	0.066409987	0.079599136	0.027707314	3
popRFH	0.013992521	0.026293267	0.15906724	0.022726909	0.029884331	2
popRGH	0.034741445	0.037487385	0.111500075	0.059168684	0.041829686	1
st_sep	0.001102421	0.011067394	0.05482998	0.013149452	0.011520029	9
st_oct	0.041959374	0.019049475	0.065930448	0.048475646	0.026951586	4
swe_sep	0.006498085	0.009522034	0.026958703	0.017950047	0.010397671	10
swe_oct	0.013968639	0.016130526	0.027654432	0.013801926	0.016109731	8
pcp_sep	0.027402098	0.025895007	0.032296641	0.019255803	0.025892771	5
pcp_oct	0.02098288	0.01681247	0.060660438	0.01551249	0.019303845	7
ndvi_jul	0.006601596	0.009082835	0.009750272	-0.003275681	0.007811885	12
ndvi_aug	0.000258512	0.02144765	0.059213545	0.029174644	0.020197452	6
ndvi_sep	0.00103776	0.009336134	0.012722003	0.012009374	0.008298242	11
ndvi_oct	0.003745208	0.025648756	0.069692604	0.079468759	0.027808162	3
popRFH	0.016619266	0.027827355	0.161852525	0.023941064	0.031644754	2
popRGH	0.032655439	0.035801715	0.104227395	0.059240549	0.039985306	1
st_sep	0.003087119	0.010200065	0.057483818	0.015260773	0.011512959	9
st_oct	0.041129738	0.017928284	0.068256476	0.049073994	0.026156301	5
swe_sep	0.003758047	0.009838404	0.028821824	0.016180721	0.010119555	10
swe_oct	0.013573118	0.016138523	0.026564404	0.013479503	0.015977287	8
pcp_sep	0.027816178	0.027008277	0.030625479	0.018707094	0.02670063	4
pcp_oct	0.023296463	0.01662967	0.063111016	0.018608709	0.019879237	7
ndvi_jul	0.00735374	0.008607822	0.007828567	-0.000852359	0.007646581	12
ndvi_aug	-0.002246166	0.022545642	0.056305309	0.027653708	0.020302201	6
ndvi_sep	0.001750516	0.009053903	0.015813634	0.013908398	0.008500106	11
ndvi_oct	0.003164109	0.026153633	0.065738406	0.075763555	0.027678017	3
popRFH	0.016511245	0.026486541	0.152857738	0.022060935	0.030132804	2
popRGH	0.035483132	0.03761749	0.110442191	0.054931595	0.041687488	1
st_sep	0.001797051	0.009892102	0.058398804	0.016053028	0.011199966	9
st_oct	0.038885621	0.017028487	0.068377875	0.046518285	0.025013949	5
swe_sep	0.004579643	0.009571982	0.026400394	0.01566127	0.009955471	10
swe_oct	0.013747489	0.016671697	0.028871614	0.016638095	0.016724421	8
pcp_sep	0.026469958	0.026801046	0.03026183	0.020845825	0.026457122	4
pcp_oct	0.022757999	0.01737742	0.060393132	0.016214001	0.020075462	6
ndvi_jul	0.007782073	0.008754219	0.010458137	0.000191654	0.008052255	12
ndvi_aug	-0.001457199	0.020389373	0.056658333	0.032189644	0.019257562	7
ndvi_sep	0.001774396	0.009324625	0.012940527	0.01257599	0.008478654	11
ndvi_oct	0.003101029	0.025767071	0.07062583	0.071850132	0.027345882	3
popRFH	0.015290474	0.028933528	0.158033587	0.027851737	0.03238412	2
popRGH	0.035893318	0.036342505	0.107575774	0.0558272	0.040811223	1
st_sep	0.000109076	0.011286185	0.057062072	0.015525289	0.011761498	9
st_oct	0.042891915	0.018064053	0.065098508	0.051683954	0.026628091	5
swe_sep	0.005060841	0.010151621	0.026667788	0.015556567	0.010424959	10
swe_oct	0.013203122	0.016613527	0.029851418	0.016087601	0.016593056	8
pcp_sep	0.028454558	0.02735738	0.029882548	0.01883726	0.026994804	4
pcp_oct	0.023375533	0.016978852	0.060310612	0.015127066	0.019816417	6
ndvi_jul	0.00619275	0.008507069	0.010103804	-0.001465479	0.007485558	12
ndvi_aug	-0.00053494	0.020942544	0.060818403	0.027791162	0.01966162	7
ndvi_sep	0.002083108	0.009597	0.011146974	0.011058744	0.008534226	11
ndvi_oct	0.004677652	0.025118442	0.068435978	0.075464257	0.027248362	3
popRFH	0.014145635	0.027793376	0.159251597	0.024929227	0.031173419	2
popRGH	0.038442713	0.036584092	0.109482046	0.059614726	0.041765579	1
st_sep	0.00128552	0.011477168	0.064129189	0.016321913	0.012488877	9
st_oct	0.041196309	0.017511572	0.070001536	0.046180172	0.02575096	4
swe_sep	0.00513194	0.010725236	0.03039944	0.016589901	0.011075942	10
swe_oct	0.012784435	0.017062187	0.023300327	0.014595711	0.016448158	8
pcp_sep	0.02615619	0.025878249	0.031916081	0.017181873	0.025555941	5
pcp_oct	0.020593249	0.017089143	0.06415664	0.01550526	0.019615669	7
ndvi_jul	0.00806238	0.008330668	0.011716062	-0.003604786	0.007566638	12
ndvi_aug	-0.000525891	0.021254172	0.054299144	0.031980325	0.01986556	6
ndvi_sep	0.00134845	0.009507629	0.012555522	0.012751516	0.008555645	11
ndvi_oct	0.005960099	0.026457046	0.065781915	0.076982549	0.028426963	3
popRFH	0.018440012	0.026348677	0.116835013	0.027080527	0.029075699	2
popRGH	0.028637779	0.034823076	0.15434879	0.046875195	0.039938748	1
st_sep	-3.67E-05	0.01018528	0.058855207	0.014560339	0.011011694	9
st_oct	0.043027992	0.016640788	0.068786429	0.047160713	0.025478386	5
swe_sep	0.005528991	0.009894166	0.030724118	0.016703865	0.010579576	10
swe_oct	0.013072508	0.01606394	0.025777614	0.012530705	0.015779954	8
pcp_sep	0.025803085	0.026852507	0.031567645	0.019737999	0.026378503	4
pcp_oct	0.022851136	0.018057411	0.062892978	0.018583805	0.020885528	6
ndvi_jul	0.008468194	0.008574047	0.011011393	-0.002315552	0.007868604	12
ndvi_aug	-0.000633413	0.021209593	0.060771406	0.02781123	0.019838429	7
ndvi_sep	0.002437201	0.009436606	0.013769232	0.013199515	0.008747225	11
ndvi_oct	0.004974169	0.026470853	0.072169965	0.079487381	0.028748159	3
popRFH	0.014923976	0.027284943	0.154024328	0.025817988	0.030781529	2
popRGH	0.032714103	0.037311789	0.108950207	0.051521845	0.040713265	1
st_sep	0.001496662	0.011578017	0.062928721	0.014004587	0.012418545	9
st_oct	0.040572506	0.017496925	0.069286167	0.04774215	0.025770235	4
swe_sep	0.005924539	0.009838728	0.027904498	0.014938689	0.010357682	10
swe_oct	0.013588867	0.016528687	0.027817058	0.011814942	0.016204562	8
pcp_sep	0.026250531	0.02423096	0.029032704	0.019312435	0.024441243	5
