variable	CEN	LAB	NW	SW	all	rank_all
st_sep	0.000586718	0.01050302	0.067667374	0.017545124	0.011931385	9
st_oct	0.040404392	0.016219555	0.065399706	0.047967084	0.024642317	5
swe_sep	0.004617008	0.010869908	0.029281355	0.017195551	0.011106423	10
swe_oct	0.012941499	0.016274917	0.027072508	0.01396565	0.016031878	8
pcp_sep	0.025631348	0.02686516	0.028752724	0.019214106	0.026167085	4
pcp_oct	0.023705026	0.018202826	0.065966925	0.017988075	0.021207481	6
ndvi_jul	0.007894192	0.008671641	0.010075406	-0.002993067	0.007750004	12
ndvi_aug	-0.000233541	0.020932002	0.053456421	0.028365024	0.019454701	7
ndvi_sep	0.003635931	0.009396463	0.013669771	0.012684837	0.008872675	11
ndvi_oct	0.004152918	0.02589034	0.066167674	0.078855318	0.027901253	3
popRFH	0.016235689	0.025159527	0.124530176	0.025034295	0.02811702	2
popRGH	0.029804213	0.035792392	0.149233477	0.050257266	0.040956645	1
st_sep	0.00079917	0.009962097	0.047655967	0.013399048	0.010374343	10
st_oct	0.040069467	0.017688804	0.06523816	0.048656324	0.025707087	5
swe_sep	0.005101873	0.010206323	0.025935743	0.01465536	0.010381345	9
swe_oct	0.013142702	0.016253289	0.029579659	0.013364819	0.016090081	8
pcp_sep	0.027178285	0.026342633	0.031320676	0.019110156	0.026156911	4
pcp_oct	0.021601588	0.017251433	0.063469235	0.016835901	0.019981414	7
ndvi_jul	0.007985119	0.00891857	0.008071564	-0.00155878	0.00795115	12
ndvi_aug	-5.54E-05	0.021712047	0.059573976	0.032668845	0.020606897	6
ndvi_sep	0.00043967	0.00947519	0.012551813	0.013282486	0.008380447	11
ndvi_oct	0.002604999	0.024862474	0.071887791	0.073969657	0.026804674	3
popRFH	0.014704419	0.026825312	0.155203728	0.013815399	0.029611418	2
popRGH	0.037449597	0.037421208	0.108933163	0.059618069	0.042188695	1
st_sep	0.003121194	0.010204187	0.057678115	0.01343398	0.011406103	9
st_oct	0.043143335	0.018152769	0.067173356	0.047013313	0.026500429	4
swe_sep	0.005117391	0.010213262	0.026957277	0.015781488	0.01050926	10
swe_oct	0.013342721	0.01596835	0.026832001	0.01268462	0.015788334	8
pcp_sep	0.026335722	0.026017064	0.0300936	0.019223587	0.02574788	5
pcp_oct	0.021997932	0.017027106	0.063203696	0.018788429	0.020002601	7
ndvi_jul	0.009349336	0.009260976	0.010438492	-0.002663707	0.008445266	11
ndvi_aug	-0.000762834	0.021959852	0.056354498	0.026217736	0.020113365	6
ndvi_sep	0.002475624	0.008722443	0.011675904	0.012551663	0.008087119	12
ndvi_oct	0.007078773	0.026512222	0.070650521	0.076888329	0.02886561	3
popRFH	0.014217229	0.027470729	0.163284294	0.010728699	0.030143877	2
popRGH	0.036031054	0.041467101	0.113914487	0.057034014	0.044857823	1
st_sep	0.001725475	0.010771008	0.059537256	0.015973726	0.011819359	9
st_oct	0.041724075	0.015637798	0.064704071	0.046758152	0.024332398	5
swe_sep	0.00385619	0.009619199	0.026703898	0.014462454	0.009779643	10
swe_oct	0.015276206	0.015865094	0.027418607	0.013672285	0.016107852	8
pcp_sep	0.026905087	0.027154785	0.031681178	0.017822985	0.026624226	4
pcp_oct	0.023175709	0.017455021	0.0623009	0.018714465	0.020430211	6
ndvi_jul	0.007176228	0.009277677	0.009780311	-0.003682656	0.008008876	12
ndvi_aug	0.000841597	0.020561375	0.060989025	0.028366852	0.019675556	7
ndvi_sep	0.002532984	0.009227456	0.014291329	0.01566841	0.008825829	11
ndvi_oct	0.005158287	0.02406001	0.066983931	0.07718981	0.026647445	3
popRFH	0.015649551	0.026995429	0.158051488	0.023129677	0.030621917	2
popRGH	0.034414759	0.035961968	0.108642536	0.054494698	0.040195419	1
st_sep	0.002480629	0.009425078	0.062552651	0.014885723	0.011005239	9
st_oct	0.041168831	0.01793248	0.065992452	0.046910852	0.025980721	5
swe_sep	0.0048623	0.009606967	0.027160675	0.014069377	0.009906071	10
swe_oct	0.014561195	0.016763916	0.028166695	0.014437471	0.016728589	8
pcp_sep	0.027938687	0.026791915	0.03078345	0.019438434	0.02661473	4
pcp_oct	0.02264227	0.016775235	0.062237535	0.020336863	0.019995561	7
ndvi_jul	0.008224832	0.008636461	0.00747263	-0.001452042	0.007778893	12
ndvi_aug	0.001366594	0.021218807	0.058206227	0.028463693	0.020097399	6
ndvi_sep	0.001871626	0.009536414	0.01342824	0.01259889	0.008689334	11
ndvi_oct	0.005057697	0.025506	0.066268142	0.074086113	0.027415421	3
popRFH	0.014595669	0.027572368	0.160745446	0.017193555	0.030577807	2
popRGH	0.036478868	0.040201052	0.111497462	0.057893062	0.044007607	1
st_sep	0.002163427	0.010824939	0.066395457	0.015288913	0.012238591	9
st_oct	0.039663053	0.016790933	0.069184734	0.048539303	0.025175174	5
swe_sep	0.00458305	0.009919056	0.03221811	0.015934149	0.010456965	10
swe_oct	0.01180412	0.017991188	0.026306285	0.01636393	0.01721803	8
pcp_sep	0.026551147	0.026388818	0.030334263	0.01839728	0.025999316	4
pcp_oct	0.022283927	0.017089561	0.065720424	0.017282671	0.020089123	6
ndvi_jul	0.008849182	0.010161382	0.0102911	-0.001852894	0.009053976	11
ndvi_aug	0.001121628	0.02076009	0.056061046	0.027423992	0.019613907	7
ndvi_sep	0.00413478	0.009516327	0.008903815	0.012446071	0.008780336	12
ndvi_oct	0.006404599	0.025374291	0.065519901	0.073403654	0.02747807	3
popRFH	0.01691577	0.024417175	0.120192721	0.025897312	0.027559712	2
popRGH	0.029477294	0.034046374	0.153016779	0.04802637	0.039614492	1
st_sep	0.003357477	0.010299538	0.062312211	0.013472956	0.01166652	9
st_oct	0.039054879	0.018169898	0.068808437	0.046095365	0.02582943	4
swe_sep	0.004422616	0.010631253	0.02771102	0.014096564	0.010617231	10
swe_oct	0.013502833	0.015888779	0.029766446	0.012508826	0.015858578	8
pcp_sep	0.026476941	0.025997973	0.031570915	0.018699094	0.025772371	5
pcp_oct	0.022352432	0.017169521	0.063124967	0.016202605	0.019996652	6
ndvi_jul	0.008536041	0.008894505	0.010684152	-0.001131996	0.008192721	12
ndvi_aug	0.000354245	0.021091324	0.061622217	0.0284948	0.019974815	7
ndvi_sep	0.00372578	0.010694914	0.015390448	0.014670496	0.010013352	11
ndvi_oct	0.003065082	0.024970148	0.067437113	0.075604057	0.026941983	3
popRFH	0.015597473	0.028440933	0.16136611	0.021991217	0.03176797	2
popRGH	0.033547168	0.038776007	0.106071761	0.057339993	0.042220048	1
st_sep	0.002157052	0.010965447	0.062651333	0.013888585	0.012038853	9
st_oct	0.042266126	0.016868959	0.066395385	0.047094339	0.025397805	5
swe_sep	0.004244935	0.009413079	0.028608299	0.013348985	0.009705408	10
swe_oct	0.013521109	0.014972286	0.029013629	0.014983988	0.015359429	8
pcp_sep	0.027638814	0.026366993	0.027652965	0.019423751	0.026119504	3
pcp_oct	0.023055267	0.018030833	0.061041194	0.017749516	0.020730833	6
ndvi_jul	0.006548732	0.008275027	0.008114705	-0.003968763	0.007094307	12
ndvi_aug	-0.000786862	0.021864262	0.060315217	0.029850985	0.02040513	7
ndvi_sep	0.002801763	0.008462024	0.010778021	0.014853634	0.008080398	11
ndvi_oct	0.003756544	0.023447874	0.068468377	0.074534877	0.025857846	4
popRFH	0.015589158	0.028619058	0.164211072	0.024008658	0.032162405	2
popRGH	0.034191417	0.035100876	0.102204174	0.052621356	0.039178739	1
st_sep	0.002398843	0.011181018	0.064429718	0.017066423	0.012516691	9
st_oct	0.040926193	0.018687656	0.066426047	0.049569023	0.02667399	4
swe_sep	0.005804688	0.010367805	0.028870094	0.017479731	0.010966162	10
swe_oct	0.013119036	0.016050508	0.027944286	0.012197596	0.015837521	8
pcp_sep	0.025772633	0.025261962	0.029286904	0.017444729	0.024945568	5
pcp_oct	0.02061212	0.01844937	0.062614883	0.018555453	0.020750193	6
ndvi_jul	0.007774698	0.008439507	0.006195938	-0.003496209	0.007382532	12
ndvi_aug	-0.001284656	0.02235899	0.056058864	0.028750611	0.020421871	7
ndvi_sep	0.002056865	0.008032568	0.012860709	0.012819814	0.007609719	11
ndvi_oct	0.003521063	0.026259155	0.062314589	0.07355889	0.027509435	3
popRFH	0.01751711	0.025874938	0.123605229	0.0251594	0.028805922	2
popRGH	0.031466725	0.036471133	0.139985052	0.045095406	0.040833744	1
st_sep	0.002688966	0.009457212	0.062881851	0.012139608	0.010923432	10
st_oct	0.04205514	0.017696769	0.063404185	0.048939223	0.025947006	4
swe_sep	0.00460541	0.011184216	0.02981372	0.017462153	0.011376283	9
swe_oct	0.012109089	0.015509581	0.027928157	0.014542293	0.015410645	8
pcp_sep	0.027599761	0.028517314	0.030392573	0.02175164	0.027970091	2
pcp_oct	0.021705162	0.016943605	0.060409435	0.022053761	0.020023373	6
ndvi_jul	0.007779172	0.007944351	0.009365687	-0.003061158	0.007175492	12
ndvi_aug	0.003634874	0.02051649	0.052114106	0.027114223	0.019643379	7
ndvi_sep	0.001470801	0.009155595	0.008153516	0.012990655	0.008114922	11
ndvi_oct	0.005212714	0.024957851	0.061179044	0.076698719	0.027021719	3
popRFH	0.027582746	0.017327712	0.108255553	0.019467429	0.023170235	5
popRGH	0.027854355	0.023394991	0.088164389	0.04128088	0.028322283	1
st_sep	0.001234257	0.010187146	0.063523516	0.017957194	0.011634178	9
st_oct	0.044604495	0.016980556	0.06997903	0.04949987	0.026188587	5
swe_sep	0.004680142	0.010467939	0.03313791	0.015958646	0.010934469	10
swe_oct	0.012578733	0.015971841	0.024794445	0.015048472	0.01573623	8
pcp_sep	0.02684142	0.026958828	0.030472749	0.020660883	0.026609291	4
pcp_oct	0.022885915	0.017971501	0.059723717	0.014696865	0.020352788	7
ndvi_jul	0.00741762	0.008355306	0.009124181	-0.001603338	0.007511077	12
ndvi_aug	-0.000323719	0.022262814	0.055751134	0.027567643	0.020413165	6
ndvi_sep	0.000615432	0.009205131	0.012022546	0.01270652	0.008150059	11
ndvi_oct	0.004595843	0.026552551	0.07008553	0.073617445	0.028265661	2
popRFH	0.015082351	0.024998629	0.132738816	0.021376301	0.027849098	3
popRGH	0.031167643	0.036744539	0.134270622	0.051986169	0.041217651	1
st_sep	0.00213339	0.010701285	0.056145566	0.013360542	0.011541634	9
st_oct	0.041277865	0.017967959	0.067282322	0.047968623	0.026137733	5
swe_sep	0.005242386	0.009983558	0.026203752	0.013808956	0.01018134	10
swe_oct	0.013302385	0.016189387	0.029046013	0.013671254	0.016085864	8
pcp_sep	0.027389043	0.027385767	0.031597415	0.017623427	0.026848075	4
pcp_oct	0.022632343	0.017045212	0.05694239	0.01783866	0.019786038	7
ndvi_jul	0.007788537	0.009048851	0.009621576	-0.002895817	0.00799346	12
ndvi_aug	-0.000109172	0.022001428	0.059594287	0.031105057	0.020663937	6
ndvi_sep	0.00186187	0.008998588	0.01466013	0.013348561	0.008396865	11
ndvi_oct	0.003007581	0.025632271	0.068808682	0.070917025	0.027074209	3
popRFH	0.014355751	0.026117711	0.151001391	0.022235608	0.029438273	2
popRGH	0.036268811	0.036816089	0.104781219	0.056894477	0.041160587	1
st_sep	0.001212026	0.009746016	0.059184114	0.015039561	0.010934899	9
st_oct	0.040039833	0.01721827	0.065132129	0.045466102	0.025106189	5
swe_sep	0.005824112	0.010381835	0.03069139	0.015289828	0.010868341	10
swe_oct	0.015084041	0.016212198	0.028835229	0.014578197	0.016449096	8
pcp_sep	0.028033288	0.025916987	0.028404177	0.019671974	0.025904388	4
pcp_oct	0.023237399	0.016710805	0.058265266	0.01719107	0.019651761	7
ndvi_jul	0.00710982	0.008896222	0.009146088	-0.004631764	0.007618371	12
ndvi_aug	0.000500033	0.021976299	0.060874659	0.031245022	0.020867144	6
ndvi_sep	0.003605535	0.008978392	0.012788826	0.01155064	0.008451345	11
ndvi_oct	0.004049968	0.025716564	0.071169472	0.0717167	0.027464867	3
popRFH	0.01541917	0.028276615	0.15896308	0.020408864	0.031431329	2
popRGH	0.033745876	0.037227312	0.105841907	0.059103228	0.041281395	1
st_sep	0.002560899	0.010416585	0.058009173	0.013286127	0.011443159	9
st_oct	0.043141407	0.017773765	0.066385701	0.048564101	0.026286339	4
swe_sep	0.005362584	0.010132943	0.028642698	0.016326999	0.010602882	10
swe_oct	0.015333374	0.015531393	0.028682076	0.013357204	0.015917	8
pcp_sep	0.028091725	0.026218578	0.02998357	0.019818781	0.026237698	5
pcp_oct	0.022455292	0.017492945	0.062365252	0.018575196	0.020346313	7
ndvi_jul	0.007010123	0.008671292	0.010582724	-0.003702701	0.007590979	12
ndvi_aug	0.001449529	0.022501073	0.059933094	0.02876223	0.021151336	6
ndvi_sep	0.001642134	0.009180286	0.012431097	0.014047065	0.008456616	11
ndvi_oct	0.003588427	0.026186667	0.068304595	0.07401608	0.027757136	3
popRFH	0.017055021	0.026564943	0.157147271	0.023211764	0.030569959	2
popRGH	0.036256755	0.037697623	0.105327869	0.056640177	0.041790805	1
st_sep	0.003227895	0.009421295	0.059408966	0.016540556	0.011158256	9
st_oct	0.042350822	0.016318521	0.06644682	0.04628284	0.024973131	5
swe_sep	0.004001902	0.010029439	0.030008281	0.016444149	0.010387108	10
swe_oct	0.013036831	0.015872208	0.030540673	0.013410426	0.015879807	8
pcp_sep	0.027510023	0.02713529	0.030740277	0.020719836	0.026886971	4
pcp_oct	0.022833134	0.017142703	0.060872724	0.015629986	0.019904707	7
ndvi_jul	0.006807047	0.008349363	0.011840321	-0.00432403	0.007334554	12
ndvi_aug	-0.001465656	0.022576218	0.063205438	0.028865793	0.020849848	6
ndvi_sep	0.002756283	0.009577919	0.013261933	0.013444689	0.008876964	11
ndvi_oct	0.004444091	0.024792924	0.070285794	0.07333461	0.026903929	3
popRFH	0.016861752	0.026680409	0.162313846	0.026776847	0.031049763	2
popRGH	0.035959236	0.035116976	0.10865166	0.053812431	0.03977885	1
st_sep	0.001191186	0.010754729	0.06693473	0.016768636	0.012125236	9
st_oct	0.041672981	0.017619634	0.067345641	0.049438926	0.026069552	4
swe_sep	0.00408915	0.01090463	0.030161392	0.017059265	0.011058	10
swe_oct	0.012642481	0.016356303	0.024839798	0.015324914	0.016040092	8
pcp_sep	0.026225981	0.026023065	0.031581601	0.019503199	0.025800692	5
pcp_oct	0.018794454	0.016837265	0.064550093	0.016530883	0.019215579	7
ndvi_jul	0.007301749	0.008315577	0.010668407	-0.00245646	0.00747325	12
ndvi_aug	-0.002522663	0.021081914	0.057205833	0.027612504	0.019248262	6
ndvi_sep	0.001137176	0.009170893	0.010768484	0.014005734	0.008243665	11
ndvi_oct	0.003532903	0.025986178	0.061608038	0.075617896	0.027462404	3
popRFH	0.015126088	0.026871438	0.120503865	0.027025715	0.029109221	2
popRGH	0.028783494	0.034159819	0.150807448	0.048317734	0.039440176	1
st_sep	0.001438186	0.010339574	0.061107713	0.014327446	0.011433793	9
st_oct	0.041105855	0.019130909	0.066701203	0.046619092	0.026819438	3
swe_sep	0.004081704	0.011454803	0.027547751	0.015649757	0.011245687	10
swe_oct	0.013111302	0.016809776	0.028935846	0.012401057	0.016434459	8
pcp_sep	0.026734635	0.026300425	0.03329379	0.020624325	0.026252207	4
pcp_oct	0.022182508	0.018512933	0.060244643	0.019673279	0.021058828	7
ndvi_jul	0.007348741	0.009467247	0.010371242	-0.002513454	0.008291838	12
ndvi_aug	0.001642905	0.023504637	0.059689455	0.029743046	0.021955395	6
ndvi_sep	0.003584317	0.010313486	0.013917989	0.012888714	0.009556398	11
ndvi_oct	0.005949857	0.025518767	0.06589115	0.078092786	0.027826519	2
popRFH	0.018163324	0.017147781	0.138695323	0.012900264	0.022397814	5
popRGH	0.035176614	0.028755085	0.063903273	0.051288001	0.032980121	1
st_sep	0.000902443	0.010841526	0.07054822	0.015714689	0.012208022	9
st_oct	0.042694449	0.017061917	0.067630424	0.045688593	0.025567386	5
swe_sep	0.005837435	0.01058318	0.031054486	0.016006701	0.011087598	10
swe_oct	0.014140608	0.016340399	0.025721279	0.014655457	0.016252748	8
pcp_sep	0.026259014	0.026509198	0.032194249	0.018828994	0.026144857	4
pcp_oct	0.022526871	0.01879556	0.062635889	0.020667745	0.021451321	7
ndvi_jul	0.009381587	0.008546612	0.010611189	-0.003800852	0.007872863	12
ndvi_aug	-1.74E-05	0.023037266	0.058825904	0.032128682	0.021466982	6
ndvi_sep	0.00310002	0.009286961	0.013748308	0.012635514	0.008686408	11
ndvi_oct	0.00402532	0.025204293	0.064228084	0.076519427	0.027132616	3
popRFH	0.016839328	0.025888019	0.127861441	0.023461137	0.028759401	2
popRGH	0.030207206	0.034717418	0.139940681	0.049241779	0.039740757	1
st_sep	0.001607049	0.009737816	0.061642492	0.013500544	0.01097976	10
st_oct	0.039874764	0.018006085	0.066308501	0.049118003	0.025941486	4
swe_sep	0.006006526	0.011018341	0.026622139	0.014596001	0.011159452	9
swe_oct	0.014085843	0.015726455	0.028873179	0.012292937	0.015768628	8
pcp_sep	0.028047557	0.028871659	0.032595956	0.021437991	0.028334917	2
pcp_oct	0.020156367	0.016425119	0.062492511	0.019967519	0.019355596	7
ndvi_jul	0.007532784	0.008030659	0.010406815	-0.001547291	0.007366487	12
ndvi_aug	0.001527132	0.02123923	0.058999043	0.028212095	0.020123536	6
ndvi_sep	0.001053129	0.010250029	0.012511591	0.010880812	0.008863159	11
ndvi_oct	0.004971032	0.024270524	0.071044763	0.075840867	0.026859397	3
popRFH	0.02274725	0.017012767	0.152243987	0.012626266	0.023655457	5
popRGH	0.036132809	0.024901231	0.052558042	0.053883291	0.029975922	1
st_sep	0.002166683	0.011331912	0.063302697	0.016073203	0.012438185	9
st_oct	0.041480214	0.018198104	0.068248792	0.048114783	0.026344943	5
swe_sep	0.007068398	0.010444883	0.03008002	0.016771621	0.011218073	10
swe_oct	0.012907152	0.018123326	0.022604007	0.014132628	0.017142004	8
pcp_sep	0.027558576	0.027197129	0.031360885	0.020214916	0.02688705	4
pcp_oct	0.021346913	0.017751082	0.065746217	0.015489399	0.020273869	7
ndvi_jul	0.008251136	0.009123709	0.009172485	-0.002687104	0.008106844	12
ndvi_aug	-0.000236815	0.022377901	0.058361701	0.028483126	0.020655853	6
ndvi_sep	0.001464607	0.009396811	0.013562676	0.013495488	0.008547768	11
ndvi_oct	0.003565009	0.026419622	0.059767171	0.074602844	0.02758126	2
popRFH	0.014269501	0.024592729	0.118577076	0.026478076	0.027178968	3
popRGH	0.029587951	0.035141878	0.145985939	0.046132448	0.039920287	1
st_sep	0.001606419	0.009976522	0.060949874	0.017036795	0.011356471	9
st_oct	0.039898058	0.017078777	0.065759087	0.046561584	0.025091564	5
swe_sep	0.005678126	0.01060602	0.027967107	0.015576855	0.010928851	10
swe_oct	0.015417166	0.017439486	0.02965164	0.013340325	0.017318917	8
pcp_sep	0.029568897	0.028346198	0.029387403	0.020551651	0.028018791	4
pcp_oct	0.022936274	0.019129623	0.06178189	0.017449419	0.021510803	6
ndvi_jul	0.006532949	0.009053685	0.005477341	-0.001274237	0.007719495	12
ndvi_aug	0.000331645	0.022161681	0.058313953	0.02859258	0.020623875	7
ndvi_sep	0.002176633	0.00833336	0.014175846	0.015036523	0.008061457	11
ndvi_oct	0.003806986	0.027125496	0.069140383	0.075075701	0.028568764	3
popRFH	0.015583586	0.027812797	0.161825734	0.025432215	0.031596514	2
popRGH	0.033858461	0.035455846	0.104836572	0.055082152	0.039665872	1
st_sep	0.002243336	0.010352448	0.058073468	0.016822479	0.011602302	9
st_oct	0.042840354	0.018159971	0.068168399	0.048955217	0.026593873	4
swe_sep	0.004364294	0.009053075	0.029874842	0.015161439	0.009652712	10
swe_oct	0.014179043	0.01657022	0.026776164	0.012907357	0.016363087	8
pcp_sep	0.028677004	0.026059552	0.030671148	0.017295523	0.02603894	5
pcp_oct	0.023768265	0.017546773	0.061042073	0.015801822	0.020358131	6
ndvi_jul	0.00717255	0.008251122	0.009789752	-0.003133449	0.007313187	12
ndvi_aug	-0.000622378	0.021353776	0.060888376	0.030434832	0.020143633	7
ndvi_sep	0.002057829	0.008938424	0.01255416	0.012597546	0.008230381	11
ndvi_oct	0.002800854	0.027040557	0.068384826	0.076605146	0.02846225	3
popRFH	0.017292732	0.027985495	0.158950988	0.022875509	0.031690789	2
popRGH	0.03644705	0.036819834	0.102678778	0.058900117	0.04126392	1
st_sep	0.001632366	0.010667148	0.057988233	0.017747814	0.01180513	9
st_oct	0.038818494	0.017449883	0.063934548	0.047619494	0.025196219	5
swe_sep	0.003535956	0.010229349	0.026454196	0.015780069	0.01024518	10
swe_oct	0.014931578	0.015142833	0.028524866	0.01372491	0.015605152	8
pcp_sep	0.026017911	0.026970142	0.02909939	0.020939514	0.026423037	3
pcp_oct	0.023583263	0.016157097	0.058519619	0.01768957	0.019362989	6
ndvi_jul	0.006822891	0.008566162	0.009985955	-0.001892602	0.007584292	12
ndvi_aug	-0.003332679	0.021241532	0.059077979	0.027477812	0.01935154	7
ndvi_sep	0.002005854	0.008930709	0.012149207	0.011795723	0.00811556	11
ndvi_oct	0.002609727	0.024129061	0.072398891	0.073472316	0.026265235	4
popRFH	0.014572558	0.027584263	0.160461375	0.022670712	0.030971814	2
popRGH	0.034857117	0.037520063	0.105104878	0.058649072	0.041578908	1
st_sep	0.001856839	0.010742094	0.059080043	0.016407783	0.011820803	9
st_oct	0.040369939	0.017891446	0.066623217	0.047957854	0.025842611	5
swe_sep	0.004364469	0.009281648	0.029775485	0.019912529	0.010137712	10
swe_oct	0.01300962	0.016041825	0.027427325	0.012878934	0.015833076	8
pcp_sep	0.028796846	0.025943999	0.028696464	0.01908338	0.026003987	4
pcp_oct	0.023702059	0.017992155	0.058807534	0.016902444	0.020666106	7
ndvi_jul	0.007145382	0.0087667	0.008509216	-0.003016201	0.007622792	12
ndvi_aug	-0.001274162	0.022603901	0.061019663	0.028853593	0.020784293	6
ndvi_sep	0.003742571	0.008588314	0.012691719	0.015232613	0.008447721	11
ndvi_oct	0.003954724	0.024306556	0.063502217	0.078044947	0.026560616	3
popRFH	0.014276442	0.026946692	0.157650666	0.020437217	0.030170343	2
popRGH	0.035331257	0.034613156	0.105836745	0.05544301	0.039334202	1
st_sep	0.000630516	0.011238263	0.060054142	0.016455397	0.012034305	9
st_oct	0.040216214	0.017416759	0.065593968	0.048935905	0.025562934	5
swe_sep	0.005120372	0.010253085	0.027178795	0.016006728	0.01055961	10
swe_oct	0.012656584	0.016015543	0.025815869	0.015684412	0.015855097	8
pcp_sep	0.025801157	0.027143002	0.030410882	0.021115894	0.026626118	4
pcp_oct	0.021213896	0.016822184	0.062209429	0.018473722	0.019644072	7
ndvi_jul	0.007038359	0.008199648	0.008839953	-0.002624941	0.007222897	12
ndvi_aug	0.00072424	0.020756304	0.057443223	0.031196837	0.019851024	6
ndvi_sep	0.003179232	0.009018939	0.015188296	0.014635691	0.008748117	11
ndvi_oct	0.004977868	0.026565485	0.06698901	0.076006969	0.028332142	3
popRFH	0.017528332	0.027494145	0.14570094	0.024999729	0.030931167	2
popRGH	0.029010397	0.038894409	0.116281751	0.053979754	0.041717148	1
st_sep	0.001551907	0.010707434	0.060785628	0.017356509	0.011911829	9
st_oct	0.040317542	0.017046699	0.067176656	0.046644589	0.025206625	5
swe_sep	0.006221594	0.010149786	0.02804726	0.014571753	0.010584452	10
swe_oct	0.015093432	0.017132418	0.027225238	0.012948201	0.016923891	8
pcp_sep	0.026154326	0.026031593	0.031554614	0.019255769	0.025792006	4
pcp_oct	0.024096585	0.018384412	0.061172344	0.015650987	0.021003452	6
ndvi_jul	0.007786558	0.008617318	0.011913621	-0.000914484	0.007946159	12
ndvi_aug	-0.001119838	0.021943579	0.055808552	0.026544821	0.01998398	7
ndvi_sep	0.00228758	0.009920348	0.013253276	0.013286954	0.009069128	11
ndvi_oct	0.003604042	0.027419696	0.069957967	0.072774315	0.028632336	3
popRFH	0.017830791	0.027613703	0.145289505	0.023844648	0.030979398	2
popRGH	0.033791661	0.038996582	0.120976666	0.05479231	0.042930933	1
st_sep	0.002370549	0.009538804	0.0625849	0.015231679	0.011121398	9
st_oct	0.042631204	0.017177922	0.066014476	0.046650519	0.025632258	5
swe_sep	0.006310603	0.010683726	0.024421278	0.013947111	0.010805409	10
swe_oct	0.014499954	0.016230064	0.028310135	0.01397766	0.016300454	8
pcp_sep	0.027316242	0.027592922	0.030566473	0.018929452	0.027030541	4
pcp_oct	0.021474393	0.01673095	0.062660926	0.016662709	0.019535191	7
ndvi_jul	0.007128959	0.009757601	0.011101176	-0.003282407	0.008430555	12
ndvi_aug	0.001385798	0.021775919	0.059782067	0.030815642	0.020751528	6
ndvi_sep	0.003286493	0.009376396	0.013867163	0.016983787	0.009143792	11
ndvi_oct	0.00425317	0.025612073	0.070393965	0.07926253	0.027927672	3
popRFH	0.017069033	0.028738676	0.162789074	0.022784712	0.032338301	2
popRGH	0.035672133	0.035889391	0.109904241	0.058259919	0.040682551	1
st_sep	0.001704073	0.010203177	0.065251974	0.014451748	0.011595756	9
st_oct	0.042463193	0.018166819	0.068072415	0.048673536	0.026551796	5
swe_sep	0.005081618	0.009617753	0.029750478	0.014345836	0.010116473	10
swe_oct	0.012040668	0.017596021	0.025218018	0.014395851	0.016806107	8
pcp_sep	0.028752381	0.026498631	0.032938358	0.019832054	0.026651923	4
pcp_oct	0.023606853	0.01808878	0.062540559	0.019186233	0.021049634	7
ndvi_jul	0.007608979	0.008132298	0.008893349	-0.00235567	0.007311464	12
ndvi_aug	0.001676781	0.02268001	0.055273143	0.028672899	0.021097094	6
ndvi_sep	0.004007484	0.009803991	0.013729604	0.01286306	0.009247652	11
ndvi_oct	0.003517772	0.025534261	0.065242167	0.075065883	0.027232601	3
popRFH	0.016177135	0.026345999	0.141875187	0.022394713	0.029564236	2
popRGH	0.033024412	0.039201788	0.126506137	0.052350323	0.043023656	1
st_sep	0.00134109	0.0097039	0.058879083	0.015803837	0.010918796	9
st_oct	0.043902027	0.017110399	0.064714103	0.050336255	0.025999873	5
swe_sep	0.004985637	0.009442499	0.030826515	0.016063295	0.010138665	10
swe_oct	0.012380131	0.01604579	0.028257459	0.016064947	0.015986846	8
pcp_sep	0.027288066	0.025829483	0.035343477	0.022892363	0.026266635	4
pcp_oct	0.022910068	0.017192883	0.059721059	0.018559631	0.020114066	7
ndvi_jul	0.007128521	0.008300897	0.0082945	-0.002880866	0.007310121	12
ndvi_aug	7.81E-05	0.021167793	0.064585652	0.029025758	0.020179705	6
ndvi_sep	0.001920533	0.00959988	0.015496806	0.014060066	0.008916082	11
ndvi_oct	0.002241849	0.02463273	0.069298264	0.076548408	0.02669884	3
popRFH	0.013728089	0.024863095	0.155108689	0.025494096	0.028841248	2
popRGH	0.035590464	0.036512797	0.107893607	0.053431021	0.04075885	1
st_sep	0.001362346	0.010614337	0.062385527	0.018075783	0.011911366	9
st_oct	0.041288772	0.016365159	0.061719524	0.047178835	0.024663085	5
swe_sep	0.00435379	0.010399995	0.029269728	0.014776777	0.010543731	10
swe_oct	0.015453014	0.017085584	0.027456568	0.012916938	0.016962534	8
pcp_sep	0.026706075	0.027101852	0.030316696	0.021524966	0.026765916	4
pcp_oct	0.024153472	0.017904932	0.061632002	0.017087505	0.020829691	7
ndvi_jul	0.008326465	0.009286965	0.009573453	-0.002041664	0.008318103	12
ndvi_aug	0.001130401	0.02223885	0.058840723	0.031626132	0.021094616	6
ndvi_sep	0.003167178	0.008851519	0.01356596	0.014519128	0.008487506	11
ndvi_oct	0.003180645	0.02618184	0.066887301	0.077841184	0.027929444	3
popRFH	0.018885788	0.02780122	0.148714248	0.02619302	0.0315847	2
popRGH	0.03470768	0.037750849	0.117245463	0.056139062	0.042065888	1
st_sep	0.001187098	0.009634289	0.062112997	0.014940748	0.010905237	10
