Year,Farm,FarmNB,dur,HD,AG,NN,MAX,RN,WT,FDM,Comp.1,Comp.2
2011,1,01_01,19.5,1.251160208,SY,-0.721176175,0.302071159,-0.768069615,-0.557204088,-0.240852938,2.551714255,1.693722891
2012,1,01_01,18.5,-0.470998977,SY,0.916999195,2.145457909,-1.451202528,-0.557204088,1.29155917,1.699746906,0.838040612
2008,1,01_01,18,-0.853701018,ASY,0.916999195,0.486876852,-0.491909502,-0.557204088,-0.23808895,2.320150972,0.903748429
2009,1,01_01,19.5,-1.045052039,SY,0.09791151,-1.099649999,-0.230284131,-0.557204088,1.28431431,1.850624492,0.517754245
2010,1,01_01,16.5,-0.853701018,ASY,-0.721176175,-1.489943611,0.612730953,-0.557204088,0.537043848,2.518344944,1.709280416
2014,1,01_01,19.5,-1.045052039,ASY,-0.721176175,-0.425142578,1.223190151,-0.557204088,0.697561221,1.890410036,1.171511361
2013,1,01_02,17.5,2.20791531,ASY,0.09791151,1.019344085,0.016806497,-0.557204088,0.021989644,2.462671894,2.231903148
2008,1,01_02,24.5,-1.236403059,ASY,0.09791151,0.35277597,-0.390166302,-0.557204088,-0.366461115,2.320150972,0.903748429
2014,1,01_02,20.5,0.103054084,ASY,0.916999195,-0.625293149,1.397607065,-0.557204088,1.073143907,1.890410036,1.171511361
2009,1,01_02,19.5,-1.42775408,ASY,0.916999195,-0.999574714,-0.346562074,-0.557204088,0.994102678,1.850624492,0.517754245
2012,1,01_03,18.5,-1.236403059,ASY,0.09791151,0.578278946,-1.160507671,-0.560943889,1.428876239,1.699746906,0.838040612
2013,1,01_03,19.5,0.294405105,ASY,0.916999195,-0.04752517,0.278431868,-0.560943889,0.269907548,2.462671894,2.231903148
2011,1,01_03,17.5,-0.662349998,ASY,-1.540263861,0.735063559,-1.276785614,-0.560943889,-0.142527328,2.551714255,1.693722891
2014,1,01_03,17.5,-0.662349998,ASY,-1.540263861,-0.325067293,0.787147866,-0.560943889,0.825543326,1.890410036,1.171511361
2007,1,01_03,17.5,-0.853701018,ASY,-0.721176175,1.164720116,-0.43377053,-0.560943889,-0.582953469,1.360847608,0.080689682
2009,1,01_03,17.5,-1.045052039,ASY,0.09791151,-1.099649999,-0.230284131,-0.560943889,1.28431431,1.850624492,0.517754245
2008,1,01_03,17.5,-0.853701018,ASY,0.09791151,0.486876852,-0.491909502,-0.560943889,-0.23808895,2.320150972,0.903748429
2013,1,01_04,24.5,-1.6191051,ASY,0.09791151,-1.582946909,0.249362382,-0.560871201,0.556449483,2.462671894,2.231903148
2009,1,01_04,17.5,1.251160208,SY,-1.540263861,0.334762419,1.005169009,-0.560871201,1.698313877,1.850624492,0.517754245
2008,1,01_04,16.5,-0.853701018,ASY,0.09791151,0.486876852,-0.491909502,-0.560871201,-0.23808895,2.320150972,0.903748429
2014,1,01_04,18.5,-1.045052039,ASY,0.09791151,-0.425142578,1.223190151,-0.560871201,0.697561221,1.890410036,1.171511361
2007,1,01_04,21.5,-0.470998977,ASY,0.916999195,1.732480566,-1.334924585,-0.560871201,-0.52341554,1.360847608,0.080689682
2012,1,01_04,18.5,-0.088296936,ASY,0.916999195,2.312250051,-1.451202528,-0.560871201,1.101536558,1.699746906,0.838040612
2010,1,01_04,18.5,-0.853701018,ASY,0.09791151,-1.489943611,0.612730953,-0.560871201,0.537043848,2.518344944,1.709280416
2007,1,01_05,19.5,0.294405105,ASY,0.916999195,1.631070944,-1.334924585,-0.560871201,-0.434024164,1.360847608,0.080689682
2012,1,01_05,19.5,-0.853701018,ASY,1.736086881,1.312164369,-1.451202528,-0.560871201,1.409744348,1.699746906,0.838040612
2013,1,01_05,21.5,-1.6191051,ASY,-0.721176175,-1.582946909,0.249362382,-0.560871201,0.556449483,2.462671894,2.231903148
2010,1,01_05,20.5,-0.853701018,ASY,1.736086881,-1.489943611,0.612730953,-0.560871201,0.537043848,2.518344944,1.709280416
2008,1,01_05,21.5,-0.470998977,ASY,0.09791151,0.620310566,-0.753534872,-0.560871201,-0.101632606,2.320150972,0.903748429
2006,1,01_05,19.5,-0.279647957,ASY,-0.721176175,-1.082970785,1.16505118,-0.560871201,-0.105911597,1.378830176,-0.703936242
2014,1,01_05,17.5,0.103054084,ASY,0.09791151,-0.625293149,1.397607065,-0.560871201,1.073143907,1.890410036,1.171511361
2012,1,01_06,21.5,-0.088296936,SY,0.09791151,2.312250051,-1.451202528,-0.560871201,1.101536558,1.699746906,0.838040612
2010,1,01_06,21.5,-0.470998977,ASY,0.916999195,-0.333740485,0.292966611,-0.560871201,0.682170285,2.518344944,1.709280416
2008,1,01_06,17.5,0.294405105,ASY,0.916999195,0.087242881,-0.73900013,-0.560871201,0.15955858,2.320150972,0.903748429
2016,1,01_06,20.5,2.01656429,ASY,-0.721176175,1.189405353,-1.247716128,-0.560871201,-1.013810659,2.454829477,2.231954541
2011,1,01_06,22.5,0.485756125,ASY,0.916999195,0.234687134,-0.855278072,-0.560871201,-0.215096887,2.551714255,1.693722891
2008,1,01_07,20.5,-0.853701018,ASY,0.916999195,0.486876852,-0.491909502,-0.560492882,-0.23808895,2.320150972,0.903748429
2014,1,01_07,19.5,-1.045052039,ASY,-0.721176175,-0.425142578,1.223190151,-0.560492882,0.697561221,1.890410036,1.171511361
2012,1,01_07,19.5,-0.470998977,ASY,0.916999195,2.145457909,-1.451202528,-0.560492882,1.29155917,1.699746906,0.838040612
2016,1,01_07,21.5,0.103054084,ASY,0.09791151,-0.645308206,-1.2041119,-0.560492882,-0.895239872,2.454829477,2.231954541
2006,1,01_07,21.5,-0.279647957,ASY,0.09791151,-1.082970785,1.16505118,-0.560492882,-0.105911597,1.378830176,-0.703936242
2015,1,01_08,15.5,-0.853701018,ASY,-2.359351546,-0.778741919,0.234827639,-0.558187435,-0.270578315,2.456750181,2.232306239
2012,1,01_08,17.5,-1.6191051,ASY,1.736086881,-0.088222452,-1.160507671,-0.558187435,1.342553951,1.699746906,0.838040612
2011,1,01_08,16.5,-1.045052039,ASY,0.09791151,0.334762419,-1.276785614,-0.558187435,-0.150538355,2.551714255,1.693722891
2008,1,01_08,20.5,0.294405105,ASY,0.916999195,0.087242881,-0.73900013,-0.558187435,0.15955858,2.320150972,0.903748429
2014,1,01_08,19.5,-1.42775408,ASY,0.916999195,-0.024841438,0.612730953,-0.558187435,0.568088072,1.890410036,1.171511361
2009,1,01_08,21.5,-1.045052039,ASY,0.09791151,-1.099649999,-0.230284131,-0.558187435,1.28431431,1.850624492,0.517754245
2010,1,01_08,19.5,-1.6191051,ASY,0.09791151,-1.643392381,0.612730953,-0.558187435,0.086130196,2.518344944,1.709280416
2006,1,01_08,19.5,-1.045052039,ASY,0.916999195,-0.749386502,0.665056027,-0.558187435,-0.132127584,1.378830176,-0.703936242
2007,1,01_08,17.5,-0.470998977,ASY,-0.721176175,1.732480566,-1.334924585,-0.558187435,-0.52341554,1.360847608,0.080689682
2012,1,01_09,19.5,-1.236403059,ASY,0.916999195,0.578278946,-1.160507671,-0.557204088,1.428876239,1.699746906,0.838040612
2016,1,01_09,19.5,-1.045052039,ASY,-2.359351546,-1.646061056,-1.058764472,-0.557204088,-0.812319931,2.454829477,2.231954541
2009,1,01_09,19.5,-1.810456121,ASY,-0.721176175,-1.700768878,-0.622722187,-0.557204088,0.708761771,1.850624492,0.517754245
2007,1,01_09,19.5,-0.853701018,ASY,0.09791151,1.164720116,-0.43377053,-0.557204088,-0.582953469,1.360847608,0.080689682
2010,1,01_09,19.5,-0.853701018,ASY,-0.721176175,-1.489943611,0.612730953,-0.557204088,0.537043848,2.518344944,1.709280416
2011,1,01_09,20.5,0.485756125,ASY,-0.721176175,0.234687134,-0.855278072,-0.557204088,-0.215096887,2.551714255,1.693722891
2006,1,01_09,19.5,0.103054084,ASY,-0.721176175,-0.427811253,0.897611912,-0.557204088,-0.107426574,1.378830176,-0.703936242
2015,1,01_09,17.5,-1.236403059,ASY,-2.359351546,-0.845458776,0.234827639,-0.557204088,-0.517731257,2.456750181,2.232306239
2008,1,01_09,19.5,-0.470998977,ASY,0.916999195,0.620310566,-0.753534872,-0.557204088,-0.101632606,2.320150972,0.903748429
2014,1,01_09,17.5,1.251160208,ASY,0.916999195,1.341519786,-0.346562074,-0.557204088,1.40810838,1.890410036,1.171511361
2013,1,01_09,24.5,-1.236403059,ASY,0.916999195,-1.949822904,0.263897125,-0.557204088,0.495775608,2.462671894,2.231903148
2011,1,01_10,21.5,0.103054084,ASY,0.916999195,-0.265689291,-0.811673844,-0.557204088,-0.183473632,2.551714255,1.693722891
2013,1,01_10,20.5,2.20791531,SY,0.09791151,1.019344085,0.016806497,-0.557204088,0.021989644,2.462671894,2.231903148
2014,1,01_10,18.5,-0.279647957,ASY,0.09791151,-0.258350437,0.787147866,-0.557204088,0.951034735,1.890410036,1.171511361
2009,1,01_10,19.5,-0.279647957,SY,0.09791151,-0.465839861,-0.230284131,-0.557204088,1.780864317,1.850624492,0.517754245
2016,1,01_10,24.5,-0.662349998,ASY,0.916999195,-1.279118344,-1.058764472,-0.557204088,-0.841031334,2.454829477,2.231954541
2007,1,01_10,20.5,-0.088296936,ASY,0.916999195,1.332179426,-1.334924585,-0.557204088,-0.472665074,1.360847608,0.080689682
2012,1,01_10,16.5,-0.470998977,ASY,0.09791151,2.145457909,-1.451202528,-0.557204088,1.29155917,1.699746906,0.838040612
2006,2,02_02,19.5,-0.279647957,ASY,1.736086881,-1.203728296,1.16505118,-0.027603779,1.731833296,-3.011152476,-0.299329332
2008,2,02_02,17.5,-0.853701018,ASY,0.09791151,0.969906895,0.39470981,-0.027603779,-0.85132152,-2.708566305,-0.238340762
2006,2,02_03,19.5,-0.279647957,ASY,-0.721176175,-1.203728296,1.16505118,-0.048710519,1.731833296,-3.011152476,-0.299329332
2008,2,02_04,19.5,-1.236403059,ASY,-1.540263861,0.769756325,0.734822792,-0.047981356,-0.69616885,-2.708566305,-0.238340762
2007,2,02_05,19.5,0.677107146,ASY,1.736086881,1.017275863,0.176688668,-0.050500856,-0.597925285,-3.011152476,-0.299329332
2006,2,02_06,19.5,-0.279647957,ASY,0.09791151,-1.203728296,1.16505118,-0.053172486,1.731833296,-3.011152476,-0.299329332
2007,2,02_07,17.5,0.677107146,ASY,0.09791151,1.017275863,0.176688668,-0.054372325,-0.597925285,-3.011152476,-0.299329332
2006,2,02_07,17.5,1.633862249,ASY,0.916999195,1.424915857,1.258073534,-0.054372325,1.082019424,-3.011152476,-0.299329332
2008,2,02_07,17.5,-0.088296936,ASY,0.916999195,0.803114753,0.03134124,-0.054372325,-1.094584721,-2.708566305,-0.238340762
2007,2,02_08,15.5,0.677107146,ASY,-3.178439231,1.017275863,0.176688668,-0.059802552,-0.597925285,-3.011152476,-0.299329332
2010,2,02_08,19.5,-0.088296936,SY,0.09791151,-0.602609417,-0.768069615,-0.059802552,0.634489648,-1.06172346,0.269225664
2009,2,02_08,17.5,-0.662349998,ASY,0.916999195,-0.532556718,-0.651791673,-0.059802552,0.039643472,-0.989868516,0.400071501
2006,2,02_08,19.5,1.251160208,SY,-0.721176175,1.15804843,1.258073534,-0.059802552,1.082087202,-3.011152476,-0.299329332
2006,2,02_09,19.5,2.01656429,ASY,-0.721176175,1.117351148,1.211562357,-0.059737371,1.164503882,-3.011152476,-0.299329332
2009,2,02_09,17.5,-1.045052039,ASY,0.916999195,-0.766065716,-0.564583216,-0.059737371,-0.053831807,-0.989868516,0.400071501
2008,2,02_09,19.5,-0.853701018,SY,0.09791151,0.969906895,0.39470981,-0.059737371,-0.85132152,-2.708566305,-0.238340762
2010,2,02_09,19.5,-0.088296936,SY,-0.721176175,-0.602609417,-0.768069615,-0.059737371,0.634489648,-1.06172346,0.269225664
2010,2,02_10,18.5,-0.853701018,ASY,0.916999195,-1.971639316,-0.041332474,-0.06126849,0.125313956,-1.06172346,0.269225664
2009,2,02_10,17.5,-1.045052039,ASY,0.09791151,-0.766065716,-0.564583216,-0.06126849,-0.053831807,-0.989868516,0.400071501
2008,2,02_10,17.5,-0.853701018,ASY,0.916999195,0.969906895,0.39470981,-0.06126849,-0.85132152,-2.708566305,-0.238340762
2007,2,02_10,17.5,-0.470998977,ASY,1.736086881,1.717802858,-1.1023687,-0.06126849,-0.763373626,-3.011152476,-0.299329332
2011,2,02_10,15.5,-1.045052039,ASY,-1.540263861,0.738399402,-1.56748047,-0.06126849,-0.054553982,-2.692020165,-0.272984104
2014,3,03_02,17.5,3.547372454,ASY,0.09791151,1.458274285,-0.63725693,0.025426273,0.240182418,-1.263790568,0.487839591
2016,3,03_02,20.5,-0.662349998,ASY,1.736086881,-0.701350365,-0.622722187,0.025426273,-0.542772399,-1.276936011,0.477682069
2015,3,03_02,20.5,-1.6191051,ASY,1.736086881,-2.179795909,0.816217352,0.025426273,-0.185486274,-1.276717778,0.477686184
2009,3,03_02,19.5,-1.045052039,ASY,0.09791151,-1.357177066,-0.651791673,0.025426273,-0.234907256,-1.478626147,0.444041202
2012,3,03_02,19.5,-0.470998977,ASY,-0.721176175,1.757832972,-1.189577157,0.025426273,-0.625773982,-1.279754834,0.486286576
2008,3,03_02,19.5,0.103054084,ASY,-0.721176175,0.320084711,-0.317492588,0.025426273,-0.9353313,-1.488037242,0.466403398
2011,3,03_03,17.5,-0.279647957,ASY,-0.721176175,0.207333223,-1.029694986,0.037415993,-0.180934718,-1.277214312,0.49641787
2015,3,03_03,19.5,0.294405105,SY,-2.359351546,-0.411799207,-0.753534872,0.037415993,0.424118812,-1.276717778,0.477686184
2010,3,03_03,19.5,-0.853701018,ASY,0.916999195,-2.494699472,0.089480211,0.037415993,-0.19908787,-1.481323506,0.440777218
2008,3,03_03,17.5,-0.279647957,ASY,0.09791151,1.015941526,-0.375631559,0.037415993,-0.931709054,-1.488037242,0.466403398
2016,3,03_03,20.5,-0.279647957,ASY,1.736086881,-0.80142565,-0.840743329,0.037415993,-0.434181921,-1.276936011,0.477682069
2009,3,03_03,19.5,-0.662349998,ASY,0.09791151,-1.223743353,-0.651791673,0.037415993,-0.185256279,-1.478626147,0.444041202
2007,3,03_03,19.5,0.485756125,ASY,0.916999195,0.825798484,-0.869812815,0.037415993,-0.785425197,-1.494242926,0.459366135
2006,3,03_03,21.5,0.294405105,ASY,0.916999195,0.79043855,1.077842723,0.037415993,-0.299797989,-1.494242926,0.459366135
2012,3,03_03,17.5,0.294405105,SY,-0.721176175,1.831221514,-1.218646643,0.037415993,-0.63024892,-1.279754834,0.486286576
2012,3,03_04,19.5,-0.470998977,SY,-1.540263861,1.757832972,-1.189577157,0.023493904,-0.625773982,-1.279754834,0.486286576
2015,3,03_04,19.5,-0.088296936,SY,0.09791151,-0.478516064,0.351105582,0.023493904,0.300629873,-1.276717778,0.477686184
2006,3,03_04,23.5,-0.470998977,ASY,-0.721176175,-0.381776622,2.670850536,0.023493904,-0.510048077,-1.494242926,0.459366135
2016,3,03_04,21.5,-1.045052039,ASY,0.09791151,-0.999574714,-0.622722187,0.023493904,-0.651158746,-1.276936011,0.477682069
2013,3,03_05,23.5,0.294405105,ASY,0.916999195,-0.45950176,-0.084936703,0.045264133,-0.068027619,-1.276704847,0.488188118
2012,3,03_05,18.5,-0.470998977,ASY,0.916999195,1.757832972,-1.189577157,0.045264133,-0.625773982,-1.279754834,0.486286576
2011,3,03_05,18.5,-0.662349998,ASY,-1.540263861,0.707709648,-1.145972929,0.045264133,-0.340397511,-1.277214312,0.49641787
2008,3,03_05,19.5,-0.662349998,ASY,0.09791151,0.653001825,-0.332027331,0.045264133,-0.882216689,-1.488037242,0.466403398
2007,3,03_05,19.5,-1.045052039,ASY,0.09791151,1.096001754,-0.680861158,0.045264133,-0.793455419,-1.494242926,0.459366135
2009,3,03_05,21.5,-1.045052039,ASY,0.09791151,-1.357177066,-0.651791673,0.045264133,-0.234907256,-1.478626147,0.444041202
2014,3,03_05,19.5,0.868458166,ASY,0.09791151,0.781765359,-0.055867217,0.045264133,1.276775035,-1.263790568,0.487839591
2013,3,03_06,19.5,2.20791531,ASY,-3.178439231,0.474267366,-0.797139101,0.032965353,0.590813695,-1.276704847,0.488188118
2016,3,03_06,25.5,-0.662349998,ASY,-0.721176175,-0.701350365,-0.622722187,0.032965353,-0.542772399,-1.276936011,0.477682069
2007,3,03_06,21.5,-0.279647957,ASY,0.916999195,0.825131316,-0.927951786,0.032965353,-0.795327852,-1.494242926,0.459366135
2015,3,03_07,19.5,-0.088296936,ASY,-0.721176175,-0.478516064,0.351105582,0.024207416,0.300629873,-1.276717778,0.477686184
2014,3,03_08,19.5,-0.662349998,ASY,-0.721176175,0.091913061,0.830752095,0.041464854,0.69182457,-1.263790568,0.487839591
2009,3,03_08,17.5,-1.045052039,ASY,0.09791151,-1.357177066,-0.651791673,0.041464854,-0.234907256,-1.478626147,0.444041202
2011,3,03_08,19.5,-0.279647957,ASY,0.09791151,0.207333223,-1.029694986,0.041464854,-0.180934718,-1.277214312,0.49641787
2006,3,03_08,21.5,-0.470998977,ASY,-0.721176175,-0.381776622,2.670850536,0.041464854,-0.510048077,-1.494242926,0.459366135
2016,3,03_08,19.5,0.485756125,ASY,0.09791151,0.933212623,-1.131438186,0.041464854,-0.238949088,-1.276936011,0.477682069
2015,3,03_08,17.5,-0.470998977,ASY,0.09791151,-0.678666634,0.554591981,0.041464854,0.172642878,-1.276717778,0.477686184
2012,3,03_08,20.5,0.294405105,SY,-0.721176175,1.831221514,-1.218646643,0.041464854,-0.63024892,-1.279754834,0.486286576
2008,3,03_08,19.5,1.251160208,ASY,1.736086881,-0.216985986,0.118549697,0.041464854,-0.449624931,-1.488037242,0.466403398
2014,3,03_09,22.5,-0.662349998,ASY,0.09791151,0.091913061,0.830752095,0.044057377,0.69182457,-1.263790568,0.487839591
2009,3,03_09,19.5,-1.045052039,ASY,0.09791151,-1.357177066,-0.651791673,0.044057377,-0.234907256,-1.478626147,0.444041202
2010,3,03_09,19.5,0.677107146,SY,-1.540263861,-0.552571775,1.135981694,0.044057377,1.116327397,-1.481323506,0.440777218
2007,3,03_09,21.5,2.399266331,ASY,0.09791151,-0.601942249,-0.332027331,0.044057377,-0.691216003,-1.494242926,0.459366135
2006,3,03_09,21.5,1.442511228,SY,0.09791151,0.890513835,1.50807111,0.044057377,0.245906723,-1.494242926,0.459366135
2011,3,03_10,18.5,-1.045052039,ASY,-0.721176175,0.210669066,-1.145972929,0.042682157,-0.474687939,-1.277214312,0.49641787
2007,3,03_10,17.5,0.868458166,ASY,0.09791151,0.659006342,-0.288423102,0.042682157,-0.775035909,-1.494242926,0.459366135
2012,3,03_10,19.5,0.677107146,ASY,-0.721176175,1.063977662,-0.201214645,0.042682157,-0.567315501,-1.279754834,0.486286576
2010,3,03_10,17.5,-0.853701018,ASY,0.09791151,-2.494699472,0.089480211,0.042682157,-0.19908787,-1.481323506,0.440777218
2015,3,03_10,19.5,-0.853701018,ASY,0.916999195,-1.212401487,0.612730953,0.042682157,0.046564606,-1.276717778,0.477686184
2008,4,04_01,17.5,-0.279647957,ASY,0.916999195,0.739733739,-0.084936703,0.070329473,-0.507228954,-1.452927203,-1.300617516
2009,4,04_01,21.5,-0.662349998,ASY,-0.721176175,-0.907505452,-1.0006255,0.070329473,-0.203293143,-1.432257844,-1.307642677
2015,4,04_01,17.5,-0.853701018,ASY,0.916999195,-0.378440779,-0.084936703,0.070329473,0.530472257,-1.131028617,-1.027555363
2007,4,04_01,19.5,0.103054084,ASY,0.09791151,0.340766936,-0.942486529,0.070329473,-0.090518344,-1.021143428,-0.682255424
2016,4,04_01,20.5,-0.279647957,ASY,0.09791151,-1.0295973,-0.855278072,0.070329473,-0.555084967,-0.997745599,-0.698250643
2014,4,04_01,16.5,-1.045052039,ASY,0.09791151,-0.083552272,0.685404667,0.070329473,-0.02484513,-1.092668454,-0.95697979
2012,4,04_01,17,-0.470998977,ASY,0.916999195,1.68444443,-1.349459328,0.070329473,-0.29447075,-1.876862714,-1.564756161
2010,4,04_01,19.5,-0.853701018,ASY,0.916999195,-2.121752244,0.307501353,0.070329473,-0.543332579,-0.998625931,-0.705333304
2016,4,04_02,20.5,0.103054084,ASY,0.916999195,-0.161610995,-1.029694986,0.078058378,-0.566679999,-0.997745599,-0.698250643
2015,4,04_02,20,-0.470998977,ASY,1.736086881,0.188652503,-0.055867217,0.078058378,0.769355252,-1.131028617,-1.027555363
2007,4,04_02,17.5,1.251160208,ASY,0.09791151,-0.627294654,-0.332027331,0.078058378,-0.00996705,-1.021143428,-0.682255424
2009,4,04_02,19.5,-1.045052039,ASY,-1.540263861,-0.940863881,-1.0006255,0.078058378,-0.187196598,-1.432257844,-1.307642677
2008,4,04_02,16.5,-0.279647957,ASY,0.916999195,0.739733739,-0.084936703,0.078058378,-0.507228954,-1.452927203,-1.300617516
2014,4,04_02,17.5,-0.279647957,ASY,0.916999195,0.026530541,0.191223411,0.078058378,-0.118920388,-1.092668454,-0.95697979
2013,4,04_02,19.5,-1.6191051,ASY,0.09791151,-1.244492295,0.104014954,0.078058378,-0.962123359,-1.876310347,-1.563683493
2006,4,04_03,21.5,1.059809187,ASY,0.916999195,0.517566606,0.752264484,0.104287105,-0.42657798,-1.021143428,-0.682255424
2016,4,04_03,22.5,-0.279647957,ASY,0.916999195,-1.0295973,-0.855278072,0.104287105,-0.555084967,-0.997745599,-0.698250643
2012,4,04_03,19.5,-1.6191051,ASY,0.916999195,-0.486522087,-1.029694986,0.104287105,-0.468199296,-1.876862714,-1.564756161
2014,4,04_03,19.5,-1.045052039,ASY,0.916999195,-0.083552272,0.685404667,0.104287105,-0.02484513,-1.092668454,-0.95697979
2007,4,04_03,19.5,-0.662349998,ASY,0.09791151,0.440842221,-0.491909502,0.104287105,-0.14189498,-1.021143428,-0.682255424
2009,4,04_03,19.5,-1.810456121,ASY,0.09791151,-1.673414967,-0.986090758,0.104287105,-0.154431636,-1.432257844,-1.307642677
2008,4,04_03,19.5,-1.045052039,ASY,0.916999195,-0.06153571,0.162153925,0.104287105,-0.104321501,-1.452927203,-1.300617516
2015,4,04_03,17.5,-0.088296936,SY,-1.540263861,0.522236786,-0.201214645,0.104287105,0.923078935,-1.131028617,-1.027555363
2010,4,04_03,18.5,-0.088296936,SY,0.09791151,-0.754056682,-0.361096816,0.104287105,-0.555950961,-0.998625931,-0.705333304
2014,4,04_04,17.5,-0.279647957,ASY,0.916999195,0.026530541,0.191223411,0.181983781,-0.118920388,-1.092668454,-0.95697979
2012,4,04_04,18.5,-0.088296936,SY,0.09791151,1.817878143,-1.349459328,0.181983781,-0.316090246,-1.876862714,-1.564756161
2011,4,04_04,21.5,0.485756125,ASY,0.916999195,0.461524447,-0.608187444,0.181983781,-0.429500405,-0.99833554,-0.704769381
2015,4,04_04,17,-0.853701018,ASY,0.916999195,-0.378440779,-0.084936703,0.181983781,0.530472257,-1.131028617,-1.027555363
2016,4,04_04,23.5,-1.045052039,ASY,-0.721176175,-1.163031013,-0.230284131,0.181983781,-0.540181952,-0.997745599,-0.698250643
2008,4,04_04,19.5,-0.279647957,ASY,0.09791151,0.739733739,-0.084936703,0.181983781,-0.507228954,-1.452927203,-1.300617516
2013,4,04_05,19.5,-1.236403059,ASY,0.09791151,-1.47786786,-0.041332474,0.183506085,-0.935224765,-1.876310347,-1.563683493
2015,4,04_05,21,-0.853701018,ASY,1.736086881,-0.378440779,-0.084936703,0.183506085,0.530472257,-1.131028617,-1.027555363
2007,4,04_05,17.5,0.103054084,ASY,-2.359351546,0.340766936,-0.942486529,0.183506085,-0.090518344,-1.021143428,-0.682255424
2009,4,04_05,21.5,-0.662349998,ASY,-0.721176175,-0.907505452,-1.0006255,0.183506085,-0.203293143,-1.432257844,-1.307642677
2010,4,04_05,19.5,-0.853701018,ASY,0.916999195,-2.121752244,0.307501353,0.183506085,-0.543332579,-0.998625931,-0.705333304
2014,4,04_05,19.5,-0.662349998,ASY,1.736086881,0.093247398,0.249362382,0.183506085,-0.07262098,-1.092668454,-0.95697979
2012,4,04_05,17,-1.236403059,ASY,0.916999195,0.05054861,-1.029694986,0.183506085,-0.370291428,-1.876862714,-1.564756161
2008,4,04_05,21.5,-0.662349998,ASY,-0.721176175,0.306074171,-0.099471446,0.183506085,-0.337426721,-1.452927203,-1.300617516
2011,4,04_05,20.5,-1.42775408,ASY,-0.721176175,0.291396462,-1.363994071,0.183506085,-0.255070116,-0.99833554,-0.704769381
2016,4,04_05,23.5,-0.662349998,ASY,0.09791151,-0.862805158,-0.230284131,0.183506085,-0.546531285,-0.997745599,-0.698250643
2015,4,04_06,19.5,-0.853701018,ASY,0.916999195,-0.378440779,-0.084936703,0.168886072,0.530472257,-1.131028617,-1.027555363
2014,4,04_06,19.5,0.485756125,SY,0.916999195,-0.216985986,0.656335181,0.168886072,-0.207271338,-1.092668454,-0.95697979
2010,4,04_06,17.5,-0.088296936,SY,0.916999195,-0.754056682,-0.361096816,0.168886072,-0.555950961,-0.998625931,-0.705333304
2009,4,04_06,21.5,-0.279647957,ASY,0.916999195,-0.473845884,-1.0006255,0.168886072,-0.219202138,-1.432257844,-1.307642677
2012,4,04_06,16.5,-0.088296936,SY,0.916999195,1.817878143,-1.349459328,0.168886072,-0.316090246,-1.876862714,-1.564756161
2011,4,04_06,18.5,0.485756125,ASY,0.09791151,0.461524447,-0.608187444,0.168886072,-0.429500405,-0.99833554,-0.704769381
2016,4,04_06,23.5,-0.662349998,ASY,1.736086881,-0.862805158,-0.230284131,0.168886072,-0.546531285,-0.997745599,-0.698250643
2012,4,04_07,18.5,-0.853701018,ASY,0.916999195,0.884509318,-1.349459328,0.140339969,-0.311724693,-1.876862714,-1.564756161
2016,4,04_07,22.5,0.103054084,ASY,-0.721176175,-0.161610995,-1.029694986,0.140339969,-0.566679999,-0.997745599,-0.698250643
2007,4,04_07,19.5,0.485756125,ASY,0.09791151,0.540917506,-0.942486529,0.140339969,-0.06414096,-1.021143428,-0.682255424
2009,4,04_07,21.5,-0.662349998,ASY,0.916999195,-0.907505452,-1.0006255,0.140339969,-0.203293143,-1.432257844,-1.307642677
2010,4,04_07,18.5,-0.470998977,ASY,-0.721176175,-1.06695874,0.045875983,0.140339969,-0.54965948,-0.998625931,-0.705333304
2008,4,04_07,17.5,-0.662349998,ASY,-0.721176175,0.306074171,-0.099471446,0.140339969,-0.337426721,-1.452927203,-1.300617516
2013,4,04_07,18.5,-1.6191051,ASY,0.09791151,-1.244492295,0.104014954,0.140339969,-0.962123359,-1.876310347,-1.563683493
2014,4,04_07,19.5,-0.279647957,ASY,1.736086881,0.026530541,0.191223411,0.140339969,-0.118920388,-1.092668454,-0.95697979
2011,4,04_08,19.5,0.103054084,ASY,0.916999195,-0.138927263,-0.666326416,0.118031229,-0.347859606,-0.99833554,-0.704769381
2012,4,04_08,16.5,-0.853701018,ASY,0.09791151,0.884509318,-1.349459328,0.118031229,-0.311724693,-1.876862714,-1.564756161
2014,4,04_08,23.5,0.103054084,ASY,0.916999195,-0.340412171,0.685404667,0.118031229,-0.16378908,-1.092668454,-0.95697979
2008,4,04_08,17.5,-0.279647957,ASY,0.09791151,0.739733739,-0.084936703,0.118031229,-0.507228954,-1.452927203,-1.300617516
2015,4,04_08,19,-0.470998977,ASY,0.916999195,0.188652503,-0.055867217,0.118031229,0.769355252,-1.131028617,-1.027555363
2011,4,04_09,18.5,2.399266331,ASY,0.09791151,0.424830176,-0.201214645,0.105072645,-0.554721038,-0.99833554,-0.704769381
2008,4,04_09,19.5,-0.662349998,ASY,-1.540263861,0.306074171,-0.099471446,0.105072645,-0.337426721,-1.452927203,-1.300617516
2007,4,04_09,17.5,0.485756125,ASY,-1.540263861,0.540917506,-0.942486529,0.105072645,-0.06414096,-1.021143428,-0.682255424
