Year,Farm,FarmNB,dur,HD,AG,NN,MAX,RN,WT,FDM,Comp.1,Comp.2
2007,11,11_06,21.5,0.868458166,ASY,0.916999195,0.293397968,-0.244818874,1.588151879,0.274729055,-0.057590989,-0.565250236
2011,11,11_06,20.5,1.633862249,ASY,-0.721176175,-0.653314228,-0.288423102,1.588151879,0.411804721,-0.899754396,-0.718095707
2008,11,11_06,19.5,-0.279647957,ASY,-0.721176175,0.500220224,1.310398608,1.588151879,-0.933980952,-0.108682554,-0.398792775
2006,11,11_07,23.5,-0.279647957,ASY,0.916999195,-0.729371445,0.519708599,1.552914204,-0.081413132,-0.057590989,-0.565250236
2009,11,11_07,17.5,-0.662349998,ASY,-1.540263861,-2.185800426,0.300233982,1.552914204,-0.166287212,-0.088875446,-1.149258518
2007,11,11_07,19.5,0.103054084,ASY,-0.721176175,0.127272995,-1.058764472,1.552914204,0.035398084,-0.057590989,-0.565250236
2008,11,11_07,17.5,-1.045052039,ASY,0.09791151,-0.435150107,1.324933351,1.552914204,-0.713384503,-0.108682554,-0.398792775
2007,11,11_08,17.5,0.868458166,ASY,0.09791151,0.293397968,-0.244818874,1.514304963,0.274729055,-0.057590989,-0.565250236
2008,11,11_08,17.5,-0.279647957,ASY,0.916999195,0.500220224,1.310398608,1.514304963,-0.933980952,-0.108682554,-0.398792775
2009,11,11_08,19.5,-1.42775408,ASY,0.916999195,-2.185800426,-0.237551502,1.514304963,-0.17307278,-0.088875446,-1.149258518
2012,11,11_08,18.5,0.103054084,ASY,-0.721176175,1.579031796,-0.927951786,1.514304963,0.379847401,-0.367665246,-1.137790536
2010,11,11_08,18.5,-0.470998977,ASY,0.09791151,-1.264440635,-0.230284131,1.514304963,1.16671393,-1.267173522,-0.838777522
2011,11,11_08,19.5,2.01656429,ASY,0.09791151,-0.186296232,-0.041332474,1.514304963,0.590015623,-0.899754396,-0.718095707
2013,11,11_08,19.5,2.781968372,SY,0.09791151,1.892267438,0.801682609,1.514304963,0.225500614,0.061467922,-0.33678245
2006,11,11_08,19.5,-0.279647957,ASY,0.916999195,-0.729371445,0.519708599,1.514304963,-0.081413132,-0.057590989,-0.565250236
2006,11,11_09,19.5,-0.662349998,ASY,0.09791151,-0.595937732,0.432500142,1.467192158,-0.082727535,-0.057590989,-0.565250236
2006,11,11_10,21.5,-0.279647957,ASY,0.09791151,-0.729371445,0.519708599,1.403887892,-0.081413132,-0.057590989,-0.565250236
2007,11,11_10,20.5,1.251160208,ASY,0.09791151,-0.297046214,-0.186679902,1.403887892,0.385215148,-0.057590989,-0.565250236
2008,11,11_10,17.5,-0.279647957,ASY,0.916999195,0.500220224,1.310398608,1.403887892,-0.933980952,-0.108682554,-0.398792775
2006,12,12_01,17.5,0.103054084,ASY,0.09791151,-0.454497995,0.211572051,-0.451339334,-0.672624472,-2.679561658,-1.65785272
2012,12,12_01,19.5,0.103054084,SY,-0.721176175,1.650418833,-1.393063556,-0.451339334,-0.421513543,-2.806568417,-0.960609145
2015,12,12_01,21.5,0.294405105,SY,0.09791151,-0.678666634,-0.43377053,-0.451339334,0.447915665,-2.697775847,-1.613040413
2010,12,12_01,19.5,0.294405105,SY,-0.721176175,-0.878150035,0.03134124,-0.451339334,1.084976195,-2.806697427,-0.960859676
2009,12,12_02,21.5,-0.279647957,ASY,0.09791151,-1.567335165,-0.273888359,-0.451336218,1.379913849,-2.798939419,-0.945794035
2015,12,12_02,21.5,-0.470998977,SY,-1.540263861,-1.012250917,0.322036096,-0.451336218,0.431403406,-2.697775847,-1.613040413
2010,12,12_02,18.5,-0.088296936,ASY,-0.721176175,-1.357844235,-0.230284131,-0.451336218,1.046114206,-2.806697427,-0.960859676
2016,12,12_02,21.5,0.868458166,ASY,0.916999195,0.588953643,-1.291320357,-0.451336218,1.686154531,-2.811382467,-0.951379743
2007,12,12_02,21.5,1.251160208,ASY,1.736086881,-1.165699688,0.191223411,-0.451336218,-0.169834283,-2.679561658,-1.65785272
2012,12,12_03,18.5,0.103054084,ASY,0.09791151,1.650418833,-1.393063556,-0.457250044,-0.421513543,-2.806568417,-0.960609145
2011,12,12_03,19.5,0.485756125,SY,-2.359351546,-0.283035674,0.322036096,-0.457250044,0.09945167,-2.806586851,-0.960644944
2013,12,12_03,20.5,0.485756125,ASY,0.916999195,-0.292175883,0.481918267,-0.457250044,0.127941081,-2.808769148,-0.971086143
2006,12,12_03,19.5,-0.279647957,ASY,-0.721176175,-1.224410521,0.519708599,-0.457250044,-0.620277343,-2.679561658,-1.65785272
2007,12,12_03,21.5,0.485756125,ASY,0.09791151,-0.063537215,-1.436667785,-0.457250044,-0.036134621,-2.679561658,-1.65785272
2008,12,12_03,19.5,0.103054084,ASY,0.916999195,-0.287705854,1.005169009,-0.457250044,-0.653291813,-2.806696443,-0.960861409
2014,12,12_04,21.5,0.485756125,ASY,0.916999195,-0.305052236,1.368537579,-0.460745965,0.961446082,-2.754956492,-1.356790578
2012,12,12_04,18.5,-0.279647957,ASY,0.09791151,1.150042408,-1.393063556,-0.460745965,-0.30385997,-2.806568417,-0.960609145
2010,12,12_04,18.5,-0.470998977,ASY,0.916999195,-1.824862231,-0.026797731,-0.460745965,1.00782232,-2.806697427,-0.960859676
2016,12,12_04,22.5,0.103054084,ASY,0.09791151,-1.112326202,-1.0006255,-0.460745965,2.944812043,-2.811382467,-0.951379743
2015,12,12_04,21,-0.088296936,ASY,0.916999195,-0.745383491,0.118549697,-0.460745965,0.439643195,-2.697775847,-1.613040413
2007,12,12_04,19.5,0.485756125,ASY,0.09791151,-0.063537215,-1.436667785,-0.460745965,-0.036134621,-2.679561658,-1.65785272
2006,12,12_04,22.5,1.633862249,ASY,0.916999195,0.814456618,1.662139384,-0.460745965,-0.599423056,-2.679561658,-1.65785272
2009,12,12_04,21.5,-0.662349998,ASY,-0.721176175,-2.134428446,-0.273888359,-0.460745965,1.250024653,-2.798939419,-0.945794035
2016,12,12_05,19.5,0.485756125,ASY,0.09791151,-0.14493178,-1.087833957,-0.442724824,2.35040565,-2.811382467,-0.951379743
2008,12,12_05,16.5,0.868458166,SY,0.09791151,-0.621290137,2.952824546,-0.442724824,-0.615535266,-2.806696443,-0.960861409
2015,12,12_05,21.5,0.294405105,ASY,0.916999195,-0.678666634,-0.43377053,-0.442724824,0.447915665,-2.697775847,-1.613040413
2010,12,12_06,19.5,-0.088296936,ASY,-2.359351546,-1.357844235,-0.230284131,-0.435978333,1.046114206,-2.806697427,-0.960859676
2012,12,12_06,15.5,0.103054084,ASY,-1.540263861,1.650418833,-1.393063556,-0.435978333,-0.421513543,-2.806568417,-0.960609145
2016,12,12_07,23.5,0.485756125,ASY,0.916999195,-0.14493178,-1.087833957,-0.438788992,2.35040565,-2.811382467,-0.951379743
2008,12,12_07,17.5,0.103054084,ASY,0.916999195,-0.287705854,1.005169009,-0.438788992,-0.653291813,-2.806696443,-0.960861409
2006,12,12_07,21.5,0.103054084,ASY,-0.721176175,-0.454497995,0.211572051,-0.438788992,-0.672624472,-2.679561658,-1.65785272
2007,12,12_08,17.5,0.485756125,ASY,0.916999195,-0.063537215,-1.436667785,-0.433530141,-0.036134621,-2.679561658,-1.65785272
2006,12,12_08,21.5,0.485756125,ASY,1.736086881,0.58094762,0.441220987,-0.433530141,-0.705252918,-2.679561658,-1.65785272
2007,12,12_09,19.5,0.868458166,ASY,0.09791151,-0.197638097,0.162153925,-0.424514857,-0.122247929,-2.679561658,-1.65785272
2008,12,12_09,17.5,0.868458166,ASY,0.916999195,-0.621290137,2.952824546,-0.424514857,-0.615535266,-2.806696443,-0.960861409
2014,12,12_10,18.5,0.868458166,SY,-0.721176175,0.661675017,0.205758154,-0.410930948,0.815369117,-2.754956492,-1.356790578
2007,12,12_10,19.5,0.868458166,ASY,0.916999195,-0.197638097,0.162153925,-0.410930948,-0.122247929,-2.679561658,-1.65785272
2008,12,12_10,19.5,0.103054084,ASY,0.09791151,-0.287705854,1.005169009,-0.410930948,-0.653291813,-2.806696443,-0.960861409
2012,12,12_10,17.5,0.868458166,ASY,-1.540263861,0.61830906,-0.084936703,-0.410930948,-0.188263185,-2.806568417,-0.960609145
2010,12,12_10,21.5,1.825213269,SY,0.916999195,-0.1402616,0.729008895,-0.410930948,1.246287876,-2.806697427,-0.960859676
2015,12,12_10,19,2.20791531,ASY,0.916999195,-1.078967774,-0.840743329,-0.410930948,0.489776486,-2.697775847,-1.613040413
2010,13,13_01,21.5,-0.088296936,ASY,-1.540263861,-1.172371373,-1.1023687,1.196760073,-0.801303026,-3.097681974,0.109809954
2009,13,13_01,19.5,-0.662349998,ASY,0.09791151,-1.856886323,-0.244818874,1.196760073,-1.178520176,-3.089325305,0.121565832
2016,13,13_01,17.5,0.485756125,SY,0.09791151,-0.578591349,-1.160507671,1.196760073,-0.634205507,-3.142537434,0.148440832
2008,13,13_01,19.5,0.868458166,SY,0.916999195,-0.186296232,1.034238494,1.196760073,-1.18236416,-3.132416395,0.110469548
2011,13,13_02,19.5,-1.045052039,ASY,0.09791151,-0.143597443,-0.332027331,1.131343207,-1.027460527,-3.102323859,0.133298957
2007,13,13_02,15.5,0.485756125,ASY,-0.721176175,0.187985334,-1.218646643,1.131343207,-1.079254027,-3.088130558,0.123819298
2010,13,13_02,22.5,-0.853701018,ASY,0.09791151,-2.68684402,0.03134124,1.131343207,-0.972730906,-3.097681974,0.109809954
2008,13,13_02,19.5,-0.662349998,ASY,0.09791151,-0.119579375,1.005169009,1.131343207,-1.158394384,-3.132416395,0.110469548
2009,13,13_02,19.5,-0.662349998,ASY,0.09791151,-1.856886323,-0.244818874,1.131343207,-1.178520176,-3.089325305,0.121565832
2014,13,13_02,19.5,0.103054084,ASY,0.916999195,-0.722032591,1.048773237,1.131343207,-0.887163501,-3.14055617,0.154687881
2008,13,13_03,21.5,-0.662349998,ASY,1.736086881,-0.119579375,1.005169009,1.071865214,-1.158394384,-3.132416395,0.110469548
2010,13,13_03,17.5,-0.470998977,ASY,0.09791151,-1.656068584,-0.898882301,1.071865214,-0.892415134,-3.097681974,0.109809954
2009,13,13_03,17.5,-0.662349998,ASY,0.916999195,-1.856886323,-0.244818874,1.071865214,-1.178520176,-3.089325305,0.121565832
2013,13,13_03,17.5,0.103054084,ASY,-0.721176175,-0.339811719,-0.244818874,1.071865214,-0.889573458,-3.117656077,0.123014297
2012,13,13_03,18.5,-0.662349998,ASY,0.916999195,0.496217212,-1.175042414,1.071865214,-1.049207468,-3.122489307,0.128021364
2009,13,13_04,21.5,-0.662349998,ASY,-0.721176175,-1.856886323,-0.244818874,1.005800964,-1.178520176,-3.089325305,0.121565832
2011,13,13_04,17.5,-0.662349998,ASY,0.916999195,0.089911555,-0.317492588,1.005800964,-0.980110763,-3.102323859,0.133298957
2015,13,13_04,20.5,2.590617351,ASY,0.09791151,-1.345835201,-0.753534872,1.005800964,-0.256059212,-3.14254612,0.148387146
2008,13,13_04,19.5,-0.279647957,ASY,0.09791151,0.347438622,0.947030037,1.005800964,-1.174192058,-3.132416395,0.110469548
2013,13,13_04,18.5,1.633862249,ASY,-0.721176175,1.361534843,0.438314039,1.005800964,-0.697625789,-3.117656077,0.123014297
2010,13,13_05,18.5,-0.853701018,ASY,0.916999195,-2.68684402,0.03134124,0.997169648,-0.972730906,-3.097681974,0.109809954
2009,13,13_05,21.5,-1.42775408,ASY,1.736086881,-2.290545891,-0.564583216,0.997169648,-1.134969974,-3.089325305,0.121565832
2006,13,13_05,19.5,-1.045052039,SY,0.09791151,-0.722032591,-0.215749388,0.997169648,-0.837338263,-3.088130558,0.123819298
2014,13,13_05,20.5,0.485756125,ASY,0.916999195,-0.455165164,0.816217352,0.997169648,-0.856417434,-3.14055617,0.154687881
2016,13,13_05,22.5,0.103054084,ASY,0.916999195,-1.579344199,-1.073299214,0.997169648,-0.656065121,-3.142537434,0.148440832
2007,13,13_05,17.5,0.485756125,ASY,-0.721176175,0.187985334,-1.218646643,0.997169648,-1.079254027,-3.088130558,0.123819298
2011,13,13_05,17.5,-0.662349998,ASY,1.736086881,0.089911555,-0.317492588,0.997169648,-0.980110763,-3.102323859,0.133298957
2013,13,13_05,21.5,0.868458166,ASY,0.916999195,0.727991572,-0.157610417,0.997169648,-0.799553768,-3.117656077,0.123014297
2008,13,13_05,19.5,-1.045052039,ASY,-1.540263861,-0.653981397,1.397607065,0.997169648,-1.140639178,-3.132416395,0.110469548
2012,13,13_06,17.5,-0.279647957,ASY,-0.721176175,0.963235209,-1.276785614,0.854565753,-1.010758809,-3.122489307,0.128021364
2006,13,13_06,21.5,0.103054084,ASY,0.916999195,-0.188297737,-0.390166302,0.854565753,-0.751021392,-3.088130558,0.123819298
2008,13,13_06,21.5,-1.045052039,ASY,0.916999195,-0.653981397,1.397607065,0.854565753,-1.140639178,-3.132416395,0.110469548
2011,13,13_06,21.5,0.485756125,SY,0.09791151,-0.409130533,0.365640325,0.854565753,-0.811797413,-3.102323859,0.133298957
2009,13,13_06,19.5,-0.662349998,ASY,-0.721176175,-1.856886323,-0.244818874,0.854565753,-1.178520176,-3.089325305,0.121565832
2010,13,13_06,18.5,-0.470998977,ASY,0.916999195,-1.656068584,-0.898882301,0.854565753,-0.892415134,-3.097681974,0.109809954
2008,13,13_07,20.5,-0.662349998,ASY,0.09791151,-0.119579375,1.005169009,0.829025864,-1.158394384,-3.132416395,0.110469548
2010,13,13_07,21.5,-0.853701018,ASY,0.09791151,-2.68684402,0.03134124,0.829025864,-0.972730906,-3.097681974,0.109809954
2006,13,13_07,19.5,0.103054084,ASY,0.09791151,-0.188297737,-0.390166302,0.829025864,-0.751021392,-3.088130558,0.123819298
2013,13,13_07,22.5,3.930074495,SY,-0.721176175,2.56143751,-0.43377053,0.829025864,-0.345259758,-3.117656077,0.123014297
2010,13,13_08,17.5,-0.853701018,ASY,0.09791151,-2.68684402,0.03134124,0.846967834,-0.972730906,-3.097681974,0.109809954
2009,13,13_08,21.5,1.633862249,SY,-0.721176175,0.012520001,0.438314039,0.846967834,-0.977950047,-3.089325305,0.121565832
2008,13,13_08,19.5,2.01656429,SY,0.09791151,0.113929623,0.510987753,0.846967834,-1.090696176,-3.132416395,0.110469548
2011,13,13_08,17.5,0.103054084,ASY,-1.540263861,-0.777407582,0.205758154,0.846967834,-0.872655297,-3.102323859,0.133298957
2012,13,13_08,17.5,-0.662349998,ASY,0.916999195,0.496217212,-1.175042414,0.846967834,-1.049207468,-3.122489307,0.128021364
2011,13,13_09,19.5,1.633862249,ASY,-0.721176175,-0.643973868,0.176688668,0.863559568,-0.595470151,-3.102323859,0.133298957
2009,13,13_09,19.5,-0.662349998,ASY,0.09791151,-1.856886323,-0.244818874,0.863559568,-1.178520176,-3.089325305,0.121565832
2010,14,14_01,20.5,-0.662349998,ASY,0.916999195,0.523571123,0.49645301,-0.406293185,-0.690192327,-1.020284557,1.031728239
2011,14,14_01,23.5,1.825213269,SY,0.09791151,0.273382911,2.444108548,-0.406293185,0.181175637,-0.955104131,1.050944343
2009,14,14_01,23.5,-0.088296936,ASY,0.916999195,-0.364430239,0.561859353,-0.406293185,-0.300578005,-0.82435781,1.147072475
2014,14,14_01,19.5,-0.853701018,ASY,0.09791151,-0.655982903,1.572023979,-0.406293185,-0.765942547,-1.28255411,0.887500106
2008,14,14_01,21.5,-0.662349998,ASY,-0.721176175,0.6556705,-0.361096816,-0.406293185,-1.283997403,-1.409299285,0.301318023
2013,14,14_01,21.5,-1.236403059,ASY,-3.178439231,-1.079568226,0.49645301,-0.406293185,-1.06825489,-1.177869912,0.4534514
2011,14,14_02,19.5,-0.088296936,ASY,-0.721176175,-0.268357965,-0.012262989,-0.347854903,-0.130530453,-0.955104131,1.050944343
2015,14,14_02,19.5,1.251160208,ASY,2.555174566,-0.545232921,0.510987753,-0.347854903,0.065523287,-1.053743474,1.03717982
2013,14,14_02,17.5,2.20791531,SY,-0.721176175,1.01754273,-0.07040196,-0.347854903,-0.360615661,-1.177869912,0.4534514
2012,14,14_02,19.5,-0.470998977,ASY,0.916999195,1.674436901,-1.334924585,-0.347854903,-0.09158358,-1.396979063,0.935071185
2009,14,14_02,21.5,-1.236403059,ASY,-1.540263861,-0.991568692,0.183956039,-0.347854903,-0.280855075,-0.82435781,1.147072475
2010,14,14_02,20.5,-0.662349998,ASY,0.916999195,0.523571123,0.49645301,-0.347854903,-0.690192327,-1.020284557,1.031728239
2014,14,14_02,20.5,-0.853701018,ASY,0.09791151,-0.655982903,1.572023979,-0.347854903,-0.765942547,-1.28255411,0.887500106
2009,14,14_03,19.5,1.442511228,SY,0.916999195,0.088577218,0.263897125,-0.318110042,-0.326390272,-0.82435781,1.147072475
2011,14,14_03,19.5,-0.088296936,ASY,-2.359351546,-0.268357965,-0.012262989,-0.318110042,-0.130530453,-0.955104131,1.050944343
2015,14,14_03,19,-1.810456121,ASY,-0.721176175,-1.312476772,0.510987753,-0.318110042,-0.149682445,-1.053743474,1.03717982
2012,14,14_03,19.5,-1.236403059,ASY,0.09791151,0.347438622,-0.753534872,-0.318110042,0.160698484,-1.396979063,0.935071185
2010,14,14_04,20.5,-0.662349998,ASY,-0.721176175,0.523571123,0.49645301,-0.311830459,-0.690192327,-1.020284557,1.031728239
2012,14,14_04,21.5,-0.470998977,SY,-0.721176175,1.674436901,-1.334924585,-0.311830459,-0.09158358,-1.396979063,0.935071185
2009,14,14_04,21.5,-0.470998977,ASY,0.916999195,-1.125002405,0.561859353,-0.311830459,-0.294038541,-0.82435781,1.147072475
2011,14,14_05,21.5,0.294405105,ASY,0.09791151,-0.094226969,1.005169009,-0.304634258,-0.073438299,-0.955104131,1.050944343
2014,14,14_05,21.5,-0.853701018,ASY,0.09791151,-0.655982903,1.572023979,-0.304634258,-0.765942547,-1.28255411,0.887500106
2010,14,14_05,17.5,-0.662349998,ASY,0.09791151,0.523571123,0.49645301,-0.304634258,-0.690192327,-1.020284557,1.031728239
2012,14,14_05,19.5,-0.853701018,ASY,-2.359351546,1.148040902,-1.276785614,-0.304634258,0.016739534,-1.396979063,0.935071185
2008,14,14_05,20.5,-0.279647957,ASY,0.916999195,0.992590626,-0.143075674,-0.304634258,-1.229122033,-1.409299285,0.301318023
2006,14,14_05,21.5,-0.279647957,ASY,0.09791151,-1.127671079,2.728989507,-0.304634258,-0.432842897,-1.230150309,0.923086258
2009,14,14_05,19.5,-0.853701018,ASY,0.09791151,-0.82477655,0.54732461,-0.304634258,-0.28746423,-0.82435781,1.147072475
2013,14,14_06,21.5,-1.6191051,ASY,0.09791151,-0.775939811,0.380175067,-0.295519786,-1.12222061,-1.177869912,0.4534514
2006,14,14_06,20.5,-0.279647957,ASY,-0.721176175,-1.127671079,2.728989507,-0.295519786,-0.432842897,-1.230150309,0.923086258
2014,14,14_06,20.5,-1.236403059,ASY,0.09791151,-0.455832333,2.211552663,-0.295519786,-0.779398322,-1.28255411,0.887500106
2012,14,14_06,18.5,-1.236403059,ASY,0.916999195,0.347438622,-0.753534872,-0.295519786,0.160698484,-1.396979063,0.935071185
2015,14,14_06,17.5,0.103054084,ASY,0.09791151,-0.011498067,0.569126724,-0.295519786,0.108321078,-1.053743474,1.03717982
2011,14,14_06,21.5,-0.088296936,ASY,0.916999195,-0.268357965,-0.012262989,-0.295519786,-0.130530453,-0.955104131,1.050944343
2008,14,14_06,21.5,-0.279647957,ASY,0.916999195,0.992590626,-0.143075674,-0.295519786,-1.229122033,-1.409299285,0.301318023
2007,14,14_06,19.5,0.485756125,ASY,0.916999195,0.940551478,-1.56748047,-0.295519786,-0.157343006,-1.230150309,0.923086258
2015,14,14_07,17.5,-1.045052039,ASY,-1.540263861,-0.378440779,0.481918267,-0.286950281,-0.005174446,-1.053743474,1.03717982
2012,14,14_07,19.5,-1.236403059,ASY,0.09791151,0.347438622,-0.753534872,-0.286950281,0.160698484,-1.396979063,0.935071185
2010,14,14_07,21.5,-1.045052039,ASY,0.916999195,0.201995874,-0.084936703,-0.286950281,-0.811837595,-1.020284557,1.031728239
2009,14,14_07,19.5,-0.853701018,ASY,0.09791151,-0.82477655,0.54732461,-0.286950281,-0.28746423,-0.82435781,1.147072475
2011,14,14_07,20.5,-0.088296936,ASY,0.09791151,-0.268357965,-0.012262989,-0.286950281,-0.130530453,-0.955104131,1.050944343
2014,14,14_08,19.5,-0.470998977,ASY,0.09791151,-0.322398619,1.542954493,-0.275035429,-0.75225977,-1.28255411,0.887500106
2011,14,14_08,21.5,0.294405105,ASY,0.916999195,-0.094226969,1.005169009,-0.275035429,-0.073438299,-0.955104131,1.050944343
2012,14,14_08,18.5,-0.088296936,SY,-0.721176175,2.18215218,-1.334924585,-0.275035429,-0.169157984,-1.396979063,0.935071185
2006,14,14_08,21.5,-0.662349998,ASY,0.09791151,-0.994237366,2.572014285,-0.275035429,-0.515424898,-1.230150309,0.923086258
2011,14,14_09,23.5,0.294405105,ASY,-0.721176175,-0.094226969,1.005169009,-0.260480134,-0.073438299,-0.955104131,1.050944343
2008,14,14_09,17.5,-0.662349998,ASY,0.09791151,0.6556705,-0.361096816,-0.260480134,-1.283997403,-1.409299285,0.301318023
2007,14,14_09,21.5,0.103054084,ASY,0.916999195,0.80911927,-1.56748047,-0.260480134,-0.308461765,-1.230150309,0.923086258
2012,14,14_09,21.5,-0.853701018,ASY,0.09791151,1.148040902,-1.276785614,-0.260480134,0.016739534,-1.396979063,0.935071185
2009,14,14_09,23.5,-0.853701018,ASY,0.916999195,-0.82477655,0.54732461,-0.260480134,-0.28746423,-0.82435781,1.147072475
2010,14,14_09,18.5,0.103054084,ASY,0.09791151,0.811787944,0.089480211,-0.260480134,-0.48073321,-1.020284557,1.031728239
2010,14,14_10,19.5,-0.662349998,ASY,-1.540263861,0.523571123,0.49645301,-0.246878053,-0.690192327,-1.020284557,1.031728239
2011,14,14_10,21.5,0.294405105,ASY,0.916999195,-0.094226969,1.005169009,-0.246878053,-0.073438299,-0.955104131,1.050944343
2009,14,14_10,19.5,-0.470998977,ASY,-0.721176175,-1.125002405,0.561859353,-0.246878053,-0.294038541,-0.82435781,1.147072475
2007,14,14_10,19.5,0.103054084,ASY,0.916999195,0.80911927,-1.56748047,-0.246878053,-0.308461765,-1.230150309,0.923086258
2008,14,14_10,19.5,-0.662349998,ASY,0.916999195,0.6556705,-0.361096816,-0.246878053,-1.283997403,-1.409299285,0.301318023
2006,14,14_10,21.5,0.103054084,ASY,-1.540263861,-0.226993514,2.487712776,-0.246878053,-0.353437573,-1.230150309,0.923086258
2015,14,14_10,19.5,-0.279647957,ASY,0.916999195,0.021860361,0.569126724,-0.246878053,0.087434077,-1.053743474,1.03717982
2013,14,14_10,21.5,-1.6191051,ASY,0.09791151,-0.775939811,0.380175067,-0.246878053,-1.12222061,-1.177869912,0.4534514
2012,15,15_01,19.5,-0.853701018,ASY,1.736086881,1.505643254,-1.422133042,-0.767428551,0.30890626,0.534347055,-0.279259004
2008,15,15_01,18.5,0.485756125,ASY,0.916999195,-0.157607983,0.612730953,-0.767428551,-0.307888015,0.027948374,-0.801128945
2011,15,15_01,20.5,0.294405105,ASY,1.736086881,-0.032847461,0.423779296,-0.767428551,0.312452983,0.55546353,-0.193924663
2015,15,15_01,21.5,0.103054084,ASY,1.736086881,-0.178290209,1.324933351,-0.767428551,0.908041007,0.621773893,0.00350924
2014,15,15_01,19.5,-0.853701018,ASY,0.916999195,-0.521214852,0.772613124,-0.767428551,1.563724314,1.160615344,-1.242477867
2010,15,15_01,18.5,0.103054084,ASY,1.736086881,0.695700614,-0.041332474,-0.767428551,-0.616680016,0.654069633,-0.065614152
2009,15,15_01,17.5,-0.088296936,ASY,-0.721176175,-0.074879081,0.91069318,-0.767428551,0.130522589,0.352655104,0.161379291
2011,15,15_02,18.5,0.677107146,SY,-0.721176175,0.667679534,0.39470981,-0.768943086,0.295735605,0.55546353,-0.193924663
2007,15,15_02,18.5,0.103054084,ASY,0.09791151,0.732394885,-1.451202528,-0.768943086,-0.676106092,0.263322278,0.160116757
2016,15,15_02,21.5,-0.088296936,ASY,1.736086881,-0.845458776,-0.840743329,-0.768943086,-0.537280745,0.530381962,-0.258112787
2008,15,15_02,17.5,-0.279647957,ASY,1.736086881,0.574943103,0.874356323,-0.768943086,-0.649150852,0.027948374,-0.801128945
2012,15,15_02,18.5,-0.853701018,ASY,0.916999195,1.505643254,-1.422133042,-0.768943086,0.30890626,0.534347055,-0.279259004
2015,15,15_02,19,-0.279647957,ASY,1.736086881,-0.14493178,1.557489236,-0.768943086,0.831113933,0.621773893,0.00350924
2014,15,15_02,19.5,-0.853701018,ASY,0.916999195,-0.521214852,0.772613124,-0.768943086,1.563724314,1.160615344,-1.242477867
2006,15,15_02,19.5,-0.662349998,ASY,-0.721176175,-0.960878938,2.572014285,-0.768943086,-0.189445386,0.174337954,-0.528309843
2010,15,15_02,17.5,-0.279647957,ASY,0.09791151,0.386134399,-0.332027331,-0.768943086,-0.726164403,0.654069633,-0.065614152
2013,15,15_03,19.5,-1.6191051,ASY,0.09791151,-1.404879619,0.481918267,-0.770018775,-0.757602755,0.402828962,0.040262214
2010,15,15_03,19.5,-1.045052039,SY,0.916999195,-0.000156201,-0.302957845,-0.770018775,-0.922558302,0.654069633,-0.065614152
2009,15,15_03,19.5,1.442511228,ASY,0.09791151,0.146620883,0.627265695,-0.770018775,0.64076473,0.352655104,0.161379291
2007,15,15_03,20.5,0.485756125,ASY,0.09791151,0.765753313,-1.451202528,-0.770018775,-0.584296919,0.263322278,0.160116757
2016,15,15_03,21.5,0.294405105,ASY,0.09791151,0.555595215,-1.160507671,-0.770018775,-0.604178726,0.530381962,-0.258112787
2012,15,15_03,21.5,-0.853701018,ASY,0.916999195,1.505643254,-1.422133042,-0.770018775,0.30890626,0.534347055,-0.279259004
2011,15,15_03,18,1.825213269,ASY,0.09791151,0.230684123,1.281329122,-0.770018775,0.869851692,0.55546353,-0.193924663
2006,15,15_03,17.5,0.868458166,ASY,0.916999195,0.974577075,0.630172644,-0.770018775,-0.054451177,0.174337954,-0.528309843
2008,15,15_03,14.5,-0.279647957,ASY,0.916999195,0.574943103,0.874356323,-0.770018775,-0.649150852,0.027948374,-0.801128945
2015,15,15_03,17.5,-1.045052039,ASY,0.916999195,-0.511874492,1.542954493,-0.770018775,0.589103014,0.621773893,0.00350924
2009,15,15_04,19.5,0.677107146,SY,0.09791151,0.592289486,0.329303468,-0.775378578,0.368933195,0.352655104,0.161379291
2011,15,15_04,19.5,-0.088296936,ASY,0.09791151,-0.277698325,-0.244818874,-0.775378578,0.385736779,0.55546353,-0.193924663
2016,15,15_04,21.5,0.294405105,ASY,0.09791151,0.555595215,-1.160507671,-0.775378578,-0.604178726,0.530381962,-0.258112787
2015,15,15_04,21.5,3.547372454,ASY,0.09791151,0.388803073,0.016806497,-0.775378578,-0.110725944,0.621773893,0.00350924
2014,15,15_04,21.5,-0.088296936,ASY,0.09791151,-0.75472385,0.830752095,-0.775378578,1.886044947,1.160615344,-1.242477867
2013,15,15_04,22.5,0.677107146,SY,0.09791151,-0.577523879,-0.244818874,-0.775378578,-0.359500515,0.402828962,0.040262214
2010,15,15_04,16.5,-0.279647957,ASY,-0.721176175,0.386134399,-0.332027331,-0.775378578,-0.726164403,0.654069633,-0.065614152
2008,15,15_04,17.5,-0.279647957,ASY,-1.540263861,0.574943103,0.874356323,-0.775378578,-0.649150852,0.027948374,-0.801128945
2008,15,15_05,19.5,1.633862249,SY,-0.721176175,-0.187630569,0.729008895,-0.771742013,0.054463723,0.027948374,-0.801128945
2016,15,15_05,22.5,-0.088296936,ASY,0.916999195,-0.845458776,-0.840743329,-0.771742013,-0.537280745,0.530381962,-0.258112787
2009,15,15_05,19.5,0.294405105,ASY,0.09791151,0.392138916,0.183956039,-0.771742013,0.245819777,0.352655104,0.161379291
