farm;nest;year;idbrood;n_fledglings;date_fledgling;recruits;mean_mass;total_fledgling;density.nnich;density.hosp;mean_ext5km;male;female;sex_ratio;ENSO_mo;ENSO_mb
30;03;2010;300320101;7;175;0;19.46714286;27;5;5;31.64184329;;7;;1.9;2.2
30;05;2010;300520101;6;175;1;22.69333333;27;5;5;31.75959519;2;4;0.5;1.9;2.2
30;08;2010;300820101;5;175;0;22.692;27;5;5;31.78028133;;5;;1.9;2.2
30;09;2010;300920101;5;171;0;24.192;27;5;5;31.81131055;3;2;1.5;1.9;2.2
31;02;2010;310220101;5;173;0;21.64;19;9;1;16.00789256;2;3;0.666666667;1.9;2.2
31;05;2010;310520101;4;175;0;22.125;19;9;1;16.03414805;3;2;1.5;1.9;2.2
31;08;2010;310820101;2;183;0;22.935;19;9;1;16.08825027;2;2;1;1.9;2.2
31;09;2010;310920101;5;179;0;19.59;19;9;1;16.09620648;4;1;4;1.9;2.2
31;10;2010;311020101;3;185;0;20.21333333;19;9;1;16.09461524;1;3;0.333333333;1.9;2.2
33;05;2010;330520101;5;182;0;21.752;9;2;4;17.51718541;1;4;0.25;1.9;2.2
33;08;2010;330820101;3;183;0;23.59333333;9;2;4;17.58720005;3;1;3;1.9;2.2
34;01;2010;340120101;4;177;0;22.78;4;1;3;23.3976195;;4;;1.9;2.2
35;09;2010;350920101;5;178;1;21.79;5;2;3;16.43991471;;5;;1.9;2.2
36;05;2010;360520102;2;206;0;20.205;14;7;0;13.28686907;;3;;1.9;2.2
36;06;2010;360620101;3;178;0;23.36;14;7;0;13.25345299;1;2;0.5;1.9;2.2
36;07;2010;360720101;4;178;0;21.815;14;7;0;13.22640188;3;1;3;1.9;2.2
36;09;2010;360920101;5;172;0;21.844;14;7;0;13.05693463;2;3;0.666666667;1.9;2.2
37;04;2010;370420101;3;175;0;20.68666667;19;8;1;22.28534148;1;2;0.5;1.9;2.2
37;05;2010;370520101;3;181;0;14.59333333;19;8;1;22.2630641;3;1;3;1.9;2.2
37;07;2010;370720101;1;175;0;24.22;19;8;1;22.27658965;;1;;1.9;2.2
37;08;2010;370820101;3;179;0;15.75333333;19;8;1;22.3354656;5;1;5;1.9;2.2
37;09;2010;370920101;5;173;0;18.886;19;8;1;22.29568455;3;2;1.5;1.9;2.2
37;10;2010;371020101;4;179;0;20.41;19;8;1;22.20100566;1;3;0.333333333;1.9;2.2
38;04;2010;380420101;6;171;0;20.43833333;11;9;0;28.20396537;1;5;0.2;1.9;2.2
38;07;2010;380720102;1;169;0;25.52;11;9;0;28.07984851;1;1;1;1.9;2.2
38;09;2010;380920102;4;169;0;19.96;11;9;0;28.10928649;1;3;0.333333333;1.9;2.2
39;03;2010;390320102;4;195;0;23.385;18;3;6;36.64550315;1;3;0.333333333;1.9;2.2
39;06;2010;390620102;5;179;0;21.392;18;3;6;36.82372223;;5;;1.9;2.2
39;07;2010;390720101;4;179;0;21.735;18;3;6;36.71313093;2;2;1;1.9;2.2
39;09;2010;390920102;5;191;0;20.67;18;3;6;36.93351792;3;2;1.5;1.9;2.2
40;01;2010;400120101;5;174;0;23.73;25;7;0;22.06018077;4;1;4;1.9;2.2
40;02;2010;400220101;6;170;0;19.245;25;7;0;22.05461142;2;4;0.5;1.9;2.2
40;03;2010;400320101;3;176;0;18.63333333;25;7;0;22.04824645;1;2;0.5;1.9;2.2
40;04;2010;400420101;5;180;0;22.518;25;7;0;22.0196041;1;4;0.25;1.9;2.2
40;10;2010;401020101;6;176;0;21.01;25;7;0;21.83740691;1;5;0.2;1.9;2.2
01;01;2011;10120111;4;185;0;21.575;28;10;0;28.18805296;3;1;3;0.733333333;0.2
01;03;2011;10320111;3;173;0;21.86333333;28;10;0;29.57959392;2;1;2;0.733333333;0.2
01;06;2011;10620111;6;183;0;22.38;28;10;0;29.66552097;3;3;1;0.733333333;0.2
01;08;2011;10820111;5;169;0;19.52;28;10;0;29.66313411;2;3;0.666666667;0.733333333;0.2
01;09;2011;10920111;4;181;0;21.9825;28;10;0;29.62733117;3;1;3;0.733333333;0.2
01;10;2011;11020111;6;179;0;22.43666667;28;10;0;29.60107568;5;1;5;0.733333333;0.2
02;10;2011;21020111;2;169;0;22.675;2;2;8;27.90242505;3;;;0.733333333;0.2
03;03;2011;30320111;4;175;0;21.745;12;5;0;30.87088664;1;3;0.333333333;0.733333333;0.2
03;05;2011;30520111;3;173;0;24.46;12;5;0;31.15810579;2;1;2;0.733333333;0.2
03;08;2011;30820111;2;177;0;19.56;12;5;0;31.21539049;3;1;3;0.733333333;0.2
03;10;2011;31020111;3;171;0;21.63333333;12;5;0;31.12468971;1;2;0.5;0.733333333;0.2
04;01;2011;40120112;4;195;0;22.5625;28;9;0;31.00693781;;4;;0.733333333;0.2
04;04;2011;40420111;2;183;0;20.94;28;9;0;30.16119279;5;1;5;0.733333333;0.2
04;05;2011;40520111;2;171;0;19.76;28;9;0;30.24791547;1;2;0.5;0.733333333;0.2
04;06;2011;40620111;5;179;0;20.828;28;9;0;30.38396665;3;2;1.5;0.733333333;0.2
04;08;2011;40820111;6;179;0;23.58166667;28;9;0;30.59878429;1;4;0.25;0.733333333;0.2
04;09;2011;40920111;4;189;0;21.075;28;9;0;30.7133537;2;3;0.666666667;0.733333333;0.2
04;10;2011;41020111;5;171;0;23.074;28;9;0;30.7968939;2;3;0.666666667;0.733333333;0.2
05;05;2011;50520111;3;182;0;23.69333333;6;7;0;26.19979632;1;3;0.333333333;0.733333333;0.2
05;07;2011;50720111;3;180;0;23.17666667;6;7;0;26.25787665;3;2;1.5;0.733333333;0.2
07;03;2011;70320111;4;185;0;19.385;9;3;6;24.82655464;;4;;0.733333333;0.2
07;10;2011;71020111;5;183;0;20.816;9;3;6;24.92043791;;5;;0.733333333;0.2
09;01;2011;90120111;4;181;0;20.685;10;7;0;22.75714468;2;3;0.666666667;0.733333333;0.2
09;08;2011;90820111;6;177;0;20.455;10;7;0;22.41661893;5;1;5;0.733333333;0.2
10;10;2011;101020111;3;185;0;21.86;3;3;5;24.62287569;1;2;0.5;0.733333333;0.2
11;04;2011;110420111;5;181;0;19.948;14;4;0;30.08003946;2;4;0.5;0.733333333;0.2
11;06;2011;110620111;4;187;0;20.0875;14;4;0;29.62653555;;3;;0.733333333;0.2
11;08;2011;110820111;5;189;0;20.212;14;4;0;29.45547705;1;4;0.25;0.733333333;0.2
12;03;2011;120320111;1;181;0;21.34;5;6;0;24.2576857;;2;;0.733333333;0.2
12;05;2011;120520111;4;203;0;22.2075;5;6;0;24.08105786;3;1;3;0.733333333;0.2
13;02;2011;130220111;4;173;0;21.535;23;8;0;26.58010311;2;2;1;0.733333333;0.2
13;04;2011;130420111;5;173;0;23.7;23;8;0;26.73047546;;4;;0.733333333;0.2
13;05;2011;130520111;4;173;0;21.4875;23;8;0;26.66762141;2;2;1;0.733333333;0.2
13;06;2011;130620111;5;183;0;23.118;23;8;0;26.52759213;2;3;0.666666667;0.733333333;0.2
13;08;2011;130820111;1;177;0;23.91;23;8;0;26.81401566;2;;;0.733333333;0.2
13;09;2011;130920111;4;187;0;21.7175;23;8;0;26.8728916;;4;;0.733333333;0.2
14;01;2011;140120111;3;192;0;12.81333333;35;9;0;23.45331297;4;1;4;0.733333333;0.2
14;02;2011;140220111;4;178;0;23.035;35;9;0;23.57186048;1;3;0.333333333;0.733333333;0.2
14;03;2011;140320111;2;178;0;23.01;35;9;0;23.76121825;2;;;0.733333333;0.2
14;05;2011;140520111;5;182;0;22.26;35;9;0;23.97921838;4;1;4;0.733333333;0.2
14;06;2011;140620111;4;180;0;20.4925;35;9;0;24.07151041;2;4;0.5;0.733333333;0.2
14;07;2011;140720111;5;178;0;22.348;35;9;0;24.15823309;3;2;1.5;0.733333333;0.2
14;08;2011;140820111;4;182;0;20.1675;35;9;0;24.20358348;3;3;1;0.733333333;0.2
14;09;2011;140920111;2;184;0;21.1;35;9;0;24.28632805;2;2;1;0.733333333;0.2
14;10;2011;141020111;6;182;0;21.295;35;9;0;24.35236459;4;2;2;0.733333333;0.2
15;01;2011;150120111;6;180;0;23.245;40;9;0;22.59404239;3;3;1;0.733333333;0.2
15;02;2011;150220111;4;180;0;19.8075;40;9;0;22.62666285;3;1;3;0.733333333;0.2
15;03;2011;150320111;5;185;0;18.244;40;9;0;22.68633442;2;3;0.666666667;0.733333333;0.2
15;04;2011;150420111;4;178;1;21.8025;40;9;0;22.70145121;4;1;4;0.733333333;0.2
15;06;2011;150620111;6;178;0;22.76666667;40;9;0;22.75555343;3;3;1;0.733333333;0.2
15;07;2011;150720111;5;178;0;22.088;40;9;0;22.75634905;3;2;1.5;0.733333333;0.2
15;09;2011;150920111;3;194;0;23.67666667;40;9;0;22.76828337;2;1;2;0.733333333;0.2
15;10;2011;151020111;7;178;0;21.60285714;40;9;0;22.73248043;3;4;0.75;0.733333333;0.2
16;05;2011;160520111;6;182;0;18.34333333;16;7;2;27.8586659;1;4;0.25;0.733333333;0.2
16;07;2011;160720112;4;197;0;23.7225;16;7;2;27.99233021;4;;;0.733333333;0.2
16;08;2011;160820111;4;172;0;19.9975;16;7;2;28.03847623;3;1;3;0.733333333;0.2
16;10;2011;161020111;2;182;0;15.675;16;7;2;28.12281204;3;3;1;0.733333333;0.2
17;01;2011;170120111;1;181;0;21.08;1;5;0;21.2239832;1;1;1;0.733333333;0.2
18;04;2011;180420111;7;180;0;19.67428571;8;5;0;12.39179556;;7;;0.733333333;0.2
18;07;2011;180720111;1;182;0;19.79;8;5;0;12.37508752;2;3;0.666666667;0.733333333;0.2
21;03;2011;210320112;4;189;0;20.335;4;3;0;31.54796003;3;1;3;0.733333333;0.2
22;03;2011;220320112;5;201;0;21.49;31;10;0;29.10460824;1;4;0.25;0.733333333;0.2
22;04;2011;220420112;4;207;0;22.7275;31;10;0;28.95900961;2;2;1;0.733333333;0.2
22;05;2011;220520111;5;179;0;21.23;31;10;0;28.91127236;3;2;1.5;0.733333333;0.2
22;06;2011;220620111;5;181;0;20.308;31;10;0;28.80386354;1;4;0.25;0.733333333;0.2
22;07;2011;220720111;4;183;0;22.0775;31;10;0;28.75851314;2;2;1;0.733333333;0.2
22;08;2011;220820111;4;181;0;21.485;31;10;0;28.61689262;;4;;0.733333333;0.2
22;10;2011;221020111;4;183;0;19.055;31;10;0;28.51744001;3;3;1;0.733333333;0.2
23;01;2011;230120111;5;179;0;21.774;31;9;0;31.699128;4;1;4;0.733333333;0.2
23;02;2011;230220111;4;179;0;19.4625;31;9;0;31.79539813;3;2;1.5;0.733333333;0.2
23;03;2011;230320112;5;189;0;18.806;31;9;0;31.89166826;3;2;1.5;0.733333333;0.2
23;05;2011;230520111;6;183;0;18.575;31;9;0;32.18923048;3;3;1;0.733333333;0.2
23;06;2011;230620111;5;181;0;20.91;31;9;0;32.36426707;1;4;0.25;0.733333333;0.2
23;07;2011;230720111;3;181;0;22.51666667;31;9;0;32.63477818;3;;;0.733333333;0.2
23;09;2011;230920111;3;181;0;21.24;31;9;0;32.95939151;1;2;0.5;0.733333333;0.2
24;01;2011;240120111;5;180;0;22.942;36;10;0;16.34841831;4;1;4;0.733333333;0.2
24;02;2011;240220111;6;180;0;21.27166667;36;10;0;16.33568837;4;2;2;0.733333333;0.2
24;03;2011;240320111;5;184;0;18.376;36;10;0;16.31738909;2;3;0.666666667;0.733333333;0.2
24;05;2011;240520111;5;186;0;19.53;36;10;0;16.25612628;2;3;0.666666667;0.733333333;0.2
24;07;2011;240720111;3;210;0;22.14;36;10;0;16.27362994;2;1;2;0.733333333;0.2
24;08;2011;240820111;6;186;0;18.62833333;36;10;0;16.28795112;1;5;0.2;0.733333333;0.2
24;09;2011;240920111;2;186;0;20.77;36;10;0;16.33409713;;2;;0.733333333;0.2
24;10;2011;241020111;4;182;0;17.2525;36;10;0;16.40013366;2;3;0.666666667;0.733333333;0.2
25;10;2011;251020111;4;184;0;18.8775;4;1;8;10.50458278;2;2;1;0.733333333;0.2
27;01;2011;270120111;5;178;0;22.878;17;5;1;12.79756222;1;4;0.25;0.733333333;0.2
27;03;2011;270320111;2;190;0;20.985;17;5;1;12.88030679;1;2;0.5;0.733333333;0.2
27;04;2011;270420111;5;180;0;19.664;17;5;1;12.88905862;2;3;0.666666667;0.733333333;0.2
27;10;2011;271020111;5;180;0;24.182;17;5;1;12.34803641;3;2;1.5;0.733333333;0.2
28;10;2011;281020111;5;180;0;23.394;5;3;6;16.63165935;2;3;0.666666667;0.733333333;0.2
29;08;2011;290820111;4;186;1;23.145;4;2;8;37.73073006;2;2;1;0.733333333;0.2
30;02;2011;300220111;5;174;0;23.22;21;8;2;31.54079944;2;3;0.666666667;0.733333333;0.2
30;03;2011;300320111;3;174;1;15.74666667;21;8;2;31.64184329;1;2;0.5;0.733333333;0.2
30;05;2011;300520111;6;184;0;18.56166667;21;8;2;31.75959519;1;5;0.2;0.733333333;0.2
30;09;2011;300920111;2;184;0;19.365;21;8;2;31.81131055;;;;0.733333333;0.2
30;10;2011;301020111;5;180;1;20.516;21;8;2;31.87098211;1;4;0.25;0.733333333;0.2
31;05;2011;310520111;6;186;0;22.785;16;7;2;16.03414805;4;2;2;0.733333333;0.2
31;06;2011;310620111;2;184;0;20.415;16;7;2;16.05562981;;2;;0.733333333;0.2
31;09;2011;310920112;5;186;0;22.904;16;7;2;16.09620648;4;1;4;0.733333333;0.2
31;10;2011;311020111;3;180;0;21.64666667;16;7;2;16.09461524;2;1;2;0.733333333;0.2
32;01;2011;320120111;3;195;0;18.42666667;10;3;2;20.83333333;;3;;0.733333333;0.2
32;06;2011;320620111;2;191;0;15.08;10;3;2;20.98131882;2;3;0.666666667;0.733333333;0.2
32;09;2011;320920111;5;185;0;19.484;10;3;2;21.13885176;4;2;2;0.733333333;0.2
33;05;2011;330520111;6;182;0;17.945;17;4;4;17.51718541;1;5;0.2;0.733333333;0.2
33;06;2011;330620111;6;188;0;17.435;17;4;4;17.50604672;5;1;5;0.733333333;0.2
33;09;2011;330920112;5;190;0;20.82;17;4;4;17.61027306;3;1;3;0.733333333;0.2
34;06;2011;340620111;2;186;0;23.385;2;3;4;23.52889695;1;1;1;0.733333333;0.2
35;01;2011;350120111;1;181;0;19.12;13;5;1;16.55527974;1;;;0.733333333;0.2
35;03;2011;350320112;2;197;1;23.055;13;5;1;16.46537458;1;1;1;0.733333333;0.2
35;04;2011;350420111;4;181;0;21.9625;13;5;1;16.39217746;;4;;0.733333333;0.2
35;06;2011;350620111;6;181;0;20.61;13;5;1;16.40808987;2;4;0.5;0.733333333;0.2
36;05;2011;360520111;2;183;0;21.8;2;5;0;13.28686907;1;1;1;0.733333333;0.2
37;02;2011;370220111;4;190;0;21.145;14;7;0;21.85650181;;3;;0.733333333;0.2
37;04;2011;370420112;3;196;0;19.87666667;14;7;0;22.28534148;3;1;3;0.733333333;0.2
37;06;2011;370620111;3;184;0;21.03666667;14;7;0;22.3012539;2;1;2;0.733333333;0.2
37;07;2011;370720111;4;180;0;23.415;14;7;0;22.27658965;1;2;0.5;0.733333333;0.2
38;01;2011;380120111;5;178;0;20.894;15;7;0;28.04245433;1;4;0.25;0.733333333;0.2
38;04;2011;380420111;4;194;0;21.17;15;7;0;28.20396537;3;1;3;0.733333333;0.2
38;07;2011;380720111;2;176;0;22.155;15;7;0;28.07984851;1;1;1;0.733333333;0.2
38;08;2011;380820111;4;186;0;20.9425;15;7;0;28.09098721;2;2;1;0.733333333;0.2
39;04;2011;390420111;4;174;0;23.63;16;5;3;36.68051047;2;2;1;0.733333333;0.2
39;05;2011;390520111;6;178;0;21.14166667;16;5;3;36.74018204;2;4;0.5;0.733333333;0.2
39;07;2011;390720111;3;178;0;21.54;16;5;3;36.71313093;;4;;0.733333333;0.2
39;08;2011;390820111;2;190;0;22.24;16;5;3;36.69642289;;2;;0.733333333;0.2
39;09;2011;390920111;1;184;0;19.73;16;5;3;36.93351792;1;;;0.733333333;0.2
40;01;2011;400120111;5;177;0;21.614;14;7;0;22.06018077;2;3;0.666666667;0.733333333;0.2
40;05;2011;400520111;6;175;0;22.53;14;7;0;21.99414423;5;1;5;0.733333333;0.2
40;09;2011;400920111;3;191;0;21.88;14;7;0;21.63054548;;3;;0.733333333;0.2
01;01;2012;10120121;6;174;0;20.565;46;10;0;28.18805296;4;2;2;0.1;0.85
01;03;2012;10320121;5;170;0;18.264;46;10;0;29.57959392;1;4;0.25;0.1;0.85
01;04;2012;10420121;6;176;0;19.49;46;10;0;29.67109032;3;3;1;0.1;0.85
01;05;2012;10520121;7;172;0;19.71714286;46;10;0;29.64483483;1;6;0.166666667;0.1;0.85
01;06;2012;10620121;2;180;0;21.53;46;10;0;29.66552097;;2;;0.1;0.85
01;07;2012;10720121;6;176;0;21.01666667;46;10;0;29.64483483;3;2;1.5;0.1;0.85
01;08;2012;10820121;5;168;0;20.64;46;10;0;29.66313411;2;5;0.4;0.1;0.85
01;09;2012;10920121;4;172;0;19.455;46;10;0;29.62733117;2;3;0.666666667;0.1;0.85
01;10;2012;11020121;5;172;0;21.892;46;10;0;29.60107568;1;3;0.333333333;0.1;0.85
03;02;2012;30220121;4;176;1;22.835;22;6;0;30.80882821;3;1;3;0.1;0.85
03;03;2012;30320121;4;178;0;24.195;22;6;0;30.87088664;3;1;3;0.1;0.85
03;04;2012;30420121;2;176;0;24.93;22;6;0;31.0864999;;3;;0.1;0.85
03;05;2012;30520121;4;174;0;22.1475;22;6;0;31.15810579;2;4;0.5;0.1;0.85
03;08;2012;30820121;4;180;0;21.295;22;6;0;31.21539049;1;3;0.333333333;0.1;0.85
03;10;2012;31020121;4;182;0;22.93;22;6;0;31.12468971;2;2;1;0.1;0.85
04;01;2012;40120121;6;173;0;23.08833333;46;8;0;31.00693781;4;2;2;0.1;0.85
04;03;2012;40320121;6;170;1;24.15333333;46;8;0;30.70460187;4;2;2;0.1;0.85
04;04;2012;40420121;5;176;0;21.638;46;8;0;30.16119279;2;3;0.666666667;0.1;0.85
04;05;2012;40520121;6;169;0;22.58166667;46;8;0;30.24791547;1;5;0.2;0.1;0.85
04;06;2012;40620121;6;174;0;22.36166667;46;8;0;30.38396665;1;3;0.333333333;0.1;0.85
04;07;2012;40720121;6;172;0;19.51333333;46;8;0;30.49535357;2;3;0.666666667;0.1;0.85
04;08;2012;40820121;5;170;1;24.612;46;8;0;30.59878429;2;2;1;0.1;0.85
04;10;2012;41020121;6;168;0;21.25;46;8;0;30.7968939;4;2;2;0.1;0.85
05;02;2012;50220121;3;178;0;19.34;13;6;0;26.23957737;3;3;1;0.1;0.85
05;06;2012;50620121;5;174;0;21.858;13;6;0;26.24594233;2;3;0.666666667;0.1;0.85
05;07;2012;50720121;5;176;0;24.17;13;6;0;26.25787665;1;4;0.25;0.1;0.85
06;08;2012;60820121;6;174;0;23.315;6;2;4;43.13936096;;6;;0.1;0.85
07;10;2012;71020121;6;178;0;23.97;6;2;7;24.92043791;4;2;2;0.1;0.85
09;08;2012;90820121;5;178;0;23.152;5;1;0;22.41661893;2;4;0.5;0.1;0.85
10;10;2012;101020121;5;171;0;22.612;5;2;6;24.62287569;1;4;0.25;0.1;0.85
11;04;2012;110420121;4;175;0;21.175;12;3;0;30.08003946;2;2;1;0.1;0.85
11;05;2012;110520121;4;175;0;20.905;12;3;0;29.97660875;3;2;1.5;0.1;0.85
11;08;2012;110820121;4;177;1;22.3425;12;3;0;29.45547705;1;3;0.333333333;0.1;0.85
12;01;2012;120120121;4;179;0;21.81;17;8;0;24.44306537;;4;;0.1;0.85
12;03;2012;120320121;5;177;0;19.666;17;8;0;24.2576857;2;3;0.666666667;0.1;0.85
12;04;2012;120420121;3;175;0;22.91333333;17;8;0;24.14789001;;4;;0.1;0.85
12;06;2012;120620121;3;175;0;24.05666667;17;8;0;23.94421106;;;;0.1;0.85
12;10;2012;121020121;2;181;0;22.01;17;8;0;23.58220355;3;;;0.1;0.85
13;03;2012;130320121;4;173;0;17.9575;13;6;0;26.59521991;3;2;1.5;0.1;0.85
13;06;2012;130620121;4;175;0;21.3725;13;6;0;26.52759213;;4;;0.1;0.85
13;08;2012;130820121;5;171;0;21.082;13;6;0;26.81401566;2;2;1;0.1;0.85
14;02;2012;140220121;5;176;0;21.98;32;9;0;23.57186048;2;2;1;0.1;0.85
14;03;2012;140320121;3;170;0;18.94333333;32;9;0;23.76121825;2;2;1;0.1;0.85
14;04;2012;140420121;2;178;0;19.095;32;9;0;23.90602126;3;1;3;0.1;0.85
14;05;2012;140520121;2;174;0;21.27;32;9;0;23.97921838;1;1;1;0.1;0.85
14;06;2012;140620121;6;170;0;21.43666667;32;9;0;24.07151041;1;5;0.2;0.1;0.85
14;07;2012;140720121;5;172;0;20.99;32;9;0;24.15823309;1;4;0.25;0.1;0.85
14;08;2012;140820121;4;176;0;22.7175;32;9;0;24.20358348;1;3;0.333333333;0.1;0.85
14;09;2012;140920121;5;176;0;21.732;32;9;0;24.28632805;1;3;0.333333333;0.1;0.85
15;01;2012;150120121;7;174;0;21.28285714;45;8;0;22.59404239;;7;;0.1;0.85
15;02;2012;150220121;6;172;0;21.355;45;8;0;22.62666285;2;4;0.5;0.1;0.85
15;03;2012;150320121;5;176;0;21.38;45;8;0;22.68633442;1;5;0.2;0.1;0.85
15;04;2012;150420122;4;198;0;22.53;45;8;0;22.70145121;1;3;0.333333333;0.1;0.85
15;05;2012;150520121;6;173;0;20.8;45;8;0;22.75157533;2;4;0.5;0.1;0.85
15;06;2012;150620121;6;172;0;19.855;45;8;0;22.75555343;1;5;0.2;0.1;0.85
15;08;2012;150820121;5;172;0;23.872;45;8;0;22.77226147;1;4;0.25;0.1;0.85
15;10;2012;151020121;6;170;0;22.53166667;45;8;0;22.73248043;2;4;0.5;0.1;0.85
16;03;2012;160320121;6;172;0;21.30333333;22;8;1;27.72579721;3;3;1;0.1;0.85
16;04;2012;160420121;5;172;0;19.166;22;8;1;27.79262937;;5;;0.1;0.85
16;06;2012;160620121;3;182;0;19.6;22;8;1;27.94857106;4;5;0.8;0.1;0.85
16;07;2012;160720121;6;176;1;18.39833333;22;8;1;27.99233021;4;2;2;0.1;0.85
16;10;2012;161020121;2;204;0;23.595;22;8;1;28.12281204;1;1;1;0.1;0.85
17;01;2012;170120121;4;195;0;18.505;15;4;0;21.2239832;3;1;3;0.1;0.85
17;05;2012;170520121;5;175;0;20.146;15;4;0;20.97018013;3;3;1;0.1;0.85
17;10;2012;171020121;6;177;0;21.735;15;4;0;20.76490994;3;3;1;0.1;0.85
18;03;2012;180320121;5;176;0;22.046;21;4;0;12.37986124;3;3;1;0.1;0.85
18;04;2012;180420121;6;174;0;21.26166667;21;4;0;12.39179556;3;3;1;0.1;0.85
18;05;2012;180520121;4;174;0;20.5775;21;4;0;12.40452549;;4;;0.1;0.85
18;06;2012;180620121;6;174;0;21.46166667;21;4;0;12.38861307;3;3;1;0.1;0.85
19;08;2012;190820121;5;177;0;23.612;5;2;2;24.80348164;1;4;0.25;0.1;0.85
20;04;2012;200420121;3;182;0;22.95666667;10;5;0;35.72019604;3;1;3;0.1;0.85
20;05;2012;200520121;4;182;0;21.915;10;5;0;35.62074343;3;1;3;0.1;0.85
20;06;2012;200620121;1;176;0;19.94;10;5;0;35.51731271;3;1;3;0.1;0.85
20;08;2012;200820121;2;180;0;22.92;10;5;0;35.34864108;1;1;1;0.1;0.85
21;01;2012;210120121;4;201;0;16.8925;13;5;0;31.76039081;3;1;3;0.1;0.85
21;04;2012;210420121;6;179;0;23.81333333;13;5;0;31.50101839;2;4;0.5;0.1;0.85
21;05;2012;210520121;3;193;0;18.25666667;13;5;0;31.42782127;2;1;2;0.1;0.85
22;01;2012;220120121;4;177;0;21.6575;37;10;0;29.26373242;3;2;1.5;0.1;0.85
22;02;2012;220220121;4;173;0;21.78;37;10;0;29.1109732;1;4;0.25;0.1;0.85
22;03;2012;220320121;5;173;1;21.002;37;10;0;29.10460824;3;1;3;0.1;0.85
22;04;2012;220420121;5;175;0;20.994;37;10;0;28.95900961;2;2;1;0.1;0.85
22;06;2012;220620121;6;175;0;21.99833333;37;10;0;28.80386354;4;2;2;0.1;0.85
22;07;2012;220720121;4;175;0;21.6525;37;10;0;28.75851314;2;2;1;0.1;0.85
22;08;2012;220820121;4;175;0;20.8825;37;10;0;28.61689262;2;3;0.666666667;0.1;0.85
22;09;2012;220920122;5;205;0;21.148;37;10;0;28.58029406;1;4;0.25;0.1;0.85
23;01;2012;230120121;4;173;0;21.525;37;9;0;31.699128;1;2;0.5;0.1;0.85
23;02;2012;230220121;4;173;0;24.0325;37;9;0;31.79539813;3;1;3;0.1;0.85
23;03;2012;230320121;4;177;0;24.65;37;9;0;31.89166826;4;1;4;0.1;0.85
23;04;2012;230420121;4;177;0;22.305;37;9;0;32.02294571;2;3;0.666666667;0.1;0.85
23;05;2012;230520121;5;177;0;23.384;37;9;0;32.18923048;3;2;1.5;0.1;0.85
23;06;2012;230620122;4;194;0;20.83;37;9;0;32.36426707;1;4;0.25;0.1;0.85
23;07;2012;230720121;5;177;0;21.454;37;9;0;32.63477818;2;3;0.666666667;0.1;0.85
23;09;2012;230920121;5;179;1;20.044;37;9;0;32.95939151;2;3;0.666666667;0.1;0.85
23;10;2012;231020122;2;201;0;21.235;37;9;0;33.10101203;;2;;0.1;0.85
24;01;2012;240120121;6;174;0;21.35166667;30;10;0;16.34841831;4;2;2;0.1;0.85
24;02;2012;240220121;6;172;1;22.81666667;30;10;0;16.33568837;2;3;0.666666667;0.1;0.85
24;04;2012;240420121;6;171;0;23.27166667;30;10;0;16.29749857;1;5;0.2;0.1;0.85
24;07;2012;240720121;3;180;0;26.72333333;30;10;0;16.27362994;2;1;2;0.1;0.85
24;08;2012;240820121;4;174;0;19.505;30;10;0;16.28795112;;4;;0.1;0.85
24;09;2012;240920121;3;174;0;23.19;30;10;0;16.33409713;1;2;0.5;0.1;0.85
24;10;2012;241020121;2;178;0;23.025;30;10;0;16.40013366;1;1;1;0.1;0.85
27;01;2012;270120121;6;190;0;20.19166667;16;7;2;12.79756222;6;;;0.1;0.85
27;06;2012;270620121;4;174;0;22.0625;16;7;2;12.89144548;2;2;1;0.1;0.85
27;08;2012;270820121;2;176;0;20.04;16;7;2;12.87712431;3;3;1;0.1;0.85
27;10;2012;271020121;4;169;0;24.155;16;7;2;12.34803641;3;1;3;0.1;0.85
28;03;2012;280320121;2;171;0;20.525;11;4;5;16.62688562;;2;;0.1;0.85
28;05;2012;280520121;5;173;0;23.12;11;4;5;16.5879002;2;3;0.666666667;0.1;0.85
28;07;2012;280720122;2;177;0;24.04;11;4;5;16.57198778;1;1;1;0.1;0.85
28;10;2012;281020121;2;171;0;25.36;11;4;5;16.63165935;1;1;1;0.1;0.85
29;09;2012;290920121;3;183;0;22.62666667;3;2;6;37.73152568;1;2;0.5;0.1;0.85
30;05;2012;300520121;4;175;0;21.8375;9;6;4;31.75959519;;3;;0.1;0.85
30;09;2012;300920122;5;199;1;20.816;9;6;4;31.81131055;1;4;0.25;0.1;0.85
31;05;2012;310520121;4;175;0;24.095;20;5;2;16.03414805;2;2;1;0.1;0.85
31;07;2012;310720121;6;173;0;23.22;20;5;2;16.07074661;1;5;0.2;0.1;0.85
31;08;2012;310820121;4;171;1;21.4;20;5;2;16.08825027;2;1;2;0.1;0.85
31;09;2012;310920121;6;177;0;23.74;20;5;2;16.09620648;3;3;1;0.1;0.85
32;02;2012;320220121;4;205;0;22.1725;12;4;2;20.82696837;1;3;0.333333333;0.1;0.85
32;07;2012;320720121;5;175;0;22.32;12;4;2;21.01712176;2;3;0.666666667;0.1;0.85
32;09;2012;320920121;3;175;0;22.54333333;12;4;2;21.13885176;2;1;2;0.1;0.85
33;06;2012;330620121;6;191;0;21.00166667;22;5;4;17.50604672;3;3;1;0.1;0.85
