farm;nest;year;idbrood;n_fledglings;date_fledgling;recruits;mean_mass;total_fledgling;density.nnich;density.hosp;mean_ext5km;male;female;sex_ratio;ENSO_mo;ENSO_mb
22;02;2006;220220061;6;177;0;24.225;44;9;0;29.1109732;;;;-0.966666667;0.05
22;03;2006;220320062;2;177;0;23.12;44;9;0;29.10460824;2;;;-0.966666667;0.05
22;04;2006;220420061;6;177;0;;44;9;0;28.95900961;;2;;-0.966666667;0.05
22;05;2006;220520062;4;187;0;;44;9;0;28.91127236;;3;;-0.966666667;0.05
22;06;2006;220620061;6;181;0;21.40333333;44;9;0;28.80386354;5;2;2.5;-0.966666667;0.05
22;08;2006;220820061;5;177;0;22.988;44;9;0;28.61689262;;;;-0.966666667;0.05
22;09;2006;220920061;5;175;0;20.082;44;9;0;28.58029406;2;1;2;-0.966666667;0.05
22;10;2006;221020061;6;179;0;23.78166667;44;9;0;28.51744001;4;2;2;-0.966666667;0.05
23;01;2006;230120061;2;181;0;22.565;32;9;0;31.699128;1;1;1;-0.966666667;0.05
23;02;2006;230220061;6;179;0;;32;9;0;31.79539813;2;4;0.5;-0.966666667;0.05
23;03;2006;230320061;4;183;0;20.9225;32;9;0;31.89166826;3;1;3;-0.966666667;0.05
23;04;2006;230420061;4;179;0;22.99;32;9;0;32.02294571;3;;;-0.966666667;0.05
23;06;2006;230620061;6;181;0;19.47166667;32;9;0;32.36426707;;3;;-0.966666667;0.05
23;07;2006;230720061;1;175;0;23.95;32;9;0;32.63477818;;1;;-0.966666667;0.05
23;08;2006;230820062;3;195;0;22.06666667;32;9;0;32.78594615;1;1;1;-0.966666667;0.05
23;09;2006;230920061;6;179;0;;32;9;0;32.95939151;2;2;1;-0.966666667;0.05
24;02;2006;240220061;6;174;1;22.38833333;40;10;0;16.33568837;3;3;1;-0.966666667;0.05
24;03;2006;240320061;3;182;0;;40;10;0;16.31738909;2;1;2;-0.966666667;0.05
24;04;2006;240420062;2;186;0;23.22;40;10;0;16.29749857;1;;;-0.966666667;0.05
24;05;2006;240520061;4;182;0;22.6475;40;10;0;16.25612628;3;1;3;-0.966666667;0.05
24;06;2006;240620061;6;172;0;20.00666667;40;10;0;16.23862262;2;3;0.666666667;-0.966666667;0.05
24;07;2006;240720061;5;172;0;20.24;40;10;0;16.27362994;1;3;0.333333333;-0.966666667;0.05
24;08;2006;240820062;4;184;0;;40;10;0;16.28795112;2;2;1;-0.966666667;0.05
24;09;2006;240920061;6;176;0;23.26666667;40;10;0;16.33409713;3;3;1;-0.966666667;0.05
24;10;2006;241020061;4;178;0;23.3975;40;10;0;16.40013366;4;;;-0.966666667;0.05
26;01;2006;260120061;4;184;0;24.1975;31;10;0;16.33727961;3;1;3;-0.966666667;0.05
26;02;2006;260220061;5;172;0;23.388;31;10;0;16.54971039;2;3;0.666666667;-0.966666667;0.05
26;03;2006;260320061;6;176;0;;31;10;0;16.70644771;;5;;-0.966666667;0.05
26;04;2006;260420061;5;176;0;24.186;31;10;0;16.84806823;3;;;-0.966666667;0.05
26;06;2006;260620061;1;178;0;;31;10;0;17.0334479;;1;;-0.966666667;0.05
26;08;2006;260820061;6;176;0;23.51333333;31;10;0;16.89103176;3;3;1;-0.966666667;0.05
26;10;2006;261020061;4;170;0;19.1125;31;10;0;16.84090764;2;;;-0.966666667;0.05
27;04;2006;270420062;1;188;0;;8;6;4;12.88905862;1;;;-0.966666667;0.05
27;07;2006;270720061;2;180;0;23.945;8;6;4;12.85086882;1;1;1;-0.966666667;0.05
27;09;2006;270920061;5;176;0;23.13;8;6;4;12.91372287;3;2;1.5;-0.966666667;0.05
28;01;2006;280120061;2;190;0;21.485;2;4;0;16.96025078;;1;;-0.966666667;0.05
29;10;2006;291020062;5;188;0;21.682;5;3;7;37.69890523;;1;;-0.966666667;0.05
30;02;2006;300220061;2;206;0;23.01;20;8;2;31.54079944;1;1;1;-0.966666667;0.05
30;03;2006;300320061;5;176;0;18.882;20;8;2;31.64184329;2;3;0.666666667;-0.966666667;0.05
30;04;2006;300420061;3;182;0;18.46;20;8;2;31.67685061;2;3;0.666666667;-0.966666667;0.05
30;05;2006;300520061;1;182;0;20.3;20;8;2;31.75959519;;1;;-0.966666667;0.05
30;07;2006;300720061;4;184;0;21.83;20;8;2;31.75720833;1;2;0.5;-0.966666667;0.05
30;09;2006;300920061;4;178;0;22.6675;20;8;2;31.81131055;2;2;1;-0.966666667;0.05
30;10;2006;301020061;1;188;0;20.27;20;8;2;31.87098211;;;;-0.966666667;0.05
31;03;2006;310320062;1;216;0;17.3;20;9;1;15.98959328;;;;-0.966666667;0.05
31;05;2006;310520061;4;176;0;24.78;20;9;1;16.03414805;2;1;2;-0.966666667;0.05
31;06;2006;310620061;7;182;0;22.01428571;20;9;1;16.05562981;2;5;0.4;-0.966666667;0.05
31;09;2006;310920062;4;188;0;23.8975;20;9;1;16.09620648;2;2;1;-0.966666667;0.05
31;10;2006;311020061;4;178;0;23.865;20;9;1;16.09461524;3;1;3;-0.966666667;0.05
32;01;2006;320120061;1;177;0;24.4;6;2;8;20.83333333;;;;-0.966666667;0.05
32;05;2006;320520061;5;195;0;22.446;6;2;8;20.96063268;2;3;0.666666667;-0.966666667;0.05
33;04;2006;330420061;5;176;0;23.908;7;3;3;17.53548469;4;1;4;-0.966666667;0.05
33;05;2006;330520061;2;180;0;22.285;7;3;3;17.51718541;1;1;1;-0.966666667;0.05
34;02;2006;340220061;4;178;0;21.1075;19;6;3;23.4127363;2;1;2;-0.966666667;0.05
34;06;2006;340620061;5;174;0;23.588;19;6;3;23.52889695;3;;;-0.966666667;0.05
34;08;2006;340820061;4;178;0;23.5625;19;6;3;23.61561963;4;;;-0.966666667;0.05
34;10;2006;341020061;6;184;0;22.25166667;19;6;3;23.68404303;2;4;0.5;-0.966666667;0.05
35;01;2006;350120061;3;174;0;21.59333333;14;8;1;16.55527974;2;1;2;-0.966666667;0.05
35;03;2006;350320062;1;188;0;19.85;14;8;1;16.46537458;;2;;-0.966666667;0.05
35;04;2006;350420062;2;190;0;;14;8;1;16.39217746;1;1;1;-0.966666667;0.05
35;06;2006;350620061;2;188;0;19.105;14;8;1;16.40808987;1;;;-0.966666667;0.05
35;08;2006;350820061;1;186;0;;14;8;1;16.37149131;;1;;-0.966666667;0.05
35;09;2006;350920061;5;180;0;22.3375;14;8;1;16.43991471;2;3;0.666666667;-0.966666667;0.05
36;02;2006;360220061;4;176;0;;20;10;0;13.55658456;;4;;-0.966666667;0.05
36;03;2006;360320063;1;212;0;18.52;20;10;0;13.48736554;;;;-0.966666667;0.05
36;05;2006;360520061;5;178;0;22.434;20;10;0;13.28686907;1;4;0.25;-0.966666667;0.05
36;08;2006;360820062;4;182;0;21.585;20;10;0;13.15877411;2;2;1;-0.966666667;0.05
36;09;2006;360920061;4;180;0;18.395;20;10;0;13.05693463;1;2;0.5;-0.966666667;0.05
36;10;2006;361020061;2;188;0;;20;10;0;13.07443829;1;1;1;-0.966666667;0.05
37;01;2006;370120062;5;183;0;21.804;29;10;0;21.84297626;2;2;1;-0.966666667;0.05
37;02;2006;370220061;2;189;0;20.88;29;10;0;21.85650181;;3;;-0.966666667;0.05
37;03;2006;370320061;3;179;0;19.01;29;10;0;21.87639234;3;2;1.5;-0.966666667;0.05
37;04;2006;370420061;4;185;0;;29;10;0;22.28534148;3;1;3;-0.966666667;0.05
37;07;2006;370720061;5;185;0;22.158;29;10;0;22.27658965;1;2;0.5;-0.966666667;0.05
37;09;2006;370920061;5;173;1;17.368;29;10;0;22.29568455;1;;;-0.966666667;0.05
37;10;2006;371020062;5;183;0;22.376;29;10;0;22.20100566;;5;;-0.966666667;0.05
38;03;2006;380320061;5;177;0;22.542;27;9;0;28.227834;2;2;1;-0.966666667;0.05
38;04;2006;380420061;5;175;1;24.27;27;9;0;28.20396537;2;2;1;-0.966666667;0.05
38;05;2006;380520061;1;177;0;20.62;27;9;0;28.18487047;;3;;-0.966666667;0.05
38;06;2006;380620062;2;187;0;;27;9;0;28.06473172;1;;;-0.966666667;0.05
38;07;2006;380720061;6;177;0;22.65166667;27;9;0;28.07984851;1;4;0.25;-0.966666667;0.05
38;08;2006;380820061;2;185;0;;27;9;0;28.09098721;1;1;1;-0.966666667;0.05
38;09;2006;380920062;6;189;0;20.28333333;27;9;0;28.10928649;3;2;1.5;-0.966666667;0.05
39;01;2006;390120061;2;180;0;;42;10;0;36.50786073;1;1;1;-0.966666667;0.05
39;02;2006;390220061;5;174;0;17.388;42;10;0;36.58344472;2;2;1;-0.966666667;0.05
39;03;2006;390320061;5;180;1;22.464;42;10;0;36.64550315;2;3;0.666666667;-0.966666667;0.05
39;04;2006;390420062;4;184;0;;42;10;0;36.68051047;;4;;-0.966666667;0.05
39;05;2006;390520061;5;184;0;23.492;42;10;0;36.74018204;;2;;-0.966666667;0.05
39;06;2006;390620062;1;190;0;15.61;42;10;0;36.82372223;2;1;2;-0.966666667;0.05
39;07;2006;390720061;5;176;1;23.218;42;10;0;36.71313093;3;2;1.5;-0.966666667;0.05
39;08;2006;390820061;6;178;1;23.82;42;10;0;36.69642289;3;2;1.5;-0.966666667;0.05
39;09;2006;390920061;5;176;0;;42;10;0;36.93351792;1;4;0.25;-0.966666667;0.05
39;10;2006;391020061;4;176;1;23.4875;42;10;0;37.03137929;3;1;3;-0.966666667;0.05
40;02;2006;400220061;3;180;0;25.95333333;5;7;0;22.05461142;2;1;2;-0.966666667;0.05
40;03;2006;400320061;2;188;0;22.5;5;7;0;22.04824645;;1;;-0.966666667;0.05
01;02;2007;10220072;4;198;0;20.56;42;9;1;28.25647635;3;2;1.5;0.433333333;1.05
01;03;2007;10320071;4;172;0;23.925;42;9;1;29.57959392;2;2;1;0.433333333;1.05
01;04;2007;10420071;6;178;0;22.09333333;42;9;1;29.67109032;1;3;0.333333333;0.433333333;1.05
01;05;2007;10520071;5;180;0;21.892;42;9;1;29.64483483;3;3;1;0.433333333;1.05
01;06;2007;10620072;3;182;0;22.66666667;42;9;1;29.66552097;;3;;0.433333333;1.05
01;07;2007;10720072;5;184;1;22.13;42;9;1;29.64483483;3;2;1.5;0.433333333;1.05
01;08;2007;10820071;4;174;0;21.7;42;9;1;29.66313411;1;3;0.333333333;0.433333333;1.05
01;09;2007;10920071;5;174;1;23.858;42;9;1;29.62733117;3;2;1.5;0.433333333;1.05
01;10;2007;11020071;6;178;0;20.24333333;42;9;1;29.60107568;2;4;0.5;0.433333333;1.05
02;04;2007;20420072;4;208;0;17.2725;24;6;4;28.42992171;;4;;0.433333333;1.05
02;05;2007;20520071;7;182;0;18.4;24;6;4;28.38934504;3;4;0.75;0.433333333;1.05
02;07;2007;20720071;5;180;1;24.222;24;6;4;28.14111132;2;3;0.666666667;0.433333333;1.05
02;08;2007;20820071;1;178;0;22.33;24;6;4;28.05518427;;1;;0.433333333;1.05
02;10;2007;21020071;7;172;0;21.57142857;24;6;4;27.90242505;6;1;6;0.433333333;1.05
03;02;2007;30220071;4;205;0;22.2725;30;8;0;30.80882821;1;3;0.333333333;0.433333333;1.05
03;03;2007;30320071;6;181;0;21.59333333;30;8;0;30.87088664;2;4;0.5;0.433333333;1.05
03;05;2007;30520071;5;173;0;24.234;30;8;0;31.15810579;3;2;1.5;0.433333333;1.05
03;06;2007;30620071;5;179;0;23.4375;30;8;0;31.19231748;3;2;1.5;0.433333333;1.05
03;09;2007;30920071;5;192;0;18.716;30;8;0;31.16526637;4;1;4;0.433333333;1.05
03;10;2007;31020071;5;181;1;23.122;30;8;0;31.12468971;2;3;0.666666667;0.433333333;1.05
04;01;2007;40120071;5;179;0;22.096;27;9;0;31.00693781;3;2;1.5;0.433333333;1.05
04;02;2007;40220071;5;181;0;21.43;27;9;0;30.80644135;1;4;0.25;0.433333333;1.05
04;03;2007;40320071;5;175;0;22.082;27;9;0;30.70460187;1;4;0.25;0.433333333;1.05
04;05;2007;40520071;2;177;0;21.65;27;9;0;30.24791547;;2;;0.433333333;1.05
04;06;2007;40620072;3;181;0;21.79666667;27;9;0;30.38396665;2;1;2;0.433333333;1.05
04;07;2007;40720071;5;181;0;19.616;27;9;0;30.49535357;2;2;1;0.433333333;1.05
04;09;2007;40920071;2;179;0;20.1;27;9;0;30.7133537;2;1;2;0.433333333;1.05
05;01;2007;50120071;4;179;0;23.445;12;9;0;26.34300808;2;2;1;0.433333333;1.05
05;03;2007;50320071;4;177;0;22.8225;12;9;0;26.21570874;;;;0.433333333;1.05
05;10;2007;51020071;4;183;0;23.18;12;9;0;26.09159188;2;2;1;0.433333333;1.05
06;05;2007;60520071;5;185;0;24.834;17;6;4;43.05979887;;5;;0.433333333;1.05
06;06;2007;60620071;3;177;0;22.28;17;6;4;43.02797403;;;;0.433333333;1.05
06;08;2007;60820071;5;193;0;22.964;17;6;4;43.13936096;2;3;0.666666667;0.433333333;1.05
06;09;2007;60920071;4;181;0;23.485;17;6;4;43.15288651;1;3;0.333333333;0.433333333;1.05
08;02;2007;80220071;6;180;0;22.405;6;1;9;16.03892177;3;3;1;0.433333333;1.05
09;02;2007;90220071;5;171;1;22.672;18;8;0;22.66087455;4;1;4;0.433333333;1.05
09;03;2007;90320071;1;171;0;18.97;18;8;0;22.59165553;3;1;3;0.433333333;1.05
09;05;2007;90520071;1;175;0;21.68;18;8;0;22.46276494;5;;;0.433333333;1.05
09;07;2007;90720071;5;175;0;22.814;18;8;0;22.41741455;3;2;1.5;0.433333333;1.05
09;08;2007;90820071;6;173;0;22.97;18;8;0;22.41661893;4;2;2;0.433333333;1.05
10;09;2007;100920071;1;176;0;20.86;1;2;8;24.64913118;;2;;0.433333333;1.05
11;01;2007;110120071;6;183;0;21.835;42;9;0;30.51365285;3;3;1;0.433333333;1.05
11;02;2007;110220071;6;177;0;22.86166667;42;9;0;30.40544841;;;;0.433333333;1.05
11;03;2007;110320071;5;183;0;21.672;42;9;0;30.27337534;2;4;0.5;0.433333333;1.05
11;05;2007;110520071;5;187;0;22.398;42;9;0;29.97660875;2;3;0.666666667;0.433333333;1.05
11;06;2007;110620071;6;183;0;19.58;42;9;0;29.62653555;2;4;0.5;0.433333333;1.05
11;07;2007;110720071;4;179;0;22.735;42;9;0;29.50957928;;;;0.433333333;1.05
11;08;2007;110820071;5;181;0;22.264;42;9;0;29.45547705;3;2;1.5;0.433333333;1.05
11;10;2007;111020071;5;185;0;23.145;42;9;0;29.36079817;2;3;0.666666667;0.433333333;1.05
12;02;2007;120220071;4;187;0;19.3775;29;9;0;24.31417478;4;3;1.333333333;0.433333333;1.05
12;03;2007;120320071;4;183;0;19.525;29;9;0;24.2576857;1;1;1;0.433333333;1.05
12;04;2007;120420071;5;181;0;20.292;29;9;0;24.14789001;1;4;0.25;0.433333333;1.05
12;08;2007;120820071;5;179;0;20.718;29;9;0;23.71188976;3;1;3;0.433333333;1.05
12;09;2007;120920071;5;183;0;19.254;29;9;0;23.65301381;3;2;1.5;0.433333333;1.05
12;10;2007;121020071;6;183;0;19.43833333;29;9;0;23.58220355;3;3;1;0.433333333;1.05
13;02;2007;130220071;4;177;0;21.7525;16;5;0;26.58010311;2;2;1;0.433333333;1.05
13;05;2007;130520071;4;179;0;21.155;16;5;0;26.66762141;1;3;0.333333333;0.433333333;1.05
13;07;2007;130720072;8;183;0;24.075;16;5;0;26.69944625;7;1;7;0.433333333;1.05
14;02;2007;140220072;5;183;0;21.264;35;10;0;23.57186048;4;2;2;0.433333333;1.05
14;03;2007;140320072;4;189;0;17.5125;35;10;0;23.76121825;2;2;1;0.433333333;1.05
14;04;2007;140420072;4;183;0;;35;10;0;23.90602126;;4;;0.433333333;1.05
14;06;2007;140620071;6;181;0;21.77833333;35;10;0;24.07151041;;5;;0.433333333;1.05
14;08;2007;140820072;4;185;0;20.77;35;10;0;24.20358348;1;3;0.333333333;0.433333333;1.05
14;09;2007;140920071;6;181;1;23.17;35;10;0;24.28632805;3;3;1;0.433333333;1.05
14;10;2007;141020071;6;179;0;19.85333333;35;10;0;24.35236459;3;3;1;0.433333333;1.05
15;02;2007;150220071;5;177;1;22.872;31;10;0;22.62666285;2;3;0.666666667;0.433333333;1.05
15;03;2007;150320071;5;181;0;20.67;31;10;0;22.68633442;2;3;0.666666667;0.433333333;1.05
15;04;2007;150420072;4;203;0;18.87;31;10;0;22.70145121;3;2;1.5;0.433333333;1.05
15;05;2007;150520072;5;189;0;19.654;31;10;0;22.75157533;1;4;0.25;0.433333333;1.05
15;06;2007;150620071;3;177;0;23.36666667;31;10;0;22.75555343;2;1;2;0.433333333;1.05
15;07;2007;150720071;5;181;0;21.392;31;10;0;22.75634905;3;2;1.5;0.433333333;1.05
15;09;2007;150920071;4;183;0;22.915;31;10;0;22.76828337;2;2;1;0.433333333;1.05
16;01;2007;160120071;7;179;0;21.39142857;34;9;1;27.694768;3;4;0.75;0.433333333;1.05
16;03;2007;160320072;4;177;0;21.61;34;9;1;27.72579721;2;2;1;0.433333333;1.05
16;04;2007;160420071;3;183;0;22.58333333;34;9;1;27.79262937;;3;;0.433333333;1.05
16;05;2007;160520071;1;185;0;23.06;34;9;1;27.8586659;3;2;1.5;0.433333333;1.05
16;06;2007;160620071;7;179;0;20.27857143;34;9;1;27.94857106;2;5;0.4;0.433333333;1.05
16;07;2007;160720071;6;179;0;23.55333333;34;9;1;27.99233021;1;3;0.333333333;0.433333333;1.05
16;08;2007;160820071;6;179;0;23.77333333;34;9;1;28.03847623;4;1;4;0.433333333;1.05
17;08;2007;170820071;4;184;0;22.2175;15;4;6;20.79514353;2;2;1;0.433333333;1.05
17;09;2007;170920071;5;174;0;21.494;15;4;6;20.80866909;3;3;1;0.433333333;1.05
17;10;2007;171020071;6;176;0;21.32;15;4;6;20.76490994;3;3;1;0.433333333;1.05
18;01;2007;180120071;3;180;1;21.58333333;25;8;0;12.38702183;;3;;0.433333333;1.05
18;04;2007;180420071;5;180;0;20.786;25;8;0;12.39179556;3;2;1.5;0.433333333;1.05
18;05;2007;180520071;5;184;0;21.886;25;8;0;12.40452549;4;1;4;0.433333333;1.05
18;06;2007;180620071;3;182;0;21.67333333;25;8;0;12.38861307;3;2;1.5;0.433333333;1.05
18;07;2007;180720072;5;178;0;20.95;25;8;0;12.37508752;2;3;0.666666667;0.433333333;1.05
18;10;2007;181020071;4;178;0;22.845;25;8;0;12.44748902;;5;;0.433333333;1.05
20;05;2007;200520071;2;178;0;23.98;16;6;3;35.62074343;2;1;2;0.433333333;1.05
20;08;2007;200820071;5;182;0;20.864;16;6;3;35.34864108;;5;;0.433333333;1.05
20;09;2007;200920071;3;178;1;24.69333333;16;6;3;35.24361912;3;;;0.433333333;1.05
20;10;2007;201020071;6;180;0;22.70166667;16;6;3;35.1553052;1;2;0.5;0.433333333;1.05
21;01;2007;210120071;4;179;0;22.245;21;6;0;31.76039081;2;2;1;0.433333333;1.05
21;03;2007;210320071;4;181;0;19.46;21;6;0;31.54796003;1;3;0.333333333;0.433333333;1.05
21;04;2007;210420071;4;189;0;20.5675;21;6;0;31.50101839;1;3;0.333333333;0.433333333;1.05
21;05;2007;210520072;2;199;0;21.835;21;6;0;31.42782127;;2;;0.433333333;1.05
21;07;2007;210720071;6;179;0;22.51333333;21;6;0;30.91225893;4;2;2;0.433333333;1.05
21;09;2007;210920071;1;185;0;24.7;21;6;0;31.02762396;1;1;1;0.433333333;1.05
22;02;2007;220220071;3;177;0;21.37666667;30;9;1;29.1109732;1;2;0.5;0.433333333;1.05
22;03;2007;220320071;6;183;1;23.55666667;30;9;1;29.10460824;3;3;1;0.433333333;1.05
22;04;2007;220420071;6;183;0;22.655;30;9;1;28.95900961;2;2;1;0.433333333;1.05
22;07;2007;220720071;5;183;0;19.902;30;9;1;28.75851314;2;2;1;0.433333333;1.05
22;09;2007;220920071;5;183;0;20.882;30;9;1;28.58029406;3;2;1.5;0.433333333;1.05
22;10;2007;221020071;5;183;0;21.848;30;9;1;28.51744001;3;2;1.5;0.433333333;1.05
23;01;2007;230120071;4;181;0;19.625;40;10;0;31.699128;2;2;1;0.433333333;1.05
23;03;2007;230320071;5;183;0;23.528;40;10;0;31.89166826;2;3;0.666666667;0.433333333;1.05
23;04;2007;230420071;6;179;0;23.88166667;40;10;0;32.02294571;2;4;0.5;0.433333333;1.05
23;05;2007;230520071;1;185;0;24.66;40;10;0;32.18923048;;1;;0.433333333;1.05
23;06;2007;230620071;6;183;0;25.13666667;40;10;0;32.36426707;5;1;5;0.433333333;1.05
23;07;2007;230720071;4;183;0;23.335;40;10;0;32.63477818;3;1;3;0.433333333;1.05
23;08;2007;230820071;6;179;0;22.37166667;40;10;0;32.78594615;4;2;2;0.433333333;1.05
23;09;2007;230920071;4;181;0;25.98;40;10;0;32.95939151;1;3;0.333333333;0.433333333;1.05
23;10;2007;231020071;4;177;1;23.7525;40;10;0;33.10101203;3;1;3;0.433333333;1.05
24;01;2007;240120071;5;180;0;21.19;34;8;0;16.34841831;2;3;0.666666667;0.433333333;1.05
24;02;2007;240220071;2;180;0;17.14;34;8;0;16.33568837;2;2;1;0.433333333;1.05
24;03;2007;240320071;5;186;0;22.5;34;8;0;16.31738909;4;1;4;0.433333333;1.05
24;04;2007;240420071;1;186;0;16.73;34;8;0;16.29749857;1;1;1;0.433333333;1.05
24;05;2007;240520071;6;182;0;24.12;34;8;0;16.25612628;2;4;0.5;0.433333333;1.05
24;06;2007;240620071;4;188;1;22.1675;34;8;0;16.23862262;3;2;1.5;0.433333333;1.05
24;07;2007;240720071;5;180;0;21.158;34;8;0;16.27362994;;5;;0.433333333;1.05
24;09;2007;240920071;6;182;0;21.81166667;34;8;0;16.33409713;4;2;2;0.433333333;1.05
26;01;2007;260120071;5;170;0;23.158;37;10;0;16.33727961;3;2;1.5;0.433333333;1.05
26;02;2007;260220071;5;178;0;23.424;37;10;0;16.54971039;1;4;0.25;0.433333333;1.05
26;03;2007;260320071;4;174;0;23.55;37;10;0;16.70644771;;4;;0.433333333;1.05
26;04;2007;260420071;2;176;0;24.335;37;10;0;16.84806823;2;;;0.433333333;1.05
26;05;2007;260520071;5;178;0;21.696;37;10;0;16.94831647;1;4;0.25;0.433333333;1.05
26;06;2007;260620071;2;196;0;23.54;37;10;0;17.0334479;1;1;1;0.433333333;1.05
26;07;2007;260720071;4;178;0;22.685;37;10;0;16.98173254;2;2;1;0.433333333;1.05
26;09;2007;260920071;5;180;0;22.156;37;10;0;16.81703902;2;2;1;0.433333333;1.05
26;10;2007;261020071;5;170;0;24.746;37;10;0;16.84090764;3;3;1;0.433333333;1.05
27;02;2007;270220071;5;178;0;22.228;20;8;2;12.8500732;;4;;0.433333333;1.05
27;05;2007;270520071;2;182;0;22.29;20;8;2;12.89064986;;2;;0.433333333;1.05
27;06;2007;270620071;3;180;0;23.01333333;20;8;2;12.89144548;;3;;0.433333333;1.05
27;07;2007;270720071;4;176;0;24.1175;20;8;2;12.85086882;2;2;1;0.433333333;1.05
27;08;2007;270820071;3;186;0;22.46333333;20;8;2;12.87712431;1;2;0.5;0.433333333;1.05
27;10;2007;271020071;3;176;0;23.16;20;8;2;12.34803641;2;1;2;0.433333333;1.05
28;05;2007;280520071;4;184;0;22.475;4;4;3;16.5879002;1;3;0.333333333;0.433333333;1.05
30;02;2007;300220071;5;187;0;21.112;18;9;0;31.54079944;2;3;0.666666667;0.433333333;1.05
30;03;2007;300320071;4;175;0;23.7025;18;9;0;31.64184329;4;;;0.433333333;1.05
30;04;2007;300420072;3;189;0;21.48333333;18;9;0;31.67685061;1;2;0.5;0.433333333;1.05
30;05;2007;300520071;6;179;0;20.075;18;9;0;31.75959519;3;3;1;0.433333333;1.05
31;02;2007;310220071;4;200;0;23.935;18;9;0;16.00789256;3;1;3;0.433333333;1.05
31;04;2007;310420071;6;184;0;24.40666667;18;9;0;16.01982687;4;2;2;0.433333333;1.05
31;05;2007;310520071;5;182;0;22.796;18;9;0;16.03414805;2;3;0.666666667;0.433333333;1.05
31;08;2007;310820071;3;184;0;23.35;18;9;0;16.08825027;;3;;0.433333333;1.05
32;02;2007;320220071;4;186;0;24.7375;8;2;6;20.82696837;3;1;3;0.433333333;1.05
32;07;2007;320720071;4;184;0;23.4225;8;2;6;21.01712176;3;1;3;0.433333333;1.05
33;02;2007;330220071;3;184;0;22.44666667;21;8;1;17.5585577;;3;;0.433333333;1.05
33;03;2007;330320071;3;186;0;19.84666667;21;8;1;17.58322195;2;3;0.666666667;0.433333333;1.05
33;04;2007;330420071;5;184;0;23.81;21;8;1;17.53548469;3;2;1.5;0.433333333;1.05
33;05;2007;330520071;6;178;0;20.455;21;8;1;17.51718541;3;3;1;0.433333333;1.05
33;06;2007;330620071;4;178;0;21.61;21;8;1;17.50604672;1;3;0.333333333;0.433333333;1.05
34;01;2007;340120071;2;176;0;24.07;2;1;6;23.3976195;;;;0.433333333;1.05
35;01;2007;350120071;5;171;0;22.136;20;5;3;16.55527974;;5;;0.433333333;1.05
35;03;2007;350320071;5;177;0;22.432;20;5;3;16.46537458;;5;;0.433333333;1.05
35;06;2007;350620071;5;183;0;18.188;20;5;3;16.40808987;2;3;0.666666667;0.433333333;1.05
35;08;2007;350820071;5;177;0;21.076;20;5;3;16.37149131;3;2;1.5;0.433333333;1.05
36;07;2007;360720071;3;186;0;20.85666667;12;3;4;13.22640188;3;2;1.5;0.433333333;1.05
36;08;2007;360820071;6;184;1;19.705;12;3;4;13.15877411;4;2;2;0.433333333;1.05
36;09;2007;360920071;3;180;0;23.42;12;3;4;13.05693463;2;2;1;0.433333333;1.05
37;03;2007;370320071;6;177;1;23.65;26;9;0;21.87639234;3;3;1;0.433333333;1.05
37;04;2007;370420071;2;197;0;19.86;26;9;0;22.28534148;1;1;1;0.433333333;1.05
37;07;2007;370720071;5;179;1;24.09;26;9;0;22.27658965;2;3;0.666666667;0.433333333;1.05
37;08;2007;370820071;4;179;0;20.8225;26;9;0;22.3354656;1;3;0.333333333;0.433333333;1.05
37;09;2007;370920071;5;177;0;18.028;26;9;0;22.29568455;2;3;0.666666667;0.433333333;1.05
37;10;2007;371020071;4;179;0;23.6175;26;9;0;22.20100566;3;1;3;0.433333333;1.05
38;01;2007;380120071;3;185;0;21.04333333;30;9;0;28.04245433;1;2;0.5;0.433333333;1.05
38;04;2007;380420071;6;175;0;24.07;30;9;0;28.20396537;;6;;0.433333333;1.05
38;05;2007;380520071;3;173;0;23.17666667;30;9;0;28.18487047;1;;;0.433333333;1.05
38;06;2007;380620071;5;183;1;23.07;30;9;0;28.06473172;1;4;0.25;0.433333333;1.05
38;07;2007;380720072;3;189;1;21.71666667;30;9;0;28.07984851;2;1;2;0.433333333;1.05
38;08;2007;380820071;3;175;0;25.39333333;30;9;0;28.09098721;1;;;0.433333333;1.05
38;09;2007;380920072;3;197;0;22.61333333;30;9;0;28.10928649;2;1;2;0.433333333;1.05
38;10;2007;381020071;4;175;0;22.7325;30;9;0;28.17134492;2;2;1;0.433333333;1.05
39;04;2007;390420071;4;182;0;23.75;22;8;2;36.68051047;4;;;0.433333333;1.05
39;07;2007;390720071;4;182;0;22.82;22;8;2;36.71313093;;1;;0.433333333;1.05
39;08;2007;390820071;4;182;0;22.3025;22;8;2;36.69642289;3;1;3;0.433333333;1.05
39;09;2007;390920071;5;184;0;20.546;22;8;2;36.93351792;1;4;0.25;0.433333333;1.05
39;10;2007;391020071;5;184;0;21.43;22;8;2;37.03137929;3;2;1.5;0.433333333;1.05
40;03;2007;400320071;5;177;0;20.216;9;5;0;22.04824645;;5;;0.433333333;1.05
40;10;2007;401020071;4;175;0;22.1925;9;5;0;21.83740691;2;2;1;0.433333333;1.05
01;01;2008;10120081;6;171;0;23.08833333;45;10;0;28.18805296;3;3;1;1.166666667;0.6
01;02;2008;10220081;1;176;0;18.5;45;10;0;28.25647635;3;2;1.5;1.166666667;0.6
