Pop1100001	1	131	131	153	157	160	160	168	172	153	217	236	244	307	307	310	338	0	0
Pop1100002	1	115	135	153	153	152	156	140	224	209	229	232	232	311	311	326	338	356	376
Pop1100003	1	127	135	153	153	140	156	196	212	185	189	232	236	307	307	330	334	0	0
Pop1100004	1	131	135	145	153	144	144	164	228	181	197	228	232	0	0	318	326	356	360
Pop1100005	1	131	131	145	157	152	152	152	152	189	213	232	236	0	0	326	334	348	380
Pop1100006	1	123	131	145	145	144	156	160	192	181	193	228	228	311	315	310	338	0	0
Pop1100007	1	127	139	145	153	140	144	178	180	185	197	228	236	311	311	326	334	360	368
Pop1100008	1	123	135	145	153	144	152	192	204	185	209	236	236	315	315	338	346	356	368
Pop1100009	1	127	135	145	153	140	144	188	188	173	225	228	244	307	315	330	334	364	364
Pop1100010	1	135	135	153	153	140	164	156	180	177	201	240	240	315	315	0	0	352	372
Pop1100011	1	127	127	145	145	144	152	172	192	189	217	224	236	307	307	326	338	352	360
Pop1100012	1	127	135	153	153	140	152	196	212	189	193	240	240	315	315	322	350	356	368
Pop1100013	1	127	135	145	153	144	144	152	172	177	193	232	236	315	315	334	338	348	348
Pop1100014	1	131	131	153	157	144	156	152	180	173	185	0	0	311	311	318	334	356	360
Pop1100015	1	135	135	145	157	152	156	212	212	181	209	228	240	311	311	326	330	356	372
Pop1100016	1	115	131	153	161	140	156	152	180	181	197	228	240	315	315	314	342	352	384
Pop1100017	1	127	135	145	145	152	152	152	160	169	177	228	232	307	307	318	330	364	372
Pop1100018	1	127	131	153	153	144	152	172	184	205	229	232	232	315	315	330	334	0	0
Pop1100019	1	131	143	153	157	148	156	204	208	193	193	228	236	311	315	330	334	356	368
Pop1100020	1	131	139	157	157	144	156	180	224	189	201	224	228	315	315	322	354	356	364
Pop1100021	1	115	127	145	145	144	160	180	216	169	193	228	236	315	315	354	378	0	0
Pop1100022	1	123	127	153	153	140	160	196	236	197	201	232	240	303	315	0	0	356	360
Pop1100023	1	127	131	0	0	152	152	212	216	185	225	240	240	307	311	322	326	356	372
Pop1100024	1	127	131	145	153	148	148	180	232	193	193	236	240	307	307	318	334	372	376
Pop1100025	1	131	131	145	157	152	168	216	232	197	229	232	232	307	307	306	330	360	372
Pop1100026	1	127	139	153	157	156	156	200	212	189	193	232	248	307	307	314	326	0	0
Pop1100027	1	127	135	145	153	144	156	184	220	153	181	240	248	319	319	314	330	356	360
Pop1100028	1	127	139	157	161	144	164	212	212	0	0	232	244	307	307	322	330	356	364
Pop1100029	1	131	135	153	153	144	168	180	220	189	193	236	240	311	311	330	334	0	0
Pop1100030	1	131	131	145	153	144	156	212	212	177	217	240	244	307	315	322	334	364	364
Pop1100031	1	123	131	153	161	156	156	160	164	185	201	236	240	315	315	334	338	364	380
Pop1100032	1	127	131	145	145	144	144	152	188	181	189	232	236	319	319	322	334	356	372
Pop1100033	1	127	131	145	153	164	164	140	224	185	189	236	244	315	315	334	342	380	380
Pop1100034	1	139	143	153	157	148	160	156	224	185	185	232	236	315	315	330	334	360	364
Pop1100035	1	127	131	153	153	144	152	180	180	193	197	228	244	315	315	342	382	360	360
Pop1100036	1	131	135	153	157	164	164	180	228	185	213	228	236	319	319	334	382	348	380
Pop1100037	1	123	127	153	153	144	160	196	216	189	193	240	244	307	315	330	334	0	0
Pop1100038	1	139	139	153	153	144	144	196	212	189	205	228	240	307	307	334	374	0	0
Pop1100039	1	123	139	153	153	140	144	180	196	181	201	240	244	307	311	330	354	348	368
Pop1100040	1	131	135	153	153	144	160	178	200	181	209	236	236	315	315	322	338	352	368
Pop100001	2	131	135	153	153	152	164	184	188	177	225	232	244	303	303	314	342	364	364
Pop100002	2	131	135	153	153	144	168	168	172	197	205	228	236	303	303	314	322	360	368
Pop100003	2	115	127	153	153	144	144	164	164	197	197	232	232	315	319	334	374	360	360
Pop100004	2	135	139	153	153	148	156	172	196	181	201	232	240	315	315	334	346	364	364
Pop100005	2	131	135	0	0	144	156	0	0	185	217	240	240	311	315	330	338	364	372
Pop100006	2	127	135	145	145	152	168	152	180	181	209	228	228	307	307	314	334	352	364
Pop100007	2	115	135	153	153	144	156	156	248	189	197	0	0	315	315	338	338	356	364
Pop100008	2	127	131	145	145	144	160	152	196	193	201	228	228	311	311	0	0	352	356
Pop100009	2	131	135	153	153	152	152	152	184	189	193	240	244	307	315	334	334	352	356
Pop100010	2	131	139	153	157	144	164	156	192	197	209	236	240	307	307	314	366	0	0
Pop100011	2	127	131	145	153	132	144	196	236	177	189	232	244	315	315	314	330	360	360
Pop100012	2	131	135	145	145	152	164	180	228	193	237	236	240	307	307	314	330	360	372
Pop100013	2	127	127	145	145	140	144	208	216	181	197	240	240	307	307	330	330	352	356
Pop100014	2	127	139	145	153	156	160	0	0	185	225	228	244	307	315	330	342	344	364
Pop100015	2	0	0	153	153	144	144	0	0	193	193	240	244	307	307	314	346	344	356
Pop100016	2	123	127	153	153	140	144	184	192	189	189	232	240	307	311	314	334	364	380
Pop100017	2	127	131	153	165	144	152	196	196	177	209	224	236	311	315	330	330	360	364
Pop100018	2	127	127	145	157	144	144	180	188	181	221	232	244	311	315	310	330	368	368
Pop100019	2	127	131	145	145	144	156	156	208	181	189	228	244	315	315	330	338	332	372
Pop100020	2	127	127	153	153	144	156	172	192	189	209	0	0	307	315	310	362	356	360
Pop100021	2	131	135	145	153	144	144	172	212	205	217	228	232	315	315	322	326	0	0
Pop100022	2	127	127	145	145	140	144	172	180	193	197	236	240	311	311	318	330	360	360
Pop100023	2	131	131	145	153	144	144	212	216	173	217	232	232	315	315	334	334	356	368
Pop100024	2	131	131	153	157	156	160	168	184	193	217	228	232	315	315	330	350	348	356
Pop100025	2	135	135	145	145	144	148	152	172	185	209	224	240	311	311	326	330	352	356
Pop200001	3	127	139	153	153	140	160	172	180	181	193	232	232	315	315	334	350	336	356
Pop200002	3	127	139	145	145	156	160	0	0	181	193	228	236	307	307	334	338	364	364
Pop200003	3	127	131	153	153	144	164	152	180	165	213	236	244	311	315	0	0	364	368
Pop200004	3	131	131	153	157	144	144	0	0	185	185	232	240	307	315	330	334	0	0
Pop200005	3	127	131	153	157	144	160	0	0	197	213	228	236	311	315	334	358	0	0
Pop200006	3	127	131	153	157	144	160	0	0	197	213	228	236	311	315	334	358	360	360
Pop200007	3	131	131	145	157	144	152	0	0	185	185	232	236	315	315	338	378	0	0
Pop200008	3	127	139	153	153	144	144	172	196	189	213	232	248	319	319	318	338	0	0
Pop200009	3	127	127	153	157	144	168	160	172	189	217	228	232	307	307	330	338	348	364
Pop200010	3	131	131	153	153	140	144	176	180	165	221	0	0	311	311	330	330	348	360
Pop200011	3	127	131	145	145	144	144	220	232	181	193	236	244	315	315	0	0	340	376
Pop200012	3	127	131	145	145	152	156	156	172	189	201	240	240	315	315	330	338	352	360
Pop200013	3	131	139	153	157	144	152	152	188	185	201	228	236	315	315	330	330	348	364
Pop200014	3	127	131	153	153	144	144	164	196	189	189	236	244	307	311	318	334	340	356
Pop200015	3	123	143	145	153	144	152	152	180	177	209	228	232	0	0	330	330	360	364
Pop200016	3	127	131	153	153	152	152	192	212	181	197	232	232	311	311	310	338	356	368
Pop200017	3	131	139	145	153	144	160	178	200	193	205	248	248	307	307	326	334	360	360
Pop200018	3	131	131	145	153	144	148	180	180	173	185	228	244	307	307	330	334	368	380
Pop200019	3	131	131	157	157	156	160	172	180	181	205	240	244	315	315	322	334	352	364
Pop200020	3	131	131	145	157	156	156	184	204	181	185	232	244	307	315	338	338	356	364
Pop200021	3	115	139	153	161	156	172	180	216	197	205	244	244	315	315	326	338	348	368
Pop200022	3	131	131	153	153	144	144	152	212	193	197	228	228	307	307	310	338	364	368
Pop200023	3	123	127	145	157	144	156	164	184	197	213	228	232	315	315	0	0	364	364
Pop200024	3	127	135	153	153	140	140	178	220	177	197	228	228	315	315	342	358	0	0
Pop200025	3	131	131	145	153	144	160	172	184	197	201	224	244	315	315	302	338	352	368
Pop200026	3	127	131	153	153	144	148	152	180	177	193	228	240	315	315	338	362	0	0
Pop200027	3	123	135	145	145	144	160	180	200	205	213	228	240	307	307	330	334	0	0
Pop200028	3	127	135	145	153	148	156	152	220	209	233	232	232	311	311	306	338	344	360
Pop200029	3	131	131	145	153	148	168	172	188	185	193	224	228	307	307	318	326	332	360
Pop200030	3	127	131	153	157	144	148	178	180	197	209	240	240	315	315	334	362	356	372
Pop200031	3	131	135	145	153	156	156	180	180	201	217	232	240	307	307	326	366	360	364
Pop200032	3	127	131	161	161	144	144	184	188	205	213	236	240	307	311	334	334	0	0
Pop200033	3	127	131	153	153	152	152	188	232	201	209	224	228	315	315	334	342	356	368
Pop200034	3	135	139	145	157	140	148	188	260	161	193	240	244	311	315	322	330	356	360
Pop200035	3	127	139	153	153	144	144	0	0	185	193	240	240	315	315	326	338	0	0
Pop200036	3	123	127	145	153	156	168	156	196	177	193	236	240	307	315	330	342	360	384
