"taxon","years","values","unit","geom"
"Tachycineta bicolor","1, 2, 3, 4, 5, 6, 7","266, 268, 234, 224, 197, 151, 143","Number of hatchlings recorded in nest-boxes visited every 2 days throughout the breeding season (April to August)","MULTIPOINT ((45.3 -72.5))"
