"","year","sampling_unit","sampling_unit_id","species","dist_colony","sdist_colony","lemmings","lemmingsHL","pa","inaccessible_nest_rlha"
"239",2016,"nesting_zone","32","crpl",2.45182074759072,0.357012732296503,2.26800095,"high",0,"NA"
"240",2016,"nesting_zone","33","crpl",2.99524682707286,0.436141693754121,2.26800095,"high",1,"NA"
"241",2016,"nesting_zone","34","crpl",5.52237886145791,0.804120598148494,2.26800095,"high",1,"NA"
"242",2016,"nesting_zone","35","crpl",20.3613956982851,2.96484868184518,2.26800095,"high",1,"NA"
"243",2016,"nesting_zone","36","crpl",2.44326009336813,0.355766204565119,2.26800095,"high",1,"NA"
"244",2016,"nesting_zone","37","crpl",4.15983237356308,0.60571847393026,2.26800095,"high",1,"NA"
"245",2016,"nesting_zone","38","crpl",4.22494984664021,0.615200311869006,2.26800095,"high",1,"NA"
"246",2016,"nesting_zone","39","crpl",20.9126669285367,3.04511998566785,2.26800095,"high",1,"NA"
"247",2016,"nesting_zone","40","crpl",2.45486565570969,0.357456105234028,2.26800095,"high",1,"NA"
"248",2016,"nesting_zone","41","crpl",2.62085100615258,0.381625442874653,2.26800095,"high",1,"NA"
"249",2016,"nesting_zone","42","crpl",20.832638795701,3.0334669876286,2.26800095,"high",1,"NA"
"250",2016,"nesting_zone","43","crpl",20.0791500765982,2.92375053848532,2.26800095,"high",1,"NA"
"251",2016,"nesting_zone","44","crpl",20.5753552178768,2.99600359917156,2.26800095,"high",1,"NA"
"252",2016,"nesting_zone","45","crpl",3.97451474318537,0.578734138460845,2.26800095,"high",1,"NA"
"253",2016,"nesting_zone","46","crpl",14.5430487337072,2.11763179239101,2.26800095,"high",1,"NA"
"254",2016,"nesting_zone","47","crpl",15.3959165125129,2.24181895260583,2.26800095,"high",1,"NA"
"255",2016,"nesting_zone","48","crpl",11.1049597975973,1.61700729683394,2.26800095,"high",0,"NA"
"256",2016,"nesting_zone","49","crpl",4.36350038913181,0.635374832288044,2.26800095,"high",0,"NA"
