"taxon","years","values","unit","geom"
"Lemmings","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","1300.414, 4114.638, 83.4535, 26.6805, 4659.984, 1729.0285, 1587.600665, 182.271050199945, 22.0127610208817, 263.819835982343","Annual lemming density (nb lemmings / ha) estimated with capture-recapture","MULTIPOINT ((73.08 80))"
