"taxon","years","values","unit","geom"
"Diptera","2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","57.27755, 48.8386, 40.65963, 51.2748, 38.7334, 44.035165, 36.94264, 39.30434, 40.5739, 52.5376, 26.93949","Biomass of trapped diptera","MULTIPOINT ((45.3 72.5))"
