"taxon","years","values","unit","geom"
"Tachycineta bicolor","2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","4, 16, 18, 16, 16, 18, 7, 8, 9, 10, 13, 18, 5, 22, 13","Number of adults found in nesting boxes","MULTIPOINT ((45.36667 -72.9093))"
