"taxon","years","values","unit","geom"
"Ixodes scapularis","2011, 2013, 2014","8, 7, 9","Number of individuals captured","MULTIPOINT ((45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281), (45.21996 -73.9281))"
