idanimal	herd	year	dwin	ewin	x	y	cluster
99021202	2	2003	37597	37737	-299517.9259	974303.1842	1
99021202	2	2004	37962	38127	-558520.7271	1187663.058	1
99041201	2	2000	36487	36642	-403437.2129	1128775.488	1
99041201	2	2001	36862	36922	-400559.358	1268251.526	1
99041201	2	2001	36937	37012	-341399.5763	1747711.039	2
99041201	2	2002	37277	37342	-286623.9971	1644190.867	2
99041202	2	2000	36512	36647	-143167.1346	1470369.195	2
99041202	2	2001	36866	36927	-304513.0076	1231980.782	1
99041202	2	2001	36962	37012	-361093.6609	1767059.607	2
99041202	2	2002	37227	37302	-270218.8197	1030791.21	1
99041202	2	2002	37352	37387	-363398.1795	1802565.876	2
99061102	1	2000	36495	36645	-124812.9077	1648028.954	4
99061102	1	2001	36860	36990	-66959.36213	1283685.519	3
99061201	2	2000	36537	36662	-422375.2937	1828221.432	2
99061201	2	2002	37222	37307	-349857.5174	1030070.659	1
99061201	2	2002	37342	37382	-325209.6734	1826036.416	2
99061201	2	2003	37592	37747	-425802.0868	967235.1462	1
99061201	2	2004	37962	38117	-503785.834	952715.1988	1
99061201	2	2005	38317	38467	-465620.3459	1017203.422	1
99061201	2	2006	38711	38801	-495057.2905	1262751.967	1
99061201	2	2008	39436	39561	-643136.6276	896998.4601	1
2000112065	2	2001	36852	36912	-364248.5043	1295396.88	1
2000112065	2	2001	36967	37012	-204279.0894	1805901.164	2
2000112065	2	2002	37237	37392	-377416.7357	1061778.043	1
2003061201	2	2004	37962	38092	-329444.1441	1052795.757	1
2003061206	2	2004	37957	38077	-431136.9965	911394.5573	1
20000611005	1	2001	36845	37010	375720.8938	1240995.577	1
20000611005	1	2002	37230	37385	-259459.0718	1037252.068	2
20000611005	2	2003	37585	37747	-348317.1927	1021552.666	1
20000611005	2	2004	37963	38131	-492223.3101	1194366.391	1
20000611005	2	2005	38347	38462	-98108.26318	1595445.202	2
20000611005	2	2006	38682	38747	-318133.6742	1271759.099	1
20000611005	2	2006	38787	38827	-146400.1661	1737504.614	2
20000611005	2	2007	39047	39190	-414758.2574	1012370.137	1
20000611009	1	2001	36880	37010	-37822.25629	1335834.367	3
20000611009	1	2002	37220	37375	-283544.7614	1049859.139	2
20000611009	2	2003	37582	37737	-332961.2123	1027080.011	1
20000611009	2	2004	37962	38122	-307756.6737	901154.7602	1
20000611015	1	2001	36846	36976	416382.7425	1200467.375	1
20000611015	2	2002	37232	37376	-230016.6578	1017240.227	1
20020611001	1	2003	37585	37735	327779.6801	1089563.625	1
20020611001	1	2004	37950	38130	347315.0985	971658.3391	1
20020611002	1	2003	37630	37750	374361.7108	1348413.9	1
20031011001	1	2004	37965	38115	-459148.3906	1028721.351	2
20031011001	1	2005	38335	38455	317774.5578	1127449.031	1
20031011002	2	2004	37965	38125	-368023.611	1051112.424	1
20031011002	1	2005	38330	38470	-21709.79169	1537089.55	4
20031011002	1	2006	38705	38835	438097.514	1204463.277	1
20031011003	1	2004	38010	38085	-220023.0032	1554610.869	4
20031011004	2	2004	37965	38110	-430931.7858	841809.7753	1
20031011004	2	2005	38330	38455	-423024.0801	841406.1213	1
20031011004	2	2006	38700	38745	-347701.9994	1285900.936	1
20031011004	2	2006	38775	38835	-138992.2847	1700033.083	2
20031011004	2	2007	39055	39180	-463226.3883	854087.2959	1
20031011004	2	2008	39428	39548	-480711.295	802882.1816	1
20031011005	1	2004	37965	38105	-581896.4711	944040.6345	2
20031011005	1	2005	38305	38470	291228.0535	1258270.116	1
20031011005	1	2006	38675	38835	2905.602172	1285326.614	3
20031011005	1	2007	39055	39190	503647.7702	1144254.556	1
20031011005	1	2008	39440	39565	-21935.12736	1380818.496	3
20031012006	2	2004	37962	38087	-421743.8621	1233622.881	1
20031012006	2	2005	38347	38387	-210325.6684	1376268.509	1
20031012006	2	2005	38422	38487	-169819.9798	1829738.13	2
20031012006	2	2006	38690	38740	-279659.1594	1205252.108	1
20031012006	2	2006	38785	38850	-220921.7528	1806466.809	2
20031012007	2	2004	37972	38117	-450503.9194	1015737.666	1
20031012007	2	2005	38342	38462	-431375.176	992184.8841	1
20031012007	2	2006	38742	38847	-183377.7608	1778160.446	2
20031012007	2	2007	39052	39187	-407775.0131	1004061.052	1
20031012007	2	2008	39423	39558	-459572.3312	1081004.95	1
20031012007	2	2009	39778	39933	-507506.4931	1166303.42	1
20031012007	2	2010	40143	40268	-555196.8717	1115177.843	1
20031012007	2	2012	40880	40995	-343252.1785	1052213.421	1
GR19991	1	2000	36486	36637	567704.5362	1145982.799	1
GR2000003	1	2001	36841	37002	405802.8209	1217079.989	1
GR2000004	1	2001	36853	37014	-67585.65755	1400705.024	3
GR2000005	1	2001	36873	37014	-66909.45253	1395277.964	3
GR2000005	1	2002	37238	37402	194515.6824	1084942.304	3
GR2000005	1	2003	37590	37734	305488.1341	1137524.291	1
GR2000005	1	2004	37957	38118	-444386.7474	904989.1687	2
GR2000006	1	2001	36845	37018	341139.5823	1197559.048	1
GR2000006	1	2002	37242	37406	164283.0928	1086072.472	3
GR2000006	1	2003	37590	37750	-231129.1761	1146094.067	2
GR2000006	2	2004	37966	38126	-580970.6139	951666.4819	1
GR2001001	1	2002	37242	37370	165583.0657	1082887.122	3
GR2001021	1	2002	37234	37374	-177210.3625	951661.3656	2
GR2002001	1	2003	37586	37722	138651.6472	993803.9519	3
GR2002002	1	2003	37601	37745	301179.9918	1128000.656	1
GR2002002	1	2004	37961	38125	-485604.759	1191623.112	2
GR2002002	2	2005	38337	38465	-459849.9243	1016786.233	1
GR2002003	1	2003	37605	37749	371041.9937	1325108.04	1
GR2002003	1	2004	37951	38119	348486.4676	1029803.68	1
GR2002003	1	2005	38314	38490	289447.5245	1290748.705	1
GR2002004	1	2003	37626	37746	378368.202	1368751.673	1
GR2003001	1	2004	37962	38130	-60439.73266	1017863.67	3
GR2003001	1	2005	38338	38470	-219609.9797	1048870.683	2
GR2003003	1	2004	37962	38130	39418.44157	1135841.684	3
GR2003003	1	2005	38305	38468	316639.6002	1268025.929	1
GR2003004	1	2004	37951	38122	259077.0555	933726.7545	1
GR2004001	1	2005	38310	38465	376042.3616	1141522.362	1
GR2004002	1	2005	38336	38471	-142004.3117	1123986.164	2
GR2004002	1	2006	38716	38836	407480.5268	1216881.713	1
GR2004002	1	2007	39056	39191	399651.1448	1121409.915	1
GR2004002	1	2008	39406	39551	434966.6837	1062733.155	1
GR86112	1	1987	31793	31880	-207067.508	1590750.914	4
GR86112	1	1988	32118	32229	-269295.2493	1177693.166	2
GR86112	1	1989	32497	32602	-412819.8953	1292061.712	2
GR86113	1	1987	31799	31883	-206746.0619	1587383.923	4
GR86113	1	1988	32102	32227	-348763.8995	1187572.488	2
GR86117	1	1987	31733	31883	-299787.3967	1484027.798	4
GR86117	1	1988	32110	32249	-265953.3532	1168239.639	2
GR86120	1	1987	31802	31853	-129329.2026	1636390.501	4
GR87103	1	1988	32117	32245	363751.2557	1302991.929	1
GR87104	1	1988	32102	32242	-340687.5427	1180446.221	2
GR87104	1	1989	32469	32562	-344189.1829	1346811.164	2
GR87104	1	1989	32586	32634	-356.7350461	1606274.681	4
GR88102	1	1989	32514	32634	-25348.18729	1550617.484	4
GR88102	1	1990	32846	33010	-426949.4658	1598509.797	4
GR88103	1	1989	32485	32566	-417792.516	1260470.255	2
GR88103	1	1990	32874	32990	-130507.4209	1757267.452	4
GR89118	1	1990	32858	32926	-648018.0984	1249548.598	2
GR89118	1	1991	33246	33358	-410387.5771	1740762.576	4
GR89118	2	1992	33598	33737	-340955.4018	1018573.531	1
GR90104	1	1991	33217	33355	-637742.3545	1247317.752	2
GR90104	1	1992	33643	33726	-193371.3547	1695700.396	4
GR90104	1	1994	34334	34458	-139381.9104	1681501.785	4
GR90104	1	1995	34674	34826	-179017.767	1032530.518	2
GR90107	1	1991	33232	33337	-245425.3671	1620773.063	4
GR90108	1	1991	33238	33313	-338576.1925	1648584.645	4
GR90109	1	1991	33241	33313	-306297.9859	1589612.109	4
GR90109	1	1992	33571	33710	-122340.3313	1167371.781	2
GR90124	1	1992	33641	33713	-215975.3177	1570995.691	4
GR90124	1	1993	33917	34106	420438.5344	1276364.081	1
GR90125	1	1991	33217	33364	-132147.4392	969764.8656	2
GR90125	1	1992	33601	33720	-81872.05643	1512249.221	4
GR90127	1	1991	33223	33355	380644.197	1246998.938	1
GR90127	1	1992	33571	33735	-43468.9554	1254579.206	3
GR90127	1	1993	33889	34106	440275.7459	1293638.561	1
GR90128	1	1991	33241	33367	388527.9052	1264349.757	1
GR90128	1	1992	33628	33689	-361999.1973	1714251.137	4
GR90129	1	1991	33238	33378	320959.495	1306381.568	1
GR91106	1	1992	33562	33586	-196517.665	1074652.941	2
GR91106	1	1992	33646	33689	-374737.2667	1558761.388	4
GR91106	1	1993	33994	34090	366015.9516	1380271.326	1
GR91106	1	1994	34322	34498	378700.5009	1167925.392	1
GR91108	1	1992	33602	33725	-264914.6082	1139461	2
GR91110	1	1992	33634	33681	-334004.0355	1556737.886	4
GR91110	1	1993	33925	34095	362635.1609	1390049.889	1
GR91110	1	1994	34286	34454	515195.664	1285498.321	1
GR91110	1	1995	34670	34822	-178489.4157	1031100.235	2
GR91110	1	1996	35051	35170	381253.1862	1258251.507	1
GR91110	1	1997	35414	35539	77218.99489	1426026.26	3
GR91110	1	1998	35786	35918	404406.9176	1310500.369	1
GR91110	1	1999	36134	36266	412716.0116	1214892.1	1
GR91111	1	1992	33558	33741	-725.3686676	1292552.555	3
GR91111	1	1993	33945	34090	-133972.3177	1784996.35	4
GR91112	1	1992	33598	33705	-62110.61137	1489944.721	4
GR91112	1	1993	33909	34106	393158.8071	1386653.961	1
GR92101	1	1993	33885	34102	409052.414	1298515.422	1
GR93101	1	1994	34286	34446	526648.8374	1277933.912	1
GR93101	1	1995	34662	34798	534106.5141	1287200.024	1
GR93101	1	1996	35034	35185	326307.501	1255075.789	1
GR93102	1	1994	34286	34446	505575.3315	1279207.942	1
GR93102	1	1996	35038	35205	307406.9466	1296017.148	1
GR93103	1	1994	34303	34427	423752.0213	1424130.748	1
GR93103	1	1995	34675	34819	-40856.89372	1064515.598	3
GR93104	1	1994	34306	34454	392339.315	1418097.16	1
GR93104	1	1995	34678	34814	399624.1144	1427221.302	1
GR93105	1	1994	34286	34470	151900.4607	1083561.967	3
GR94101	1	1995	34678	34814	407219.6965	1433334.546	1
GR94101	1	1996	35042	35174	344403.9376	1121667.806	1
GR94102	1	1995	34672	34824	-200848.5583	1049106.298	2
GR94102	1	1996	35024	35189	75941.50124	1143722.653	3
GR94102	1	1997	35389	35542	-72469.75049	1224569.917	3
GR94102	1	1998	35846	35906	409675.4499	1440880.689	1
GR94102	1	1999	36152	36244	393898.5694	1404954.349	1
GR94109	1	1995	34658	34806	466051.9046	1362789.327	1
GR94109	1	1996	35090	35189	87347.05728	1140109.858	3
GR94109	1	1997	35405	35570	378829.9915	1270290.191	1
GR94109	1	1998	35778	35910	385886.9342	1259358.395	1
GR94109	1	1999	36122	36270	466322.7917	1169197.086	1
GR94110	1	1995	34658	34814	445068.61	1379711.964	1
GR94110	1	1996	35006	35181	350237.7757	1264082.065	1
GR94111	1	1995	34675	34831	517812.3853	1283318.755	1
GR94111	1	1996	35067	35210	243210.622	1276227.826	1
GR94111	1	1997	35393	35562	-39696.22778	1404485.439	3
GR95001	1	1996	35034	35181	349837.434	1308558.224	1
GR96001	1	1997	35413	35534	443398.9491	1360164.803	1
GR96002	1	1997	35400	35559	-197466.7747	1448790.496	4
GR96002	1	1998	35776	35901	-181563.7796	1031371.521	2
GR96002	1	1999	36114	36266	380121.2981	1426364.736	1
GR96002	1	2000	36490	36649	-101210.7936	1610969.32	4
GR96002	1	2001	36861	37014	-63101.79715	1395601.014	3
GR96002	1	2002	37230	37390	-271615.4122	1013934.169	2
GR96002	1	2003	37608	37738	41994.27426	1014605.086	3
GR96003	1	1997	35421	35542	-50905.56344	1407198.871	3
GR96003	1	1998	35734	35899	436566.217	1279254.486	1
GR96003	1	1999	36127	36263	473446.058	1197639.33	1
GR96003	1	2000	36551	36671	-252036.1017	1823877.934	4
GR96003	2	2001	36835	36920	-380058.5588	1243456.171	1
GR96003	2	2001	36975	37030	-187327.8917	1790175.435	2
GR96003	2	2002	37230	37375	-255674.3685	1027837.737	1
GR96003	2	2003	37587	37747	-235094.2423	990818.4187	1
GR96003	2	2004	37962	38122	-546804.5622	998596.7826	1
GR96003	2	2005	38360	38425	-299139.4854	1324371.734	1
GR96004	1	1997	35401	35542	-10476.30534	1319660.191	3
GR96005	1	1997	35393	35538	-67608.53783	1260982.952	3
GR96005	1	1998	35774	35914	-145429.7746	988252.6425	2
GR96006	1	1997	35393	35574	-68819.11539	1368355.081	3
GR96006	1	1998	35762	35918	348550.0276	1281115.874	1
GR96006	1	1999	36122	36286	462132.129	1195256.027	1
GR96006	1	2000	36490	36652	-93397.48137	1419142.16	3
GR96006	1	2001	36865	37014	-61224.93878	1344387.948	3
GR96007	1	1997	35397	35562	65073.03547	1437513.675	3
GR96007	1	1998	35770	35898	373634.803	1176088.022	1
GR96007	1	1999	36130	36266	428738.391	1211561.706	1
GR96007	1	2000	36514	36649	-91974.44767	1603050.513	4
GR96007	1	2001	36918	37014	-176268.4857	1446552.106	4
GR96007	1	2002	37230	37382	175030.7704	1082711.863	3
GR96008	1	1997	35409	35542	-44482.96737	1424468.181	3
GR96008	1	1998	35770	35914	-55610.04743	1006586.217	3
GR96008	1	1999	36102	36282	376236.93	1377592.615	1
GR96008	1	2000	36510	36661	-125292.7614	1578814.741	4
GR96008	1	2001	36861	36926	-330379.1847	1191722.43	2
GR96008	1	2001	36990	37012	-319940.7151	1634425.075	4
GR96008	1	2002	37230	37394	-241510.589	1044190.816	2
GR96008	1	2003	37626	37738	377693.0824	1343857.779	1
GR97005	1	1998	35774	35898	374705.6434	1176967.985	1
GR97005	1	1999	36126	36262	460538.6525	1180437.204	1
GR97005	1	2000	36490	36665	-102285.027	1548927.657	4
GR97006	1	1998	35770	35898	378719.6003	1211749.716	1
GR98003	1	1999	36123	36267	-304875.272	1247214.988	2
GR98003	1	2000	36507	36642	-286712.8656	1685806.901	4
GR98003	2	2001	36820	36915	-405451.566	1270789.216	1
GR98003	2	2001	36945	37010	-287289.0927	1729191.399	2
GR98003	1	2002	37230	37300	-221211.4304	1005337.095	2
GR98003	2	2003	37600	37745	-391178.87	935355.3178	1
GR98003	2	2004	37965	38150	-423823.2876	820061.1105	1
