ind	idanimal	herd	year	cluster	st_sep	st_oct	swe_sep	swe_oct	pcp_sep	pcp_oct	ndvi_jul	ndvi_aug	ndvi_sep	ndvi_oct
223	2007030	1	2007	LAB	3.052508752	-2.104273482	2.812279676	5.818561466	5.823664733	1.708805618	0.293981972	0.433019658	0.323301382	0.197464416
223	2007030	1	2008	LAB	5.88722805	-0.823922268	0.441709102	7.965852532	1.626214265	2.719931448	0.394556863	0.377400611	0.256856409	0.239061554
224	2007031	1	2007	LAB	2.647237786	-1.693333029	2.255351638	6.114272724	6.090953089	1.830316946	0.277435426	0.434190103	0.324232915	0.18789306
225	2007032	1	2007	LAB	3.140995831	-2.195869216	2.782118046	10.71191442	6.425648427	1.992190364	0.24280121	0.384949974	0.249308629	0.203471085
226	2007033	1	2007	SW	2.648830074	-3.301009875	1.558508584	14.12310448	6.149616489	2.40911168	0.297041333	0.358289154	0.30537107	0.176984319
226	2007033	2	2008	SW	5.070397399	-1.596494207	0.858551469	15.0149523	3.633532879	3.312972323	0.343095172	0.38877552	0.305683819	0.173173568
226	2007033	2	2009	SW	4.989064004	-3.654640174	0.318728347	13.01820091	2.278811867	2.518879694	0.230733817	0.340318696	0.32622277	0.104221119
226	2007033	2	2010	SW	4.47214871	-1.393629248	0.131280329	9.700085831	2.605151924	1.860092825	0.20954748	0.295755728	0.202284313	0.105943674
226	2007033	2	2011	SW	4.984595087	0.579954083	0.219928999	3.71566674	3.273155422	1.974218017	0.202969681	0.306257934	0.279216234	0.143716616
227	2007034	2	2007	SW	1.27428822	-2.218390529	6.497549376	6.73153197	4.471280294	1.780906884	0.252787018	0.336033184	0.28404141	0.217083833
229	2007036	2	2007	SW	3.377590786	0.409980579	2.020627405	4.214695683	6.006826254	2.726093627	0.238331059	0.32029819	0.291459904	0.220140811
229	2007036	2	2011	SW	4.778342393	0.389269872	0.160535286	4.184695466	3.170714655	1.979579641	0.212922015	0.259699978	0.25588448	0.137255128
230	2007037	2	2007	SW	2.86841087	-1.819170703	1.204107684	7.022792509	3.547071624	1.885664625	0.273042373	0.334901463	0.213345747	0.208308722
230	2007037	2	2008	SW	3.94275989	-2.079362246	1.285293186	15.95856351	2.830966148	3.314594296	0.327547534	0.361450437	0.172310271	0.166512892
232	2007039	2	2007	SW	-0.135733389	-2.214955454	15.22424513	6.803440962	4.071388334	1.808424928	0.277649356	0.289704321	0.195577999	0.221712677
232	2007039	2	2008	SW	5.216015377	-1.707683156	0.878459447	12.90427177	3.754569011	3.28608425	0.226731185	0.364995458	0.291436003	0.140788528
235	2007042	2	2007	SW	3.451134542	-0.681224556	1.320632986	5.082179761	5.771313106	2.059756385	0.241394373	0.352889606	0.287005233	0.187404486
235	2007042	2	2008	SW	4.360443172	-2.042987794	1.109646794	16.35539241	3.181940265	3.185574364	0.177327585	0.345418751	0.19025981	0.183534675
235	2007042	2	2011	SW	4.919978654	0.292331941	0.062625926	4.275815782	3.414947366	1.904537827	0.193714157	0.289647686	0.270208839	0.125724943
236	2007043	2	2007	SW	2.927607814	-2.642356968	2.199306356	7.962540182	5.663271198	1.818001288	0.286416575	0.316482323	0.318291519	0.200244845
236	2007043	2	2008	SW	4.053262433	-3.095090619	1.131707054	22.05949803	3.003389424	3.007477616	0.316221153	0.361158459	0.194691969	0.109947683
239	2007046	2	2011	SW	4.701234265	-0.090807011	0.094419155	4.536857312	3.630020953	1.98120726	0.234627926	0.273464905	0.282118073	0.170223636
255	2008015	1	2008	LAB	5.039278318	-1.126316746	0.91222432	9.407390572	2.262978711	2.873168907	0.406128887	0.427761481	0.244129715	0.239027389
255	2008015	1	2009	LAB	4.24682802	-5.601793029	0.298871636	14.43230422	2.788363832	2.373625033	0.324731292	0.347567676	0.335813045	0.158811817
255	2008015	1	2010	LAB	5.059978144	-1.240622269	0.051581984	13.50857766	2.34128822	2.308603987	0.220983696	0.412705141	0.362401411	0.106130344
256	2008016	1	2008	LAB	5.239014118	-1.183977193	0.408443738	9.620336818	1.762244965	3.033561083	0.427088995	0.374552376	0.279436232	0.199939138
256	2008016	1	2011	LAB	5.056464913	NA	0.074893948	NA	2.992192561	NA	0.305995666	0.29384135	0.432510777	NA
257	2008017	1	2008	LAB	4.698138035	-0.942524021	0.965818803	8.293700235	2.185051813	2.933407997	0.417179362	0.403855455	0.25541609	0.209545817
258	2008018	1	2008	LAB	4.754708642	-1.690991261	1.477719403	11.36791666	3.160483211	3.597553468	0.409551385	0.368027209	0.235488616	0.088335747
258	2008018	1	2009	LAB	4.541406668	-6.337630546	0.138251544	18.46045516	1.751065335	2.438750717	0.302171634	0.294089801	0.321684186	0.1481077
260	2008020	1	2008	LAB	3.901192025	-1.420722351	1.935311705	9.888278854	2.812404418	3.214977694	0.425821142	0.400643152	0.29299852	0.177480274
261	2008021	1	2008	LAB	4.321167692	-1.663987081	1.319152394	11.80306231	2.710196225	3.61000904	0.420634884	0.396893748	0.274309858	0.106448576
262	2008022	1	2008	LAB	5.314987615	-1.189348174	0.700293833	9.22171484	1.667133761	3.04576937	0.41696672	0.43055421	0.293270846	0.261018318
262	2008022	1	2009	LAB	4.514143041	-5.517650074	0.318593374	15.14043951	2.664811344	2.416052632	0.319137725	0.382868558	0.317741374	0.159207585
264	2008024	1	2008	LAB	5.51285099	-0.900646824	0.64225973	8.515308882	2.507649919	3.067067403	0.428049392	0.392347719	0.245395577	0.226295551
265	2008025	1	2008	LAB	5.284335351	-0.677986549	0.693805203	6.109450302	1.850114436	2.745911085	0.385147671	0.379125335	0.27967908	0.196458834
266	2008026	1	2008	LAB	5.285791436	-0.952643985	0.625659201	7.879511734	1.77749418	2.854139344	0.418600467	0.417649961	0.261781281	0.219486294
267	2008027	1	2008	LAB	4.996204514	-1.032025229	0.814661953	9.105340755	2.575642091	3.12525697	0.43062254	0.437486876	0.319073387	0.217790757
268	2008028	1	2008	LAB	5.540037097	-1.035164763	1.104317287	9.371992343	2.212237952	2.973459832	0.409338738	0.43751623	0.297326553	0.236431477
269	2008029	1	2008	LAB	4.434749273	-1.533627659	1.255351824	10.23496623	2.667574084	3.336792458	0.418826379	0.362894637	0.315536075	0.172301821
270	2008030	1	2008	LAB	5.040381793	-0.601834924	1.129209219	10.04947389	2.842525088	3.231796751	0.447521275	0.370995845	0.259008674	0.155983005
271	2008031	2	2008	SW	5.050297137	-2.030052501	0.961167808	15.53397879	3.559990689	3.240077019	0.303620583	0.422104798	0.303622586	0.135470542
271	2008031	2	2011	SW	4.681241124	-1.731548929	0.124173788	6.262785132	3.142782871	2.109487736	0.336344954	0.309940027	0.234963161	0.17563894
272	2008032	2	2008	SW	2.698356426	-1.588789201	1.795424411	12.80081935	2.736738757	3.244807468	0.311739269	0.303931834	0.178303791	0.146133841
273	2008033	2	2008	SW	3.998918685	-1.755820177	1.182968349	14.63349315	2.973194169	3.345316768	0.32677398	0.337251348	0.203949235	0.137814978
275	2008035	2	2008	SW	4.11468808	-1.434079112	0.987069449	11.20987064	3.336212496	3.274825881	0.317971214	0.376247835	0.204579503	0.13605486
276	2008036	2	2008	SW	4.530862447	-1.963815146	1.049688777	14.8850734	3.500074604	3.217658205	0.348576893	0.335459837	0.141661823	0.149178506
276	2008036	2	2009	SW	4.201412846	-5.096875539	0.700831669	14.92091225	2.265451559	1.92244739	0.230588039	0.33433761	0.239309782	0.136621521
276	2008036	2	2011	SW	3.480036751	-1.28787054	0.924890294	5.767686953	3.821578617	2.129620577	0.230823115	0.141269316	0.179198551	0.215288613
277	2008037	2	2008	SW	5.16258637	-1.766828812	0.927241217	14.22224049	3.306039589	3.385167682	0.2692334	0.399201505	0.301193744	0.134278565
278	2008038	2	2008	SW	3.734991886	-2.058742066	1.366812833	16.56943173	3.053999265	3.056973421	0.319325006	0.342892394	0.209351838	0.121497949
280	2008040	2	2008	SW	4.772818309	-1.830842404	0.860838075	13.73158168	3.571740899	3.343610192	0.269463879	0.357658434	0.224526055	0.119834269
281	2008041	2	2008	SW	5.989626772	-0.834180423	0.62413841	9.830059144	3.707664201	3.428291168	0.332478692	0.342120187	0.183214722	0.137819622
281	2008041	2	2011	SW	4.66549633	0.07162914	0.292424163	4.533677091	3.281816262	1.985274832	0.232472814	0.298506433	0.212592934	0.135377817
282	2008042	2	2008	SW	4.849824066	-1.792060924	0.865733698	14.97055572	3.495813648	3.346021649	0.291335084	0.340802756	0.318653586	0.172098273
282	2008042	2	2009	SW	5.521504616	-2.819345835	0.291691291	15.99839141	2.307790582	2.71009565	0.246585201	0.291840777	0.316161798	0.093868599
282	2008042	2	2010	SW	4.777318491	-1.446429801	0.082816326	9.77135117	2.317742731	1.85075544	0.21590877	0.350450216	0.297236568	0.096110218
283	2008043	2	2008	SW	5.472583507	-0.982175114	0.694224878	9.951703512	4.398909324	3.398774349	0.339720883	0.351017922	0.128930912	0.126815063
283	2008043	2	2009	SW	4.845289186	-3.379834486	0.372158051	14.82845212	2.276253611	2.58269005	0.280804681	0.390212843	0.328475871	0.13629287
283	2008043	2	2011	SW	4.325640461	-0.432147513	0.376841551	4.471696233	3.320127626	2.050442962	0.271124276	0.255711589	0.187579592	0.167029242
284	2008044	2	2008	SW	5.244911897	-1.294169	0.979544449	11.32869434	4.123162127	3.347740146	0.306379533	0.362121601	0.147884727	0.148487862
285	2008045	2	2008	SW	4.906850549	-1.994072763	0.886014184	15.86207294	3.705346016	3.248292517	0.184042813	0.363276955	0.168122137	0.116590859
285	2008045	2	2009	SW	3.994400915	-5.093252993	0.685420719	14.10552181	2.217289439	1.862649493	0.231310289	0.336496144	0.226070711	0.155639889
286	2008046	2	2008	SW	5.430359033	-1.387607849	0.83140296	11.14228351	4.367842353	3.278427809	0.325008536	0.362232369	0.161603679	0.13669375
286	2008046	2	2009	SW	4.710372537	-3.449464103	0.389859833	14.36672758	2.423116969	2.60905791	0.229182265	0.353739797	0.34124851	0.143310574
286	2008046	2	2011	SW	4.651162771	0.362032823	0.139622235	3.059242889	3.47429829	1.722463429	0.281080872	0.225527161	0.243242611	0.17116658
320	2009023	2	2009	SW	4.773620548	-3.530893171	0.354604495	14.77577852	2.441490065	2.413319018	0.289270649	0.377250991	0.336979662	0.12552427
353	2009056	1	2009	LAB	4.543801286	-5.768721167	0.349645066	15.68337572	2.578555153	2.420817047	0.373951633	0.382065468	0.313103792	0.141718127
354	2009057	1	2009	LAB	4.8654471	-5.155207822	0.453944786	14.72555029	2.79720325	2.65148785	0.352909954	0.326780817	0.308941412	0.207036693
355	2009058	1	2009	LAB	4.618805483	-5.855093636	0.240136269	15.67556786	2.405039014	2.398471217	0.33324525	0.398020625	0.293656606	0.140056159
357	2009060	1	2009	LAB	4.571432597	-5.401441714	0.32078504	15.70502628	2.779490445	2.657589316	0.325727671	0.361318624	0.3397059	0.14866278
358	2009061	1	2009	LAB	4.697497018	-5.500314046	0.463157874	14.67696593	2.743343538	2.39686802	0.32510616	0.397362702	0.335282412	0.141955704
359	2009062	1	2009	LAB	4.874295591	-5.552673095	0.320005122	15.45524002	2.704800529	2.456582183	0.33865945	0.328968585	0.338548218	0.141316295
359	2009062	1	2010	LAB	5.073886453	-1.208713687	0.119838328	15.36463461	2.466699773	2.324997236	0.307447791	0.423975454	0.392008458	0.164434463
361	2009064	1	2009	LAB	4.388685265	-5.265005719	0.496129587	15.24070707	2.734713655	2.722143852	0.331662183	0.433231459	0.287145634	0.131746142
361	2009064	1	2010	LAB	4.958237655	-1.20851529	0.080007648	13.79430231	2.296043334	2.269167736	0.221664159	0.410910794	0.356568419	0.123554628
365	2009068	2	2009	SW	4.915651567	-2.849336482	0.236497908	15.42703273	2.351499725	2.914395567	0.265236398	0.344961259	0.275873265	0.067543572
365	2009068	2	2010	SW	5.451902929	-0.838839325	0.033857918	8.008046112	3.213729906	1.754846545	0.300468969	0.255033138	0.199816007	0.081735556
366	2009069	2	2009	SW	5.086778782	-4.298746049	0.42884777	12.94772621	2.332967987	2.059230404	0.210155055	0.385221887	0.321724751	0.168363956
366	2009069	2	2010	SW	4.931888337	-1.58419631	0.027386194	12.48087843	2.960113084	2.018236155	0.275559991	0.321125828	0.232582871	0.123280956
366	2009069	2	2011	SW	5.236624961	0.122166017	0.015896183	4.393069531	2.838509053	2.007311834	0.238150361	0.267044815	0.258027218	0.154404747
367	2009070	2	2009	SW	4.606433963	-3.72559835	0.384898475	13.99738731	2.230761553	2.389472454	0.300129536	0.405047265	0.313516857	0.126046512
367	2009070	2	2010	SW	4.280787259	-1.338819548	0.186551594	9.29156826	2.270178378	1.890376315	0.266015711	0.272856155	0.236177299	0.118747665
367	2009070	2	2011	SW	5.236624961	0.122166017	0.015896183	4.393069531	2.838509053	2.007311834	0.253968217	0.252237844	0.253159491	0.129794276
368	2009071	2	2009	SW	5.460760646	-3.013614236	0.29938449	16.25415111	2.310121369	2.858818626	0.300650837	0.354855358	0.341734131	0.099638222
368	2009071	2	2010	SW	4.843328224	-1.417841287	0.047117981	9.837522829	2.753742979	1.771432889	0.311573524	0.345735577	0.214153808	0.0869543
373	2009076	2	2009	SW	5.071902447	-4.319250247	0.340956225	12.5861522	2.288863407	2.135025059	0.237019511	0.361047036	0.350401042	0.19220093
373	2009076	2	2010	SW	4.910410478	-1.369188994	0.020035414	9.467949263	2.731829225	1.867929994	0.269033581	0.280396569	0.252851356	0.114384012
373	2009076	2	2011	SW	4.731898419	-1.004217234	0.072709382	5.195321365	3.472761063	2.253150546	0.18285413	0.152078645	0.253738175	0.118394735
376	2009079	2	2011	SW	4.68868673	-0.588446796	0.136483257	4.688359772	3.453238339	2.075991174	0.283474595	0.299873559	0.257119469	0.161236376
377	2009080	2	2009	SW	4.421169627	-4.232913818	0.374193468	14.04635655	2.510750101	2.315846258	0.216443954	0.37972425	0.241854475	0.078460096
377	2009080	2	2010	SW	4.344833037	-1.568366939	0.16780569	12.67510399	2.157982975	1.929982997	0.273669943	0.362840189	0.1994658	0.10540136
378	2009081	2	2009	SW	4.360998195	-4.769529626	0.364458272	14.5465797	2.386354777	2.081216453	0.231713638	0.344040506	0.252076383	0.154872277
378	2009081	2	2010	SW	4.546965025	-0.866192127	0.193699554	8.043588072	2.809472196	1.738828083	0.271575759	0.20129599	0.180440781	0.098661394
382	2009085	1	2009	LAB	NA	-4.891440145	NA	16.14493619	NA	2.536325941	0.252712719	0.25490708	NA	0.082031199
382	2009085	1	2010	LAB	4.992396988	-1.469931135	0.218229936	13.84289636	2.807525441	2.302600711	0.197371197	0.424897231	0.340712328	0.114137641
386	2009089	1	2009	LAB	NA	-4.891440145	NA	16.14493619	NA	2.536325941	0.28582071	0.314519211	NA	0.0657136
387	2009090	1	2009	LAB	NA	-4.891440145	NA	16.14493619	NA	2.536325941	0.274406446	0.329719055	NA	0.067110901
389	2009092	1	2009	LAB	NA	-4.891440145	NA	16.14493619	NA	2.536325941	0.274406446	0.329719055	NA	0.061676667
389	2009092	1	2010	LAB	5.03810599	-1.265200814	0.093189268	13.97294034	2.372445222	2.283156474	0.203552559	0.447982433	0.387958998	0.168210096
390	2009093	1	2009	LAB	4.874675364	-3.417341598	0.299269698	10.78381655	2.034749144	2.347133211	0.319859068	0.316654079	0.241558161	0.149655678
406	2010010	2	2010	SW	4.987773794	-1.410829868	0.012988519	10.58476082	3.121848155	1.840107893	0.282251373	0.343748016	0.250266372	0.129575862
412	2010017	2	2010	SW	4.754744909	-2.100316071	0.052424914	12.32971479	2.950716256	1.877078513	0.27349664	0.252869027	0.202743121	0.058733716
412	2010017	2	2011	SW	4.32959885	-0.179991257	0.416754004	5.006073866	3.316177894	1.928481836	0.237972979	0.179447085	0.225767209	0.165837112
420	2010025	2	2010	SW	4.21925378	-2.401438487	0.241743899	19.93370629	1.81232817	2.444520855	0.260294596	0.217792776	0.226307559	0.046248074
423	2010028	2	2010	SW	4.225283774	-1.994301711	0.194337515	13.43683238	2.616356246	1.968410172	0.271638246	0.302512998	0.189570454	0.162451243
423	2010028	2	2011	SW	4.483643073	-0.699093232	0.329827449	4.964973731	3.292627804	1.82217465	0.263613797	0.208210521	0.242191816	0.137831346
424	2010029	2	2010	SW	4.950942474	-1.373850424	0.009078356	9.642258258	2.984545735	1.886183975	0.283731371	0.331795555	0.249888578	0.075948462
426	2010031	2	2010	SW	5.121628513	-1.018288227	0.040813639	8.497687491	3.117551755	1.744917688	0.257374563	0.279331336	0.172486555	0.097251392
426	2010031	2	2011	SW	4.78386506	-0.011669257	0.082619636	3.390248407	3.378576569	1.833007088	0.319769929	0.246225895	0.253758633	0.182333682
427	2010032	2	2010	SW	4.842240374	-1.250728389	0.014502267	11.43572689	2.968638535	2.027293202	0.309613149	0.370789395	0.246711335	0.114929222
428	2010033	2	2010	SW	4.719133996	-1.564784914	0.135874641	10.48286256	3.024319931	1.805028102	0.273457598	0.261959513	0.207344339	0.099132746
429	2010034	2	2010	SW	4.794381237	-1.440552889	0.091892704	12.24206173	2.708710485	1.945662572	0.265674677	0.297729961	0.241481334	0.118659154
431	2010036	2	2010	SW	5.359389023	-1.422371385	0.036041365	11.02951831	3.951965951	1.934395022	0.27146973	0.348322877	0.259024868	0.0968622
431	2010036	2	2011	SW	4.681324716	-0.517126516	0.18912353	4.641089151	3.334353287	2.062195541	0.278324106	0.323847923	0.264650283	0.132518457
434	2010039	1	2010	LAB	5.144627946	-1.213929803	0.102193824	12.48107183	2.456973882	2.257807168	0.20531084	0.42544301	0.392207892	0.1185929
438	2010044	1	2010	LAB	5.018365445	-1.004388913	0.05355143	12.1392653	2.296950848	2.31010603	0.252729823	0.400317972	0.369177745	0.072974272
439	2010045	1	2010	LAB	3.460791637	-2.243450176	0.2891883	18.55747239	1.92847481	2.227310149	0.201533346	0.278439309	0.219223728	0.093501928
439	2010045	1	2011	LAB	5.285508064	-3.243493909	0.077018195	11.21020133	2.783840361	2.060922084	0.325661002	0.344680065	0.381640228	0.158561935
445	2010054	1	2010	LAB	5.017146283	-1.108205038	0.054470826	12.87903395	2.334515653	2.304485729	0.224315794	0.395010206	0.369780435	0.160821885
445	2010054	1	2011	CEN	4.50300776	-2.478255211	0.191574015	7.254550015	3.81376225	2.223853701	0.326508896	0.316208333	0.304705263	0.117865029
446	2010055	1	2010	LAB	5.026911035	-1.057425479	0.130291864	12.69161515	2.606137896	2.328411056	0.220115329	0.444488719	0.419973803	0.091222486
447	2010057	1	2010	LAB	5.146429846	-1.28536383	0.108604221	15.57238755	2.60226089	2.323633681	0.214402734	0.432518094	0.415801834	0.167566766
466	2010059	1	2010	LAB	5.017023191	-1.169565271	0.01915658	13.49404323	2.135680223	2.310764246	0.225778543	0.40220971	0.3676966	0.08961911
466	2010059	1	2011	LAB	4.841481033	-2.796847863	0.142420542	9.285549347	2.838999285	2.106258256	0.284697366	0.31563991	0.330060378	0.104527767
467	2010060	1	2010	LAB	4.991274979	-0.995907134	0.017756603	12.03676289	2.168241221	2.332334852	0.235966397	0.395039634	0.399910891	0.103732645
467	2010060	1	2011	CEN	5.200729904	-3.340080649	0.119220599	11.26483274	2.803385868	2.032547518	0.26015404	0.349905671	0.356904595	0.186022954
451	2010064	2	2010	SW	4.867433282	-0.98664463	0.055324077	7.322640089	2.814605242	1.859759916	0.290736727	0.320175216	0.257680871	0.106191643
452	2010065	2	2010	SW	4.480615798	-1.314188125	0.141768614	9.600120049	2.313003303	1.913646356	0.292690146	0.340632676	0.215604333	0.080661029
455	2010068	2	2010	SW	5.220926505	-1.60522769	0.068468539	13.44815573	2.511383297	1.964332395	0.232258286	0.333552961	0.307755242	0.120370958
455	2010068	2	2011	SW	4.525883384	-1.957407267	0.229273724	7.162279364	3.435117978	2.356639649	0.241930112	0.278330199	0.264607591	0.080031775
456	2010069	2	2010	SW	4.922570686	-0.74078431	0.055131235	7.115182089	2.912727066	1.725426211	0.29866136	0.306001985	0.17540492	0.098310541
456	2010069	2	2011	SW	4.936175862	-0.892273558	0.057988419	4.986853047	3.360590044	2.177303035	0.328271125	0.275769621	0.314708112	0.22775619
457	2010070	2	2010	SW	4.748364358	-1.210098655	0.068364721	9.429909466	2.680357629	1.892749946	0.284037304	0.261573719	0.251470953	0.13145609
458	2010071	2	2010	SW	4.70422878	-1.664163874	0.049566607	10.41683383	2.717731562	1.70505773	0.2798896	0.317137541	0.233953814	0.15010329
458	2010071	2	2011	SW	3.593279692	-1.227232214	0.884224463	5.361383355	3.718999471	2.087114393	0.223137015	0.195303577	0.19195611	0.152997806
461	2010074	2	2010	SW	4.992728073	-1.469263689	0.036302587	10.19117283	2.823325309	1.914026504	0.299137186	0.343905744	0.341801038	0.081654279
461	2010074	2	2011	SW	NA	-1.067131842	NA	5.092114702	NA	2.259854606	0.246702502	0.247415838	NA	NA
462	2010075	2	2010	SW	4.854420536	-1.276720189	0.014702592	9.554805894	2.772176057	1.959702445	0.292243289	0.359807355	0.261689021	0.092251417
462	2010075	2	2011	SW	3.706036109	-1.568787459	0.465581713	6.403719102	3.948863412	2.470662211	0.283820903	0.21517108	0.17707841	0.146098622
464	2010077	2	2010	SW	5.117173927	-1.11850604	0.023878143	9.806357359	2.966575557	1.937350361	0.27621731	0.324141432	0.254785137	0.10569261
464	2010077	2	2011	SW	4.604342894	-0.680661543	0.141473412	4.768098265	3.441120597	2.137670353	0.334300518	0.300789079	0.267424833	0.165010108
493	2011027	2	2011	SW	4.175438535	-1.15765069	0.540196558	5.327085344	3.283927895	2.251377035	0.173974854	0.183399951	0.198762973	0.121291606
494	2011028	2	2011	SW	2.994542257	-1.163999385	1.41879235	5.614860817	2.798755885	2.178502916	0.152908109	0.117951652	0.206470309	0.171288305
495	2011029	2	2011	SW	4.209014254	-0.44634417	0.171739718	4.314701517	3.709624752	1.974056678	0.224691369	0.263619995	0.20273302	0.145569038
498	2011032	2	2011	SW	4.48525464	-0.068544443	0.082258156	3.987185367	3.608376923	1.966322582	0.272965243	0.295221411	0.20782407	0.11169045
499	2011033	2	2011	SW	4.954437256	0.219232137	0.098295398	4.327888442	3.159698886	1.896529783	0.270276923	0.296510756	0.220335694	0.16724604
500	2011034	2	2011	SW	4.665765105	-1.241950129	0.146436854	5.480382466	3.26569513	2.211526401	0.158502329	0.271636849	0.211784055	0.093069134
703	2011037	2	2011	SW	4.525531659	-0.466002387	0.0071842	4.51894549	4.170995183	2.254564893	0.271391106	0.34483711	0.251284311	0.075369971
704	2011038	2	2011	SW	4.319240432	-0.741910769	0.16928053	4.854395855	3.754659869	2.119041322	0.28105545	0.26810034	0.192294888	0.134106621
706	2011040	2	2011	SW	4.182260474	-0.659018844	0.519858257	4.916172645	3.414962512	2.101645817	0.283358251	0.302568041	0.226138974	0.112956884
707	2011041	2	2011	SW	4.430625005	-0.484102095	0.081627827	5.276537542	4.142008968	2.264703792	0.250461799	0.282089912	0.241688918	0.093015181
708	2011042	2	2011	SW	4.831818201	-0.496287348	0.102794733	4.721775623	3.291600318	1.963076535	0.28214184	0.248929804	0.268707929	0.190404693
709	2011043	2	2011	SW	4.765655608	-0.88506967	0.104067799	5.153589691	3.474020521	2.240095436	0.237453269	0.329735526	0.267145791	0.081208209
710	2011044	2	2011	SW	4.953086329	-0.898631744	0.130790476	5.018418803	3.20307825	2.227363145	0.217820193	0.333311443	0.225589719	0.141486842
711	2011045	2	2011	SW	4.374486262	0.438406525	0.225408682	3.960586181	3.406303292	1.918564457	0.250311702	0.255004184	0.218337422	0.136194033
712	2011046	2	2011	SW	4.842956803	-0.719114418	0.097619744	4.618217913	3.351611822	1.823273424	0.1962087	0.222665158	0.306395103	0.129810612
713	2011047	2	2011	SW	4.893911651	0.261019987	0.088929993	4.472599122	3.274175024	1.973086527	0.253177427	0.279527157	0.221023051	0.119592348
715	2011049	1	2011	CEN	5.64031266	-2.720846753	0.02634267	9.129165193	3.269581886	2.035651758	0.294283036	0.334297873	0.388992867	0.140136643
716	2011050	1	2011	CEN	4.937461806	-3.459721602	0.150204611	11.38940392	3.137623253	1.976781586	0.291802631	0.298432406	0.312499742	0.166676418
717	2011051	1	2011	CEN	5.220630745	-3.255623875	0.094198561	10.78271723	2.483998494	2.070902472	0.325893863	0.332950567	0.334521356	0.16116693
718	2011052	1	2011	CEN	5.659506443	-2.350476986	0.044977833	8.845392236	3.302483398	2.145625921	0.245647004	0.299256075	0.390198698	0.10806835
719	2011053	1	2011	CEN	4.774645152	-2.713266407	0.153428897	8.817959528	3.372847653	2.092323	0.296323713	0.322705927	0.353983003	0.130249751
720	2011054	1	2011	CEN	4.799189509	-3.232251564	0.18157199	11.10972644	2.987171276	2.046841012	0.295044881	0.317587988	0.321060784	0.144477245
724	2011058	1	2011	CEN	4.887443846	-3.37095021	0.172874569	11.07107088	3.101480497	1.998059752	0.323011489	0.321587052	0.322395203	0.186615264
1	91031101	1	1991	NW	3.260589442	-2.036702349	0.336529201	13.53487469	3.095211548	2.38809322	0.27246077	NA	0.25008676	0.075278296
2	91031102	1	1992	LAB	2.861837358	-3.100719992	1.353741294	12.85026456	2.857460092	1.817871202	0.12488181	0.266101826	0.142656697	0.037851554
4	91031104	1	1991	CEN	3.235321593	-2.150544957	0.411945124	12.71844314	3.599621355	2.183749842	0.276763305	0.326557627	0.229707828	0.068035615
4	91031104	1	1992	LAB	3.867475601	-2.738700188	0.477214048	15.27534668	2.92452316	1.884756313	0.207829186	0.295842978	0.164298976	0.030393233
4	91031104	1	1993	CEN	2.39575938	-6.564848854	1.391263905	26.2639407	3.333569081	1.371796481	0.324147997	0.302697032	0.142618775	0.006591105
4	91031104	1	1994	SW	5.768069903	1.149839194	0.019418164	3.266187403	2.250996256	2.366567235	0.353034805	0.236793292	0.055812036	-0.079384817
9	91051103	1	1991	SW	3.394346321	-2.220065905	0.503651169	15.96636234	3.898002957	3.54119833	0.291122863	0.303039208	0.11022177	0.099557481
12	91051106	1	1991	NW	3.537748954	-2.484544062	0.131734984	12.9546837	2.493857306	2.327496265	0.158606977	0.267203049	0.224425118	0.07478118
12	91051106	1	1992	LAB	4.303651391	-2.596691067	0.34103784	14.92894047	2.453277334	2.086600368	0.107307914	0.190261884	0.193442575	0.10232188
30	92081110	1	1992	LAB	4.472769546	-3.17485236	0.40450028	12.18304965	3.122739361	1.828849249	NA	NA	0.181279098	0.049670156
30	92081110	1	1993	NW	1.939952544	-7.765016164	1.826981203	30.72202044	2.065816675	1.516218311	0.335181745	0.230368107	0.156034361	0.022789862
30	92081110	1	1994	LAB	5.377260595	0.921186304	0.061093459	4.493250428	2.352843133	2.65843169	0.359135721	0.25202483	0.069274773	-0.078162413
30	92081110	1	1995	LAB	3.486015706	-2.478646844	0.495464477	17.96347065	2.145841019	3.583881417	0.289679661	0.357702669	0.238860264	0.059827224
31	92081116	1	1992	NW	4.465771068	-5.026782102	0.537774123	19.57469667	3.524073173	2.028012027	0.302579021	0.315853364	0.24592608	0.061184242
32	92081119	1	1992	CEN	4.000851184	-4.35476831	0.522245691	22.94042182	3.3003593	2.372302784	0.247913018	0.273158827	0.251576293	0.086521811
34	92081121	1	1992	LAB	4.641873249	-2.732676512	0.486369202	12.81579105	3.141259471	1.973107034	0.247913018	0.273158827	0.263929683	0.112743005
34	92081121	1	1993	LAB	1.532693457	-6.584667421	2.030402605	29.27471604	2.136765566	1.316973958	0.308125644	0.233972761	0.175122157	0.007049956
35	92081123	1	1992	LAB	4.657621849	-2.825410423	0.481848616	12.92251051	3.281733269	2.066920675	0.354574064	NA	0.2298099	0.097833191
35	92081123	1	1993	SW	1.821045815	-7.755845766	1.490659162	28.77723628	1.77024739	1.399113993	0.323412059	0.192364046	0.146903966	0.011609041
40	93031104	1	1993	LAB	2.61181861	-6.785733504	3.904396604	42.13573066	3.649679897	1.729705727	0.140437717	0.30089677	0.175725745	0.010312091
