"taxon","years","values","unit","geom"
"Lemmings","2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","32, 51, 42, 281.2, 14, 384, 504, 9, 2, 648, 364.7, 253.3, 18.8, 1.6, 137","individuals per km2","MULTIPOINT ((73 80))"
