"taxon","years","values","unit","geom"
"Tachycineta bicolor","2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013","0.4, 0.9, 0.9, 0.9, 1, 1, 1, 1, 1, 1","% of occupied nest-boxes - visited every 2 days throughout the breeding season (April to August)","MULTIPOINT ((45.36667 -72.9093))"
