"taxon","years","values","unit","geom"
"Ixodes scapularis","2011, 2013","30, 32","Number of individuals captured","MULTIPOINT ((45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113), (45.29951 -73.0113))"
