"taxon","years","values","unit","geom"
"Sandpipers","2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","3.875, 4.25, 1.625, 1.125, 1.125, 4.125, 2.375, 2.875, 2.125, 2.75, 2.25, 3.25, 3.625, 1.12, 0.25","nests per km2","MULTIPOINT ((73 80))"
