"taxon","years","values","unit","geom"
"Tachycineta bicolor","2005, 2006, 2007, 2008, 2009, 2010, 2011","902, 775, 769, 831, 721, 506, 379","Number of hatchlings recorded in nest-boxes visited every 2 days throughout the breeding season (April to August)","MULTIPOINT ((45.3 -72.5))"
