SSEB30072	,	163167	189249	174252	334342	315315	158172	285313	182182
SSEB30073	,	151167	121181	228228	290346	295319	172172	309377	186194
SSEB30075	,	151167	121229	244278	330346	295319	172172	309369	182194
SSEB30076	,	163167	225241	278282	326366	295315	172174	333333	198198
SSEB30077	,	167175	189249	214224	294310	307311	162196	317329	198198
SSEB30078	,	163179	173205	162278	314338	291295	172172	289309	170198
SSEB30079	,	163179	173205	162278	326354	295323	172172	297309	170182
SSEB30080	,	163175	225237	162278	342354	295323	170172	285297	170182
SSEB30085	,	163167	197237	162252	338354	295323	172174	293309	194198
SSEB30086	,	179191	185189	214264	298314	283315	174204	329377	170194
SSEB30087	,	179195	209225	162278	346366	291295	170174	313341	198202
SSEB30088	,	155179	193241	162206	334346	295307	174174	333341	194198
SSEB30089	,	155163	205213	166256	310338	303307	172192	297317	186198
SSEB30090	,	179179	225249	158278	326334	315331	170174	297313	170202
SSEB30092	,	179195	209241	158290	334370	319331	174188	273337	170190
SSEB30093	,	155175	209213	240256	310350	283307	192196	317345	182198
SSEB30094	,	163175	173205	162278	326354	291295	170172	285297	182194
SSEB30095	,	171171	209225	266278	294334	307331	204206	277297	182190
SSEB30096	,	151175	189249	158256	318342	307319	172174	305313	190198
SSEB30097	,	167191	185189	166264	310386	307315	174204	297377	170186
SSEB30098	,	191191	185201	166214	310374	283307	170204	281377	190194
SSEB30099	,	175175	181189	240256	318350	283327	172204	313345	182198
SSEB30102	,	167179	185201	212240	298338	283335	170172	329369	170182
SSEB30109	,	167167	245249	174224	294334	311339	162188	293297	186198
SSEB30110	,	163179	209229	278278	314338	315327	172174	273301	170190
SSEB30111	,	167199	209241	174252	334350	291307	188204	313313	182198
SSEB30115	,	167199	189245	270274	334354	295307	188206	293313	190190
SSEB30116	,	167171	209225	158270	294338	307331	174174	273309	170194
SSEB30119	,	183191	209213	264286	290310	275363	192206	309317	194198
SSEB30124	,	163179	205237	162278	338354	291295	172172	285289	194198
SSEB30125	,	163175	173205	252278	338354	291295	170172	289309	170198
SSEB30127	,	155195	193213	162214	310362	327327	174196	313313	198198
SSEB30128	,	191191	185201	166286	298374	295307	202204	329329	170170
SSEB30131	,	163167	197229	270274	346354	307319	174206	285309	194198
SSEB30132	,	175175	205221	254278	330354	267295	172204	289325	198202
SSEB30133	,	163195	209237	224252	338342	323327	170172	309309	194198
SSEB30135	,	163175	213237	162256	318358	307311	174196	317337	198202
SSEB30136	,	167167	121181	244278	330346	295335	172188	317369	182194
SSEB30137	,	163175	225237	252278	338354	291295	172172	289309	194198
SSEB30138	,	175179	221225	254278	330354	295307	172204	297325	182202
SSEB30139	,	163179	225237	252278	314338	291295	172172	285297	182194
SSEB30141	,	167167	209245	174224	334374	307331	174188	313313	198198
SSEB30142	,	163175	181209	254270	330358	307347	174204	313325	190202
SSEB30143	,	163175	205237	252278	338354	295323	172172	285297	182194
SSEB30144	,	163167	217237	162252	338358	323323	172174	289309	194202
SSEB30145	,	179195	185189	214270	298334	295307	158170	313329	194194
SSEB30148	,	151155	189201	158214	310342	319327	172172	305317	190198
SSEB30149	,	163167	205237	162262	338346	299323	170170	309309	170198
SSEB30150	,	163179	225237	252278	314326	295323	170172	285297	170182
SSEB30151	,	179191	169209	252260	330386	307315	174204	325377	194194
SSEB30152	,	155167	213249	224256	294310	307311	172206	297313	186198
SSEB30153	,	163175	213233	166214	290314	307327	196206	317321	198198
SSEB30155	,	175175	209225	252278	326354	295307	172204	289325	198202
SSEB30160	,	163175	205237	252278	338354	291295	170172	285297	182194
SSEB30161	,	155167	189213	256260	318338	307319	172172	285317	194198
SSEB30162	,	175179	221225	252278	314330	267295	172204	289329	198202
SSEB30165	,	163163	173237	252270	338338	307319	170192	289309	170194
SSEB30166	,	163163	173213	252286	326330	311323	170184	309309	194194
SSEB30167	,	151175	189217	256262	318378	307315	170172	313317	194198
SSEB30173	,	163175	173245	162252	326334	291311	170192	289309	194202
SSEB30174	,	151163	121245	162228	330342	255303	174206	317333	194194
SSEB30177	,	163195	173237	252266	318326	319323	172196	285285	194194
SSEB30183	,	167175	205213	232256	314318	327351	172172	317325	194198
SSEB30185	,	175195	189209	166254	330354	267315	170204	325365	186194
SSEB30187	,	163175	205237	252278	314326	295323	170172	285289	170198
SSEB30188	,	163179	173225	162278	314338	295323	172172	285289	194198
SSEB30189	,	163191	173229	166252	338358	291327	158172	309309	170186
SSEB30190	,	163167	173217	162260	338370	291339	172174	285365	186194
SSEB30191	,	155163	201237	252252	310338	291359	172192	285377	194194
SSEB30192	,	163179	173225	162278	338354	295323	172172	285289	170198
SSEB30194	,	167179	205241	260278	330366	295307	172174	325345	194198
SSEB30195	,	179191	185225	166286	310346	283307	204206	281377	190194
SSEB30196	,	159191	185209	166260	298374	303307	170174	313329	170170
SSEB30197	,	147179	193209	262278	334338	287331	170174	297333	170194
SSEB30198	,	163175	205237	252278	314326	291295	172172	285297	170182
SSEB30199	,	191191	197201	166286	298346	283283	204206	281329	190194
SSEB30201	,	175175	221225	254278	330354	295307	172204	289325	194198
SSEB30202	,	163175	173205	162278	314326	291295	172172	297309	182194
SSEB30204	,	163223	173237	162162	326330	323331	170174	289309	170202
SSEB30206	,	175179	169221	254266	330334	299307	196204	313329	194198
SSEB30207	,	167179	209233	260278	338342	311331	170206	273329	182198
SSEB30208	,	163167	169201	158274	318346	315319	170196	285313	198198
SSEB30210	,	163167	201213	158270	302330	315315	172196	273313	198202
SSEB30211	,	167199	225245	240252	318342	311319	172204	281325	170198
SSEB30213	,	155163	125225	214244	318338	327335	172206	325357	194202
SSEB30214	,	167195	197229	270274	294346	307315	204206	285309	194198
SSEB30220	,	163167	201209	260278	338362	295307	172174	297317	170202
SSEB30221	,	151163	169229	158274	302334	315315	170206	313313	198198
SSEB30225	,	163167	225225	240270	318354	307319	174206	277277	190202
SSEB30226	,	167167	197225	240266	294318	307319	174206	277281	170190
SSEB30232	,	163167	225237	158224	338338	307323	196206	273313	170182
SSEB30234	,	155163	193245	240244	318318	327335	172204	281293	170194
SSEB30236	,	167171	193197	240270	294318	307315	176204	281309	170194
SSEB30240	,	167195	225241	240252	302334	311327	188206	325357	198202
SSEB30242	,	163163	213229	256274	338346	319327	174196	285285	182194
SSEB30243	,	163199	193245	240260	334342	311327	172204	281325	198202
SSEB30244	,	167199	193245	240260	334342	311327	188206	281325	170198
SSEB30245	,	167179	209249	270278	326334	307315	204206	297313	182194
SSEB30246	,	167195	201209	158170	326346	267315	196200	313313	198198
SSEB30251	,	151175	169205	236274	314334	319379	170204	309313	190198
SSEB30252	,	167183	205225	278278	326334	307315	170174	297313	182202
SSEB30255	,	167171	193197	240270	334354	307319	204206	309357	194202
SSEB30256	,	163171	197229	158270	294346	307315	174196	277313	190198
SSEB30257	,	163167	201233	266274	326346	275315	172206	285329	198198
SSEB30258	,	163167	193197	240266	294334	307319	174204	277357	190202
SSEB30259	,	163167	193225	214266	294334	307319	204206	277281	170190
SSEB30262	,	167167	197245	174278	314334	307315	162188	293313	190194
SSEB30263	,	159191	185205	214290	310314	283307	170204	329377	194194
SSEB30264	,	151155	201213	224256	310354	307327	174198	309317	170198
SSEB30265	,	151175	189249	214266	318354	315327	174196	305317	190198
SSEB30267	,	151167	201217	278302	290350	255303	194206	309333	194194
SSEB30268	,	175183	189209	214252	310346	327331	196204	317317	198198
SSEB30269	,	167199	209241	260274	318334	303339	162174	313313	198198
SSEB30270	,	167167	181217	228244	290346	303335	172188	309377	186194
SSEB30274	,	151155	213249	158256	310342	307319	172174	317329	198198
SSEB30276	,	151155	189201	158214	310354	323327	172172	313329	198198
SSEB30278	,	171179	209225	266278	334354	307331	174174	277297	182190
SSEB30279	,	167175	189197	256266	318342	307315	172196	285313	194198
SSEB30280	,	151199	217229	228278	290346	295335	188206	317377	186194
SSEB30281	,	191191	185189	214260	298314	307315	170206	377381	186194
SSEB30282	,	155167	189209	214252	318350	283327	172204	313317	182198
SSEB30283	,	163191	197201	166228	298338	307323	188204	329369	182194
SSEB30294	,	167179	213245	162252	330374	267319	174188	321325	194194
SSEB30296	,	167175	125209	236260	318374	267303	174188	321329	194202
SSEB30297	,	175179	209225	158270	338354	307331	204206	273309	182194
SSEB30298	,	163167	193233	162214	318334	275327	172206	329357	190202
SSEB30299	,	167167	209225	158266	334354	307331	204206	297309	182194
SSEB30301	,	151167	217229	244278	290346	295335	172206	309369	182194
SSEB30303	,	167167	197209	266278	294334	307307	174206	273309	182194
SSEB30304	,	167179	209249	158278	330334	315331	174206	297313	182194
SSEB30305	,	163171	197201	266274	294302	307315	204206	285309	182194
SSEB30306	,	163179	197225	278286	338342	331335	170174	297313	182182
SSEB30307	,	171195	197229	158266	294302	307319	174196	285309	182194
SSEB30312	,	167195	197229	158266	294346	307319	198206	277285	190198
SSEB30313	,	151199	217229	228278	290346	303319	188206	317369	182194
SSEB30316	,	167195	225241	174278	338342	331335	190206	273313	182182
SSEB30317	,	163163	169229	158260	302310	291315	192196	285313	182198
SSEB30319	,	167171	193225	240270	294334	307319	204206	281309	170194
SSEB30320	,	163167	225225	240266	294318	307319	204206	281309	194202
SSEB30321	,	167171	193197	214266	294318	307327	204206	281309	194202
SSEB30329	,	155163	225225	214270	338338	283343	158192	309373	194198
SSEB30336	,	163179	197229	166228	298298	283319	188204	369377	182194
SSEB30337	,	167175	185189	214266	310334	307327	172196	317325	190198
SSEB30341	,	155175	189225	256278	302318	307335	172172	313325	198198
SSEB30343	,	151179	125205	224252	318330	315359	172206	301373	186194
SSEB30345	,	171179	213245	166224	294362	307315	172172	317325	194194
SSEB30346	,	151179	125205	224286	318330	307355	172206	325377	194194
SSEB30347	,	167175	125245	224252	346366	307339	158174	297373	186198
SSEB30348	,	151175	125209	170224	346362	307359	174192	277373	170194
SSEB30004	,	167179	197201	214240	298338	283319	170188	000000	182194
SSEB30006	,	167179	213221	166252	000000	000000	158206	317337	202202
SSEB30026	,	167175	213245	236260	000000	000000	174188	321325	194202
SSEB30041	,	167175	125213	162262	000000	335343	192204	313313	194194
SSEB30044	,	151199	197213	252270	000000	000000	172172	313313	182198
SSEB30055	,	175191	169221	254264	314326	267315	000000	297329	186202
SSEB30060	,	167191	185201	166228	000000	307319	170172	000000	182194
SSEB30069	,	175179	205225	262278	334366	303307	170174	000000	198202
SSEB30100	,	151199	121229	228278	290298	295335	172206	000000	186186
SSEB30101	,	163191	193241	166214	000000	000000	202204	329357	190202
SSEB30104	,	147179	193209	158162	334346	315331	200206	000000	170190
SSEB30105	,	191191	197205	166214	000000	283307	204204	000000	170170
SSEB30106	,	159167	225245	240252	000000	000000	172206	281329	170198
SSEB30107	,	163179	177185	214260	298330	303307	204204	000000	170202
SSEB30112	,	155163	193213	000000	000000	295327	172200	289313	194198
SSEB30113	,	195199	209241	162274	294354	307339	162188	000000	186190
SSEB30114	,	167191	185201	000000	310338	283335	188204	329329	170182
SSEB30123	,	179179	221225	252278	000000	295307	172204	289325	194198
SSEB30126	,	159179	197205	214290	000000	000000	170170	317329	194194
SSEB30156	,	163167	169237	252260	000000	315323	170206	297309	170186
SSEB30209	,	171195	197201	266274	000000	000000	174206	277285	182190
SSEB30222	,	163191	201245	166274	000000	291319	196204	281313	182190
SSEB30229	,	167175	121181	236274	000000	000000	204206	285285	182190
SSEB30230	,	163167	209229	158158	000000	315335	172206	305313	182194
SSEB30239	,	163179	197209	174278	338342	331339	000000	297369	182182
SSEB30254	,	151163	181225	240252	000000	000000	204206	285357	182202
SSEB30302	,	151179	169225	162278	000000	307331	158174	297309	170190
SSEB30308	,	163167	201225	158270	000000	000000	174206	277285	190198
SSEB30310	,	167199	217229	228228	000000	295319	188206	317377	186186
SSEB30322	,	163167	193225	240266	000000	307327	204206	309357	194202
SSEB30325	,	175175	121209	162290	000000	291295	170188	317341	190190
SSEB30327	,	163175	209237	162278	000000	295323	172206	297309	170182
SSEB30339	,	163163	173213	162270	000000	000000	172172	285309	170170
SSEB30340	,	155167	189197	214224	000000	000000	196204	313373	198202
SSEB30342	,	167167	233245	162166	000000	319327	174206	293321	194194
SSMB3001	,	167175	225241	162278	334354	291307	158192	321337	190198
SSMB3002	,	179191	201213	162252	318342	347359	172196	309329	198202
SSMB3003	,	175175	125213	162236	322330	267343	188204	325329	198202
SSMB3004	,	147167	189241	260260	334346	311351	158174	313313	190190
SSMB3005	,	179191	213225	162256	310342	327359	174192	305309	198202
SSMB3006	,	167199	169213	260264	282318	291331	170172	333357	198198
SSMB3007	,	163167	229241	162170	334358	291315	170200	313325	190194
SSMB3008	,	167195	201221	270290	310334	275307	172172	325329	198202
SSMB3009	,	167191	205221	162240	326330	303327	158172	313317	190202
SSMB3010	,	159191	169221	214274	334346	315315	158206	313313	190198
SSMB3011	,	163163	201241	166224	286322	291323	192204	301373	190198
SSMB3012	,	155167	201233	170252	334362	315327	192200	313317	198198
SSMB3014	,	151167	209229	158244	326346	319327	172188	305317	170170
SSMB3015	,	151167	177249	158158	298338	335355	172198	273341	186186
SSMB3016	,	159167	213221	158162	334338	275315	172200	309333	190198
SSMB3017	,	151159	189213	166228	290334	303327	158172	309309	198198
SSMB3019	,	179183	125233	162258	326346	303311	172188	321333	190194
SSMB3020	,	167167	233241	162258	326330	291351	170204	309337	198202
SSMB3021	,	167175	205209	270278	338350	283291	174204	313357	174206
SSMB3022	,	159163	213245	224252	318318	307331	172206	321329	190190
SSMB3023	,	167167	181205	262270	310326	307315	174192	301313	194198
SSMB3024	,	159191	209245	256278	314338	287359	158188	285293	194194
SSMB3026	,	179191	213221	162252	318342	307327	174192	305313	198202
SSMB3028	,	163167	205205	268278	298318	263347	174204	285289	194194
SSMB3034	,	147167	185241	158260	326330	319351	172192	305313	190194
SSMB3035	,	159167	221233	246250	314338	299315	174188	289377	186202
SSMB3036	,	167179	177205	270274	290314	291323	174192	309341	170202
SSMB3037	,	155167	213217	252286	334346	283315	170200	313313	190194
SSMB3038	,	175191	201225	162166	318366	295315	174204	329377	190190
SSMB3039	,	175191	201225	162166	318366	295315	174204	329377	190190
SSMB3040	,	167179	209241	162166	330346	311311	192206	337345	186202
SSMB3041	,	163175	197213	162274	302358	287343	172204	325369	190198
SSMB3043	,	147183	233241	162260	330334	339351	174188	313313	190190
SSMB3044	,	155159	217225	170286	322346	315315	170204	305313	190194
SSMB3045	,	167167	205209	224270	310354	343355	170172	301329	198202
SSMB3046	,	159167	229249	244274	298346	315335	172204	289341	202202
SSMB3047	,	159167	205209	278286	326334	267315	170172	313369	182194
SSMB3048	,	175191	189213	260260	302318	295339	174206	297329	170186
SSMB3049	,	155167	213233	256268	294322	307327	158174	309329	182198
SSMB3050	,	147199	205233	162260	314334	295351	172192	313333	190190
SSMB3051	,	175199	209245	162162	318326	303319	170204	293341	198198
SSMB3052	,	151159	213225	252286	322334	315315	200200	289305	190190
SSMB3053	,	175175	217225	252270	310354	315323	172204	285313	190198
SSMB3055	,	151167	205205	214252	346346	319355	172200	297313	182186
SSMB3057	,	175183	129197	274302	330342	323339	170192	341369	182194
SSMB3060	,	155163	193245	216266	314318	315327	174192	313353	194194
SSMB3062	,	155163	197213	158256	294314	295307	158204	289313	182186
SSMB3063	,	167167	153173	162174	346354	303311	158170	313337	170202
SSMB3064	,	155167	201245	166260	334338	307327	158172	305309	186194
SSMB3065	,	167175	197217	228268	290326	299307	174200	305373	182202
SSMB3066	,	159167	221233	162162	326334	275295	172204	329353	190194
SSMB3067	,	171175	193209	224278	314330	303315	172174	301353	182190
SSMB3068	,	163171	193209	224278	314314	303315	172172	285353	182202
SSMB3069	,	163179	193201	158270	326358	295303	170172	353397	190190
SSMB3070	,	159167	209245	252274	326326	287315	172174	313369	194198
SSMB3071	,	155167	221245	162252	318346	283307	204206	329377	190206
SSMB3072	,	159191	185213	248286	318322	319359	172192	309317	194198
SSMB3073	,	155159	217225	162256	310358	315327	200204	313329	190198
SSMB3074	,	163175	197213	224294	318322	315327	204206	285325	190206
SSMB3076	,	167175	125181	162274	342350	307343	172188	313333	186190
SSMB3077	,	163167	153201	174274	266346	283339	192204	313321	198202
SSMB3078	,	163191	169209	162236	314318	319327	192204	357377	194198
